Noise,SigD,SigI,PSNR
20,2.0,2.0,60.4855957326
20,2.0,2.0,55.8996475641
20,2.0,3.0,58.5878225957
20,2.0,3.0,63.5030972418
20,2.0,3.0,58.4283612293
20,2.0,3.0,60.2197129581
20,2.0,3.0,61.3825374453
20,2.0,4.0,61.2333788745
20,2.0,4.0,58.2027843962
20,2.0,4.0,62.7870404373
20,2.0,4.0,60.3135765462
20,2.0,4.0,62.4255064022
20,3.0,0.1,50.0396960121
20,3.0,0.1,46.0918917426
20,3.0,0.1,45.3587877214
20,3.0,0.1,47.0250935181
20,3.0,0.1,46.1558484021
20,3.0,1.0,54.4694268217
20,3.0,1.0,55.3906569101
20,3.0,1.0,52.6937760956
20,3.0,1.0,55.5157851335
20,3.0,1.0,57.8126364712
20,3.0,2.0,59.2454355049
20,3.0,2.0,59.8592778949
20,3.0,2.0,64.913130593
20,3.0,2.0,57.6680268282
20,3.0,2.0,60.2335889981
20,3.0,3.0,61.2351248559
20,3.0,3.0,62.4486415359
20,3.0,3.0,64.3365621629
20,3.0,3.0,58.9637897406
20,3.0,3.0,60.4307655869
20,3.0,4.0,64.7230934495
20,3.0,4.0,64.9431756839
20,3.0,4.0,58.9167825173
20,3.0,4.0,62.3944385847
20,3.0,4.0,61.8047655132
20,4.0,0.1,48.4994443452
20,4.0,0.1,47.5345392131
20,4.0,0.1,47.049984879
20,4.0,0.1,48.518279562
20,4.0,0.1,48.7499508291
20,4.0,1.0,54.438843504
20,4.0,1.0,52.5020171584
20,4.0,1.0,50.0369817995
20,4.0,1.0,53.0395499784
20,4.0,1.0,53.3371245115
20,4.0,2.0,67.4291079893
20,4.0,2.0,64.2353642699
20,4.0,2.0,62.8664530429
20,4.0,2.0,60.7945276051
20,4.0,2.0,61.2720391085
20,4.0,3.0,62.3167179691
20,4.0,3.0,63.4808936689
20,4.0,3.0,60.3918826236
20,4.0,3.0,62.5090948984
20,4.0,3.0,65.2903051307
20,4.0,4.0,61.7954243985
20,4.0,4.0,63.8877988105
20,4.0,4.0,62.7554061183
20,4.0,4.0,59.3877941045
20,4.0,4.0,64.3740822135
30,0.1,0.1,41.2282537671
30,0.1,0.1,39.9133040809
30,0.1,0.1,42.431648951
30,0.1,0.1,41.1291959564
30,0.1,0.1,42.0939672785
30,0.1,1.0,39.1247237109
30,0.1,1.0,41.8173475452
30,0.1,1.0,42.2537482819
30,0.1,1.0,39.5956823537
30,0.1,1.0,41.7316379488
30,0.1,2.0,41.1436383485
30,0.1,2.0,41.1583788332
30,0.1,2.0,41.9057478442
30,0.1,2.0,38.1900347861
30,0.1,2.0,43.1770757742
30,0.1,3.0,42.100855165
30,0.1,3.0,40.4415335572
30,0.1,3.0,39.9576776199
30,0.1,3.0,41.362907069
30,0.1,3.0,38.6796372412
30,0.1,4.0,40.0321547629
30,0.1,4.0,38.8596487151
30,0.1,4.0,41.5361980003
30,0.1,4.0,42.1380741344
30,0.1,4.0,40.2308288161
30,1.0,0.1,40.896598183
30,1.0,0.1,40.7549039637
30,1.0,0.1,40.6500360673
30,1.0,0.1,40.1604580357
30,1.0,0.1,43.8657065701
30,1.0,1.0,43.3326904492
30,1.0,1.0,42.5079981811
30,1.0,1.0,44.920304795
30,1.0,1.0,47.069567343
30,1.0,1.0,46.0096972427
30,1.0,2.0,48.549038101
30,1.0,2.0,46.0543091934
30,1.0,2.0,45.8970908754
30,1.0,2.0,46.9798221588
30,1.0,2.0,50.5471660823
30,1.0,3.0,48.6597125448
30,1.0,3.0,47.2079089448
30,1.0,3.0,47.6726299594
30,1.0,3.0,49.5591082179
30,1.0,3.0,50.8738986712
30,1.0,4.0,47.5365341804
30,1.0,4.0,48.5477839287
30,1.0,4.0,47.9054828377
30,1.0,4.0,48.4976759063
30,1.0,4.0,50.5368270066
30,2.0,0.1,38.0966902189
30,2.0,0.1,40.9376313038
30,2.0,0.1,41.5112363642
30,2.0,0.1,41.4205757102
30,2.0,0.1,42.4886913316
30,2.0,1.0,48.5215123649
30,2.0,1.0,49.3715160214
30,2.0,1.0,45.6296524979
30,2.0,1.0,45.3952923522
30,2.0,1.0,49.8865283681
30,2.0,2.0,55.2347527523
30,2.0,2.0,53.8308280493
30,2.0,2.0,49.1299744692
30,2.0,2.0,50.9366713987
30,2.0,2.0,49.0321225125
30,2.0,3.0,56.8590721776
30,2.0,3.0,50.5155423976
30,2.0,3.0,50.28234233
30,2.0,3.0,52.1026524323
30,2.0,3.0,48.5615089253
30,2.0,4.0,52.5385961843
30,2.0,4.0,51.6295685651
30,2.0,4.0,52.1323360499
30,2.0,4.0,53.0184412088
30,2.0,4.0,49.2771081108
30,3.0,0.1,43.2024301984
30,3.0,0.1,39.0763444389
30,3.0,0.1,40.319109403
30,3.0,0.1,40.4949412311
30,3.0,0.1,40.4202608005
30,3.0,1.0,48.0610006768
30,3.0,1.0,46.2926995742
30,3.0,1.0,48.4404124501
30,3.0,1.0,44.9220090508
30,3.0,1.0,47.4609634109
30,3.0,2.0,53.8714305769
30,3.0,2.0,56.4369879261
30,3.0,2.0,51.6682062362
30,3.0,2.0,50.961427055
30,3.0,2.0,52.4195147385
30,3.0,3.0,58.6600392724
30,3.0,3.0,60.3341410567
30,3.0,3.0,58.5134443988
30,3.0,3.0,56.8383208483
30,3.0,3.0,57.2444826893
30,3.0,4.0,56.0752069148
30,3.0,4.0,56.2277445679
30,3.0,4.0,56.6667193333
30,3.0,4.0,59.0241155637
30,3.0,4.0,54.6154702622
30,4.0,0.1,43.803484336
30,4.0,0.1,41.7562614672
30,4.0,0.1,39.4606159116
30,4.0,0.1,41.7149092004
30,4.0,0.1,39.8442171552
30,4.0,1.0,47.7617709531
30,4.0,1.0,47.9379630151
30,4.0,1.0,47.5200917041
30,4.0,1.0,51.6894315373
30,4.0,1.0,47.7372612497
30,4.0,2.0,55.8875877502
30,4.0,2.0,53.7393679898
30,4.0,2.0,51.8783601246
30,4.0,2.0,51.7779252243
30,4.0,2.0,54.3323063278
30,4.0,3.0,58.6235849887
30,4.0,3.0,55.8107213726
30,4.0,3.0,55.9500609608
30,4.0,3.0,55.7198701581
30,4.0,3.0,58.591130618
30,4.0,4.0,60.3430253694
30,4.0,4.0,58.0402898304
30,4.0,4.0,59.8993178814
30,4.0,4.0,57.7789837908
30,4.0,4.0,59.1822267416
10,2.25,2.25,74.958610635
10,2.25,2.25,71.0894520551
10,2.25,2.25,75.5082908275
10,2.25,2.25,75.2035965262
10,2.25,2.25,75.2601624732
10,2.25,2.5,71.0397398659
10,2.25,2.5,72.0137710164
10,2.25,2.5,77.1986847058
10,2.25,2.5,77.1173307181
10,2.25,2.5,75.8273744999
10,2.25,2.75,80.1252670987
10,2.25,2.75,72.9751250742
10,2.25,2.75,81.7878558892
10,2.25,2.75,77.0663937461
10,2.25,2.75,71.645595167
10,2.5,2.25,77.2582801566
10,2.5,2.25,78.700205294
10,2.5,2.25,77.7499784494
10,2.5,2.25,70.3954730769
10,2.5,2.25,72.4653112007
10,2.5,2.5,74.7890023104
10,2.5,2.5,78.3171984569
10,2.5,2.5,73.2702396064
10,2.5,2.5,77.6256263228
10,2.5,2.5,75.0723241198
10,2.5,2.75,75.9207681156
10,2.5,2.75,77.2732427412
10,2.5,2.75,73.7921803105
10,2.5,2.75,76.8746998163
10,2.5,2.75,74.7711957881
10,2.75,2.25,78.152990821
10,2.75,2.25,77.3149691901
10,2.75,2.25,72.1302671439
10,2.75,2.25,76.3472125657
10,2.75,2.25,74.872161275
10,2.75,2.5,74.7938774047
10,2.75,2.5,77.3463196533
10,2.75,2.5,78.2023822769
10,2.75,2.5,75.0144485504
10,2.75,2.5,73.0919438167
10,2.75,2.75,76.6775378439
10,2.75,2.75,73.9098291828
10,2.75,2.75,73.0744845944
10,2.75,2.75,73.6677055482
10,2.75,2.75,73.2968186214
20,2.25,2.25,59.0069816505
20,2.25,2.25,57.3557686747
20,2.25,2.25,62.2719474322
20,2.25,2.25,64.4610321289
20,2.25,2.25,57.6027264031
20,2.25,2.5,60.1681540896
20,2.25,2.5,59.6917342863
20,2.25,2.5,61.5554410665
20,2.25,2.5,58.5373413279
20,2.25,2.5,62.6389038672
20,2.25,2.75,60.7149499881
20,2.25,2.75,60.9401509874
20,2.25,2.75,57.1073243998
20,2.25,2.75,61.8545556354
20,2.25,2.75,59.5074224246
20,2.5,2.25,57.807840522
20,2.5,2.25,62.8380031853
20,2.5,2.25,60.8001692188
20,2.5,2.25,57.7124113638
20,2.5,2.25,59.0425918712
20,2.5,2.5,61.5517023332
20,2.5,2.5,59.2970351766
20,2.5,2.5,64.5106166719
20,2.5,2.5,55.3557616033
20,2.5,2.5,60.3230732563
20,2.5,2.75,60.0557513398
20,2.5,2.75,59.5758574637
20,2.5,2.75,58.7754354286
20,2.5,2.75,62.5662512941
20,2.5,2.75,60.2050563101
20,2.75,2.25,59.6347880171
20,2.75,2.25,63.2977875655
20,2.75,2.25,62.5728741955
20,2.75,2.25,59.5728112303
20,2.75,2.25,61.3695735153
20,2.75,2.5,61.5144290299
20,2.75,2.5,59.9121672041
20,2.75,2.5,62.2540857116
20,2.75,2.5,62.8106955682
20,2.75,2.5,61.6012841449
20,2.75,2.75,61.2447875063
20,2.75,2.75,66.8599046526
20,2.75,2.75,61.6558404162
20,2.75,2.75,55.3936110577
20,2.75,2.75,62.4864278037
30,2.25,2.25,54.0647148876
30,2.25,2.25,51.5831268287
30,2.25,2.25,52.3963253271
30,2.25,2.25,54.0402600679
30,2.25,2.25,54.6455343873
30,2.25,2.5,52.9381989063
30,2.25,2.5,54.8200051107
30,2.25,2.5,53.5450933165
30,2.25,2.5,55.5553181425
30,2.25,2.5,54.0539304558
30,2.25,2.75,52.7654252959
30,2.25,2.75,53.1949765389
30,2.25,2.75,52.7446345634
30,2.25,2.75,53.7570432861
30,2.25,2.75,52.9199231492
30,2.5,2.25,51.4822977017
30,2.5,2.25,51.4179934022
30,2.5,2.25,52.206168551
30,2.5,2.25,56.4295728883
30,2.5,2.25,55.9766525213
30,2.5,2.5,52.3314935541
30,2.5,2.5,51.804447664
30,2.5,2.5,52.8412852052
30,2.5,2.5,53.7793547162
30,2.5,2.5,51.3292703268
30,2.5,2.75,54.2668894587
30,2.5,2.75,54.6381207223
30,2.5,2.75,54.1679316507
30,2.5,2.75,55.8662528957
30,2.5,2.75,54.9234843056
30,2.75,2.25,54.6837058296
30,2.75,2.25,53.9648073814
30,2.75,2.25,56.0621352658
30,2.75,2.25,56.1482792029
30,2.75,2.25,51.8913823588
30,2.75,2.5,55.9313276382
30,2.75,2.5,54.8647866179
30,2.75,2.5,56.1790357717
30,2.75,2.5,51.9884807427
30,2.75,2.5,58.3591534539
30,2.75,2.75,54.0724683082
30,2.75,2.75,52.6879418958
30,2.75,2.75,54.836643841
30,2.75,2.75,51.234625276
30,2.75,2.75,59.0552867053
10,2.25,2.25,72.8180733563
10,2.25,2.25,81.1300638632
10,2.25,2.25,73.1606995197
10,2.25,2.25,73.8044448975
10,2.25,2.25,74.6518600745
10,2.25,2.5,71.0675628245
10,2.25,2.5,71.9741767929
10,2.25,2.5,74.213884718
10,2.25,2.5,75.1418389885
10,2.25,2.5,74.8624788849
10,2.25,2.75,73.2158295156
10,2.25,2.75,72.7620342398
10,2.25,2.75,74.2870527689
10,2.25,2.75,73.4032641322
10,2.25,2.75,72.4033915405
10,2.5,2.25,74.5834428417
10,2.5,2.25,79.073850828
10,2.5,2.25,71.9478919779
10,2.5,2.25,75.6279729163
10,2.5,2.25,76.3650299836
10,2.5,2.5,71.7631170593
10,2.5,2.5,73.9669094941
10,2.5,2.5,79.0821596963
10,2.5,2.5,73.1322078194
10,2.5,2.5,74.2274319562
10,2.5,2.75,70.8473945346
10,2.5,2.75,73.9856837707
10,2.5,2.75,83.9840900831
10,2.5,2.75,80.974553024
10,2.5,2.75,71.9067374356
10,2.75,2.25,76.3440820926
10,2.75,2.25,75.5045263642
10,2.75,2.25,72.0496119102
10,2.75,2.25,72.8482116103
10,2.75,2.25,83.9897796737
10,2.75,2.5,74.8354400955
10,2.75,2.5,73.7113657304
10,2.75,2.5,72.1236023431
10,2.75,2.5,75.2045703529
10,2.75,2.5,72.7923946738
10,2.75,2.75,74.5082657973
10,2.75,2.75,74.8366117911
10,2.75,2.75,72.2625983885
10,2.75,2.75,72.1892386437
10,2.75,2.75,75.3299612133
20,2.25,2.25,61.1306510131
20,2.25,2.25,57.5217828861
20,2.25,2.25,62.3266220451
20,2.25,2.25,60.5951208391
20,2.25,2.25,58.3619878681
20,2.25,2.5,62.4642226573
20,2.25,2.5,54.1935178795
20,2.25,2.5,61.5599853587
20,2.25,2.5,62.8428556272
20,2.25,2.5,59.4698656615
20,2.25,2.75,61.0702928046
20,2.25,2.75,61.3418416256
20,2.25,2.75,59.2438272452
20,2.25,2.75,59.8730583519
20,2.25,2.75,63.0780638513
20,2.5,2.25,60.9028961434
20,2.5,2.25,57.6711950475
20,2.5,2.25,58.929266156
20,2.5,2.25,61.2239933511
20,2.5,2.25,63.748828453
20,2.5,2.5,61.9788158498
20,2.5,2.5,64.4494831622
20,2.5,2.5,60.104065393
20,2.5,2.5,59.4774962052
20,2.5,2.5,62.2123352046
20,2.5,2.75,60.6520190858
20,2.5,2.75,63.2853671831
20,2.5,2.75,62.8981719256
20,2.5,2.75,62.7978866904
20,2.5,2.75,61.0970941138
20,2.75,2.25,60.8145065324
20,2.75,2.25,59.8892883155
20,2.75,2.25,67.0760942705
20,2.75,2.25,65.0734524464
20,2.75,2.25,64.4113739087
20,2.75,2.5,59.4069828588
20,2.75,2.5,61.4062782046
20,2.75,2.5,62.6034107286
20,2.75,2.5,61.8513803785
20,2.75,2.5,59.744822414
20,2.75,2.75,62.0787970648
20,2.75,2.75,63.7838172289
20,2.75,2.75,62.2207396314
20,2.75,2.75,61.7119804781
20,2.75,2.75,63.5856228675
30,2.25,2.25,50.8015128418
30,2.25,2.25,46.6871285116
30,2.25,2.25,55.2054230896
30,2.25,2.25,55.4216774751
30,2.25,2.25,50.1567017456
30,2.25,2.5,57.7721721689
30,2.25,2.5,54.0882246827
30,2.25,2.5,54.2752740528
30,2.25,2.5,53.1558821988
30,2.25,2.5,56.0076056515
30,2.25,2.75,50.6049543963
30,2.25,2.75,54.3507277928
30,2.25,2.75,54.4673081558
30,2.25,2.75,53.9650937225
30,2.25,2.75,51.9709243462
30,2.5,2.25,51.4306573962
30,2.5,2.25,54.9460981491
30,2.5,2.25,54.8558964275
30,2.5,2.25,51.929538039
30,2.5,2.25,52.7148396356
30,2.5,2.5,56.1620884132
30,2.5,2.5,50.2498973397
30,2.5,2.5,52.4252138054
30,2.5,2.5,53.4026518574
30,2.5,2.5,53.5557002145
30,2.5,2.75,54.2652680478
30,2.5,2.75,54.6762897573
30,2.5,2.75,53.9626885251
30,2.5,2.75,54.4780811194
30,2.5,2.75,53.6263901098
30,2.75,2.25,54.5230582762
30,2.75,2.25,51.7809174239
30,2.75,2.25,52.2990430462
30,2.75,2.25,52.4230040917
30,2.75,2.25,56.2293363406
30,2.75,2.5,55.1508710648
30,2.75,2.5,57.6406407675
30,2.75,2.5,56.161862004
30,2.75,2.5,54.3420394604
30,2.75,2.5,55.5101730349
30,2.75,2.75,54.0066331581
30,2.75,2.75,57.3072497482
30,2.75,2.75,54.6171061797
30,2.75,2.75,52.3671682782
30,2.75,2.75,59.5668199169
1,2.25,2.25,123.881947184
1,2.25,2.25,126.033896667
1,2.25,2.25,128.162274387
1,2.25,2.25,127.286704389
1,2.25,2.25,124.800249532
1,2.25,2.5,125.187120414
1,2.25,2.5,127.435625677
1,2.25,2.5,125.939369664
1,2.25,2.5,126.108936442
1,2.25,2.5,126.205071411
1,2.25,2.75,125.980098377
1,2.25,2.75,123.513652259
1,2.25,2.75,125.3431706
1,2.25,2.75,125.136146837
1,2.25,2.75,122.601006874
1,2.5,2.25,127.09479016
1,2.5,2.25,127.543891602
1,2.5,2.25,127.275947294
1,2.5,2.25,126.405775904
1,2.5,2.25,122.638936165
1,2.5,2.5,126.844998108
1,2.5,2.5,127.326363288
1,2.5,2.5,126.608066574
1,2.5,2.5,127.422130185
1,2.5,2.5,124.378781826
1,2.5,2.75,126.003868867
1,2.5,2.75,123.636474085
1,2.5,2.75,125.37149607
1,2.5,2.75,126.175229973
1,2.5,2.75,124.768077072
1,2.75,2.25,130.750826877
1,2.75,2.25,126.093060831
1,2.75,2.25,126.649262536
1,2.75,2.25,130.629058687
1,2.75,2.25,123.164616547
1,2.75,2.5,129.110815446
1,2.75,2.5,128.354263965
1,2.75,2.5,122.82751158
1,2.75,2.5,125.482621646
1,2.75,2.5,130.926175591
1,2.75,2.75,125.051991874
1,2.75,2.75,123.333909619
1,2.75,2.75,122.41685072
1,2.75,2.75,128.819627679
1,2.75,2.75,127.799815516
5,2.25,2.25,92.5337005316
5,2.25,2.25,87.7106429796
5,2.25,2.25,92.3307747943
5,2.25,2.25,91.4418923156
5,2.25,2.25,93.7857275721
5,2.25,2.5,91.3880657947
5,2.25,2.5,92.4857674311
5,2.25,2.5,92.1533435366
5,2.25,2.5,96.4605586384
5,2.25,2.5,91.0441684253
5,2.25,2.75,94.8249576556
5,2.25,2.75,94.0910972096
5,2.25,2.75,93.5474748635
5,2.25,2.75,96.1088656191
5,2.25,2.75,94.838469747
5,2.5,2.25,93.9447593553
5,2.5,2.25,94.9931570171
5,2.5,2.25,92.7074492102
5,2.5,2.25,91.7129742571
5,2.5,2.25,92.7769733421
5,2.5,2.5,91.1474787228
5,2.5,2.5,95.5993313271
5,2.5,2.5,93.3472941118
5,2.5,2.5,92.1227048546
5,2.5,2.5,92.8871196612
5,2.5,2.75,93.3308514782
5,2.5,2.75,90.5179463444
5,2.5,2.75,91.9884583642
5,2.5,2.75,95.0802406919
5,2.5,2.75,97.8804501651
5,2.75,2.25,94.7274141596
5,2.75,2.25,92.4244683853
5,2.75,2.25,93.5239869964
5,2.75,2.25,96.1983630714
5,2.75,2.25,93.5077012365
5,2.75,2.5,96.479985493
5,2.75,2.5,90.2648060034
5,2.75,2.5,94.6095569145
5,2.75,2.5,92.7110896792
5,2.75,2.5,97.9822407088
5,2.75,2.75,89.1218741899
5,2.75,2.75,94.2744303353
5,2.75,2.75,93.6361003537
5,2.75,2.75,97.1990353995
5,2.75,2.75,98.6702072887
1,2.5,2.5,126.046397998
1,2.5,2.5,125.235454817
1,2.5,2.5,125.308852673
1,2.5,2.5,122.774164947
1,2.5,2.5,124.494437891
1,2.5,2.5,125.957898731
1,2.5,2.5,128.026025497
1,2.5,2.5,125.538635168
1,2.5,2.5,126.129806249
1,2.5,2.5,126.52584901
1,2.5,2.5,129.963430868
1,2.5,2.5,126.211558053
1,2.5,2.5,126.382508308
1,2.5,2.5,130.52743083
1,2.5,2.5,128.896744309
5,2.5,2.5,93.3670959873
5,2.5,2.5,91.2149750787
5,2.5,2.5,96.6013212252
5,2.5,2.5,90.104020217
5,2.5,2.5,90.951526285
5,2.5,2.5,94.6323752944
5,2.5,2.5,95.1138837925
5,2.5,2.5,93.3927424085
5,2.5,2.5,91.6485900398
5,2.5,2.5,94.3024553749
5,2.5,2.5,94.2449784665
5,2.5,2.5,90.8518128965
5,2.5,2.5,91.8270861315
5,2.5,2.5,90.5647145565
5,2.5,2.5,92.6728032868
10,2.5,2.5,73.085209083
10,2.5,2.5,72.5031381002
10,2.5,2.5,76.4878928737
10,2.5,2.5,78.2197016227
10,2.5,2.5,73.0842510311
10,2.5,2.5,73.3844915328
10,2.5,2.5,77.2269871774
10,2.5,2.5,73.4756050428
10,2.5,2.5,74.7202343638
10,2.5,2.5,78.379159885
10,2.5,2.5,76.770108938
10,2.5,2.5,76.1984190227
10,2.5,2.5,78.4227950016
10,2.5,2.5,76.0907570756
10,2.5,2.5,77.861256578
20,2.5,2.5,59.4050261742
20,2.5,2.5,63.2480017787
20,2.5,2.5,58.3605381049
20,2.5,2.5,58.8288947544
20,2.5,2.5,61.9176424073
20,2.5,2.5,59.6771325638
20,2.5,2.5,60.2134973505
20,2.5,2.5,59.2252090141
20,2.5,2.5,64.3085394644
20,2.5,2.5,59.5512088159
20,2.5,2.5,61.7222150235
20,2.5,2.5,63.5489432678
20,2.5,2.5,57.4896315838
20,2.5,2.5,60.2892953856
20,2.5,2.5,61.2447474792
30,2.5,2.5,53.261302792
30,2.5,2.5,51.5263026827
30,2.5,2.5,52.0402590254
30,2.5,2.5,56.316118317
30,2.5,2.5,50.3259493978
30,2.5,2.5,53.9390188106
30,2.5,2.5,57.0346989879
30,2.5,2.5,54.3416671766
30,2.5,2.5,53.0791673112
30,2.5,2.5,53.2310823011
30,2.5,2.5,53.1483818922
30,2.5,2.5,54.9989754211
30,2.5,2.5,55.5434475959
30,2.5,2.5,55.7329024118
30,2.5,2.5,55.9893858069
1,2.25,2.25,130.37710876
1,2.25,2.25,126.780305703
1,2.25,2.25,125.178878489
1,2.25,2.25,125.133603384
1,2.25,2.25,124.246946162
1,2.25,2.25,122.28427687
1,2.25,2.25,123.995577964
1,2.25,2.25,128.32369982
1,2.25,2.25,126.990207339
1,2.25,2.25,127.557690656
1,2.25,2.25,121.584994583
1,2.25,2.25,128.820458351
1,2.25,2.25,127.123414803
1,2.25,2.25,125.891386187
1,2.25,2.25,125.463372608
1,2.25,2.5,127.433239506
1,2.25,2.5,128.652806166
1,2.25,2.5,125.934717242
1,2.25,2.5,128.002472046
