Noise,Thresh,PSNR
5,0.85,58.1095809211
5,0.85,58.0498560384
5,0.85,58.0971698279
5,0.95,45.794840323
5,0.95,45.8672818909
5,0.95,45.8276791851
5,0.95,45.9282814708
5,0.95,45.9495046969
5,1.0,45.8801484114
5,1.0,45.8951015221
5,1.0,45.8701298087
5,1.0,45.9104467985
5,1.0,45.8011355802
10,0.1,59.938883265
10,0.1,60.9418949524
10,0.1,59.7930438853
10,0.1,61.003869137
10,0.1,60.2580998654
10,0.15,62.1982821563
10,0.15,61.0407047104
10,0.15,61.7438257885
10,0.15,62.0696067449
10,0.15,62.6356575052
10,0.2,59.6774725888
10,0.2,60.9990389339
10,0.2,60.9940447241
10,0.2,60.0860904506
10,0.2,60.3534901042
10,0.75,57.8689527061
10,0.75,58.2051525305
10,0.75,57.5266540371
10,0.75,57.8345953099
10,0.75,57.6608226126
10,0.85,57.7363955805
10,0.85,58.0603427086
10,0.85,58.0156291219
10,0.85,58.202434487
10,0.85,58.0587373846
10,0.95,45.8539735287
10,0.95,45.9696358174
10,0.95,45.8499971267
10,0.95,45.9571407774
10,0.95,45.9232220622
10,1.0,45.7610035458
10,1.0,45.9202272267
10,1.0,45.9515933515
10,1.0,45.9430910238
10,1.0,45.9783197847
20,0.1,47.2502717971
20,0.1,46.7228676187
20,0.1,45.8829154007
20,0.1,46.2162745071
20,0.1,45.5802020913
20,0.15,48.0441499469
20,0.15,49.0353587255
20,0.15,51.1743531484
20,0.15,48.4940770957
20,0.15,49.631727937
20,0.2,52.41814432
20,0.2,48.9701051
20,0.2,53.1728119052
20,0.2,53.1656641313
20,0.2,49.5201006821
20,0.75,56.8266742791
20,0.75,57.3810542896
20,0.75,57.7615212896
20,0.75,55.8713058729
20,0.75,58.1302967268
20,0.85,57.9192903009
20,0.85,45.9378960833
20,0.85,45.7872278412
20,0.85,58.073641031
20,0.85,57.8991405416
20,0.95,58.1258993869
20,0.95,57.5402949658
20,0.95,45.9474005619
20,0.95,44.9634467268
20,0.95,56.9132868051
20,1.0,57.1645547702
20,1.0,57.3808596586
20,1.0,45.9476290467
20,1.0,45.9736839709
20,1.0,45.9769388692
30,0.1,39.9518825928
30,0.1,40.3496544036
30,0.1,40.6959928833
30,0.1,42.025059143
30,0.1,43.0364903018
30,0.15,43.2995342691
30,0.15,41.4805024609
30,0.15,43.9747333606
30,0.15,40.9551991339
30,0.15,40.9609544807
30,0.2,42.1625512322
30,0.2,42.7741996277
30,0.2,42.3318767498
30,0.2,42.5757333979
30,0.2,42.1158767927
30,0.75,56.3950362975
30,0.75,56.198554707
30,0.75,57.9541702749
30,0.75,57.3817297192
30,0.75,55.5078943751
30,0.85,45.869501639
30,0.85,57.9499973572
30,0.85,57.5765666454
30,0.85,57.569328933
30,0.85,57.8682792893
30,0.95,45.5536679676
30,0.95,45.3147659861
30,0.95,56.1575805768
30,0.95,45.9628189089
30,0.95,45.627113117
30,1.0,45.9268267962
30,1.0,45.5291936197
30,1.0,45.9785072334
30,1.0,57.4889852581
30,1.0,45.3856659732
