Noise,Thresh,PSNR
10,0.4,61.9915932897
10,0.4,61.7216169433
10,0.4,61.9265443572
10,0.4,62.0004882064
10,0.4,61.8756104998
20,0.3,64.2256994621
20,0.3,63.9424457103
20,0.3,63.1226717787
20,0.3,61.6544316295
20,0.3,62.5237923028
20,0.4,61.7971293104
20,0.4,61.7740141822
20,0.4,61.0488588925
20,0.4,61.2211746799
20,0.4,61.4859984104
30,0.3,56.340656795
30,0.3,56.3886574361
30,0.3,53.1318608995
30,0.3,51.6088339496
30,0.3,56.2429041655
30,0.4,61.7034111595
30,0.4,56.5275068754
30,0.4,56.951688443
30,0.4,58.1841227542
30,0.4,57.4226991284
1,0.8,56.763568757
1,0.8,56.7478816688
1,0.8,56.7532276084
1,0.8,56.7475753241
1,0.8,56.738643112
1,0.9,56.7593314799
1,0.9,56.7635960569
1,0.9,56.7552289867
1,0.9,56.7645451504
1,0.9,56.7509562102
1,1.0,56.755096406
1,1.0,56.7621046339
1,1.0,56.7529815854
1,1.0,56.7700835576
1,1.0,56.7714203538
5,0.8,56.7416729504
5,0.8,56.8318231644
5,0.8,56.7083920626
5,0.8,56.6495098026
5,0.8,56.7951911317
5,0.9,56.789184139
5,0.9,56.7254063908
5,0.9,56.7261617926
5,0.9,56.7299320757
5,0.9,56.7019046848
5,1.0,56.7452340921
5,1.0,56.7045500989
5,1.0,56.7955648304
5,1.0,56.8059760481
5,1.0,56.7210478211
1,0.8,56.7564489114
1,0.8,56.7785972116
1,0.8,56.744577662
1,0.8,56.7477840813
1,0.8,56.7705927647
1,0.9,56.7757215568
1,0.9,56.7610787349
1,0.9,56.7882640016
1,0.9,56.7678657294
1,0.9,56.7743092257
1,1.0,56.7711531324
1,1.0,56.7749537638
1,1.0,56.7545327987
1,1.0,56.7447722108
1,1.0,56.7545326079
5,0.8,56.63709963
5,0.8,56.717498598
5,0.8,56.6513164293
5,0.8,56.6112856991
5,0.8,56.8165977714
5,0.9,56.7090604158
5,0.9,56.7960240663
5,0.9,56.7839009856
5,0.9,56.7544923458
5,0.9,56.7244884107
5,1.0,56.7766692069
5,1.0,56.6434433389
5,1.0,56.7841151673
5,1.0,56.75951852
5,1.0,56.720413203
1,0.1,76.2122617411
1,0.1,75.2778142297
1,0.1,75.2932895696
1,0.1,75.3542109767
1,0.1,75.3376906675
1,0.15,70.3580148904
1,0.15,71.7985002578
1,0.15,70.3408239555
1,0.15,70.3313506896
1,0.15,70.3615275707
1,0.2,67.1927644313
1,0.2,67.1990252808
1,0.2,67.1973277095
1,0.2,67.1946366175
1,0.2,67.235360137
1,0.75,56.7764739341
1,0.75,56.7758124455
1,0.75,56.7352615749
1,0.75,56.7521384536
1,0.75,56.7718738284
1,0.85,56.7636055831
1,0.85,56.7738592192
1,0.85,56.7741715653
1,0.85,56.7732940876
1,0.85,56.7581119224
1,0.95,56.7363478511
1,0.95,56.7646632704
1,0.95,56.7553932191
1,0.95,56.7572457738
1,0.95,56.7517861111
1,1.0,56.7424341803
1,1.0,56.7520317781
1,1.0,56.7619646325
1,1.0,56.7486062991
1,1.0,56.7715808321
5,0.1,76.4951694037
5,0.1,74.7144551557
5,0.1,74.2898867866
5,0.1,73.6214821443
5,0.1,74.1643880457
5,0.15,70.2005756231
5,0.15,70.0648877552
5,0.15,70.0707345024
5,0.15,71.4023968039
5,0.15,72.0208834749
5,0.2,66.2243973928
5,0.2,68.1686542531
5,0.2,68.612461131
5,0.2,70.2777101963
5,0.2,68.0819363947
5,0.75,56.7504941298
5,0.75,56.7453076796
5,0.75,56.7691939146
5,0.75,56.7000014731
5,0.75,56.787368935
5,0.85,56.6116015229
5,0.85,56.8483037646
5,0.85,56.6346906495
5,0.85,56.6942152683
5,0.85,56.7519956153
5,0.95,56.7244474656
5,0.95,56.6677359469
5,0.95,56.832717013
5,0.95,56.8082596297
5,0.95,56.7800415969
5,1.0,56.8005838636
5,1.0,56.8060082131
5,1.0,56.7518819742
5,1.0,56.7747297374
5,1.0,56.7963268126
10,0.1,66.6745007813
10,0.1,66.6464945294
10,0.1,64.2365992858
10,0.1,66.9874470503
10,0.1,67.254202302
10,0.15,67.6209351864
10,0.15,69.7724074398
10,0.15,68.4438258505
10,0.15,69.4668508544
10,0.15,69.6569897115
10,0.2,68.2701795678
10,0.2,68.0519509316
10,0.2,68.2793684157
10,0.2,68.2680240611
10,0.2,67.8682637777
10,0.75,56.6595078751
10,0.75,56.7679722925
10,0.75,56.5397324324
10,0.75,56.7463890791
10,0.75,56.770317548
10,0.85,56.7613497184
10,0.85,56.7396139374
10,0.85,56.7658223161
10,0.85,56.7395682011
10,0.85,56.4573642593
10,0.95,56.7553487879
10,0.95,56.2947939728
10,0.95,56.7620359806
10,0.95,56.7391224443
10,0.95,56.5697082186
10,1.0,56.7954391882
10,1.0,56.783455879
10,1.0,56.7770991192
10,1.0,56.7588993564
10,1.0,56.553713699
20,0.1,52.8458444198
20,0.1,52.7198426517
20,0.1,51.2004064605
20,0.1,52.9001157226
20,0.1,52.510038288
20,0.15,54.298334402
20,0.15,53.8994596536
20,0.15,53.1287618494
20,0.15,54.6614539665
20,0.15,53.0075729778
20,0.2,59.4013525661
20,0.2,55.1227187604
20,0.2,55.1156059701
20,0.2,57.591326534
20,0.2,56.9662777619
20,0.75,56.3473101938
20,0.75,56.5982488496
20,0.75,56.452831176
20,0.75,56.7618693684
20,0.75,56.6868398985
20,0.85,56.8402390278
20,0.85,56.2242363268
20,0.85,56.2433458573
20,0.85,56.1329581651
20,0.85,56.7524615468
20,0.95,55.8359817289
20,0.95,56.03575405
20,0.95,56.3667670377
20,0.95,56.7714604474
20,0.95,56.5247808973
20,1.0,56.8460171994
20,1.0,56.5453827833
20,1.0,56.5583380628
20,1.0,56.1181353463
20,1.0,55.7830659079
30,0.1,45.8023554595
30,0.1,44.7607539287
30,0.1,44.9758239911
30,0.1,44.0915110808
30,0.1,43.8981949639
30,0.15,45.5615380811
30,0.15,45.4459937004
30,0.15,45.2820678317
30,0.15,43.3907089629
30,0.15,46.6669903981
30,0.2,46.8646751331
30,0.2,47.5176752301
30,0.2,45.9656422941
30,0.2,46.6063284299
30,0.2,46.3348032986
30,0.75,55.7317587055
30,0.75,55.7014499377
30,0.75,56.4300572354
30,0.75,56.5929597546
30,0.75,55.3676091265
30,0.85,56.4934851119
30,0.85,56.5628512345
30,0.85,56.1669015233
30,0.85,56.243875036
30,0.85,56.7072115835
30,0.95,55.977558137
30,0.95,56.3666290766
30,0.95,56.781777701
30,0.95,56.278729367
30,0.95,55.3697267585
30,1.0,56.3312840813
30,1.0,55.64184387
30,1.0,56.5141857115
30,1.0,56.0040066022
30,1.0,56.1761139325
