Noise,Thresh,PSNR
1,0.25,88.689681757
1,0.25,90.742991603
1,0.25,90.8139592703
1,0.3,85.7027267714
1,0.3,87.2776424141
1,0.3,88.6878775449
1,0.3,87.8211346784
1,0.3,85.7225591312
1,0.3,89.7327586156
1,0.3,85.7156087358
1,0.3,85.7150647854
1,0.3,85.7055312218
1,0.3,85.7072633473
5,0.1,74.4122238288
5,0.1,75.0424719849
5,0.1,74.1003936494
5,0.1,75.4550684936
5,0.1,74.4126090681
5,0.1,74.9903060052
5,0.1,75.0276666973
5,0.1,74.6520376633
5,0.1,74.9413919241
5,0.1,76.3539707615
5,0.15,74.1395800066
5,0.15,73.932939391
5,0.15,74.9916384706
5,0.15,76.1031548442
5,0.15,75.0687281876
5,0.15,76.2019010738
5,0.15,76.4413488524
5,0.15,75.3772666659
5,0.15,75.1752885363
5,0.15,76.3417102191
5,0.2,74.6864644181
5,0.2,75.9848196855
5,0.2,74.9604533694
5,0.2,77.6930704165
5,0.2,76.0550019942
5,0.2,76.3157960579
5,0.2,75.8635168603
5,0.2,75.0470199453
5,0.2,75.7793748127
5,0.2,76.4392598121
5,0.25,74.811888702
5,0.25,77.1755229908
5,0.25,74.8227371947
5,0.25,76.476739783
5,0.25,73.7936597246
5,0.25,74.7590701433
5,0.25,76.773721236
5,0.25,76.1302169865
5,0.25,76.3190945536
5,0.25,74.7313138793
5,0.3,74.9694387521
5,0.3,75.8205469158
5,0.3,75.4156573176
5,0.3,78.7333948861
5,0.3,76.6649859327
5,0.3,74.368294034
5,0.3,73.3732764728
5,0.3,76.079411016
5,0.3,74.0706516924
5,0.3,76.8120986337
10,0.1,62.512624864
10,0.1,63.6909744125
10,0.1,60.5002738664
10,0.1,61.9805364516
10,0.1,61.2776984326
10,0.1,60.648207553
10,0.1,60.9622412349
10,0.1,61.402407836
10,0.1,61.9154910698
10,0.1,61.7758854566
10,0.15,60.4943986661
10,0.15,62.5311130123
10,0.15,62.4831733365
10,0.15,60.9675028289
10,0.15,64.3402253649
10,0.15,62.9653025265
10,0.15,62.4218375402
10,0.15,64.4427516004
10,0.15,63.2491511086
10,0.15,63.3789588128
10,0.2,60.1100444003
10,0.2,61.2501112786
10,0.2,62.900241805
10,0.2,60.5078753929
10,0.2,62.1655415908
10,0.2,63.0232720901
10,0.2,60.9814338313
10,0.2,62.5948277946
10,0.2,61.1302334927
10,0.2,62.9650289345
10,0.25,63.7263521546
10,0.25,61.5906642088
10,0.25,62.6860369701
10,0.25,61.7401760025
10,0.25,63.0447419694
10,0.25,62.6707115581
10,0.25,64.0849279978
10,0.25,63.0410988737
10,0.25,63.0093718136
10,0.25,60.6891887469
10,0.3,64.5723132686
10,0.3,62.8105495024
10,0.3,61.6791855838
10,0.3,63.1599821228
10,0.3,64.1014281206
10,0.3,63.8755342041
10,0.3,63.4195626499
10,0.3,63.0303669936
10,0.3,63.8840731649
10,0.3,61.7331254884
20,0.1,49.8670743853
20,0.1,50.7817276199
20,0.1,49.4357513469
20,0.1,50.4148174276
20,0.1,49.1959335045
20,0.1,48.6375068888
20,0.1,50.1495415199
20,0.1,51.4175132466
20,0.1,49.3659753329
20,0.1,49.6114236783
20,0.15,51.40714305
20,0.15,49.4081125561
20,0.15,50.3882638694
20,0.15,50.0214692033
20,0.15,49.9461817147
20,0.15,51.4217060104
20,0.15,49.7981575873
20,0.15,51.589332983
20,0.15,49.506722206
20,0.15,50.048526135
20,0.2,51.2243486682
20,0.2,48.1684659211
20,0.2,51.1259699337
20,0.2,50.1999138843
20,0.2,50.0931310937
20,0.2,50.4133594365
20,0.2,50.4628797966
20,0.2,51.2437641173
20,0.2,51.1995645218
20,0.2,49.4948292065
20,0.25,50.2166063004
20,0.25,50.5507201098
20,0.25,49.6772154786
20,0.25,51.5494524133
20,0.25,49.4006563924
20,0.25,49.1667143703
20,0.25,52.1563260815
20,0.25,48.7447726707
20,0.25,51.0653486878
20,0.25,48.0550048504
20,0.3,51.5002949916
20,0.3,50.0019576754
20,0.3,49.3379261421
20,0.3,51.213177061
20,0.3,51.4892630996
20,0.3,48.7642521846
20,0.3,50.4797545986
20,0.3,50.9049279208
20,0.3,52.9604107863
20,0.3,51.7161368111
30,0.1,44.7621843566
30,0.1,45.2469053024
30,0.1,43.0179154063
30,0.1,46.2136621858
30,0.1,43.4846313397
30,0.1,43.3806437646
30,0.1,43.9939374157
30,0.1,43.7502934901
30,0.1,43.384311567
30,0.1,46.765382892
30,0.15,45.2982937956
30,0.15,43.3048241586
30,0.15,44.3497782316
30,0.15,43.9589926014
30,0.15,44.6121033328
30,0.15,43.8564685731
30,0.15,43.5086328396
30,0.15,43.3902837409
30,0.15,42.9217356828
30,0.15,44.5534715317
30,0.2,43.8118540206
30,0.2,44.2551947726
30,0.2,44.6265400391
30,0.2,43.3304917269
30,0.2,44.3054700258
30,0.2,45.9159640396
30,0.2,44.8365680912
30,0.2,43.9619446263
30,0.2,45.3331179836
30,0.2,43.277595042
30,0.25,44.2261919755
30,0.25,44.6337273721
30,0.25,44.5651485355
30,0.25,45.9582298183
30,0.25,43.3252734705
30,0.25,44.9879965011
30,0.25,44.0633222307
30,0.25,43.720612408
30,0.25,43.204928769
30,0.25,42.8218213933
30,0.3,45.2166145288
30,0.3,43.9220518873
30,0.3,44.2967072384
30,0.3,43.0394738819
30,0.3,44.4128077035
30,0.3,44.0240816451
30,0.3,43.7713545546
30,0.3,43.0995943792
30,0.3,43.7241002921
30,0.3,43.1228494443
