Noise,Thresh,PSNR
30,6.5,27.4009716387
30,7,27.4857318589
30,7,27.1125819073
30,7,27.4586148381
30,7,27.0701183357
30,7,27.2374364393
1,1.5,59.4895076081
1,1.5,60.7816444318
1,1.5,59.5193557926
1,1.5,59.5278584871
1,1.5,59.478329217
1,1.75,55.6101227271
1,1.75,55.6252035569
1,1.75,55.6089825485
1,1.75,55.635625556
1,1.75,55.6474664088
1,2.25,55.6188306932
1,2.25,55.5993156843
1,2.25,55.6435264187
1,2.25,55.6235621942
1,2.25,55.6082654217
1,2.5,55.6078534554
1,2.5,55.5982817141
1,2.5,55.5982796629
1,2.5,55.6313860462
1,2.5,55.5957984715
1,2.75,51.1738293971
1,2.75,51.1964433775
1,2.75,51.1772666973
1,2.75,51.2126655442
1,2.75,51.1633336991
5,1.5,55.7526828091
5,1.5,56.7152847652
5,1.5,58.3083469651
5,1.5,55.6214699054
5,1.5,59.0644493994
5,1.75,55.6217675516
5,1.75,55.6847543294
5,1.75,55.3841194829
5,1.75,55.606293155
5,1.75,55.4543138498
5,2.25,55.4616109401
5,2.25,55.4949099265
5,2.25,55.6439889989
5,2.25,55.6785037469
5,2.25,55.5878867221
5,2.5,51.1973130562
5,2.5,55.6460946321
5,2.5,55.4275283955
5,2.5,51.1783869651
5,2.5,51.1212547261
5,2.75,47.6206388946
5,2.75,51.2285573241
5,2.75,51.2257140988
5,2.75,47.4893857876
5,2.75,51.1435078406
10,1.5,56.4429162591
10,1.5,56.6152552666
10,1.5,60.4839487417
10,1.5,57.1779503338
10,1.5,55.5284565063
10,1.75,55.2959046623
10,1.75,58.4436493674
10,1.75,55.2971761593
10,1.75,56.4963947832
10,1.75,54.9351188267
10,2.25,55.5919150763
10,2.25,55.7327033769
10,2.25,51.1343602182
10,2.25,55.6042627261
10,2.25,51.2736789848
10,2.5,51.1946731057
10,2.5,51.0807633796
10,2.5,47.6200232871
10,2.5,51.2407480835
10,2.5,47.5060164712
10,2.75,33.9571140071
10,2.75,34.3650176512
10,2.75,38.6400323868
10,2.75,35.8752696437
10,2.75,35.9068304581
20,1.5,53.8812895554
20,1.5,55.2802436246
20,1.5,54.1224650464
20,1.5,54.1940099464
20,1.5,54.9049152853
20,1.75,56.1646465169
20,1.75,55.1937434798
20,1.75,53.5242242229
20,1.75,51.5157255218
20,1.75,50.9130420465
20,2.25,34.0959654972
20,2.25,39.1816481476
20,2.25,33.5428349783
20,2.25,31.308909263
20,2.25,37.4449904427
20,2.5,27.5257339691
20,2.5,34.5021634477
20,2.5,27.3707411992
20,2.5,33.0989494415
20,2.5,33.075928843
20,2.75,27.4663832422
20,2.75,27.4052673321
20,2.75,32.6527473089
20,2.75,27.3379509122
20,2.75,27.5727742257
30,1.5,42.9566348419
30,1.5,51.1610705289
30,1.5,53.1500359803
30,1.5,44.0653978236
30,1.5,42.9387040736
30,1.75,37.5964625796
30,1.75,46.0410394419
30,1.75,44.9199798114
30,1.75,41.5434809762
30,1.75,38.6892726113
30,2.25,34.2714692762
30,2.25,32.9795804306
30,2.25,33.0294403523
30,2.25,33.3976335887
30,2.25,33.028748324
30,2.5,33.7743270929
30,2.5,33.1311849822
30,2.5,33.0818376153
30,2.5,33.3507062847
30,2.5,33.5325449333
30,2.75,27.1335049224
30,2.75,33.6908527026
30,2.75,27.3436445021
30,2.75,27.0447789345
30,2.75,33.3384717411
1,0.1,102.94945442
1,0.1,103.340211098
1,0.1,104.263409484
1,0.1,104.187927596
1,0.1,102.372187018
1,0.1,102.34648355
1,0.1,103.303100159
1,0.1,102.378177007
1,0.1,102.925719654
1,0.1,105.066237428
1,0.15,101.019804234
1,0.15,101.17057091
1,0.15,100.368679752
1,0.15,100.975149986
1,0.15,101.651944857
1,0.15,100.763527477
1,0.15,101.285362678
1,0.15,100.780214213
1,0.15,102.119047324
1,0.15,101.488829167
1,0.2,96.8475836195
1,0.2,97.1357765945
1,0.2,97.4773606829
1,0.2,96.9260186894
1,0.2,96.8769082831
1,0.2,97.0740676881
1,0.2,97.6989154015
1,0.2,97.1799097102
1,0.2,97.1430808848
1,0.2,96.2804517362
1,0.25,94.8951103754
1,0.25,94.5929459724
1,0.25,95.4512527434
1,0.25,96.0682928541
1,0.25,94.89611131
1,0.25,93.5880876527
1,0.25,95.6339614639
1,0.25,94.1834060986
1,0.25,94.8752544202
1,0.25,94.5317255562
1,0.3,91.9993709511
1,0.3,91.6815980965
1,0.3,92.4837653886
1,0.3,91.6304680195
1,0.3,91.6032424029
1,0.3,91.7356015986
1,0.3,92.3322999628
1,0.3,92.4707513744
1,0.3,91.348653787
1,0.3,91.3817166286
5,0.1,81.493619469
5,0.1,79.0191294239
5,0.1,79.6778360585
5,0.1,78.1411144157
5,0.1,80.8861211908
5,0.1,78.1039035362
5,0.1,78.8671475169
5,0.1,81.7719392941
5,0.1,79.3192901413
5,0.1,79.6361272724
5,0.15,80.4795253621
5,0.15,79.802150326
5,0.15,81.8607408966
5,0.15,77.5260450255
5,0.15,78.6178775342
5,0.15,78.5572115426
5,0.15,79.2275396011
5,0.15,78.5126564511
5,0.15,78.9172078336
5,0.15,79.57974691
5,0.2,78.8742575557
5,0.2,79.0790697376
5,0.2,78.8341691817
5,0.2,78.6670849151
5,0.2,78.5280408512
5,0.2,80.6781550165
5,0.2,79.2113520129
5,0.2,79.3702395573
5,0.2,80.0643686921
5,0.2,80.839750584
5,0.25,80.6900777405
5,0.25,80.495795342
5,0.25,79.7637654857
5,0.25,80.6753541222
5,0.25,80.0436971024
5,0.25,81.4624478283
5,0.25,81.1174331628
5,0.25,80.3186358277
5,0.25,79.8633180184
5,0.25,81.818743979
5,0.3,80.5126908493
5,0.3,78.8107217513
5,0.3,79.6451163308
5,0.3,79.4951891612
5,0.3,80.6417937819
5,0.3,75.9848893549
5,0.3,81.1416641466
5,0.3,79.8613832646
5,0.3,80.5015663042
5,0.3,76.9859213159
10,0.1,66.9956123127
10,0.1,65.8807459421
10,0.1,65.6180687995
10,0.1,67.6863105487
10,0.1,65.2625210086
10,0.1,66.4878121332
10,0.1,68.2653144479
10,0.1,67.2316648138
10,0.1,67.5752366604
10,0.1,67.3324883011
10,0.15,66.9313291422
10,0.15,66.2334903271
10,0.15,66.7948120167
10,0.15,66.1301350095
10,0.15,65.6990672833
10,0.15,67.1669999036
10,0.15,67.0520803231
10,0.15,67.3663881796
10,0.15,65.0692501272
10,0.15,68.5586758138
10,0.2,67.0987717951
10,0.2,67.8498365239
10,0.2,67.1111994399
10,0.2,67.4593097309
10,0.2,66.0547476624
10,0.2,65.5880808948
10,0.2,67.1151709056
10,0.2,65.6009256622
10,0.2,65.6013076214
10,0.2,66.4005342333
10,0.25,66.3336482716
10,0.25,65.8669942969
10,0.25,67.72661613
10,0.25,67.5941666273
10,0.25,66.2927401747
10,0.25,68.0659457085
10,0.25,65.3363012952
10,0.25,66.1804737141
10,0.25,66.0833008877
10,0.25,68.4510103434
10,0.3,67.8476830107
10,0.3,65.4592763035
10,0.3,66.8783731734
10,0.3,68.3921579696
10,0.3,67.7633915762
10,0.3,65.4571620402
10,0.3,66.2191019615
10,0.3,66.6598758382
10,0.3,64.7738818225
10,0.3,67.8766231114
20,0.1,53.5447181269
20,0.1,53.1661790301
20,0.1,52.0435482398
20,0.1,54.7895631211
20,0.1,53.3566132725
20,0.1,53.1623619653
20,0.1,53.4217475395
20,0.1,53.1014261361
20,0.1,53.9485045252
20,0.1,53.1023574247
20,0.15,50.7132241302
20,0.15,54.947808732
20,0.15,53.3635178374
20,0.15,53.9001744327
20,0.15,54.0648820335
20,0.15,53.6686955547
20,0.15,53.6883804968
20,0.15,54.9275198042
20,0.15,55.126594473
20,0.15,53.3561161019
20,0.2,53.8547811593
20,0.2,54.9462475208
20,0.2,54.1356905178
20,0.2,54.1085299804
20,0.2,53.2086105286
20,0.2,54.0871113036
20,0.2,54.9402802927
20,0.2,53.5186424976
20,0.2,51.0307587583
20,0.2,52.4870394384
20,0.25,52.7276986613
20,0.25,54.219402306
20,0.25,55.4238453318
20,0.25,54.5786075992
20,0.25,53.1711937876
20,0.25,53.0592465401
20,0.25,54.9596895648
20,0.25,54.173915563
20,0.25,55.3603397083
20,0.25,54.1568015886
20,0.3,51.3895670053
20,0.3,53.5679230999
20,0.3,54.1913675339
20,0.3,51.8067615343
20,0.3,53.3832015204
20,0.3,54.0094707286
20,0.3,53.6171840156
20,0.3,54.9682976802
20,0.3,54.8754878239
20,0.3,53.1294367942
30,0.1,46.0629124116
30,0.1,46.6141719414
30,0.1,45.8483005107
30,0.1,47.0963481828
30,0.1,48.7823399761
30,0.1,49.4265990111
30,0.1,49.4918014551
30,0.1,47.7813129221
30,0.1,47.5997257938
30,0.1,45.8368359288
30,0.15,45.6501094653
30,0.15,44.7754684052
30,0.15,46.2244964917
30,0.15,46.7235760244
30,0.15,45.0312240776
30,0.15,46.1285700251
30,0.15,46.4461752441
30,0.15,45.401904738
30,0.15,46.4077025246
30,0.15,45.8433301265
30,0.2,45.9203169116
30,0.2,47.7445190597
30,0.2,45.0548364242
30,0.2,47.5643626821
30,0.2,46.1404664682
30,0.2,47.6937556076
30,0.2,46.7244179641
30,0.2,46.6617495312
30,0.2,47.3492992976
30,0.2,46.4355809289
30,0.25,48.4898494843
30,0.25,48.4572613086
30,0.25,46.1050638421
30,0.25,46.3779610287
30,0.25,46.642319954
30,0.25,48.587191162
30,0.25,48.9664002459
30,0.25,48.1768595238
30,0.25,46.4213525939
30,0.25,46.3322486996
30,0.3,48.6600490509
30,0.3,47.14727474
30,0.3,46.3397547372
30,0.3,46.1186595511
30,0.3,48.5451075447
30,0.3,45.5968420698
30,0.3,47.0303588159
30,0.3,46.1118927994
30,0.3,48.2437892962
30,0.3,46.174728226
