Noise,Thresh,PSNR
20,0.45,45.1209847107
20,0.55,45.9836705027
20,0.55,45.8115064265
20,0.55,49.6229602445
20,0.55,44.6831423058
20,0.55,51.0711173415
20,0.65,45.9058074644
20,0.65,44.8000207239
20,0.65,45.766062783
20,0.65,43.3377080386
20,0.65,45.1762603832
20,0.85,47.7766959173
20,0.85,45.1776325935
20,0.85,44.945929686
20,0.85,45.1174878538
20,0.85,45.455435812
30,0.15,40.6819258207
30,0.15,41.1888978826
30,0.15,42.4534078622
30,0.15,42.1523450503
30,0.15,41.9528523945
30,0.35,42.5894155561
30,0.35,40.0476398518
30,0.35,42.8069076431
30,0.35,39.8514472849
30,0.35,39.9866544884
30,0.45,38.6879962893
30,0.45,41.7885303927
30,0.45,39.687789115
30,0.45,39.0313590647
30,0.45,39.1183821565
30,0.55,38.9095333595
30,0.55,39.9148193885
30,0.55,39.3089914978
30,0.55,39.3986427131
30,0.55,38.4540044724
30,0.65,40.4981121286
30,0.65,39.7306185523
30,0.65,40.3669110478
30,0.65,38.4276562013
30,0.65,39.2735226361
30,0.85,42.2513043811
30,0.85,41.579578289
30,0.85,41.3485186289
30,0.85,40.1062127387
30,0.85,39.6363650182
1,1.25,52.5645079045
1,1.25,52.564681969
1,1.25,52.5279790097
1,1.25,52.66864839
1,1.25,52.546804216
1,1.5,50.5433628676
1,1.5,50.4581041119
1,1.5,50.3447947387
1,1.5,50.4557896389
1,1.5,50.5390327522
1,1.75,50.442823233
1,1.75,50.5380414321
1,1.75,50.4471785624
1,1.75,50.3668618966
1,1.75,50.4593360173
5,1.25,52.947778203
5,1.25,53.000287959
5,1.25,52.9597529588
5,1.25,53.177212882
5,1.25,52.4578898017
5,1.5,52.44778772
5,1.5,52.7376983039
5,1.5,52.1944755925
5,1.5,50.4250840647
5,1.5,52.5896755411
5,1.75,50.5616705644
5,1.75,50.649030464
5,1.75,53.1043890261
5,1.75,50.7822813858
5,1.75,50.3577790316
1,1.35,52.7034243433
1,1.35,52.5396127158
1,1.35,52.1090067383
1,1.35,52.6240771238
1,1.35,52.656089977
1,1.5,50.5313215534
1,1.5,50.4461349532
1,1.5,50.4523204305
1,1.5,50.49747947
1,1.5,50.4516342204
1,1.65,50.4243488145
1,1.65,50.3896367656
1,1.65,50.4468618981
1,1.65,50.4638465196
1,1.65,50.5068018986
5,1.35,53.3022963809
5,1.35,50.644592272
5,1.35,50.6595295176
5,1.35,50.6931069757
5,1.35,53.5932120542
5,1.5,50.6773828836
5,1.5,50.4782236543
5,1.5,50.490265162
5,1.5,52.4561900871
5,1.5,50.3899537299
5,1.65,52.1964606271
5,1.65,50.0313283912
5,1.65,52.970773264
5,1.65,52.5584837942
5,1.65,50.8291495374
1,1.45,50.4495194828
1,1.45,52.3404764771
1,1.45,52.3446765658
1,1.45,50.4577708112
1,1.45,50.4237709742
1,1.5,50.4249676347
1,1.5,50.4395969144
1,1.5,50.4112282927
1,1.5,50.4272157895
1,1.5,50.351651887
1,1.55,50.4173127999
1,1.55,50.4644932269
1,1.55,50.4101809595
1,1.55,50.3386319294
1,1.55,50.5087515547
5,1.45,53.413349827
5,1.45,50.9643542563
5,1.45,52.0550354211
5,1.45,52.5599622211
5,1.45,53.460092857
5,1.5,52.4671132527
5,1.5,50.5132705338
5,1.5,50.5735589943
5,1.5,50.5046009214
5,1.5,50.8815062026
5,1.55,50.5905629782
5,1.55,50.8193831334
5,1.55,50.2986827876
5,1.55,50.7889682146
5,1.55,50.7868415332
1,0.1,106.771190453
1,0.1,105.554760913
1,0.1,105.967315578
1,0.1,104.946252236
1,0.1,106.007782745
1,0.1,104.299753436
1,0.1,105.528281098
1,0.1,104.555196064
1,0.1,105.517660142
1,0.1,105.57240447
1,0.15,105.015978685
1,0.15,103.022063738
1,0.15,103.260106194
1,0.15,104.41311965
1,0.15,103.8369821
1,0.15,105.255297276
1,0.15,104.412047919
1,0.15,104.544086969
1,0.15,105.382449534
1,0.15,104.431210584
1,0.2,101.059759698
1,0.2,100.538519229
1,0.2,102.080658958
1,0.2,102.716505596
1,0.2,101.731590574
1,0.2,102.563046106
1,0.2,100.654625972
1,0.2,103.09642673
1,0.2,101.742525845
1,0.2,102.858150557
1,0.25,93.4609294758
1,0.25,98.6903110414
1,0.25,98.5914569491
1,0.25,97.1599606523
1,0.25,95.0477213816
1,0.25,94.2650532135
1,0.25,93.1698499964
1,0.25,93.4084499917
1,0.25,98.685349697
1,0.25,93.5756012747
1,0.3,86.8374713179
1,0.3,86.8797071848
1,0.3,86.2533605497
1,0.3,86.1509375548
1,0.3,86.6586755755
1,0.3,90.5550894888
1,0.3,90.0975153338
1,0.3,90.6501639904
1,0.3,87.1150262843
1,0.3,86.8170823675
5,0.1,74.6822504643
5,0.1,74.9129462932
5,0.1,73.9221898334
5,0.1,76.4298403381
5,0.1,73.4562988559
5,0.1,74.0115627283
5,0.1,75.4662564322
5,0.1,74.7215231345
5,0.1,74.1408249263
5,0.1,74.6394726695
5,0.15,74.0354253
5,0.15,74.1071411892
5,0.15,74.7294831762
5,0.15,74.3553435399
5,0.15,74.0672127109
5,0.15,74.1718833762
5,0.15,73.3025593802
5,0.15,72.9132102426
5,0.15,72.7017626542
5,0.15,74.9770539648
5,0.2,74.555525541
5,0.2,74.5457178987
5,0.2,74.8123393156
5,0.2,75.3214916064
5,0.2,74.3745659467
5,0.2,75.3052936152
5,0.2,73.2662276547
5,0.2,74.9817156756
5,0.2,74.3251460149
5,0.2,73.5800695447
5,0.25,74.2275714473
5,0.25,73.0030398666
5,0.25,72.8592900223
5,0.25,72.6088305957
5,0.25,75.2360805785
5,0.25,73.6900493139
5,0.25,74.5874961785
5,0.25,74.1806580936
5,0.25,74.77425486
5,0.25,75.1237060913
5,0.3,73.2502671842
5,0.3,72.6501168049
5,0.3,74.4206366082
5,0.3,74.4737702913
5,0.3,74.4714476958
5,0.3,74.612137229
5,0.3,72.3486883209
5,0.3,72.7610958385
5,0.3,72.0788266207
5,0.3,73.1703517364
10,0.1,60.3189804336
10,0.1,60.4705884673
10,0.1,59.8816849429
10,0.1,59.82229489
10,0.1,64.2683928055
10,0.1,61.5483587334
10,0.1,60.7876861397
10,0.1,59.1484818839
10,0.1,62.7501061451
10,0.1,61.5448743335
10,0.15,61.3876766838
10,0.15,60.8770438936
10,0.15,58.7702803575
10,0.15,61.2993687552
10,0.15,61.2755667044
10,0.15,60.0776497119
10,0.15,60.4944195929
10,0.15,59.9325896352
10,0.15,59.3027499243
10,0.15,61.134149149
10,0.2,61.2490943639
10,0.2,60.8749423935
10,0.2,60.9610384062
10,0.2,63.8363635549
10,0.2,59.3491908494
10,0.2,61.7061887159
10,0.2,60.993735199
10,0.2,60.8635235878
10,0.2,61.0439871035
10,0.2,61.205460563
10,0.25,59.402057162
10,0.25,60.1896620864
10,0.25,64.1084968403
10,0.25,61.8062250064
10,0.25,57.8668516018
10,0.25,61.0362604819
10,0.25,60.1616062336
10,0.25,61.358384426
10,0.25,59.0284277163
10,0.25,60.0095574315
10,0.3,60.323924062
10,0.3,62.3464898973
10,0.3,61.7078931347
10,0.3,61.0517959442
10,0.3,61.2338460421
10,0.3,59.5348841301
10,0.3,62.2692679247
10,0.3,59.3098680869
10,0.3,61.1330097552
10,0.3,59.2634995828
20,0.1,50.3989770459
20,0.1,48.8042225156
20,0.1,47.2962607911
20,0.1,47.7643214342
20,0.1,46.9579774677
20,0.1,46.4977701535
20,0.1,45.1028419771
20,0.1,48.2273792796
20,0.1,49.6358557513
20,0.1,46.1327395308
20,0.15,47.9406654406
20,0.15,47.0763175058
20,0.15,47.4491827203
20,0.15,47.2339524759
20,0.15,47.7801204885
20,0.15,46.8831367643
20,0.15,48.8693163327
20,0.15,45.9921704634
20,0.15,47.2561316295
20,0.15,46.46120987
20,0.2,46.3201713637
20,0.2,46.8589124007
20,0.2,48.188008176
20,0.2,49.2785672255
20,0.2,47.7313425716
20,0.2,51.183763298
20,0.2,49.1384266706
20,0.2,46.9115506674
20,0.2,45.1442749531
20,0.2,46.7026820433
20,0.25,47.5861468644
20,0.25,46.6250327121
20,0.25,48.257037759
20,0.25,44.831436753
20,0.25,47.2769844038
20,0.25,47.1288479949
20,0.25,48.7064858731
20,0.25,46.2544043217
20,0.25,47.2265044905
20,0.25,46.9183385675
20,0.3,47.6478786892
20,0.3,46.8888371452
20,0.3,45.9571558135
20,0.3,45.8554551718
20,0.3,47.9085507045
20,0.3,47.6762148335
20,0.3,47.2977326886
20,0.3,46.5576289358
20,0.3,44.9382744952
20,0.3,46.2876305114
30,0.1,40.4767745425
30,0.1,42.0072426612
30,0.1,40.2926132786
30,0.1,41.2615797876
30,0.1,39.1934352713
30,0.1,40.889514519
30,0.1,40.7035085385
30,0.1,41.1939340703
30,0.1,43.0473646205
30,0.1,41.2993016882
30,0.15,39.4423677831
30,0.15,40.3751595863
30,0.15,42.0785841159
30,0.15,42.6675782021
30,0.15,41.8571792033
30,0.15,41.8876719484
30,0.15,39.7767393029
30,0.15,40.9274650365
30,0.15,41.1940132575
30,0.15,38.0955930594
30,0.2,41.3578295221
30,0.2,41.7833689455
30,0.2,41.7206162047
30,0.2,39.9734348288
30,0.2,42.3340334537
30,0.2,40.1521840624
30,0.2,42.2120674254
30,0.2,42.6342666964
30,0.2,40.204840479
30,0.2,40.883884953
30,0.25,41.7018761239
30,0.25,38.7127082224
30,0.25,39.9485075209
30,0.25,43.4286305795
30,0.25,42.8869007621
30,0.25,42.9583546375
30,0.25,40.4815689411
30,0.25,42.038261944
30,0.25,42.1002702313
30,0.25,40.2310003058
30,0.3,39.996364859
30,0.3,40.8311055273
30,0.3,40.9874884245
30,0.3,38.9163201687
30,0.3,39.5535221539
30,0.3,41.0577725342
30,0.3,41.9056779994
30,0.3,41.8502439008
30,0.3,41.8685890017
30,0.3,42.1172790841
