Noise,Beta1,Window1,T1,Beta2,Window2,T2,PSNR
1,0.5,7,0.58,0.43,7,0.81,86.6981795495
1,0.5,7,0.58,0.63,7,0.61,84.3264341965
1,0.5,7,0.58,0.63,7,0.61,84.876109202
1,0.5,7,0.58,0.63,7,0.61,85.8209703857
1,0.5,7,0.58,0.63,7,0.61,85.0397000365
1,0.5,7,0.58,0.63,7,0.61,84.2370430695
1,0.5,7,0.58,0.63,7,0.81,83.8795234232
1,0.5,7,0.58,0.63,7,0.81,84.8458192095
1,0.5,7,0.58,0.63,7,0.81,85.0690954595
1,0.5,7,0.58,0.63,7,0.81,84.654510341
1,0.5,7,0.58,0.63,7,0.81,84.2207500381
1,0.5,7,0.78,0.43,7,0.61,86.5742174752
1,0.5,7,0.78,0.43,7,0.61,87.5753359976
1,0.5,7,0.78,0.43,7,0.61,87.2847177293
1,0.5,7,0.78,0.43,7,0.61,86.6386225122
1,0.5,7,0.78,0.43,7,0.61,85.9649391843
1,0.5,7,0.78,0.43,7,0.81,87.0536818311
1,0.5,7,0.78,0.43,7,0.81,86.4646859334
1,0.5,7,0.78,0.43,7,0.81,86.234854672
1,0.5,7,0.78,0.43,7,0.81,87.7071737037
1,0.5,7,0.78,0.43,7,0.81,87.0553357987
1,0.5,7,0.78,0.63,7,0.61,84.9816941442
1,0.5,7,0.78,0.63,7,0.61,84.7024307284
1,0.5,7,0.78,0.63,7,0.61,84.629463243
1,0.5,7,0.78,0.63,7,0.61,84.7919989114
1,0.5,7,0.78,0.63,7,0.61,84.8242492295
1,0.5,7,0.78,0.63,7,0.81,84.5604799313
1,0.5,7,0.78,0.63,7,0.81,85.0046277793
1,0.5,7,0.78,0.63,7,0.81,85.0771766174
1,0.5,7,0.78,0.63,7,0.81,84.8572801889
1,0.5,7,0.78,0.63,7,0.81,85.4155017399
5,0.3,7,0.58,0.43,7,0.61,85.2133470019
5,0.3,7,0.58,0.43,7,0.61,85.1408416644
5,0.3,7,0.58,0.43,7,0.61,89.3139304062
5,0.3,7,0.58,0.43,7,0.61,86.0173430882
5,0.3,7,0.58,0.43,7,0.61,86.0687004089
5,0.3,7,0.58,0.43,7,0.81,86.5399796525
5,0.3,7,0.58,0.43,7,0.81,87.2191189091
5,0.3,7,0.58,0.43,7,0.81,84.8151335028
5,0.3,7,0.58,0.43,7,0.81,88.7616295727
5,0.3,7,0.58,0.43,7,0.81,87.4549027419
5,0.3,7,0.58,0.63,7,0.61,83.0033913835
5,0.3,7,0.58,0.63,7,0.61,85.6915674345
5,0.3,7,0.58,0.63,7,0.61,85.4006929387
5,0.3,7,0.58,0.63,7,0.61,83.696093363
5,0.3,7,0.58,0.63,7,0.61,84.9903401974
5,0.3,7,0.58,0.63,7,0.81,84.826380393
5,0.3,7,0.58,0.63,7,0.81,83.7213893496
5,0.3,7,0.58,0.63,7,0.81,86.3342225832
5,0.3,7,0.58,0.63,7,0.81,85.6442556597
5,0.3,7,0.58,0.63,7,0.81,84.5538164033
5,0.3,7,0.78,0.43,7,0.61,85.3813489673
5,0.3,7,0.78,0.43,7,0.61,90.1448467427
5,0.3,7,0.78,0.43,7,0.61,86.4642903814
5,0.3,7,0.78,0.43,7,0.61,88.0765085375
5,0.3,7,0.78,0.43,7,0.61,88.3328341912
5,0.3,7,0.78,0.43,7,0.81,87.4278880966
5,0.3,7,0.78,0.43,7,0.81,87.6687796091
5,0.3,7,0.78,0.43,7,0.81,86.4874099645
5,0.3,7,0.78,0.43,7,0.81,87.3737466192
5,0.3,7,0.78,0.43,7,0.81,91.9805460838
5,0.3,7,0.78,0.63,7,0.61,84.3469684313
5,0.3,7,0.78,0.63,7,0.61,81.2901654228
5,0.3,7,0.78,0.63,7,0.61,82.2031973458
5,0.3,7,0.78,0.63,7,0.61,89.1107832989
5,0.3,7,0.78,0.63,7,0.61,84.985392194
5,0.3,7,0.78,0.63,7,0.81,90.0472292098
5,0.3,7,0.78,0.63,7,0.81,82.3893548072
5,0.3,7,0.78,0.63,7,0.81,86.9335069667
5,0.3,7,0.78,0.63,7,0.81,85.5720881361
5,0.3,7,0.78,0.63,7,0.81,83.369818801
5,0.5,7,0.58,0.43,7,0.61,85.4740891855
5,0.5,7,0.58,0.43,7,0.61,85.3895230256
5,0.5,7,0.58,0.43,7,0.61,84.7516993198
5,0.5,7,0.58,0.43,7,0.61,85.5931536882
5,0.5,7,0.58,0.43,7,0.61,84.0043527578
5,0.5,7,0.58,0.43,7,0.81,85.3968259468
5,0.5,7,0.58,0.43,7,0.81,83.0519120362
5,0.5,7,0.58,0.43,7,0.81,81.908057979
5,0.5,7,0.58,0.43,7,0.81,80.0168800622
5,0.5,7,0.58,0.43,7,0.81,84.8112703696
5,0.5,7,0.58,0.63,7,0.61,83.2508034244
5,0.5,7,0.58,0.63,7,0.61,80.2564345486
5,0.5,7,0.58,0.63,7,0.61,81.9091524641
5,0.5,7,0.58,0.63,7,0.61,82.7634790383
5,0.5,7,0.58,0.63,7,0.61,83.7315775298
5,0.5,7,0.58,0.63,7,0.81,82.3329978971
5,0.5,7,0.58,0.63,7,0.81,83.827538892
5,0.5,7,0.58,0.63,7,0.81,81.2158516825
5,0.5,7,0.58,0.63,7,0.81,80.9322787536
5,0.5,7,0.58,0.63,7,0.81,81.402561243
5,0.5,7,0.78,0.43,7,0.61,83.5959116327
5,0.5,7,0.78,0.43,7,0.61,89.5579989297
5,0.5,7,0.78,0.43,7,0.61,81.5136286387
5,0.5,7,0.78,0.43,7,0.61,86.0422367101
5,0.5,7,0.78,0.43,7,0.61,85.9246470136
5,0.5,7,0.78,0.43,7,0.81,80.6469234568
5,0.5,7,0.78,0.43,7,0.81,88.1608224322
5,0.5,7,0.78,0.43,7,0.81,82.3766995075
5,0.5,7,0.78,0.43,7,0.81,89.9539831746
5,0.5,7,0.78,0.43,7,0.81,83.7663339216
5,0.5,7,0.78,0.63,7,0.61,82.9673257217
5,0.5,7,0.78,0.63,7,0.61,83.0527482991
5,0.5,7,0.78,0.63,7,0.61,79.1182087782
5,0.5,7,0.78,0.63,7,0.61,81.7627629854
5,0.5,7,0.78,0.63,7,0.61,80.9697649877
5,0.5,7,0.78,0.63,7,0.81,80.3871172074
5,0.5,7,0.78,0.63,7,0.81,83.6463759303
5,0.5,7,0.78,0.63,7,0.81,81.1693451498
5,0.5,7,0.78,0.63,7,0.81,83.6340953536
5,0.5,7,0.78,0.63,7,0.81,84.5063801225
10,0.3,7,0.58,0.43,7,0.61,77.1547552728
10,0.3,7,0.58,0.43,7,0.61,76.9266156502
10,0.3,7,0.58,0.43,7,0.61,79.6900438135
10,0.3,7,0.58,0.43,7,0.61,79.4280956601
10,0.3,7,0.58,0.43,7,0.61,79.5052075696
10,0.3,7,0.58,0.43,7,0.81,77.8036629772
10,0.3,7,0.58,0.43,7,0.81,77.6182132798
10,0.3,7,0.58,0.43,7,0.81,81.7667478002
10,0.3,7,0.58,0.43,7,0.81,77.8113809776
10,0.3,7,0.58,0.43,7,0.81,79.2668204989
10,0.3,7,0.58,0.63,7,0.61,78.1419921164
10,0.3,7,0.58,0.63,7,0.61,78.8041913204
10,0.3,7,0.58,0.63,7,0.61,77.8318002987
10,0.3,7,0.58,0.63,7,0.61,82.5470818751
10,0.3,7,0.58,0.63,7,0.61,76.7179236085
10,0.3,7,0.58,0.63,7,0.81,79.1968414944
10,0.3,7,0.58,0.63,7,0.81,77.9338570918
10,0.3,7,0.58,0.63,7,0.81,79.1510286363
10,0.3,7,0.58,0.63,7,0.81,81.7629073096
10,0.3,7,0.58,0.63,7,0.81,77.5863011084
10,0.3,7,0.78,0.43,7,0.61,78.2816559473
10,0.3,7,0.78,0.43,7,0.61,81.0888813966
10,0.3,7,0.78,0.43,7,0.61,79.154047266
10,0.3,7,0.78,0.43,7,0.61,79.3155809425
10,0.3,7,0.78,0.43,7,0.61,79.2151144671
10,0.3,7,0.78,0.43,7,0.81,75.4476250805
10,0.3,7,0.78,0.43,7,0.81,78.422940473
10,0.3,7,0.78,0.43,7,0.81,84.3634432183
10,0.3,7,0.78,0.43,7,0.81,75.9235404347
10,0.3,7,0.78,0.43,7,0.81,82.4655591052
10,0.3,7,0.78,0.63,7,0.61,76.4746381661
10,0.3,7,0.78,0.63,7,0.61,85.703730821
10,0.3,7,0.78,0.63,7,0.61,77.6579852678
10,0.3,7,0.78,0.63,7,0.61,71.5458364866
10,0.3,7,0.78,0.63,7,0.61,79.8118790463
10,0.3,7,0.78,0.63,7,0.81,75.1358979565
10,0.3,7,0.78,0.63,7,0.81,83.4065374122
10,0.3,7,0.78,0.63,7,0.81,79.1704633882
10,0.3,7,0.78,0.63,7,0.81,79.6785686022
10,0.3,7,0.78,0.63,7,0.81,79.7774869099
10,0.5,7,0.58,0.43,7,0.61,76.8232574673
10,0.5,7,0.58,0.43,7,0.61,78.1251672958
10,0.5,7,0.58,0.43,7,0.61,81.474414657
10,0.5,7,0.58,0.43,7,0.61,79.6949787832
10,0.5,7,0.58,0.43,7,0.61,78.4203431887
10,0.5,7,0.58,0.43,7,0.81,75.9992101818
10,0.5,7,0.58,0.43,7,0.81,75.5536329061
10,0.5,7,0.58,0.43,7,0.81,83.4455518807
10,0.5,7,0.58,0.43,7,0.81,75.2070808467
10,0.5,7,0.58,0.43,7,0.81,79.053534857
10,0.5,7,0.58,0.63,7,0.61,75.6994627557
10,0.5,7,0.58,0.63,7,0.61,78.082568616
10,0.5,7,0.58,0.63,7,0.61,71.6166622073
10,0.5,7,0.58,0.63,7,0.61,77.3324975083
10,0.5,7,0.58,0.63,7,0.61,77.744644705
10,0.5,7,0.58,0.63,7,0.81,74.6309163325
10,0.5,7,0.58,0.63,7,0.81,80.845912752
10,0.5,7,0.58,0.63,7,0.81,73.8877113072
10,0.5,7,0.58,0.63,7,0.81,78.7501911411
10,0.5,7,0.58,0.63,7,0.81,78.3061126965
10,0.5,7,0.78,0.43,7,0.61,75.6732670812
10,0.5,7,0.78,0.43,7,0.61,78.8056926635
10,0.5,7,0.78,0.43,7,0.61,75.5308169364
10,0.5,7,0.78,0.43,7,0.61,74.9032961755
10,0.5,7,0.78,0.43,7,0.61,77.6910201336
10,0.5,7,0.78,0.43,7,0.81,78.8278507876
10,0.5,7,0.78,0.43,7,0.81,78.1367433953
10,0.5,7,0.78,0.43,7,0.81,76.6487795429
10,0.5,7,0.78,0.43,7,0.81,78.4418468185
10,0.5,7,0.78,0.43,7,0.81,80.008083733
10,0.5,7,0.78,0.63,7,0.61,77.6656573567
10,0.5,7,0.78,0.63,7,0.61,76.1097455222
10,0.5,7,0.78,0.63,7,0.61,76.0128686983
10,0.5,7,0.78,0.63,7,0.61,75.7497547967
10,0.5,7,0.78,0.63,7,0.61,77.7953820489
10,0.5,7,0.78,0.63,7,0.81,75.2774952782
10,0.5,7,0.78,0.63,7,0.81,77.3478530497
10,0.5,7,0.78,0.63,7,0.81,76.0358865547
10,0.5,7,0.78,0.63,7,0.81,75.1094455399
10,0.5,7,0.78,0.63,7,0.81,80.6927543615
20,0.3,7,0.58,0.43,7,0.61,65.0403989173
20,0.3,7,0.58,0.43,7,0.61,69.1022942381
20,0.3,7,0.58,0.43,7,0.61,67.5881264722
20,0.3,7,0.58,0.43,7,0.61,66.2204942608
20,0.3,7,0.58,0.43,7,0.61,62.8727565794
20,0.3,7,0.58,0.43,7,0.81,63.9442516672
20,0.3,7,0.58,0.43,7,0.81,63.3369919427
20,0.3,7,0.58,0.43,7,0.81,64.8653061992
20,0.3,7,0.58,0.43,7,0.81,65.9624056057
20,0.3,7,0.58,0.43,7,0.81,65.8820445426
20,0.3,7,0.58,0.63,7,0.61,64.6708299055
20,0.3,7,0.58,0.63,7,0.61,65.8197119189
20,0.3,7,0.58,0.63,7,0.61,64.8953094082
20,0.3,7,0.58,0.63,7,0.61,66.1717254388
20,0.3,7,0.58,0.63,7,0.61,67.9299243057
20,0.3,7,0.58,0.63,7,0.81,67.5052392468
20,0.3,7,0.58,0.63,7,0.81,70.450158925
20,0.3,7,0.58,0.63,7,0.81,62.0048341057
20,0.3,7,0.58,0.63,7,0.81,70.3124736404
20,0.3,7,0.58,0.63,7,0.81,66.2833310707
20,0.3,7,0.78,0.43,7,0.61,69.2173245871
20,0.3,7,0.78,0.43,7,0.61,68.2091740219
20,0.3,7,0.78,0.43,7,0.61,65.3306235619
20,0.3,7,0.78,0.43,7,0.61,68.6729193711
20,0.3,7,0.78,0.43,7,0.61,66.2252875318
20,0.3,7,0.78,0.43,7,0.81,65.9732272972
20,0.3,7,0.78,0.43,7,0.81,67.7784501343
20,0.3,7,0.78,0.43,7,0.81,67.4083092801
20,0.3,7,0.78,0.43,7,0.81,69.3563160279
20,0.3,7,0.78,0.43,7,0.81,65.4016470664
20,0.3,7,0.78,0.63,7,0.61,64.5965093699
20,0.3,7,0.78,0.63,7,0.61,70.5211192645
20,0.3,7,0.78,0.63,7,0.61,66.3282898516
20,0.3,7,0.78,0.63,7,0.61,68.2095861009
20,0.3,7,0.78,0.63,7,0.61,66.0991662708
20,0.3,7,0.78,0.63,7,0.81,67.0755741818
20,0.3,7,0.78,0.63,7,0.81,67.9953062278
20,0.3,7,0.78,0.63,7,0.81,68.3881735313
20,0.3,7,0.78,0.63,7,0.81,67.548757806
20,0.3,7,0.78,0.63,7,0.81,65.6335497413
20,0.5,7,0.58,0.43,7,0.61,65.6988202379
20,0.5,7,0.58,0.43,7,0.61,64.2374502948
20,0.5,7,0.58,0.43,7,0.61,71.366225289
20,0.5,7,0.58,0.43,7,0.61,66.102015303
20,0.5,7,0.58,0.43,7,0.61,67.2936821907
20,0.5,7,0.58,0.43,7,0.81,67.0272475664
20,0.5,7,0.58,0.43,7,0.81,63.3798975273
20,0.5,7,0.58,0.43,7,0.81,65.2608719655
20,0.5,7,0.58,0.43,7,0.81,68.2631064451
20,0.5,7,0.58,0.43,7,0.81,69.0333771639
20,0.5,7,0.58,0.63,7,0.61,63.075448803
20,0.5,7,0.58,0.63,7,0.61,72.7978111033
20,0.5,7,0.58,0.63,7,0.61,63.7833211831
20,0.5,7,0.58,0.63,7,0.61,67.628739218
20,0.5,7,0.58,0.63,7,0.61,69.3271706357
20,0.5,7,0.58,0.63,7,0.81,65.9006806934
20,0.5,7,0.58,0.63,7,0.81,66.7777603706
20,0.5,7,0.58,0.63,7,0.81,63.0157117444
20,0.5,7,0.58,0.63,7,0.81,67.1995699288
20,0.5,7,0.58,0.63,7,0.81,65.7850931638
20,0.5,7,0.78,0.43,7,0.61,68.0107011144
20,0.5,7,0.78,0.43,7,0.61,65.4583995142
20,0.5,7,0.78,0.43,7,0.61,62.3712422176
20,0.5,7,0.78,0.43,7,0.61,64.0394734811
20,0.5,7,0.78,0.43,7,0.61,69.6208234394
20,0.5,7,0.78,0.43,7,0.81,64.1655959877
20,0.5,7,0.78,0.43,7,0.81,67.8104464508
20,0.5,7,0.78,0.43,7,0.81,68.1007123275
20,0.5,7,0.78,0.43,7,0.81,69.6664280274
20,0.5,7,0.78,0.43,7,0.81,65.7291834063
20,0.5,7,0.78,0.63,7,0.61,66.1982546225
20,0.5,7,0.78,0.63,7,0.61,67.3006451655
20,0.5,7,0.78,0.63,7,0.61,65.3994542676
20,0.5,7,0.78,0.63,7,0.61,61.6818130327
20,0.5,7,0.78,0.63,7,0.61,63.9701954531
20,0.5,7,0.78,0.63,7,0.81,64.0986280806
20,0.5,7,0.78,0.63,7,0.81,65.9068677412
20,0.5,7,0.78,0.63,7,0.81,64.400891098
20,0.5,7,0.78,0.63,7,0.81,61.0141713669
20,0.5,7,0.78,0.63,7,0.81,65.922747804
30,0.3,7,0.58,0.43,7,0.61,59.7670392668
30,0.3,7,0.58,0.43,7,0.61,58.7746401582
30,0.3,7,0.58,0.43,7,0.61,57.9642302939
30,0.3,7,0.58,0.43,7,0.61,62.3797525136
30,0.3,7,0.58,0.43,7,0.61,60.5871836177
30,0.3,7,0.58,0.43,7,0.81,63.5720599935
30,0.3,7,0.58,0.43,7,0.81,63.3665610559
30,0.3,7,0.58,0.43,7,0.81,60.2135052686
30,0.3,7,0.58,0.43,7,0.81,61.9172758973
30,0.3,7,0.58,0.43,7,0.81,61.8429522626
30,0.3,7,0.58,0.63,7,0.61,61.646771941
30,0.3,7,0.58,0.63,7,0.61,62.8990942748
30,0.3,7,0.58,0.63,7,0.61,61.5736095842
30,0.3,7,0.58,0.63,7,0.61,62.9428387208
30,0.3,7,0.58,0.63,7,0.61,58.8488413507
30,0.3,7,0.58,0.63,7,0.81,60.7739362034
30,0.3,7,0.58,0.63,7,0.81,58.7998784364
30,0.3,7,0.58,0.63,7,0.81,61.1281935276
30,0.3,7,0.58,0.63,7,0.81,63.8609718986
30,0.3,7,0.58,0.63,7,0.81,63.3067685601
30,0.3,7,0.78,0.43,7,0.61,60.4305205535
30,0.3,7,0.78,0.43,7,0.61,60.4563530322
30,0.3,7,0.78,0.43,7,0.61,61.9928795167
30,0.3,7,0.78,0.43,7,0.61,59.1861365989
30,0.3,7,0.78,0.43,7,0.61,58.4308320775
30,0.3,7,0.78,0.43,7,0.81,62.9941763914
30,0.3,7,0.78,0.43,7,0.81,62.716478154
30,0.3,7,0.78,0.43,7,0.81,59.9933138396
30,0.3,7,0.78,0.43,7,0.81,59.9712330746
30,0.3,7,0.78,0.43,7,0.81,61.3460090638
30,0.3,7,0.78,0.63,7,0.61,60.2501787772
30,0.3,7,0.78,0.63,7,0.61,62.6461308906
30,0.3,7,0.78,0.63,7,0.61,60.0466239568
30,0.3,7,0.78,0.63,7,0.61,63.6307117088
30,0.3,7,0.78,0.63,7,0.61,58.4822460532
30,0.3,7,0.78,0.63,7,0.81,61.3163980343
30,0.3,7,0.78,0.63,7,0.81,61.0739234542
30,0.3,7,0.78,0.63,7,0.81,55.2082182266
30,0.3,7,0.78,0.63,7,0.81,59.9863891712
30,0.3,7,0.78,0.63,7,0.81,60.6551811056
30,0.5,7,0.58,0.43,7,0.61,60.8575466674
30,0.5,7,0.58,0.43,7,0.61,61.8001240814
30,0.5,7,0.58,0.43,7,0.61,61.4486777887
30,0.5,7,0.58,0.43,7,0.61,61.4308189534
30,0.5,7,0.58,0.43,7,0.61,57.3757530906
30,0.5,7,0.58,0.43,7,0.81,62.303439645
30,0.5,7,0.58,0.43,7,0.81,65.3759767731
30,0.5,7,0.58,0.43,7,0.81,61.0318778554
30,0.5,7,0.58,0.43,7,0.81,60.2569798376
30,0.5,7,0.58,0.43,7,0.81,57.610728563
30,0.5,7,0.58,0.63,7,0.61,56.4952138182
30,0.5,7,0.58,0.63,7,0.61,64.4763150948
30,0.5,7,0.58,0.63,7,0.61,54.6751350968
30,0.5,7,0.58,0.63,7,0.61,60.0089128983
30,0.5,7,0.58,0.63,7,0.61,59.5111579771
30,0.5,7,0.58,0.63,7,0.81,56.6339153204
30,0.5,7,0.58,0.63,7,0.81,58.6422927082
30,0.5,7,0.58,0.63,7,0.81,56.9504158086
30,0.5,7,0.58,0.63,7,0.81,63.2769948988
30,0.5,7,0.58,0.63,7,0.81,57.9724225184
30,0.5,7,0.78,0.43,7,0.61,59.3115796827
30,0.5,7,0.78,0.43,7,0.61,58.8168604721
30,0.5,7,0.78,0.43,7,0.61,55.9695993665
30,0.5,7,0.78,0.43,7,0.61,60.270566536
30,0.5,7,0.78,0.43,7,0.61,58.5660996923
30,0.5,7,0.78,0.43,7,0.81,56.5603760868
30,0.5,7,0.78,0.43,7,0.81,56.3745130468
30,0.5,7,0.78,0.43,7,0.81,59.6879522202
30,0.5,7,0.78,0.43,7,0.81,59.9350858343
30,0.5,7,0.78,0.43,7,0.81,55.9130865746
30,0.5,7,0.78,0.63,7,0.61,53.3496791489
30,0.5,7,0.78,0.63,7,0.61,59.2529105401
30,0.5,7,0.78,0.63,7,0.61,58.2736845888
30,0.5,7,0.78,0.63,7,0.61,56.4074317383
30,0.5,7,0.78,0.63,7,0.61,60.5528685149
30,0.5,7,0.78,0.63,7,0.81,57.8906400425
30,0.5,7,0.78,0.63,7,0.81,56.7017385996
30,0.5,7,0.78,0.63,7,0.81,63.1145050888
30,0.5,7,0.78,0.63,7,0.81,63.0430414885
30,0.5,7,0.78,0.63,7,0.81,62.6786347465
1,0.3333,7,0.3333,0.3333,7,0.3333,90.452554137
1,0.3333,7,0.3333,0.3333,7,0.3333,90.8047138094
1,0.3333,7,0.3333,0.3333,7,0.3333,90.0450558842
1,0.3333,7,0.3333,0.3333,7,0.3333,91.6972168049
1,0.3333,7,0.3333,0.3333,7,0.3333,90.6773552702
1,0.3333,7,0.3333,0.3333,7,0.6666,91.6401795673
1,0.3333,7,0.3333,0.3333,7,0.6666,91.5973250916
1,0.3333,7,0.3333,0.3333,7,0.6666,91.5813491874
1,0.3333,7,0.3333,0.3333,7,0.6666,91.5396723714
1,0.3333,7,0.3333,0.3333,7,0.6666,91.7403108455
1,0.3333,7,0.3333,0.6666,7,0.3333,87.915975913
1,0.3333,7,0.3333,0.6666,7,0.3333,86.9426463853
1,0.3333,7,0.3333,0.6666,7,0.3333,85.9979409259
1,0.3333,7,0.3333,0.6666,7,0.3333,86.4771356544
1,0.3333,7,0.3333,0.6666,7,0.3333,86.1133492722
1,0.3333,7,0.3333,0.6666,7,0.6666,87.8973773664
1,0.3333,7,0.3333,0.6666,7,0.6666,87.2331095116
1,0.3333,7,0.3333,0.6666,7,0.6666,86.4495601163
1,0.3333,7,0.3333,0.6666,7,0.6666,86.9140298079
1,0.3333,7,0.3333,0.6666,7,0.6666,86.9592002941
1,0.3333,7,0.6666,0.3333,7,0.3333,91.6702962974
1,0.3333,7,0.6666,0.3333,7,0.3333,90.6251588758
1,0.3333,7,0.6666,0.3333,7,0.3333,90.9274346675
1,0.3333,7,0.6666,0.3333,7,0.3333,90.3296744905
1,0.3333,7,0.6666,0.3333,7,0.3333,91.0160428591
1,0.3333,7,0.6666,0.3333,7,0.6666,89.8866143439
1,0.3333,7,0.6666,0.3333,7,0.6666,90.6950151613
1,0.3333,7,0.6666,0.3333,7,0.6666,91.0386520661
1,0.3333,7,0.6666,0.3333,7,0.6666,90.1595683512
1,0.3333,7,0.6666,0.3333,7,0.6666,90.5255213094
1,0.3333,7,0.6666,0.6666,7,0.3333,86.9118123504
1,0.3333,7,0.6666,0.6666,7,0.3333,87.0254354848
1,0.3333,7,0.6666,0.6666,7,0.3333,87.9001452637
1,0.3333,7,0.6666,0.6666,7,0.3333,86.584507763
1,0.3333,7,0.6666,0.6666,7,0.3333,86.7557925137
1,0.3333,7,0.6666,0.6666,7,0.6666,85.8483542489
1,0.3333,7,0.6666,0.6666,7,0.6666,87.3774754771
1,0.3333,7,0.6666,0.6666,7,0.6666,86.1843739823
1,0.3333,7,0.6666,0.6666,7,0.6666,87.498579543
1,0.3333,7,0.6666,0.6666,7,0.6666,87.087646854
1,0.6666,7,0.3333,0.3333,7,0.3333,85.9302608229
1,0.6666,7,0.3333,0.3333,7,0.3333,86.2117363342
1,0.6666,7,0.3333,0.3333,7,0.3333,86.5724959261
1,0.6666,7,0.3333,0.3333,7,0.3333,87.1286400252
1,0.6666,7,0.3333,0.3333,7,0.3333,87.3370668895
1,0.6666,7,0.3333,0.3333,7,0.6666,87.2198054139
1,0.6666,7,0.3333,0.3333,7,0.6666,86.1514177751
1,0.6666,7,0.3333,0.3333,7,0.6666,86.1665339521
1,0.6666,7,0.3333,0.3333,7,0.6666,86.2563901436
1,0.6666,7,0.3333,0.3333,7,0.6666,85.7035161255
1,0.6666,7,0.3333,0.6666,7,0.3333,83.2490109717
1,0.6666,7,0.3333,0.6666,7,0.3333,83.538064481
1,0.6666,7,0.3333,0.6666,7,0.3333,84.1210815017
1,0.6666,7,0.3333,0.6666,7,0.3333,82.7544814891
1,0.6666,7,0.3333,0.6666,7,0.3333,83.2320192982
1,0.6666,7,0.3333,0.6666,7,0.6666,83.2194113675
1,0.6666,7,0.3333,0.6666,7,0.6666,83.2805528048
1,0.6666,7,0.3333,0.6666,7,0.6666,82.7407117431
1,0.6666,7,0.3333,0.6666,7,0.6666,83.1193318446
1,0.6666,7,0.3333,0.6666,7,0.6666,82.7257218723
1,0.6666,7,0.6666,0.3333,7,0.3333,86.6630409534
1,0.6666,7,0.6666,0.3333,7,0.3333,86.9374348574
1,0.6666,7,0.6666,0.3333,7,0.3333,86.615052434
1,0.6666,7,0.6666,0.3333,7,0.3333,86.2909813845
1,0.6666,7,0.6666,0.3333,7,0.3333,86.2660230079
1,0.6666,7,0.6666,0.3333,7,0.6666,85.7176364142
1,0.6666,7,0.6666,0.3333,7,0.6666,86.0221908215
1,0.6666,7,0.6666,0.3333,7,0.6666,85.6422419963
1,0.6666,7,0.6666,0.3333,7,0.6666,85.2553470023
1,0.6666,7,0.6666,0.3333,7,0.6666,85.3674255241
1,0.6666,7,0.6666,0.6666,7,0.3333,82.6439124806
1,0.6666,7,0.6666,0.6666,7,0.3333,83.0761598812
