Noise,Beta1,Window1,T1,Beta2,Window2,T2,PSNR
1,0.6666,7,0.6666,0.3333,7,0.6666,98.8641618127
1,0.6666,7,0.6666,0.6666,7,0.3333,95.7243861479
1,0.6666,7,0.6666,0.6666,7,0.3333,97.9046298909
1,0.6666,7,0.6666,0.6666,7,0.3333,100.205352323
1,0.6666,7,0.6666,0.6666,7,0.3333,95.7365388068
1,0.6666,7,0.6666,0.6666,7,0.3333,96.2726012634
1,0.6666,7,0.6666,0.6666,7,0.6666,95.7873268204
1,0.6666,7,0.6666,0.6666,7,0.6666,96.7441388693
1,0.6666,7,0.6666,0.6666,7,0.6666,96.0940197241
1,0.6666,7,0.6666,0.6666,7,0.6666,97.9902407258
1,0.6666,7,0.6666,0.6666,7,0.6666,96.045223702
5,0.3333,7,0.3333,0.3333,7,0.3333,86.7809281107
5,0.3333,7,0.3333,0.3333,7,0.3333,90.2848664312
5,0.3333,7,0.3333,0.3333,7,0.3333,88.8525917524
5,0.3333,7,0.3333,0.3333,7,0.3333,87.8229156757
5,0.3333,7,0.3333,0.3333,7,0.3333,90.4608387484
5,0.3333,7,0.3333,0.3333,7,0.6666,86.2301101609
5,0.3333,7,0.3333,0.3333,7,0.6666,90.157854481
5,0.3333,7,0.3333,0.3333,7,0.6666,83.9457396682
5,0.3333,7,0.3333,0.3333,7,0.6666,84.0646989462
5,0.3333,7,0.3333,0.3333,7,0.6666,88.9299566178
5,0.3333,7,0.3333,0.6666,7,0.3333,87.7968441785
5,0.3333,7,0.3333,0.6666,7,0.3333,86.2649540447
5,0.3333,7,0.3333,0.6666,7,0.3333,86.3410009716
5,0.3333,7,0.3333,0.6666,7,0.3333,82.5535063322
5,0.3333,7,0.3333,0.6666,7,0.3333,78.8410764331
5,0.3333,7,0.3333,0.6666,7,0.6666,84.6114645424
5,0.3333,7,0.3333,0.6666,7,0.6666,89.2965898857
5,0.3333,7,0.3333,0.6666,7,0.6666,85.6171970511
5,0.3333,7,0.3333,0.6666,7,0.6666,82.7094250724
5,0.3333,7,0.3333,0.6666,7,0.6666,87.4881083903
5,0.3333,7,0.6666,0.3333,7,0.3333,88.9353952694
5,0.3333,7,0.6666,0.3333,7,0.3333,94.1871987963
5,0.3333,7,0.6666,0.3333,7,0.3333,85.3858093617
5,0.3333,7,0.6666,0.3333,7,0.3333,86.8613039061
5,0.3333,7,0.6666,0.3333,7,0.3333,88.3196504102
5,0.3333,7,0.6666,0.3333,7,0.6666,88.4541991355
5,0.3333,7,0.6666,0.3333,7,0.6666,85.0604607575
5,0.3333,7,0.6666,0.3333,7,0.6666,87.3133672366
5,0.3333,7,0.6666,0.3333,7,0.6666,87.0820837892
5,0.3333,7,0.6666,0.3333,7,0.6666,87.4549009704
5,0.3333,7,0.6666,0.6666,7,0.3333,86.5827741914
5,0.3333,7,0.6666,0.6666,7,0.3333,86.8312002604
5,0.3333,7,0.6666,0.6666,7,0.3333,88.7294925735
5,0.3333,7,0.6666,0.6666,7,0.3333,89.0625490885
5,0.3333,7,0.6666,0.6666,7,0.3333,85.5646734903
5,0.3333,7,0.6666,0.6666,7,0.6666,89.729455817
5,0.3333,7,0.6666,0.6666,7,0.6666,82.9299663772
5,0.3333,7,0.6666,0.6666,7,0.6666,90.5772612566
5,0.3333,7,0.6666,0.6666,7,0.6666,87.2792983648
5,0.3333,7,0.6666,0.6666,7,0.6666,92.7638490471
5,0.6666,7,0.3333,0.3333,7,0.3333,85.5700388309
5,0.6666,7,0.3333,0.3333,7,0.3333,85.0646445213
5,0.6666,7,0.3333,0.3333,7,0.3333,87.4428998832
5,0.6666,7,0.3333,0.3333,7,0.3333,84.9708059211
5,0.6666,7,0.3333,0.3333,7,0.3333,84.8169158247
5,0.6666,7,0.3333,0.3333,7,0.6666,84.9600782101
5,0.6666,7,0.3333,0.3333,7,0.6666,92.8226064486
5,0.6666,7,0.3333,0.3333,7,0.6666,87.523092316
5,0.6666,7,0.3333,0.3333,7,0.6666,85.0076105994
5,0.6666,7,0.3333,0.3333,7,0.6666,87.0529700532
5,0.6666,7,0.3333,0.6666,7,0.3333,86.3437999923
5,0.6666,7,0.3333,0.6666,7,0.3333,84.2362645541
5,0.6666,7,0.3333,0.6666,7,0.3333,83.1762426822
5,0.6666,7,0.3333,0.6666,7,0.3333,82.0756561103
5,0.6666,7,0.3333,0.6666,7,0.3333,82.8524766308
5,0.6666,7,0.3333,0.6666,7,0.6666,84.9043192738
5,0.6666,7,0.3333,0.6666,7,0.6666,81.7729563053
5,0.6666,7,0.3333,0.6666,7,0.6666,85.229376859
5,0.6666,7,0.3333,0.6666,7,0.6666,82.7882727813
5,0.6666,7,0.3333,0.6666,7,0.6666,82.2883061364
5,0.6666,7,0.6666,0.3333,7,0.3333,81.7226367837
5,0.6666,7,0.6666,0.3333,7,0.3333,81.809486197
5,0.6666,7,0.6666,0.3333,7,0.3333,86.5776839748
5,0.6666,7,0.6666,0.3333,7,0.3333,87.0949662962
5,0.6666,7,0.6666,0.3333,7,0.3333,83.7188278102
5,0.6666,7,0.6666,0.3333,7,0.6666,86.5030214921
5,0.6666,7,0.6666,0.3333,7,0.6666,84.2995042057
5,0.6666,7,0.6666,0.3333,7,0.6666,85.8471726728
5,0.6666,7,0.6666,0.3333,7,0.6666,85.7479162683
5,0.6666,7,0.6666,0.3333,7,0.6666,87.0343902986
5,0.6666,7,0.6666,0.6666,7,0.3333,83.6897796612
5,0.6666,7,0.6666,0.6666,7,0.3333,84.3796197898
5,0.6666,7,0.6666,0.6666,7,0.3333,83.6115259532
5,0.6666,7,0.6666,0.6666,7,0.3333,83.3915527639
5,0.6666,7,0.6666,0.6666,7,0.3333,84.5141955832
5,0.6666,7,0.6666,0.6666,7,0.6666,86.3662359159
5,0.6666,7,0.6666,0.6666,7,0.6666,85.0451838388
5,0.6666,7,0.6666,0.6666,7,0.6666,87.8006124299
5,0.6666,7,0.6666,0.6666,7,0.6666,82.3529144472
5,0.6666,7,0.6666,0.6666,7,0.6666,83.3987851501
10,0.3333,7,0.3333,0.3333,7,0.3333,74.0742096442
10,0.3333,7,0.3333,0.3333,7,0.3333,74.1046738427
10,0.3333,7,0.3333,0.3333,7,0.3333,72.5625516431
10,0.3333,7,0.3333,0.3333,7,0.3333,75.5288813743
10,0.3333,7,0.3333,0.3333,7,0.3333,75.0618740463
10,0.3333,7,0.3333,0.3333,7,0.6666,73.3030279407
10,0.3333,7,0.3333,0.3333,7,0.6666,74.7745182575
10,0.3333,7,0.3333,0.3333,7,0.6666,74.8424741976
10,0.3333,7,0.3333,0.3333,7,0.6666,75.390887199
10,0.3333,7,0.3333,0.3333,7,0.6666,73.7721250578
10,0.3333,7,0.3333,0.6666,7,0.3333,73.1922959816
10,0.3333,7,0.3333,0.6666,7,0.3333,75.039931534
10,0.3333,7,0.3333,0.6666,7,0.3333,72.0407646827
10,0.3333,7,0.3333,0.6666,7,0.3333,73.0894215382
10,0.3333,7,0.3333,0.6666,7,0.3333,71.4601975871
10,0.3333,7,0.3333,0.6666,7,0.6666,74.7107416454
10,0.3333,7,0.3333,0.6666,7,0.6666,76.9547872717
10,0.3333,7,0.3333,0.6666,7,0.6666,73.0726015711
10,0.3333,7,0.3333,0.6666,7,0.6666,73.1964143318
10,0.3333,7,0.3333,0.6666,7,0.6666,76.8935339037
10,0.3333,7,0.6666,0.3333,7,0.3333,74.741004503
10,0.3333,7,0.6666,0.3333,7,0.3333,74.2907378727
10,0.3333,7,0.6666,0.3333,7,0.3333,75.9722945238
10,0.3333,7,0.6666,0.3333,7,0.3333,76.840221789
10,0.3333,7,0.6666,0.3333,7,0.3333,74.1587770692
10,0.3333,7,0.6666,0.3333,7,0.6666,73.8464510466
10,0.3333,7,0.6666,0.3333,7,0.6666,73.2948617572
10,0.3333,7,0.6666,0.3333,7,0.6666,71.7292131948
10,0.3333,7,0.6666,0.3333,7,0.6666,75.5704343711
10,0.3333,7,0.6666,0.3333,7,0.6666,71.8906284019
10,0.3333,7,0.6666,0.6666,7,0.3333,74.383660341
10,0.3333,7,0.6666,0.6666,7,0.3333,75.3676825293
10,0.3333,7,0.6666,0.6666,7,0.3333,72.3199156064
10,0.3333,7,0.6666,0.6666,7,0.3333,71.9000692508
10,0.3333,7,0.6666,0.6666,7,0.3333,71.1977549765
10,0.3333,7,0.6666,0.6666,7,0.6666,75.2252638638
10,0.3333,7,0.6666,0.6666,7,0.6666,70.0214110061
10,0.3333,7,0.6666,0.6666,7,0.6666,76.259398812
10,0.3333,7,0.6666,0.6666,7,0.6666,73.8797970863
10,0.3333,7,0.6666,0.6666,7,0.6666,76.9433818483
10,0.6666,7,0.3333,0.3333,7,0.3333,76.519096245
10,0.6666,7,0.3333,0.3333,7,0.3333,71.0116398967
10,0.6666,7,0.3333,0.3333,7,0.3333,73.1108357527
10,0.6666,7,0.3333,0.3333,7,0.3333,72.8138967844
10,0.6666,7,0.3333,0.3333,7,0.3333,72.1754657743
10,0.6666,7,0.3333,0.3333,7,0.6666,79.6527577898
10,0.6666,7,0.3333,0.3333,7,0.6666,75.1936512625
10,0.6666,7,0.3333,0.3333,7,0.6666,74.404444376
10,0.6666,7,0.3333,0.3333,7,0.6666,72.2343629182
10,0.6666,7,0.3333,0.3333,7,0.6666,70.4536762675
10,0.6666,7,0.3333,0.6666,7,0.3333,72.5963637536
10,0.6666,7,0.3333,0.6666,7,0.3333,69.7729798051
10,0.6666,7,0.3333,0.6666,7,0.3333,71.7544843691
10,0.6666,7,0.3333,0.6666,7,0.3333,68.2921621788
10,0.6666,7,0.3333,0.6666,7,0.3333,69.800987268
10,0.6666,7,0.3333,0.6666,7,0.6666,67.8761422751
10,0.6666,7,0.3333,0.6666,7,0.6666,71.6648722056
10,0.6666,7,0.3333,0.6666,7,0.6666,70.0163025087
10,0.6666,7,0.3333,0.6666,7,0.6666,69.7010946523
10,0.6666,7,0.3333,0.6666,7,0.6666,68.2319645065
10,0.6666,7,0.6666,0.3333,7,0.3333,76.0868625585
10,0.6666,7,0.6666,0.3333,7,0.3333,68.8841416694
10,0.6666,7,0.6666,0.3333,7,0.3333,70.4323148902
10,0.6666,7,0.6666,0.3333,7,0.3333,72.9823216438
10,0.6666,7,0.6666,0.3333,7,0.3333,77.0621925949
10,0.6666,7,0.6666,0.3333,7,0.6666,70.9278583782
10,0.6666,7,0.6666,0.3333,7,0.6666,72.6058646762
10,0.6666,7,0.6666,0.3333,7,0.6666,70.959466422
10,0.6666,7,0.6666,0.3333,7,0.6666,67.9800932627
10,0.6666,7,0.6666,0.3333,7,0.6666,66.2968045984
10,0.6666,7,0.6666,0.6666,7,0.3333,69.9104753617
10,0.6666,7,0.6666,0.6666,7,0.3333,70.4996982308
10,0.6666,7,0.6666,0.6666,7,0.3333,70.1424573424
10,0.6666,7,0.6666,0.6666,7,0.3333,68.965952651
10,0.6666,7,0.6666,0.6666,7,0.3333,69.4740978068
10,0.6666,7,0.6666,0.6666,7,0.6666,71.3048241772
10,0.6666,7,0.6666,0.6666,7,0.6666,69.2955843717
10,0.6666,7,0.6666,0.6666,7,0.6666,68.0711889153
10,0.6666,7,0.6666,0.6666,7,0.6666,70.4669963119
10,0.6666,7,0.6666,0.6666,7,0.6666,68.3037773263
20,0.3333,7,0.3333,0.3333,7,0.3333,58.3816963055
20,0.3333,7,0.3333,0.3333,7,0.3333,61.9807146458
20,0.3333,7,0.3333,0.3333,7,0.3333,61.4784737868
20,0.3333,7,0.3333,0.3333,7,0.3333,57.5972328678
20,0.3333,7,0.3333,0.3333,7,0.3333,60.5668526783
20,0.3333,7,0.3333,0.3333,7,0.6666,62.3183610977
20,0.3333,7,0.3333,0.3333,7,0.6666,67.3640280938
20,0.3333,7,0.3333,0.3333,7,0.6666,62.8391739682
20,0.3333,7,0.3333,0.3333,7,0.6666,59.6220977042
20,0.3333,7,0.3333,0.3333,7,0.6666,66.892646861
20,0.3333,7,0.3333,0.6666,7,0.3333,66.4570880957
20,0.3333,7,0.3333,0.6666,7,0.3333,59.6261772549
20,0.3333,7,0.3333,0.6666,7,0.3333,59.4491919017
20,0.3333,7,0.3333,0.6666,7,0.3333,61.0209959227
20,0.3333,7,0.3333,0.6666,7,0.3333,59.5505100027
20,0.3333,7,0.3333,0.6666,7,0.6666,52.0905691382
20,0.3333,7,0.3333,0.6666,7,0.6666,60.1996994797
20,0.3333,7,0.3333,0.6666,7,0.6666,57.4653498222
20,0.3333,7,0.3333,0.6666,7,0.6666,54.5114194027
20,0.3333,7,0.3333,0.6666,7,0.6666,64.3373963298
20,0.3333,7,0.6666,0.3333,7,0.3333,62.9126927154
20,0.3333,7,0.6666,0.3333,7,0.3333,63.6025040324
20,0.3333,7,0.6666,0.3333,7,0.3333,65.2574388895
20,0.3333,7,0.6666,0.3333,7,0.3333,59.7605564671
20,0.3333,7,0.6666,0.3333,7,0.3333,53.3958312064
20,0.3333,7,0.6666,0.3333,7,0.6666,62.0144138431
20,0.3333,7,0.6666,0.3333,7,0.6666,58.7281170719
20,0.3333,7,0.6666,0.3333,7,0.6666,59.5479713763
20,0.3333,7,0.6666,0.3333,7,0.6666,60.924691181
20,0.3333,7,0.6666,0.3333,7,0.6666,64.3217275867
20,0.3333,7,0.6666,0.6666,7,0.3333,64.1332536451
20,0.3333,7,0.6666,0.6666,7,0.3333,55.9016477167
20,0.3333,7,0.6666,0.6666,7,0.3333,57.081275461
20,0.3333,7,0.6666,0.6666,7,0.3333,59.9560764855
20,0.3333,7,0.6666,0.6666,7,0.3333,59.4815023986
20,0.3333,7,0.6666,0.6666,7,0.6666,54.3008923548
20,0.3333,7,0.6666,0.6666,7,0.6666,65.652269152
20,0.3333,7,0.6666,0.6666,7,0.6666,55.9539753175
20,0.3333,7,0.6666,0.6666,7,0.6666,61.1200031496
20,0.3333,7,0.6666,0.6666,7,0.6666,64.2843915392
20,0.6666,7,0.3333,0.3333,7,0.3333,56.6666402506
20,0.6666,7,0.3333,0.3333,7,0.3333,56.2817924153
20,0.6666,7,0.3333,0.3333,7,0.3333,54.8857747915
20,0.6666,7,0.3333,0.3333,7,0.3333,55.3373085322
20,0.6666,7,0.3333,0.3333,7,0.3333,54.9789690741
20,0.6666,7,0.3333,0.3333,7,0.6666,55.1631347732
20,0.6666,7,0.3333,0.3333,7,0.6666,59.2984687521
20,0.6666,7,0.3333,0.3333,7,0.6666,57.1064940583
20,0.6666,7,0.3333,0.3333,7,0.6666,55.2517330322
20,0.6666,7,0.3333,0.3333,7,0.6666,61.3485969204
20,0.6666,7,0.3333,0.6666,7,0.3333,53.8079587908
20,0.6666,7,0.3333,0.6666,7,0.3333,57.7951120202
20,0.6666,7,0.3333,0.6666,7,0.3333,57.5897278171
20,0.6666,7,0.3333,0.6666,7,0.3333,58.8881902711
20,0.6666,7,0.3333,0.6666,7,0.3333,53.705090849
20,0.6666,7,0.3333,0.6666,7,0.6666,55.2412379292
20,0.6666,7,0.3333,0.6666,7,0.6666,53.850792605
20,0.6666,7,0.3333,0.6666,7,0.6666,57.3659559714
20,0.6666,7,0.3333,0.6666,7,0.6666,57.8807858936
20,0.6666,7,0.3333,0.6666,7,0.6666,66.049262917
20,0.6666,7,0.6666,0.3333,7,0.3333,60.7468094177
20,0.6666,7,0.6666,0.3333,7,0.3333,56.1238313985
20,0.6666,7,0.6666,0.3333,7,0.3333,60.7688757859
20,0.6666,7,0.6666,0.3333,7,0.3333,56.6104211705
20,0.6666,7,0.6666,0.3333,7,0.3333,56.8033642207
20,0.6666,7,0.6666,0.3333,7,0.6666,58.1854340592
20,0.6666,7,0.6666,0.3333,7,0.6666,63.1823516405
20,0.6666,7,0.6666,0.3333,7,0.6666,55.1569020116
20,0.6666,7,0.6666,0.3333,7,0.6666,56.8122286543
20,0.6666,7,0.6666,0.3333,7,0.6666,60.6287709984
20,0.6666,7,0.6666,0.6666,7,0.3333,60.9992543307
20,0.6666,7,0.6666,0.6666,7,0.3333,55.5114071199
20,0.6666,7,0.6666,0.6666,7,0.3333,59.9143841408
20,0.6666,7,0.6666,0.6666,7,0.3333,55.5471917796
20,0.6666,7,0.6666,0.6666,7,0.3333,60.2644650152
20,0.6666,7,0.6666,0.6666,7,0.6666,60.6369114179
20,0.6666,7,0.6666,0.6666,7,0.6666,59.878821605
20,0.6666,7,0.6666,0.6666,7,0.6666,59.2076480074
20,0.6666,7,0.6666,0.6666,7,0.6666,53.8759549943
20,0.6666,7,0.6666,0.6666,7,0.6666,54.8860654306
30,0.3333,7,0.3333,0.3333,7,0.3333,54.0379649611
30,0.3333,7,0.3333,0.3333,7,0.3333,57.2439930115
30,0.3333,7,0.3333,0.3333,7,0.3333,58.1723238378
30,0.3333,7,0.3333,0.3333,7,0.3333,60.0221398929
30,0.3333,7,0.3333,0.3333,7,0.3333,58.2916367645
30,0.3333,7,0.3333,0.3333,7,0.6666,52.0627835522
30,0.3333,7,0.3333,0.3333,7,0.6666,53.9283669492
30,0.3333,7,0.3333,0.3333,7,0.6666,55.3976874258
30,0.3333,7,0.3333,0.3333,7,0.6666,54.1093637308
30,0.3333,7,0.3333,0.3333,7,0.6666,53.1908145211
30,0.3333,7,0.3333,0.6666,7,0.3333,59.6593821133
30,0.3333,7,0.3333,0.6666,7,0.3333,56.4846253491
30,0.3333,7,0.3333,0.6666,7,0.3333,54.1338311138
30,0.3333,7,0.3333,0.6666,7,0.3333,55.6480829347
30,0.3333,7,0.3333,0.6666,7,0.3333,50.9268940112
30,0.3333,7,0.3333,0.6666,7,0.6666,51.6753474657
30,0.3333,7,0.3333,0.6666,7,0.6666,50.0132726889
30,0.3333,7,0.3333,0.6666,7,0.6666,55.6977054176
30,0.3333,7,0.3333,0.6666,7,0.6666,50.552485163
30,0.3333,7,0.3333,0.6666,7,0.6666,53.4578790911
30,0.3333,7,0.6666,0.3333,7,0.3333,53.8462156735
30,0.3333,7,0.6666,0.3333,7,0.3333,56.1576480473
30,0.3333,7,0.6666,0.3333,7,0.3333,57.5635674823
30,0.3333,7,0.6666,0.3333,7,0.3333,52.6146528567
30,0.3333,7,0.6666,0.3333,7,0.3333,51.8030318737
30,0.3333,7,0.6666,0.3333,7,0.6666,53.6649047139
30,0.3333,7,0.6666,0.3333,7,0.6666,55.7245092557
30,0.3333,7,0.6666,0.3333,7,0.6666,53.8841458034
30,0.3333,7,0.6666,0.3333,7,0.6666,55.8670638442
30,0.3333,7,0.6666,0.3333,7,0.6666,61.5207962216
30,0.3333,7,0.6666,0.6666,7,0.3333,50.4083219538
30,0.3333,7,0.6666,0.6666,7,0.3333,48.4560310034
30,0.3333,7,0.6666,0.6666,7,0.3333,56.9939449334
30,0.3333,7,0.6666,0.6666,7,0.3333,56.1354675048
30,0.3333,7,0.6666,0.6666,7,0.3333,50.1670199069
30,0.3333,7,0.6666,0.6666,7,0.6666,51.542527214
30,0.3333,7,0.6666,0.6666,7,0.6666,50.2344028019
30,0.3333,7,0.6666,0.6666,7,0.6666,54.6438663342
30,0.3333,7,0.6666,0.6666,7,0.6666,54.8928085581
30,0.3333,7,0.6666,0.6666,7,0.6666,54.047533296
30,0.6666,7,0.3333,0.3333,7,0.3333,53.9057726957
30,0.6666,7,0.3333,0.3333,7,0.3333,50.0924979594
30,0.6666,7,0.3333,0.3333,7,0.3333,49.786996997
30,0.6666,7,0.3333,0.3333,7,0.3333,52.3129131221
30,0.6666,7,0.3333,0.3333,7,0.3333,51.5897630843
30,0.6666,7,0.3333,0.3333,7,0.6666,49.6160857179
30,0.6666,7,0.3333,0.3333,7,0.6666,55.5713125624
30,0.6666,7,0.3333,0.3333,7,0.6666,54.3326463595
30,0.6666,7,0.3333,0.3333,7,0.6666,52.2927729278
30,0.6666,7,0.3333,0.3333,7,0.6666,52.1300760195
30,0.6666,7,0.3333,0.6666,7,0.3333,47.2606754328
30,0.6666,7,0.3333,0.6666,7,0.3333,49.7080223039
30,0.6666,7,0.3333,0.6666,7,0.3333,55.5029734226
30,0.6666,7,0.3333,0.6666,7,0.3333,54.3609110914
30,0.6666,7,0.3333,0.6666,7,0.3333,48.7154735547
30,0.6666,7,0.3333,0.6666,7,0.6666,48.6398551056
30,0.6666,7,0.3333,0.6666,7,0.6666,50.683521
30,0.6666,7,0.3333,0.6666,7,0.6666,52.2268859088
30,0.6666,7,0.3333,0.6666,7,0.6666,50.8757139873
30,0.6666,7,0.3333,0.6666,7,0.6666,47.8664508713
30,0.6666,7,0.6666,0.3333,7,0.3333,51.7364697026
30,0.6666,7,0.6666,0.3333,7,0.3333,51.6019727175
30,0.6666,7,0.6666,0.3333,7,0.3333,53.55761033
30,0.6666,7,0.6666,0.3333,7,0.3333,50.2758270552
30,0.6666,7,0.6666,0.3333,7,0.3333,48.7591625756
30,0.6666,7,0.6666,0.3333,7,0.6666,51.3327816385
30,0.6666,7,0.6666,0.3333,7,0.6666,56.5944001807
30,0.6666,7,0.6666,0.3333,7,0.6666,53.9302485245
30,0.6666,7,0.6666,0.3333,7,0.6666,51.6791973744
30,0.6666,7,0.6666,0.3333,7,0.6666,50.2823416068
30,0.6666,7,0.6666,0.6666,7,0.3333,50.2430133388
30,0.6666,7,0.6666,0.6666,7,0.3333,49.1784775012
30,0.6666,7,0.6666,0.6666,7,0.3333,50.9058048502
30,0.6666,7,0.6666,0.6666,7,0.3333,50.5338051136
30,0.6666,7,0.6666,0.6666,7,0.3333,49.9594721618
30,0.6666,7,0.6666,0.6666,7,0.6666,49.5494091097
30,0.6666,7,0.6666,0.6666,7,0.6666,52.4203897586
30,0.6666,7,0.6666,0.6666,7,0.6666,49.98791445
30,0.6666,7,0.6666,0.6666,7,0.6666,48.1929710018
30,0.6666,7,0.6666,0.6666,7,0.6666,54.1085425242
1,0.3333,7,0.3333,0.3333,7,0.3333,102.627874548
1,0.3333,7,0.3333,0.3333,7,0.3333,101.763323804
1,0.3333,7,0.3333,0.3333,7,0.3333,101.258457386
1,0.3333,7,0.3333,0.3333,7,0.3333,101.250283095
1,0.3333,7,0.3333,0.3333,7,0.3333,101.757633408
1,0.3333,7,0.3333,0.3333,7,0.6666,100.575170569
1,0.3333,7,0.3333,0.3333,7,0.6666,102.402215187
1,0.3333,7,0.3333,0.3333,7,0.6666,105.198461268
1,0.3333,7,0.3333,0.3333,7,0.6666,102.005993357
1,0.3333,7,0.3333,0.3333,7,0.6666,100.873419984
1,0.3333,7,0.3333,0.6666,7,0.3333,100.146131176
1,0.3333,7,0.3333,0.6666,7,0.3333,99.9166612034
1,0.3333,7,0.3333,0.6666,7,0.3333,101.492037597
1,0.3333,7,0.3333,0.6666,7,0.3333,100.885460974
1,0.3333,7,0.3333,0.6666,7,0.3333,103.139830058
1,0.3333,7,0.3333,0.6666,7,0.6666,100.262528286
1,0.3333,7,0.3333,0.6666,7,0.6666,99.0279686713
1,0.3333,7,0.3333,0.6666,7,0.6666,99.988277214
1,0.3333,7,0.3333,0.6666,7,0.6666,98.2498579999
1,0.3333,7,0.3333,0.6666,7,0.6666,99.2505818497
1,0.3333,7,0.6666,0.3333,7,0.3333,102.205481476
1,0.3333,7,0.6666,0.3333,7,0.3333,103.44725479
1,0.3333,7,0.6666,0.3333,7,0.3333,100.368020574
1,0.3333,7,0.6666,0.3333,7,0.3333,102.078175962
1,0.3333,7,0.6666,0.3333,7,0.3333,102.926906058
1,0.3333,7,0.6666,0.3333,7,0.6666,102.208515885
1,0.3333,7,0.6666,0.3333,7,0.6666,100.538244559
1,0.3333,7,0.6666,0.3333,7,0.6666,101.532861204
1,0.3333,7,0.6666,0.3333,7,0.6666,104.61907434
1,0.3333,7,0.6666,0.3333,7,0.6666,101.962454646
1,0.3333,7,0.6666,0.6666,7,0.3333,100.00123166
1,0.3333,7,0.6666,0.6666,7,0.3333,100.683104258
1,0.3333,7,0.6666,0.6666,7,0.3333,99.8227188604
1,0.3333,7,0.6666,0.6666,7,0.3333,97.3538273775
1,0.3333,7,0.6666,0.6666,7,0.3333,100.200726943
1,0.3333,7,0.6666,0.6666,7,0.6666,98.2890735816
1,0.3333,7,0.6666,0.6666,7,0.6666,101.714208903
1,0.3333,7,0.6666,0.6666,7,0.6666,99.9523115796
1,0.3333,7,0.6666,0.6666,7,0.6666,99.7219658543
1,0.3333,7,0.6666,0.6666,7,0.6666,99.4679477096
1,0.6666,7,0.3333,0.3333,7,0.3333,99.0781338739
1,0.6666,7,0.3333,0.3333,7,0.3333,97.0613711016
1,0.6666,7,0.3333,0.3333,7,0.3333,97.6739455017
1,0.6666,7,0.3333,0.3333,7,0.3333,98.6532342624
1,0.6666,7,0.3333,0.3333,7,0.3333,98.5423271353
1,0.6666,7,0.3333,0.3333,7,0.6666,97.6448312801
1,0.6666,7,0.3333,0.3333,7,0.6666,100.174712219
1,0.6666,7,0.3333,0.3333,7,0.6666,99.11918491
1,0.6666,7,0.3333,0.3333,7,0.6666,98.8352924053
1,0.6666,7,0.3333,0.3333,7,0.6666,99.1868182268
1,0.6666,7,0.3333,0.6666,7,0.3333,95.3674285081
1,0.6666,7,0.3333,0.6666,7,0.3333,96.6483773778
1,0.6666,7,0.3333,0.6666,7,0.3333,96.2032008491
1,0.6666,7,0.3333,0.6666,7,0.3333,95.3692239103
1,0.6666,7,0.3333,0.6666,7,0.3333,95.9709432462
1,0.6666,7,0.3333,0.6666,7,0.6666,97.0134641792
1,0.6666,7,0.3333,0.6666,7,0.6666,95.8873160365
1,0.6666,7,0.3333,0.6666,7,0.6666,96.5793197536
1,0.6666,7,0.3333,0.6666,7,0.6666,97.3073577697
1,0.6666,7,0.3333,0.6666,7,0.6666,96.6118144492
1,0.6666,7,0.6666,0.3333,7,0.3333,99.5352784465
1,0.6666,7,0.6666,0.3333,7,0.3333,97.1601211691
1,0.6666,7,0.6666,0.3333,7,0.3333,98.4547000469
1,0.6666,7,0.6666,0.3333,7,0.3333,100.085860784
1,0.6666,7,0.6666,0.3333,7,0.3333,98.9722460227
1,0.6666,7,0.6666,0.3333,7,0.6666,98.2115207939
1,0.6666,7,0.6666,0.3333,7,0.6666,97.825869196
1,0.6666,7,0.6666,0.3333,7,0.6666,99.2921153187
1,0.6666,7,0.6666,0.3333,7,0.6666,98.8080518463
1,0.6666,7,0.6666,0.3333,7,0.6666,98.4482605147
1,0.6666,7,0.6666,0.6666,7,0.3333,94.8210098454
1,0.6666,7,0.6666,0.6666,7,0.3333,96.900877864
1,0.6666,7,0.6666,0.6666,7,0.3333,95.5608543677
1,0.6666,7,0.6666,0.6666,7,0.3333,99.3935050971
1,0.6666,7,0.6666,0.6666,7,0.3333,97.5086628016
1,0.6666,7,0.6666,0.6666,7,0.6666,96.8399523413
1,0.6666,7,0.6666,0.6666,7,0.6666,97.3588058062
1,0.6666,7,0.6666,0.6666,7,0.6666,96.3646551442
1,0.6666,7,0.6666,0.6666,7,0.6666,98.8905337257
1,0.6666,7,0.6666,0.6666,7,0.6666,95.8287184892
5,0.3333,7,0.3333,0.3333,7,0.3333,85.0903397921
5,0.3333,7,0.3333,0.3333,7,0.3333,91.5655139782
5,0.3333,7,0.3333,0.3333,7,0.3333,88.9407226972
5,0.3333,7,0.3333,0.3333,7,0.3333,84.2035171285
5,0.3333,7,0.3333,0.3333,7,0.3333,89.6914267086
5,0.3333,7,0.3333,0.3333,7,0.6666,87.5193229512
5,0.3333,7,0.3333,0.3333,7,0.6666,84.9029762598
5,0.3333,7,0.3333,0.3333,7,0.6666,86.5833079708
5,0.3333,7,0.3333,0.3333,7,0.6666,83.8096505363
5,0.3333,7,0.3333,0.3333,7,0.6666,90.283088014
5,0.3333,7,0.3333,0.6666,7,0.3333,87.8882156613
5,0.3333,7,0.3333,0.6666,7,0.3333,94.2133740303
5,0.3333,7,0.3333,0.6666,7,0.3333,84.5496836256
5,0.3333,7,0.3333,0.6666,7,0.3333,88.0447064064
