Noise,Beta1,Window1,T1,Beta2,Window2,T2,PSNR
1,0.61,7,0.83,0.72,7,0.79,101.669020558
1,0.61,7,0.83,0.72,7,0.79,101.617532277
1,0.61,7,0.83,0.72,7,0.79,104.026438703
5,0.41,7,0.63,0.52,7,0.59,88.8549138834
5,0.41,7,0.63,0.52,7,0.59,84.3963637693
5,0.41,7,0.63,0.52,7,0.59,87.9612059363
5,0.41,7,0.63,0.52,7,0.59,84.7398892035
5,0.41,7,0.63,0.52,7,0.59,85.9982032408
5,0.41,7,0.63,0.52,7,0.79,86.3323688214
5,0.41,7,0.63,0.52,7,0.79,88.0581328442
5,0.41,7,0.63,0.52,7,0.79,88.3873072651
5,0.41,7,0.63,0.52,7,0.79,88.3851524894
5,0.41,7,0.63,0.52,7,0.79,85.8709089486
5,0.41,7,0.63,0.72,7,0.59,86.1675903213
5,0.41,7,0.63,0.72,7,0.59,89.3192250613
5,0.41,7,0.63,0.72,7,0.59,90.2238552249
5,0.41,7,0.63,0.72,7,0.59,91.7823569941
5,0.41,7,0.63,0.72,7,0.59,88.72329777
5,0.41,7,0.63,0.72,7,0.79,87.7128278428
5,0.41,7,0.63,0.72,7,0.79,86.968209316
5,0.41,7,0.63,0.72,7,0.79,83.6865063249
5,0.41,7,0.63,0.72,7,0.79,86.3713012631
5,0.41,7,0.63,0.72,7,0.79,90.1491835004
5,0.41,7,0.83,0.52,7,0.59,89.9708464018
5,0.41,7,0.83,0.52,7,0.59,85.9154957766
5,0.41,7,0.83,0.52,7,0.59,91.2252308113
5,0.41,7,0.83,0.52,7,0.59,92.3097047694
5,0.41,7,0.83,0.52,7,0.59,83.6877974765
5,0.41,7,0.83,0.52,7,0.79,89.2216207897
5,0.41,7,0.83,0.52,7,0.79,86.8004392972
5,0.41,7,0.83,0.52,7,0.79,89.0391399319
5,0.41,7,0.83,0.52,7,0.79,88.3891512217
5,0.41,7,0.83,0.52,7,0.79,85.4726933467
5,0.41,7,0.83,0.72,7,0.59,87.7892882994
5,0.41,7,0.83,0.72,7,0.59,89.6559693462
5,0.41,7,0.83,0.72,7,0.59,86.0349484572
5,0.41,7,0.83,0.72,7,0.59,90.9651549528
5,0.41,7,0.83,0.72,7,0.59,86.3494433152
5,0.41,7,0.83,0.72,7,0.79,83.9159475221
5,0.41,7,0.83,0.72,7,0.79,90.0452165686
5,0.41,7,0.83,0.72,7,0.79,84.4877719946
5,0.41,7,0.83,0.72,7,0.79,86.0417747547
5,0.41,7,0.83,0.72,7,0.79,89.3487483468
5,0.61,7,0.63,0.52,7,0.59,89.4913288604
5,0.61,7,0.63,0.52,7,0.59,86.6435759749
5,0.61,7,0.63,0.52,7,0.59,89.5692347904
5,0.61,7,0.63,0.52,7,0.59,84.719019237
5,0.61,7,0.63,0.52,7,0.59,86.2620196686
5,0.61,7,0.63,0.52,7,0.79,88.9917008493
5,0.61,7,0.63,0.52,7,0.79,86.1195366288
5,0.61,7,0.63,0.52,7,0.79,84.5383777353
5,0.61,7,0.63,0.52,7,0.79,83.8672705313
5,0.61,7,0.63,0.52,7,0.79,86.6250272531
5,0.61,7,0.63,0.72,7,0.59,87.0082427162
5,0.61,7,0.63,0.72,7,0.59,82.2317760464
5,0.61,7,0.63,0.72,7,0.59,85.5206051542
5,0.61,7,0.63,0.72,7,0.59,90.8902957189
5,0.61,7,0.63,0.72,7,0.59,84.933019949
5,0.61,7,0.63,0.72,7,0.79,85.2784947678
5,0.61,7,0.63,0.72,7,0.79,83.1945753303
5,0.61,7,0.63,0.72,7,0.79,85.9239416156
5,0.61,7,0.63,0.72,7,0.79,85.0088613641
5,0.61,7,0.63,0.72,7,0.79,85.6501157558
5,0.61,7,0.83,0.52,7,0.59,89.1980069942
5,0.61,7,0.83,0.52,7,0.59,84.9945382642
5,0.61,7,0.83,0.52,7,0.59,87.0893190994
5,0.61,7,0.83,0.52,7,0.59,89.6817396841
5,0.61,7,0.83,0.52,7,0.59,83.7889146582
5,0.61,7,0.83,0.52,7,0.79,86.4378695898
5,0.61,7,0.83,0.52,7,0.79,88.4870424157
5,0.61,7,0.83,0.52,7,0.79,85.6612925921
5,0.61,7,0.83,0.52,7,0.79,87.095687802
5,0.61,7,0.83,0.52,7,0.79,89.6831165809
5,0.61,7,0.83,0.72,7,0.59,87.4624251328
5,0.61,7,0.83,0.72,7,0.59,86.3401986893
5,0.61,7,0.83,0.72,7,0.59,87.8743531079
5,0.61,7,0.83,0.72,7,0.59,83.5183881969
5,0.61,7,0.83,0.72,7,0.59,88.3244177485
5,0.61,7,0.83,0.72,7,0.79,82.6437030381
5,0.61,7,0.83,0.72,7,0.79,84.6018519668
5,0.61,7,0.83,0.72,7,0.79,81.4228193745
5,0.61,7,0.83,0.72,7,0.79,88.4676092255
5,0.61,7,0.83,0.72,7,0.79,85.6479300562
10,0.41,7,0.63,0.52,7,0.59,73.6227430299
10,0.41,7,0.63,0.52,7,0.59,73.4044881331
10,0.41,7,0.63,0.52,7,0.59,75.2564254125
10,0.41,7,0.63,0.52,7,0.59,71.9325687276
10,0.41,7,0.63,0.52,7,0.59,77.9754852649
10,0.41,7,0.63,0.52,7,0.79,71.4305533975
10,0.41,7,0.63,0.52,7,0.79,76.9954899494
10,0.41,7,0.63,0.52,7,0.79,75.2680721931
10,0.41,7,0.63,0.52,7,0.79,76.1718658757
10,0.41,7,0.63,0.52,7,0.79,78.1832411705
10,0.41,7,0.63,0.72,7,0.59,73.8419067843
10,0.41,7,0.63,0.72,7,0.59,76.1644936758
10,0.41,7,0.63,0.72,7,0.59,75.4466505688
10,0.41,7,0.63,0.72,7,0.59,75.3487175874
10,0.41,7,0.63,0.72,7,0.59,73.8724968721
10,0.41,7,0.63,0.72,7,0.79,75.15003879
10,0.41,7,0.63,0.72,7,0.79,77.5649866497
10,0.41,7,0.63,0.72,7,0.79,73.1604042461
10,0.41,7,0.63,0.72,7,0.79,74.3873150178
10,0.41,7,0.63,0.72,7,0.79,73.7546735613
10,0.41,7,0.83,0.52,7,0.59,80.0323911178
10,0.41,7,0.83,0.52,7,0.59,78.1600369939
10,0.41,7,0.83,0.52,7,0.59,76.8026056718
10,0.41,7,0.83,0.52,7,0.59,75.8429624612
10,0.41,7,0.83,0.52,7,0.59,73.9248901542
10,0.41,7,0.83,0.52,7,0.79,75.3695068127
10,0.41,7,0.83,0.52,7,0.79,72.8257742869
10,0.41,7,0.83,0.52,7,0.79,76.8286498124
10,0.41,7,0.83,0.52,7,0.79,78.1275601488
10,0.41,7,0.83,0.52,7,0.79,70.39817084
10,0.41,7,0.83,0.72,7,0.59,73.839766489
10,0.41,7,0.83,0.72,7,0.59,76.3133216131
10,0.41,7,0.83,0.72,7,0.59,73.0733326739
10,0.41,7,0.83,0.72,7,0.59,72.9285874934
10,0.41,7,0.83,0.72,7,0.59,75.905313255
10,0.41,7,0.83,0.72,7,0.79,80.2075719456
10,0.41,7,0.83,0.72,7,0.79,77.5503100863
10,0.41,7,0.83,0.72,7,0.79,74.7685312284
10,0.41,7,0.83,0.72,7,0.79,72.572922303
10,0.41,7,0.83,0.72,7,0.79,75.0642598831
10,0.61,7,0.63,0.52,7,0.59,78.619501019
10,0.61,7,0.63,0.52,7,0.59,74.8467612068
10,0.61,7,0.63,0.52,7,0.59,73.7008658788
10,0.61,7,0.63,0.52,7,0.59,79.5508697616
10,0.61,7,0.63,0.52,7,0.59,74.7932019732
10,0.61,7,0.63,0.52,7,0.79,74.7021017059
10,0.61,7,0.63,0.52,7,0.79,73.7215740135
10,0.61,7,0.63,0.52,7,0.79,77.9004248518
10,0.61,7,0.63,0.52,7,0.79,71.7295950752
10,0.61,7,0.63,0.52,7,0.79,71.8554679488
10,0.61,7,0.63,0.72,7,0.59,75.2128964971
10,0.61,7,0.63,0.72,7,0.59,69.6367656006
10,0.61,7,0.63,0.72,7,0.59,74.4262604803
10,0.61,7,0.63,0.72,7,0.59,74.0749648881
10,0.61,7,0.63,0.72,7,0.59,76.1877265424
10,0.61,7,0.63,0.72,7,0.79,72.2036320402
10,0.61,7,0.63,0.72,7,0.79,76.2998238605
10,0.61,7,0.63,0.72,7,0.79,72.5114322139
10,0.61,7,0.63,0.72,7,0.79,72.9758972893
10,0.61,7,0.63,0.72,7,0.79,75.7018968064
10,0.61,7,0.83,0.52,7,0.59,76.806053783
10,0.61,7,0.83,0.52,7,0.59,77.1684868295
10,0.61,7,0.83,0.52,7,0.59,75.2900374244
10,0.61,7,0.83,0.52,7,0.59,73.0657107983
10,0.61,7,0.83,0.52,7,0.59,70.4707391545
10,0.61,7,0.83,0.52,7,0.79,75.5035224018
10,0.61,7,0.83,0.52,7,0.79,80.2224277541
10,0.61,7,0.83,0.52,7,0.79,73.5993490998
10,0.61,7,0.83,0.52,7,0.79,77.3140814051
10,0.61,7,0.83,0.52,7,0.79,72.3501187588
10,0.61,7,0.83,0.72,7,0.59,78.9387051717
10,0.61,7,0.83,0.72,7,0.59,75.2760351328
10,0.61,7,0.83,0.72,7,0.59,77.3938156162
10,0.61,7,0.83,0.72,7,0.59,74.8623526422
10,0.61,7,0.83,0.72,7,0.59,70.8446978364
10,0.61,7,0.83,0.72,7,0.79,69.1608427944
10,0.61,7,0.83,0.72,7,0.79,74.1681086569
10,0.61,7,0.83,0.72,7,0.79,73.9885389357
10,0.61,7,0.83,0.72,7,0.79,79.9045517116
10,0.61,7,0.83,0.72,7,0.79,80.4986085572
20,0.41,7,0.63,0.52,7,0.59,64.3987837098
20,0.41,7,0.63,0.52,7,0.59,66.8044775002
20,0.41,7,0.63,0.52,7,0.59,65.6818309501
20,0.41,7,0.63,0.52,7,0.59,65.0249416227
20,0.41,7,0.63,0.52,7,0.59,70.6313751991
20,0.41,7,0.63,0.52,7,0.79,61.7646556768
20,0.41,7,0.63,0.52,7,0.79,65.7892176982
20,0.41,7,0.63,0.52,7,0.79,63.4471010677
20,0.41,7,0.63,0.52,7,0.79,65.7896156997
20,0.41,7,0.63,0.52,7,0.79,64.7474456782
20,0.41,7,0.63,0.72,7,0.59,64.9367036816
20,0.41,7,0.63,0.72,7,0.59,66.378300691
20,0.41,7,0.63,0.72,7,0.59,65.4954706024
20,0.41,7,0.63,0.72,7,0.59,65.900643794
20,0.41,7,0.63,0.72,7,0.59,59.5806350714
20,0.41,7,0.63,0.72,7,0.79,66.8905382766
20,0.41,7,0.63,0.72,7,0.79,63.9941418864
20,0.41,7,0.63,0.72,7,0.79,67.6225518621
20,0.41,7,0.63,0.72,7,0.79,69.4129172095
20,0.41,7,0.63,0.72,7,0.79,68.653400759
20,0.41,7,0.83,0.52,7,0.59,64.3313576719
20,0.41,7,0.83,0.52,7,0.59,64.8940999612
20,0.41,7,0.83,0.52,7,0.59,62.2771887085
20,0.41,7,0.83,0.52,7,0.59,67.3017440367
20,0.41,7,0.83,0.52,7,0.59,65.0865290799
20,0.41,7,0.83,0.52,7,0.79,60.0878081307
20,0.41,7,0.83,0.52,7,0.79,62.2741577948
20,0.41,7,0.83,0.52,7,0.79,64.5922027696
20,0.41,7,0.83,0.52,7,0.79,65.2671909152
20,0.41,7,0.83,0.52,7,0.79,68.5806178193
20,0.41,7,0.83,0.72,7,0.59,64.3122387953
20,0.41,7,0.83,0.72,7,0.59,68.5279601095
20,0.41,7,0.83,0.72,7,0.59,63.9073625794
20,0.41,7,0.83,0.72,7,0.59,66.2278561024
20,0.41,7,0.83,0.72,7,0.59,61.1177304153
20,0.41,7,0.83,0.72,7,0.79,63.3789469401
20,0.41,7,0.83,0.72,7,0.79,64.1388928059
20,0.41,7,0.83,0.72,7,0.79,63.9689455498
20,0.41,7,0.83,0.72,7,0.79,60.7257992968
20,0.41,7,0.83,0.72,7,0.79,62.4723959292
20,0.61,7,0.63,0.52,7,0.59,63.8987346574
20,0.61,7,0.63,0.52,7,0.59,64.7925735663
20,0.61,7,0.63,0.52,7,0.59,65.8026462553
20,0.61,7,0.63,0.52,7,0.59,61.9601967359
20,0.61,7,0.63,0.52,7,0.59,59.0433855111
20,0.61,7,0.63,0.52,7,0.79,63.5655507925
20,0.61,7,0.63,0.52,7,0.79,67.8228152831
20,0.61,7,0.63,0.52,7,0.79,64.2612893256
20,0.61,7,0.63,0.52,7,0.79,62.3192209936
20,0.61,7,0.63,0.52,7,0.79,60.5029385919
20,0.61,7,0.63,0.72,7,0.59,65.1219985989
20,0.61,7,0.63,0.72,7,0.59,66.2720688814
20,0.61,7,0.63,0.72,7,0.59,65.6413213023
20,0.61,7,0.63,0.72,7,0.59,65.0479350025
20,0.61,7,0.63,0.72,7,0.59,60.6414770534
20,0.61,7,0.63,0.72,7,0.79,61.7359220928
20,0.61,7,0.63,0.72,7,0.79,61.4975684455
20,0.61,7,0.63,0.72,7,0.79,63.7259810266
20,0.61,7,0.63,0.72,7,0.79,61.505720507
20,0.61,7,0.63,0.72,7,0.79,64.7464334487
20,0.61,7,0.83,0.52,7,0.59,64.7923078922
20,0.61,7,0.83,0.52,7,0.59,64.8236592967
20,0.61,7,0.83,0.52,7,0.59,65.1083916528
20,0.61,7,0.83,0.52,7,0.59,60.6315063125
20,0.61,7,0.83,0.52,7,0.59,62.9603852381
20,0.61,7,0.83,0.52,7,0.79,66.6250280628
20,0.61,7,0.83,0.52,7,0.79,62.8593343306
20,0.61,7,0.83,0.52,7,0.79,65.9611065884
20,0.61,7,0.83,0.52,7,0.79,61.1454396726
20,0.61,7,0.83,0.52,7,0.79,66.1326564153
20,0.61,7,0.83,0.72,7,0.59,64.0972382855
20,0.61,7,0.83,0.72,7,0.59,63.7058874907
20,0.61,7,0.83,0.72,7,0.59,63.3633900067
20,0.61,7,0.83,0.72,7,0.59,62.0011729897
20,0.61,7,0.83,0.72,7,0.59,65.1084251844
20,0.61,7,0.83,0.72,7,0.79,68.1060695511
20,0.61,7,0.83,0.72,7,0.79,62.6100271639
20,0.61,7,0.83,0.72,7,0.79,61.6241506954
20,0.61,7,0.83,0.72,7,0.79,64.21160261
20,0.61,7,0.83,0.72,7,0.79,59.5912603499
30,0.41,7,0.63,0.52,7,0.59,60.9216492895
30,0.41,7,0.63,0.52,7,0.59,60.3809143308
30,0.41,7,0.63,0.52,7,0.59,61.1963622149
30,0.41,7,0.63,0.52,7,0.59,52.6819172424
30,0.41,7,0.63,0.52,7,0.59,58.5554794267
30,0.41,7,0.63,0.52,7,0.79,57.0611630641
30,0.41,7,0.63,0.52,7,0.79,56.5969533653
30,0.41,7,0.63,0.52,7,0.79,59.3460406521
30,0.41,7,0.63,0.52,7,0.79,60.8849456014
30,0.41,7,0.63,0.52,7,0.79,56.9063120347
30,0.41,7,0.63,0.72,7,0.59,57.176483043
30,0.41,7,0.63,0.72,7,0.59,56.9853335468
30,0.41,7,0.63,0.72,7,0.59,60.3472175427
30,0.41,7,0.63,0.72,7,0.59,58.834153848
30,0.41,7,0.63,0.72,7,0.59,60.2307889111
30,0.41,7,0.63,0.72,7,0.79,61.2512096356
30,0.41,7,0.63,0.72,7,0.79,54.7490985418
30,0.41,7,0.63,0.72,7,0.79,61.4181474834
30,0.41,7,0.63,0.72,7,0.79,55.0606375507
30,0.41,7,0.63,0.72,7,0.79,56.7190069037
30,0.41,7,0.83,0.52,7,0.59,59.0207997343
30,0.41,7,0.83,0.52,7,0.59,57.1824392237
30,0.41,7,0.83,0.52,7,0.59,59.8850314719
30,0.41,7,0.83,0.52,7,0.59,58.8368381454
30,0.41,7,0.83,0.52,7,0.59,57.1706340313
30,0.41,7,0.83,0.52,7,0.79,60.1140567526
30,0.41,7,0.83,0.52,7,0.79,57.8792625507
30,0.41,7,0.83,0.52,7,0.79,58.5842018575
30,0.41,7,0.83,0.52,7,0.79,58.9347149824
30,0.41,7,0.83,0.52,7,0.79,60.2653580942
30,0.41,7,0.83,0.72,7,0.59,57.9357717055
30,0.41,7,0.83,0.72,7,0.59,61.3973907087
30,0.41,7,0.83,0.72,7,0.59,58.030540287
30,0.41,7,0.83,0.72,7,0.59,51.0754384068
30,0.41,7,0.83,0.72,7,0.59,60.6266077184
30,0.41,7,0.83,0.72,7,0.79,57.9737256875
30,0.41,7,0.83,0.72,7,0.79,59.0341534141
30,0.41,7,0.83,0.72,7,0.79,58.4326129821
30,0.41,7,0.83,0.72,7,0.79,62.1649263902
30,0.41,7,0.83,0.72,7,0.79,61.7701571646
30,0.61,7,0.63,0.52,7,0.59,62.3979365592
30,0.61,7,0.63,0.52,7,0.59,59.8834275257
30,0.61,7,0.63,0.52,7,0.59,59.9952011977
30,0.61,7,0.63,0.52,7,0.59,54.49449932
30,0.61,7,0.63,0.52,7,0.59,60.0701642059
30,0.61,7,0.63,0.52,7,0.79,59.5843597382
30,0.61,7,0.63,0.52,7,0.79,57.2746402769
30,0.61,7,0.63,0.52,7,0.79,56.4508049841
30,0.61,7,0.63,0.52,7,0.79,60.2831199201
30,0.61,7,0.63,0.52,7,0.79,57.7759888175
30,0.61,7,0.63,0.72,7,0.59,54.2517930116
30,0.61,7,0.63,0.72,7,0.59,63.0683584428
30,0.61,7,0.63,0.72,7,0.59,65.0456332039
30,0.61,7,0.63,0.72,7,0.59,58.059429985
30,0.61,7,0.63,0.72,7,0.59,56.9087819722
30,0.61,7,0.63,0.72,7,0.79,56.4589336761
30,0.61,7,0.63,0.72,7,0.79,60.3758096699
30,0.61,7,0.63,0.72,7,0.79,56.0439325012
30,0.61,7,0.63,0.72,7,0.79,60.1137911132
30,0.61,7,0.63,0.72,7,0.79,58.6085944559
30,0.61,7,0.83,0.52,7,0.59,58.1465859176
30,0.61,7,0.83,0.52,7,0.59,59.4707724501
30,0.61,7,0.83,0.52,7,0.59,56.3756790329
30,0.61,7,0.83,0.52,7,0.59,62.1701331737
30,0.61,7,0.83,0.52,7,0.59,56.0172449801
30,0.61,7,0.83,0.52,7,0.79,60.2530874686
30,0.61,7,0.83,0.52,7,0.79,59.0350749038
30,0.61,7,0.83,0.52,7,0.79,62.4294165274
30,0.61,7,0.83,0.52,7,0.79,57.2933503355
30,0.61,7,0.83,0.52,7,0.79,61.2354426376
30,0.61,7,0.83,0.72,7,0.59,62.6296084567
30,0.61,7,0.83,0.72,7,0.59,55.0421966565
30,0.61,7,0.83,0.72,7,0.59,60.3414601118
30,0.61,7,0.83,0.72,7,0.59,57.4223853714
30,0.61,7,0.83,0.72,7,0.59,54.2470673468
30,0.61,7,0.83,0.72,7,0.79,61.5955541216
30,0.61,7,0.83,0.72,7,0.79,56.8804678505
30,0.61,7,0.83,0.72,7,0.79,55.7500562457
30,0.61,7,0.83,0.72,7,0.79,59.2353506605
30,0.61,7,0.83,0.72,7,0.79,51.3864626889
1,0.3333,7,0.3333,0.3333,7,0.3333,104.595174227
1,0.3333,7,0.3333,0.3333,7,0.3333,108.694027694
1,0.3333,7,0.3333,0.3333,7,0.3333,108.042210494
1,0.3333,7,0.3333,0.3333,7,0.3333,106.136574047
1,0.3333,7,0.3333,0.3333,7,0.3333,107.210263083
1,0.3333,7,0.3333,0.3333,7,0.6666,106.363059284
1,0.3333,7,0.3333,0.3333,7,0.6666,106.375479482
1,0.3333,7,0.3333,0.3333,7,0.6666,108.225144039
1,0.3333,7,0.3333,0.3333,7,0.6666,107.138160718
1,0.3333,7,0.3333,0.3333,7,0.6666,104.789777774
1,0.3333,7,0.3333,0.6666,7,0.3333,103.859790123
1,0.3333,7,0.3333,0.6666,7,0.3333,105.377676496
1,0.3333,7,0.3333,0.6666,7,0.3333,105.125233668
1,0.3333,7,0.3333,0.6666,7,0.3333,103.672296039
1,0.3333,7,0.3333,0.6666,7,0.3333,105.238412526
1,0.3333,7,0.3333,0.6666,7,0.6666,103.459620068
1,0.3333,7,0.3333,0.6666,7,0.6666,104.82511509
1,0.3333,7,0.3333,0.6666,7,0.6666,102.562437823
1,0.3333,7,0.3333,0.6666,7,0.6666,104.753396364
1,0.3333,7,0.3333,0.6666,7,0.6666,103.398484657
1,0.3333,7,0.6666,0.3333,7,0.3333,107.188783288
1,0.3333,7,0.6666,0.3333,7,0.3333,109.91459829
1,0.3333,7,0.6666,0.3333,7,0.3333,107.16442157
1,0.3333,7,0.6666,0.3333,7,0.3333,108.115128023
1,0.3333,7,0.6666,0.3333,7,0.3333,106.850660846
1,0.3333,7,0.6666,0.3333,7,0.6666,108.840958626
1,0.3333,7,0.6666,0.3333,7,0.6666,106.863535143
1,0.3333,7,0.6666,0.3333,7,0.6666,107.920972866
1,0.3333,7,0.6666,0.3333,7,0.6666,106.967009685
1,0.3333,7,0.6666,0.3333,7,0.6666,106.524890077
1,0.3333,7,0.6666,0.6666,7,0.3333,104.824453827
1,0.3333,7,0.6666,0.6666,7,0.3333,103.147316374
1,0.3333,7,0.6666,0.6666,7,0.3333,103.192651372
1,0.3333,7,0.6666,0.6666,7,0.3333,102.481304555
1,0.3333,7,0.6666,0.6666,7,0.3333,105.300783571
1,0.3333,7,0.6666,0.6666,7,0.6666,103.999397628
1,0.3333,7,0.6666,0.6666,7,0.6666,103.641126603
1,0.3333,7,0.6666,0.6666,7,0.6666,107.043729159
1,0.3333,7,0.6666,0.6666,7,0.6666,104.427286758
1,0.3333,7,0.6666,0.6666,7,0.6666,103.573108844
1,0.6666,7,0.3333,0.3333,7,0.3333,105.880108798
1,0.6666,7,0.3333,0.3333,7,0.3333,101.478028785
1,0.6666,7,0.3333,0.3333,7,0.3333,103.786556087
1,0.6666,7,0.3333,0.3333,7,0.3333,104.554698295
1,0.6666,7,0.3333,0.3333,7,0.3333,103.999483009
1,0.6666,7,0.3333,0.3333,7,0.6666,103.642585304
1,0.6666,7,0.3333,0.3333,7,0.6666,101.761179839
1,0.6666,7,0.3333,0.3333,7,0.6666,103.765177133
1,0.6666,7,0.3333,0.3333,7,0.6666,102.096643468
1,0.6666,7,0.3333,0.3333,7,0.6666,100.803479966
1,0.6666,7,0.3333,0.6666,7,0.3333,99.8543179906
1,0.6666,7,0.3333,0.6666,7,0.3333,100.562707158
1,0.6666,7,0.3333,0.6666,7,0.3333,103.806011365
1,0.6666,7,0.3333,0.6666,7,0.3333,100.154194779
1,0.6666,7,0.3333,0.6666,7,0.3333,97.9922824314
1,0.6666,7,0.3333,0.6666,7,0.6666,100.703615534
1,0.6666,7,0.3333,0.6666,7,0.6666,99.6394823206
1,0.6666,7,0.3333,0.6666,7,0.6666,97.5910837222
1,0.6666,7,0.3333,0.6666,7,0.6666,100.282782004
1,0.6666,7,0.3333,0.6666,7,0.6666,102.445997094
1,0.6666,7,0.6666,0.3333,7,0.3333,100.213410381
1,0.6666,7,0.6666,0.3333,7,0.3333,103.401492764
1,0.6666,7,0.6666,0.3333,7,0.3333,104.214551075
1,0.6666,7,0.6666,0.3333,7,0.3333,101.76333466
1,0.6666,7,0.6666,0.3333,7,0.3333,105.291326379
1,0.6666,7,0.6666,0.3333,7,0.6666,104.645681732
1,0.6666,7,0.6666,0.3333,7,0.6666,101.069588484
1,0.6666,7,0.6666,0.3333,7,0.6666,100.874204102
1,0.6666,7,0.6666,0.3333,7,0.6666,103.323264941
1,0.6666,7,0.6666,0.3333,7,0.6666,101.9497162
1,0.6666,7,0.6666,0.6666,7,0.3333,99.1478228781
1,0.6666,7,0.6666,0.6666,7,0.3333,103.013040709
1,0.6666,7,0.6666,0.6666,7,0.3333,101.328860662
1,0.6666,7,0.6666,0.6666,7,0.3333,101.54093094
1,0.6666,7,0.6666,0.6666,7,0.3333,98.4687112382
