date	time	wind_gen_forecast	wind_gen_actual
10/7/2010	21:30	2446	2540
10/7/2010	21:35	2446	2552
10/7/2010	21:40	2446	2556
10/7/2010	21:45	2446	2544
10/7/2010	21:50	2446	2525
10/7/2010	21:55	2428	2534
10/7/2010	22:00	2418	2540
10/7/2010	22:05	2412	2551
10/7/2010	22:10	2407	2529
10/7/2010	22:15	2407	2519
10/7/2010	22:20	2407	2497
10/7/2010	22:25	2407	2470
10/7/2010	22:30	2407	2431
10/7/2010	22:35	2407	2405
10/7/2010	22:40	2407	2406
10/7/2010	22:45	2407	2386
10/7/2010	22:50	2407	2334
10/7/2010	22:55	2386	2278
10/7/2010	23:00	2371	2271
10/7/2010	23:05	2359	2257
10/7/2010	23:10	2351	2233
10/7/2010	23:15	2351	2216
10/7/2010	23:20	2351	2200
10/7/2010	23:25	2351	2183
10/7/2010	23:30	2351	2172
10/7/2010	23:35	2351	2165
10/7/2010	23:40	2351	2147
10/7/2010	23:45	2351	2162
10/7/2010	23:50	2351	2163
10/7/2010	23:55	2266	2188
10/8/2010	0:00	2192	2186
10/8/2010	0:05	2120	2218
10/8/2010	0:10	2059	2218
10/8/2010	0:15	2059	2237
10/8/2010	0:20	2059	2220
10/8/2010	0:25	2059	2206
10/8/2010	0:30	2059	2183
10/8/2010	0:35	2059	2150
10/8/2010	0:40	2059	2108
10/8/2010	0:45	2059	2087
10/8/2010	0:50	2059	2058
10/8/2010	0:55	2044	2045
10/8/2010	1:00	2036	2043
10/8/2010	1:05	2030	2008
10/8/2010	1:10	2030	1990
10/8/2010	1:15	2030	1951
10/8/2010	1:20	2030	1922
10/8/2010	1:25	2030	1888
10/8/2010	1:30	2030	1876
10/8/2010	1:35	2030	1857
10/8/2010	1:40	2030	1843
10/8/2010	1:45	2030	1838
10/8/2010	1:50	2030	1824
10/8/2010	1:55	1999	1835
10/8/2010	2:00	1973	1841
10/8/2010	2:05	1950	1851
10/8/2010	2:10	1935	1862
10/8/2010	2:15	1934	1841
10/8/2010	2:20	1934	1842
10/8/2010	2:25	1934	1836
10/8/2010	2:30	1934	1840
10/8/2010	2:35	1934	1859
10/8/2010	2:40	1934	1891
10/8/2010	2:45	1934	1892
10/8/2010	2:50	1934	1897
10/8/2010	2:55	1834	1873
10/8/2010	3:00	1748	1866
10/8/2010	3:05	1661	1859
10/8/2010	3:10	1586	1851
10/8/2010	3:15	1586	1818
10/8/2010	3:20	1586	1777
10/8/2010	3:25	1586	1747
10/8/2010	3:30	1656	1715
10/8/2010	3:35	1656	1698
10/8/2010	3:40	1656	1670
10/8/2010	3:45	1656	1642
10/8/2010	3:50	1656	1610
10/8/2010	3:55	1623	1608
10/8/2010	4:00	1599	1579
10/8/2010	4:05	1577	1544
10/8/2010	4:10	1566	1540
10/8/2010	4:15	1566	1538
10/8/2010	4:20	1566	1511
10/8/2010	4:25	1566	1477
10/8/2010	4:30	1606	1462
10/8/2010	4:35	1606	1434
10/8/2010	4:40	1606	1426
10/8/2010	4:45	1606	1407
10/8/2010	4:50	1606	1369
10/8/2010	4:55	1535	1349
10/8/2010	5:00	1476	1326
10/8/2010	5:05	1419	1322
10/8/2010	5:10	1371	1298
10/8/2010	5:15	1371	1266
10/8/2010	5:20	1371	1236
10/8/2010	5:25	1371	1220
10/8/2010	5:30	1371	1205
10/8/2010	5:35	1371	1208
10/8/2010	5:40	1371	1176
10/8/2010	5:45	1371	1155
10/8/2010	5:50	1371	1140
10/8/2010	5:55	1257	1114
10/8/2010	6:00	1156	1099
10/8/2010	6:05	1055	1098
10/8/2010	6:10	970	1105
10/8/2010	6:15	970	1099
10/8/2010	6:20	970	1100
10/8/2010	6:25	970	1097
10/8/2010	6:30	970	1085
10/8/2010	6:35	970	1105
10/8/2010	6:40	970	1102
10/8/2010	6:45	970	1067
10/8/2010	6:50	970	1039
10/8/2010	6:55	932	1019
10/8/2010	7:00	905	1006
10/8/2010	7:05	882	992
10/8/2010	7:10	866	966
10/8/2010	7:15	866	936
10/8/2010	7:20	866	923
10/8/2010	7:25	866	898
10/8/2010	7:30	866	882
10/8/2010	7:35	866	867
10/8/2010	7:40	866	850
10/8/2010	7:45	866	833
10/8/2010	7:50	866	820
10/8/2010	7:55	836	828
10/8/2010	8:00	809	827
10/8/2010	8:05	786	839
10/8/2010	8:10	769	844
10/8/2010	8:15	769	848
10/8/2010	8:20	769	856
10/8/2010	8:25	769	857
10/8/2010	8:30	769	839
10/8/2010	8:35	769	817
10/8/2010	8:40	769	818
10/8/2010	8:45	769	813
10/8/2010	8:50	769	794
10/8/2010	8:55	759	779
10/8/2010	9:00	758	770
10/8/2010	9:05	759	755
10/8/2010	9:10	765	736
10/8/2010	9:15	765	713
10/8/2010	9:20	765	708
10/8/2010	9:25	765	701
10/8/2010	9:30	765	702
10/8/2010	9:35	765	684
10/8/2010	9:40	765	660
10/8/2010	9:45	765	648
10/8/2010	9:50	765	641
10/8/2010	9:55	728	621
10/8/2010	10:00	697	610
10/8/2010	10:05	670	612
10/8/2010	10:10	651	607
10/8/2010	10:15	651	594
10/8/2010	10:20	651	573
10/8/2010	10:25	651	556
10/8/2010	10:30	651	552
10/8/2010	10:35	651	556
10/8/2010	10:40	651	553
10/8/2010	10:45	651	538
10/8/2010	10:50	651	536
10/8/2010	10:55	616	529
10/8/2010	11:00	590	541
10/8/2010	11:05	564	538
10/8/2010	11:10	546	524
10/8/2010	11:15	546	534
10/8/2010	11:20	546	512
10/8/2010	11:25	546	507
10/8/2010	11:30	546	513
10/8/2010	11:35	546	522
10/8/2010	11:40	546	543
10/8/2010	11:45	546	558
10/8/2010	11:50	546	587
10/8/2010	11:55	510	626
10/8/2010	12:00	482	649
10/8/2010	12:05	458	667
10/8/2010	12:10	442	670
10/8/2010	12:15	442	694
10/8/2010	12:20	442	712
10/8/2010	12:25	442	733
10/8/2010	12:30	442	715
10/8/2010	12:35	442	706
10/8/2010	12:40	442	679
10/8/2010	12:45	447	633
10/8/2010	12:50	447	636
10/8/2010	12:55	462	605
10/8/2010	13:00	486	552
10/8/2010	13:05	507	494
10/8/2010	13:10	525	474
10/8/2010	13:15	540	437
10/8/2010	13:20	540	422
10/8/2010	13:25	540	399
10/8/2010	13:30	540	375
10/8/2010	13:35	540	334
10/8/2010	13:40	540	331
10/8/2010	13:45	540	311
10/8/2010	13:50	540	300
10/8/2010	13:55	519	251
10/8/2010	14:00	506	220
10/8/2010	14:05	490	193
10/8/2010	14:10	484	175
10/8/2010	14:15	484	157
10/8/2010	14:20	484	147
10/8/2010	14:25	484	134
10/8/2010	14:30	484	130
10/8/2010	14:35	484	118
10/8/2010	14:40	484	110
10/8/2010	14:45	484	99
10/8/2010	14:50	484	91
10/8/2010	14:55	403	86
10/8/2010	15:00	331	82
10/8/2010	15:05	266	78
10/8/2010	15:10	207	81
10/8/2010	15:15	207	77
10/8/2010	15:20	207	74
10/8/2010	15:25	207	70
10/8/2010	15:30	207	68
10/8/2010	15:35	207	72
10/8/2010	15:40	207	80
10/8/2010	15:45	207	70
10/8/2010	15:50	207	58
10/8/2010	15:55	174	52
10/8/2010	16:00	147	52
10/8/2010	16:05	125	45
10/8/2010	16:10	109	36
10/8/2010	16:15	109	37
10/8/2010	16:20	109	40
10/8/2010	16:25	109	43
10/8/2010	16:30	109	43
10/8/2010	16:35	109	32
10/8/2010	16:40	109	29
10/8/2010	16:45	109	25
10/8/2010	16:50	109	24
10/8/2010	16:55	96	22
10/8/2010	17:00	90	17
10/8/2010	17:05	85	14
10/8/2010	17:10	82	17
10/8/2010	17:15	82	14
10/8/2010	17:20	82	13
10/8/2010	17:25	82	11
10/8/2010	17:30	82	10
10/8/2010	17:35	82	8
10/8/2010	17:40	82	5
10/8/2010	17:45	82	2
10/8/2010	17:50	82	3
10/8/2010	17:55	68	4
10/8/2010	18:00	57	4
10/8/2010	18:05	47	5
10/8/2010	18:10	40	4
10/8/2010	18:15	40	3
10/8/2010	18:20	40	4
10/8/2010	18:25	40	3
10/8/2010	18:30	40	4
10/8/2010	18:35	40	4
10/8/2010	18:40	40	4
10/8/2010	18:45	40	4
10/8/2010	18:50	40	4
10/8/2010	18:55	31	4
10/8/2010	19:00	25	6
10/8/2010	19:05	20	5
10/8/2010	19:10	17	4
10/8/2010	19:15	17	6
10/8/2010	19:20	17	4
10/8/2010	19:25	17	4
10/8/2010	19:30	17	5
10/8/2010	19:35	17	4
10/8/2010	19:40	17	4
10/8/2010	19:45	17	5
10/8/2010	19:50	17	4
10/8/2010	19:55	16	4
10/8/2010	20:00	15	4
10/8/2010	20:05	14	3
10/8/2010	20:10	14	3
10/8/2010	20:15	14	3
10/8/2010	20:20	14	3
10/8/2010	20:25	14	2
10/8/2010	20:30	14	2
10/8/2010	20:35	14	2
10/8/2010	20:40	14	6
10/8/2010	20:45	14	6
10/8/2010	20:50	14	10
10/8/2010	20:55	14	10
10/8/2010	21:00	14	13
10/8/2010	21:05	14	14
10/8/2010	21:10	15	13
10/8/2010	21:15	15	16
10/8/2010	21:20	15	15
10/8/2010	21:25	15	16
10/8/2010	21:30	15	18
10/8/2010	21:35	15	20
10/8/2010	21:40	15	18
10/8/2010	21:45	15	18
10/8/2010	21:50	15	25
10/8/2010	21:55	17	30
10/8/2010	22:00	20	36
10/8/2010	22:05	22	36
10/8/2010	22:10	28	31
10/8/2010	22:15	28	25
10/8/2010	22:20	28	23
10/8/2010	22:25	28	20
10/8/2010	22:30	28	18
10/8/2010	22:35	28	17
10/8/2010	22:40	28	17
10/8/2010	22:45	28	20
10/8/2010	22:50	28	16
10/8/2010	22:55	25	11
10/8/2010	23:00	24	10
10/8/2010	23:05	23	10
10/8/2010	23:10	25	8
10/8/2010	23:15	25	7
10/8/2010	23:20	25	8
10/8/2010	23:25	25	9
10/8/2010	23:30	25	8
10/8/2010	23:35	25	8
10/8/2010	23:40	25	7
10/8/2010	23:45	25	7
10/8/2010	23:50	25	6
10/8/2010	23:55	26	7
10/9/2010	0:00	32	7
10/9/2010	0:05	37	8
10/9/2010	0:10	45	5
10/9/2010	0:15	45	6
10/9/2010	0:20	45	12
10/9/2010	0:25	45	15
10/9/2010	0:30	45	16
10/9/2010	0:35	45	18
10/9/2010	0:40	45	18
10/9/2010	0:45	45	28
10/9/2010	0:50	45	32
10/9/2010	0:55	34	37
10/9/2010	1:00	27	42
10/9/2010	1:05	21	51
10/9/2010	1:10	15	54
10/9/2010	1:15	15	56
10/9/2010	1:20	15	59
10/9/2010	1:25	15	71
10/9/2010	1:30	15	80
10/9/2010	1:35	15	81
10/9/2010	1:40	15	84
10/9/2010	1:45	15	87
10/9/2010	1:50	15	88
10/9/2010	1:55	16	84
10/9/2010	2:00	20	81
10/9/2010	2:05	23	71
10/9/2010	2:10	30	56
10/9/2010	2:15	30	51
10/9/2010	2:20	30	45
10/9/2010	2:25	30	43
10/9/2010	2:30	30	41
10/9/2010	2:35	30	42
10/9/2010	2:40	30	45
10/9/2010	2:45	30	44
10/9/2010	2:50	30	40
10/9/2010	2:55	30	42
10/9/2010	3:00	34	45
10/9/2010	3:05	36	54
10/9/2010	3:10	41	74
10/9/2010	3:15	41	81
10/9/2010	3:20	41	92
10/9/2010	3:25	41	87
10/9/2010	3:30	41	89
10/9/2010	3:35	41	90
10/9/2010	3:40	41	77
10/9/2010	3:45	41	66
10/9/2010	3:50	41	61
10/9/2010	3:55	41	50
10/9/2010	4:00	45	47
10/9/2010	4:05	48	47
10/9/2010	4:10	54	46
10/9/2010	4:15	54	39
10/9/2010	4:20	54	34
10/9/2010	4:25	54	28
10/9/2010	4:30	54	20
10/9/2010	4:35	54	13
10/9/2010	4:40	54	9
10/9/2010	4:45	54	6
10/9/2010	4:50	54	12
10/9/2010	4:55	46	15
10/9/2010	5:00	41	20
10/9/2010	5:05	35	32
10/9/2010	5:10	36	49
10/9/2010	5:15	36	70
10/9/2010	5:20	36	82
10/9/2010	5:25	36	70
10/9/2010	5:30	36	74
10/9/2010	5:35	36	79
10/9/2010	5:40	36	75
10/9/2010	5:45	36	74
10/9/2010	5:50	36	64
10/9/2010	5:55	34	61
10/9/2010	6:00	37	52
10/9/2010	6:05	41	51
10/9/2010	6:10	50	56
10/9/2010	6:15	50	58
10/9/2010	6:20	50	54
10/9/2010	6:25	50	51
10/9/2010	6:30	50	52
10/9/2010	6:35	50	53
10/9/2010	6:40	50	54
10/9/2010	6:45	50	59
10/9/2010	6:50	50	71
10/9/2010	6:55	46	78
10/9/2010	7:00	44	84
10/9/2010	7:05	43	91
10/9/2010	7:10	43	82
10/9/2010	7:15	43	85
10/9/2010	7:20	43	82
10/9/2010	7:25	43	79
10/9/2010	7:30	43	68
10/9/2010	7:35	43	60
10/9/2010	7:40	43	58
10/9/2010	7:45	43	51
10/9/2010	7:50	43	41
10/9/2010	7:55	52	34
10/9/2010	8:00	62	25
10/9/2010	8:05	72	26
10/9/2010	8:10	82	21
10/9/2010	8:15	82	17
10/9/2010	8:20	82	14
10/9/2010	8:25	82	11
10/9/2010	8:30	82	13
10/9/2010	8:35	82	13
10/9/2010	8:40	82	16
10/9/2010	8:45	82	14
10/9/2010	8:50	82	15
10/9/2010	8:55	65	18
10/9/2010	9:00	49	18
10/9/2010	9:05	33	20
10/9/2010	9:10	21	18
10/9/2010	9:15	21	21
10/9/2010	9:20	21	22
10/9/2010	9:25	21	22
10/9/2010	9:30	21	22
10/9/2010	9:35	21	22
10/9/2010	9:40	21	21
10/9/2010	9:45	21	21
10/9/2010	9:50	21	21
10/9/2010	9:55	20	21
10/9/2010	10:00	21	21
10/9/2010	10:05	21	20
10/9/2010	10:10	22	18
10/9/2010	10:15	22	18
10/9/2010	10:20	22	19
10/9/2010	10:25	22	20
10/9/2010	10:30	22	23
10/9/2010	10:35	22	23
10/9/2010	10:40	22	23
10/9/2010	10:45	22	22
10/9/2010	10:50	22	21
10/9/2010	10:55	22	22
10/9/2010	11:00	23	17
10/9/2010	11:05	24	17
10/9/2010	11:10	27	20
10/9/2010	11:15	27	20
10/9/2010	11:20	27	20
10/9/2010	11:25	27	19
10/9/2010	11:30	27	21
10/9/2010	11:35	27	19
10/9/2010	11:40	27	16
10/9/2010	11:45	27	20
10/9/2010	11:50	27	22
10/9/2010	11:55	26	22
10/9/2010	12:00	28	23
10/9/2010	12:05	29	27
10/9/2010	12:10	33	29
10/9/2010	12:15	33	38
10/9/2010	12:20	33	48
10/9/2010	12:25	33	58
10/9/2010	12:30	33	67
10/9/2010	12:35	33	74
10/9/2010	12:40	33	79
10/9/2010	12:45	33	82
10/9/2010	12:50	33	87
10/9/2010	12:55	30	94
10/9/2010	13:00	29	100
10/9/2010	13:05	28	103
10/9/2010	13:10	30	109
10/9/2010	13:15	30	112
10/9/2010	13:20	30	116
10/9/2010	13:25	30	117
10/9/2010	13:30	30	126
10/9/2010	13:35	30	126
10/9/2010	13:40	30	128
10/9/2010	13:45	30	122
10/9/2010	13:50	30	117
10/9/2010	13:55	42	115
10/9/2010	14:00	59	106
10/9/2010	14:05	72	111
10/9/2010	14:10	91	112
10/9/2010	14:15	91	114
10/9/2010	14:20	91	109
10/9/2010	14:25	91	115
10/9/2010	14:30	91	113
10/9/2010	14:35	91	102
10/9/2010	14:40	91	105
10/9/2010	14:45	91	97
10/9/2010	14:50	91	100
10/9/2010	14:55	90	97
10/9/2010	15:00	94	101
10/9/2010	15:05	98	106
10/9/2010	15:10	107	114
10/9/2010	15:15	107	116
10/9/2010	15:20	107	119
10/9/2010	15:25	107	126
10/9/2010	15:30	107	134
10/9/2010	15:35	107	136
10/9/2010	15:40	107	139
10/9/2010	15:45	107	141
10/9/2010	15:50	107	135
10/9/2010	15:55	99	135
10/9/2010	16:00	97	135
10/9/2010	16:05	94	131
10/9/2010	16:10	97	137
10/9/2010	16:15	97	146
10/9/2010	16:20	97	157
10/9/2010	16:25	97	158
10/9/2010	16:30	97	147
10/9/2010	16:35	97	131
10/9/2010	16:40	97	123
10/9/2010	16:45	97	107
10/9/2010	16:50	97	91
10/9/2010	16:55	102	80
10/9/2010	17:00	112	73
10/9/2010	17:05	120	69
10/9/2010	17:10	133	70
10/9/2010	17:15	133	68
10/9/2010	17:20	133	74
10/9/2010	17:25	133	73
10/9/2010	17:30	133	71
10/9/2010	17:35	133	74
10/9/2010	17:40	133	77
10/9/2010	17:45	133	82
10/9/2010	17:50	133	82
10/9/2010	17:55	122	83
10/9/2010	18:00	119	82
10/9/2010	18:05	117	78
10/9/2010	18:10	119	76
10/9/2010	18:15	119	73
10/9/2010	18:20	119	70
10/9/2010	18:25	119	71
10/9/2010	18:30	119	75
10/9/2010	18:35	119	73
10/9/2010	18:40	119	69
10/9/2010	18:45	119	69
10/9/2010	18:50	119	64
10/9/2010	18:55	104	59
10/9/2010	19:00	99	59
10/9/2010	19:05	94	61
10/9/2010	19:10	94	66
10/9/2010	19:15	94	66
10/9/2010	19:20	94	67
10/9/2010	19:25	94	66
10/9/2010	19:30	94	67
10/9/2010	19:35	94	70
10/9/2010	19:40	94	66
10/9/2010	19:45	94	66
10/9/2010	19:50	94	63
10/9/2010	19:55	99	62
10/9/2010	20:00	108	68
10/9/2010	20:05	117	70
10/9/2010	20:10	131	77
10/9/2010	20:15	131	88
10/9/2010	20:20	131	99
10/9/2010	20:25	131	111
10/9/2010	20:30	131	124
10/9/2010	20:35	131	134
10/9/2010	20:40	131	140
10/9/2010	20:45	131	143
10/9/2010	20:50	131	152
10/9/2010	20:55	127	156
10/9/2010	21:00	131	155
10/9/2010	21:05	133	172
10/9/2010	21:10	143	191
10/9/2010	21:15	143	189
10/9/2010	21:20	143	202
10/9/2010	21:25	143	211
10/9/2010	21:30	143	218
10/9/2010	21:35	143	216
10/9/2010	21:40	143	203
10/9/2010	21:45	143	190
10/9/2010	21:50	143	188
10/9/2010	21:55	163	187
10/9/2010	22:00	191	199
10/9/2010	22:05	216	212
10/9/2010	22:10	252	216
10/9/2010	22:15	252	223
10/9/2010	22:20	252	232
10/9/2010	22:25	252	225
10/9/2010	22:30	252	229
10/9/2010	22:35	252	238
10/9/2010	22:40	252	249
10/9/2010	22:45	252	267
10/9/2010	22:50	252	284
10/9/2010	22:55	257	303
10/9/2010	23:00	267	308
10/9/2010	23:05	280	322
10/9/2010	23:10	299	331
10/9/2010	23:15	299	333
10/9/2010	23:20	299	329
10/9/2010	23:25	299	323
10/9/2010	23:30	299	353
10/9/2010	23:35	299	359
10/9/2010	23:40	299	362
10/9/2010	23:45	299	344
10/9/2010	23:50	299	328
10/9/2010	23:55	312	295
10/10/2010	0:00	333	272
10/10/2010	0:05	354	274
10/10/2010	0:10	386	286
10/10/2010	0:15	386	284
10/10/2010	0:20	386	287
10/10/2010	0:25	386	286
10/10/2010	0:30	386	273
10/10/2010	0:35	386	257
10/10/2010	0:40	386	262
10/10/2010	0:45	386	308
10/10/2010	0:50	386	324
10/10/2010	0:55	368	320
10/10/2010	1:00	359	309
10/10/2010	1:05	350	288
10/10/2010	1:10	350	273
10/10/2010	1:15	350	256
10/10/2010	1:20	350	245
10/10/2010	1:25	350	243
10/10/2010	1:30	350	238
10/10/2010	1:35	350	230
10/10/2010	1:40	350	229
10/10/2010	1:45	350	232
10/10/2010	1:50	350	246
10/10/2010	1:55	317	256
10/10/2010	2:00	292	272
10/10/2010	2:05	271	277
10/10/2010	2:10	258	270
10/10/2010	2:15	258	271
10/10/2010	2:20	258	270
10/10/2010	2:25	258	264
10/10/2010	2:30	258	264
10/10/2010	2:35	258	272
10/10/2010	2:40	258	280
10/10/2010	2:45	258	276
10/10/2010	2:50	258	278
10/10/2010	2:55	274	276
10/10/2010	3:00	300	296
10/10/2010	3:05	319	308
10/10/2010	3:10	350	322
10/10/2010	3:15	350	333
10/10/2010	3:20	350	341
10/10/2010	3:25	350	348
10/10/2010	3:30	350	356
10/10/2010	3:35	350	368
10/10/2010	3:40	350	374
10/10/2010	3:45	350	373
10/10/2010	3:50	350	380
10/10/2010	3:55	344	392
10/10/2010	4:00	346	395
10/10/2010	4:05	348	392
10/10/2010	4:10	355	395
10/10/2010	4:15	355	381
10/10/2010	4:20	355	361
10/10/2010	4:25	355	353
10/10/2010	4:30	355	347
10/10/2010	4:35	355	362
10/10/2010	4:40	355	369
10/10/2010	4:45	355	381
10/10/2010	4:50	355	389
10/10/2010	4:55	385	396
10/10/2010	5:00	421	406
10/10/2010	5:05	459	401
10/10/2010	5:10	503	396
10/10/2010	5:15	503	401
10/10/2010	5:20	503	398
10/10/2010	5:25	503	397
10/10/2010	5:30	503	396
10/10/2010	5:35	503	410
10/10/2010	5:40	503	419
10/10/2010	5:45	503	421
10/10/2010	5:50	503	431
10/10/2010	5:55	487	427
10/10/2010	6:00	479	428
10/10/2010	6:05	471	413
10/10/2010	6:10	470	410
10/10/2010	6:15	470	407
10/10/2010	6:20	470	399
10/10/2010	6:25	470	403
10/10/2010	6:30	470	400
10/10/2010	6:35	470	404
10/10/2010	6:40	470	393
10/10/2010	6:45	470	374
10/10/2010	6:50	470	357
10/10/2010	6:55	486	351
10/10/2010	7:00	508	349
10/10/2010	7:05	528	334
10/10/2010	7:10	559	335
10/10/2010	7:15	559	335
10/10/2010	7:20	559	320
10/10/2010	7:25	559	315
10/10/2010	7:30	559	306
10/10/2010	7:35	559	310
10/10/2010	7:40	559	311
10/10/2010	7:45	559	314
10/10/2010	7:50	559	307
10/10/2010	7:55	547	314
10/10/2010	8:00	543	312
10/10/2010	8:05	540	324
10/10/2010	8:10	547	332
10/10/2010	8:15	547	332
10/10/2010	8:20	547	337
10/10/2010	8:25	547	334
10/10/2010	8:30	547	342
10/10/2010	8:35	547	336
10/10/2010	8:40	547	327
10/10/2010	8:45	547	321
10/10/2010	8:50	547	316
10/10/2010	8:55	550	317
10/10/2010	9:00	562	323
10/10/2010	9:05	575	336
10/10/2010	9:10	596	354
10/10/2010	9:15	596	369
10/10/2010	9:20	596	376
10/10/2010	9:25	596	376
10/10/2010	9:30	596	387
10/10/2010	9:35	596	399
10/10/2010	9:40	596	400
10/10/2010	9:45	596	424
10/10/2010	9:50	596	436
10/10/2010	9:55	607	452
10/10/2010	10:00	624	464
10/10/2010	10:05	640	479
10/10/2010	10:10	664	513
10/10/2010	10:15	664	538
10/10/2010	10:20	664	594
10/10/2010	10:25	664	649
10/10/2010	10:30	664	711
10/10/2010	10:35	664	755
10/10/2010	10:40	664	840
10/10/2010	10:45	664	932
10/10/2010	10:50	664	1034
10/10/2010	10:55	691	1164
10/10/2010	11:00	726	1323
10/10/2010	11:05	758	1469
10/10/2010	11:10	802	1536
10/10/2010	11:15	802	1644
10/10/2010	11:20	802	1632
10/10/2010	11:25	802	1720
10/10/2010	11:30	942	1768
10/10/2010	11:35	942	1805
10/10/2010	11:40	942	1873
10/10/2010	11:45	942	1824
10/10/2010	11:50	942	1821
10/10/2010	11:55	1097	1848
10/10/2010	12:00	1262	1898
10/10/2010	12:05	1422	1997
10/10/2010	12:10	1592	2015
10/10/2010	12:15	1662	2027
10/10/2010	12:20	1662	2131
10/10/2010	12:25	1662	2235
10/10/2010	12:30	1712	2326
10/10/2010	12:35	1712	2393
10/10/2010	12:40	1712	2435
10/10/2010	12:45	1712	2471
10/10/2010	12:50	1712	2507
10/10/2010	12:55	1805	2512
10/10/2010	13:00	1904	2558
10/10/2010	13:05	2003	2578
10/10/2010	13:10	2111	2508
10/10/2010	13:15	2111	2510
10/10/2010	13:20	2111	2553
10/10/2010	13:25	2111	2552
10/10/2010	13:30	2111	2544
10/10/2010	13:35	2111	2539
10/10/2010	13:40	2111	2530
10/10/2010	13:45	2111	2522
10/10/2010	13:50	2111	2538
10/10/2010	13:55	2186	2544
10/10/2010	14:00	2273	2499
10/10/2010	14:05	2354	2535
10/10/2010	14:10	2443	2486
10/10/2010	14:15	2443	2457
10/10/2010	14:20	2443	2421
10/10/2010	14:25	2443	2391
10/10/2010	14:30	2443	2394
10/10/2010	14:35	2443	2404
10/10/2010	14:40	2443	2430
10/10/2010	14:45	2443	2452
10/10/2010	14:50	2443	2485
10/10/2010	14:55	2447	2490
10/10/2010	15:00	2459	2464
10/10/2010	15:05	2471	2417
10/10/2010	15:10	2491	2376
10/10/2010	15:15	2491	2373
10/10/2010	15:20	2491	2380
10/10/2010	15:25	2491	2426
10/10/2010	15:30	2491	2447
10/10/2010	15:35	2491	2491
10/10/2010	15:40	2491	2488
10/10/2010	15:45	2491	2501
10/10/2010	15:50	2491	2509
10/10/2010	15:55	2431	2517
10/10/2010	16:00	2382	2524
10/10/2010	16:05	2339	2534
10/10/2010	16:10	2305	2529
10/10/2010	16:15	2305	2523
10/10/2010	16:20	2305	2511
10/10/2010	16:25	2305	2482
10/10/2010	16:30	2305	2508
10/10/2010	16:35	2305	2517
10/10/2010	16:40	2305	2547
10/10/2010	16:45	2305	2563
10/10/2010	16:50	2305	2544
10/10/2010	16:55	2305	2529
10/10/2010	17:00	2312	2494
10/10/2010	17:05	2321	2458
10/10/2010	17:10	2336	2459
10/10/2010	17:15	2336	2443
10/10/2010	17:20	2336	2409
10/10/2010	17:25	2336	2445
10/10/2010	17:30	2336	2448
10/10/2010	17:35	2336	2450
10/10/2010	17:40	2336	2453
10/10/2010	17:45	2336	2454
10/10/2010	17:50	2336	2418
10/10/2010	17:55	2346	2440
10/10/2010	18:00	2365	2436
10/10/2010	18:05	2381	2478
10/10/2010	18:10	2409	2472
10/10/2010	18:15	2409	2454
10/10/2010	18:20	2409	2433
10/10/2010	18:25	2409	2396
10/10/2010	18:30	2409	2361
10/10/2010	18:35	2409	2365
10/10/2010	18:40	2409	2384
10/10/2010	18:45	2409	2355
10/10/2010	18:50	2409	2338
10/10/2010	18:55	2349	2328
10/10/2010	19:00	2301	2350
10/10/2010	19:05	2256	2379
10/10/2010	19:10	2220	2379
10/10/2010	19:15	2220	2391
10/10/2010	19:20	2220	2371
10/10/2010	19:25	2220	2334
10/10/2010	19:30	2220	2322
10/10/2010	19:35	2220	2314
10/10/2010	19:40	2220	2292
10/10/2010	19:45	2220	2237
10/10/2010	19:50	2220	2224
10/10/2010	19:55	2242	2188
10/10/2010	20:00	2271	2161
10/10/2010	20:05	2297	2155
10/10/2010	20:10	2334	2132
10/10/2010	20:15	2334	2123
10/10/2010	20:20	2334	2134
10/10/2010	20:25	2334	2146
10/10/2010	20:30	2334	2171
10/10/2010	20:35	2334	2170
10/10/2010	20:40	2334	2195
10/10/2010	20:45	2334	2229
10/10/2010	20:50	2334	2213
10/10/2010	20:55	2264	2210
10/10/2010	21:00	2202	2193
10/10/2010	21:05	2150	2183
10/10/2010	21:10	2102	2191
10/10/2010	21:15	2102	2214
10/10/2010	21:20	2102	2241
10/10/2010	21:25	2102	2286
10/10/2010	21:30	2102	2295
10/10/2010	21:35	2102	2278
10/10/2010	21:40	2102	2259
10/10/2010	21:45	2102	2258
10/10/2010	21:50	2102	2264
10/10/2010	21:55	2042	2258
10/10/2010	22:00	1990	2213
10/10/2010	22:05	1942	2174
10/10/2010	22:10	1902	2162
10/10/2010	22:15	1902	2123
10/10/2010	22:20	1902	2096
10/10/2010	22:25	1902	2089
10/10/2010	22:30	1902	2085
10/10/2010	22:35	1902	2106
10/10/2010	22:40	1902	2108
10/10/2010	22:45	1902	2105
10/10/2010	22:50	1902	2117
10/10/2010	22:55	1903	2147
10/10/2010	23:00	1913	2171
10/10/2010	23:05	1923	2199
10/10/2010	23:10	1936	2199
10/10/2010	23:15	1936	2237
10/10/2010	23:20	1936	2261
10/10/2010	23:25	1936	2228
10/10/2010	23:30	1936	2190
10/10/2010	23:35	1936	2160
10/10/2010	23:40	1936	2114
10/10/2010	23:45	1936	2090
10/10/2010	23:50	1936	2044
10/10/2010	23:55	1907	2011
10/11/2010	0:00	1888	2001
10/11/2010	0:05	1871	2004
