Noise,SigD,SigI,PSNR
10,2.0,2.5,77.1025280052
10,2.0,2.5,81.8049256109
10,2.0,2.5,80.1576227153
10,2.0,2.5,82.3854874845
10,2.0,3.0,80.9160656268
10,2.0,3.0,76.1200848042
10,2.0,3.0,82.4470880531
10,2.0,3.0,82.0700195046
10,2.0,3.0,79.9664636819
10,2.5,2.0,83.7217387411
10,2.5,2.0,79.4032592496
10,2.5,2.0,80.8378931443
10,2.5,2.0,78.2905372058
10,2.5,2.0,78.4553068496
10,2.5,2.5,80.0344288062
10,2.5,2.5,83.0612986343
10,2.5,2.5,81.3931973039
10,2.5,2.5,82.2003495569
10,2.5,2.5,87.8604715399
10,2.5,3.0,85.0418735781
10,2.5,3.0,80.9133230248
10,2.5,3.0,83.0196634757
10,2.5,3.0,80.0498640751
10,2.5,3.0,85.1439419525
10,3.0,2.0,85.1697398405
10,3.0,2.0,83.1887121309
10,3.0,2.0,82.9636536628
10,3.0,2.0,81.1884008151
10,3.0,2.0,85.5550624612
10,3.0,2.5,82.6589626684
10,3.0,2.5,81.5581859237
10,3.0,2.5,80.8610477567
10,3.0,2.5,83.0018631772
10,3.0,2.5,81.0279642497
10,3.0,3.0,80.8450324796
10,3.0,3.0,86.3142797226
10,3.0,3.0,83.4473932298
10,3.0,3.0,83.9861624522
10,3.0,3.0,88.1978837848
20,2.0,2.0,68.9216870768
20,2.0,2.0,66.393103381
20,2.0,2.0,63.2604468067
20,2.0,2.0,68.092743708
20,2.0,2.0,64.0434064117
20,2.0,2.5,66.7671604725
20,2.0,2.5,66.3796261197
20,2.0,2.5,65.2457943733
20,2.0,2.5,64.3185201585
20,2.0,2.5,64.8708447795
20,2.0,3.0,65.6308161325
20,2.0,3.0,67.8961391343
20,2.0,3.0,69.9135816707
20,2.0,3.0,66.6949693469
20,2.0,3.0,65.2804685051
20,2.5,2.0,69.6602682643
20,2.5,2.0,67.371661396
20,2.5,2.0,71.2547033178
20,2.5,2.0,69.1040757286
20,2.5,2.0,67.3536298362
20,2.5,2.5,68.4967832196
20,2.5,2.5,69.5878735278
20,2.5,2.5,68.9678342335
20,2.5,2.5,70.0913922269
20,2.5,2.5,65.1691438378
20,2.5,3.0,65.3157670773
20,2.5,3.0,67.6038632055
20,2.5,3.0,67.616011617
20,2.5,3.0,68.7343367146
20,2.5,3.0,64.591582964
20,3.0,2.0,70.9103709397
20,3.0,2.0,66.8760096776
20,3.0,2.0,69.775088356
20,3.0,2.0,67.9000718116
20,3.0,2.0,71.472105017
20,3.0,2.5,67.6567536853
20,3.0,2.5,74.1537767668
20,3.0,2.5,65.7488025231
20,3.0,2.5,70.3949577038
20,3.0,2.5,66.3678212707
20,3.0,3.0,69.6289726571
20,3.0,3.0,69.1001000816
20,3.0,3.0,68.7001476867
20,3.0,3.0,73.7326535178
20,3.0,3.0,68.5025719732
30,2.0,2.0,58.7148317782
30,2.0,2.0,56.0266959918
30,2.0,2.0,55.6819102509
30,2.0,2.0,62.067070133
30,2.0,2.0,59.3056309401
30,2.0,2.5,64.1685251539
30,2.0,2.5,62.6767054271
30,2.0,2.5,58.8865585021
30,2.0,2.5,60.3192980435
30,2.0,2.5,60.2989603341
30,2.0,3.0,55.2492720108
30,2.0,3.0,59.2248673835
30,2.0,3.0,61.5973607354
30,2.0,3.0,60.6782500054
30,2.0,3.0,58.4447363087
30,2.5,2.0,60.0715123157
30,2.5,2.0,61.791252829
30,2.5,2.0,61.3964801329
30,2.5,2.0,58.5969743092
30,2.5,2.0,57.4478162332
30,2.5,2.5,60.7205724526
30,2.5,2.5,62.361244134
30,2.5,2.5,60.1190825173
30,2.5,2.5,60.8185375066
30,2.5,2.5,61.2637318444
30,2.5,3.0,62.6971983006
30,2.5,3.0,62.9411690824
30,2.5,3.0,61.6286158353
30,2.5,3.0,57.1846902426
30,2.5,3.0,62.7381097719
30,3.0,2.0,59.2836673314
30,3.0,2.0,60.1351287805
30,3.0,2.0,65.0357673324
30,3.0,2.0,57.4894686929
30,3.0,2.0,63.030243218
30,3.0,2.5,64.3977106716
30,3.0,2.5,66.437518122
30,3.0,2.5,62.1394397317
30,3.0,2.5,63.553287689
30,3.0,2.5,61.2449959098
30,3.0,3.0,66.2383014614
30,3.0,3.0,61.0275918606
30,3.0,3.0,66.130887319
30,3.0,3.0,62.9358848324
30,3.0,3.0,62.6108127883
1,2.0,2.0,124.424781539
1,2.0,2.0,129.864795586
1,2.0,2.0,124.271989594
1,2.0,2.0,126.836761312
1,2.0,2.0,124.416680501
1,2.0,2.5,126.197696223
1,2.0,2.5,129.826467338
1,2.0,2.5,126.698197979
1,2.0,2.5,125.839849905
1,2.0,2.5,124.437200849
1,2.0,3.0,123.688209635
1,2.0,3.0,125.456872325
1,2.0,3.0,125.866089326
1,2.0,3.0,126.429150581
1,2.0,3.0,127.806537539
1,2.5,2.0,127.636983381
1,2.5,2.0,120.98707118
1,2.5,2.0,125.115297023
1,2.5,2.0,127.566415219
1,2.5,2.0,122.92195764
1,2.5,2.5,128.556567952
1,2.5,2.5,124.21135388
1,2.5,2.5,123.932707568
1,2.5,2.5,124.726666536
1,2.5,2.5,126.73199711
1,2.5,3.0,125.258874967
1,2.5,3.0,122.403925226
1,2.5,3.0,126.836164513
1,2.5,3.0,125.316392336
1,2.5,3.0,128.490059261
1,3.0,2.0,123.330606429
1,3.0,2.0,123.139591013
1,3.0,2.0,122.892909461
1,3.0,2.0,123.048183873
1,3.0,2.0,123.474711359
1,3.0,2.5,121.435158225
1,3.0,2.5,125.03976757
1,3.0,2.5,123.768242674
1,3.0,2.5,125.657387103
1,3.0,2.5,119.962608526
1,3.0,3.0,120.829657097
1,3.0,3.0,124.107931837
1,3.0,3.0,124.156397088
1,3.0,3.0,120.492719866
1,3.0,3.0,121.44391914
5,2.0,2.0,92.8495012294
5,2.0,2.0,97.6743021713
5,2.0,2.0,97.4026210013
5,2.0,2.0,90.3858611757
5,2.0,2.0,90.5437292698
5,2.0,2.5,96.1921869485
5,2.0,2.5,94.7716043725
5,2.0,2.5,95.7224615722
5,2.0,2.5,95.1271721783
5,2.0,2.5,95.2525367209
5,2.0,3.0,96.8449556436
5,2.0,3.0,100.369736304
5,2.0,3.0,99.9571049185
5,2.0,3.0,95.4930122478
5,2.0,3.0,97.1631822095
5,2.5,2.0,97.0600885355
5,2.5,2.0,98.0235561237
5,2.5,2.0,94.1622380033
5,2.5,2.0,97.4123998216
5,2.5,2.0,95.1266720078
5,2.5,2.5,98.0612053788
5,2.5,2.5,100.608773321
5,2.5,2.5,94.0220652046
5,2.5,2.5,94.3547558537
5,2.5,2.5,95.2498056777
5,2.5,3.0,97.1514358552
5,2.5,3.0,99.2970490255
5,2.5,3.0,97.6740533831
5,2.5,3.0,95.3961809598
5,2.5,3.0,93.9129551062
5,3.0,2.0,100.267867216
5,3.0,2.0,95.2516374061
5,3.0,2.0,101.134610658
5,3.0,2.0,105.022534863
5,3.0,2.0,95.8080852553
5,3.0,2.5,96.1391749274
5,3.0,2.5,103.270691641
5,3.0,2.5,104.671956116
5,3.0,2.5,95.179419986
5,3.0,2.5,97.4121221702
5,3.0,3.0,99.0490726808
5,3.0,3.0,98.4081211266
5,3.0,3.0,97.395564145
5,3.0,3.0,100.616790044
5,3.0,3.0,106.518637708
10,2.0,2.0,80.9713679723
10,2.0,2.0,76.7406284519
10,2.0,2.0,78.3228061562
10,2.0,2.0,78.0867403032
10,2.0,2.0,78.346820974
10,2.0,2.5,78.2442692095
10,2.0,2.5,79.5299080836
10,2.0,2.5,76.6429112037
10,2.0,2.5,77.7826005973
10,2.0,2.5,81.5391483131
10,2.0,3.0,80.8881918881
10,2.0,3.0,82.4183409176
10,2.0,3.0,83.8788655692
10,2.0,3.0,81.8284901378
10,2.0,3.0,77.4393104295
10,2.5,2.0,80.5026904068
10,2.5,2.0,78.4686834269
10,2.5,2.0,81.9087923825
10,2.5,2.0,79.7760035211
10,2.5,2.0,83.0600493316
10,2.5,2.5,80.4798249222
10,2.5,2.5,80.3856947716
10,2.5,2.5,86.4605895474
10,2.5,2.5,79.7633287033
10,2.5,2.5,84.4727316677
10,2.5,3.0,81.8463458492
10,2.5,3.0,83.0546494274
10,2.5,3.0,80.3922603954
10,2.5,3.0,86.0431530056
10,2.5,3.0,79.8196340751
10,3.0,2.0,82.0884740037
10,3.0,2.0,87.1734974592
10,3.0,2.0,84.405260882
10,3.0,2.0,89.4127416672
10,3.0,2.0,83.6443465111
10,3.0,2.5,83.2611525061
10,3.0,2.5,82.511167499
10,3.0,2.5,80.2395473124
10,3.0,2.5,84.7748091171
10,3.0,2.5,81.7498372619
10,3.0,3.0,84.8247741688
10,3.0,3.0,84.85784769
10,3.0,3.0,82.0275050231
10,3.0,3.0,81.7679074057
10,3.0,3.0,87.9085510028
20,2.0,2.0,67.509225858
20,2.0,2.0,62.3264096987
20,2.0,2.0,66.0876073622
20,2.0,2.0,67.2550744709
20,2.0,2.0,64.8292890044
20,2.0,2.5,60.7318650115
20,2.0,2.5,64.0233582958
20,2.0,2.5,65.1670716976
20,2.0,2.5,66.1706737506
20,2.0,2.5,65.5736888301
20,2.0,3.0,70.1530225969
20,2.0,3.0,68.7951345987
20,2.0,3.0,68.9007171159
20,2.0,3.0,68.2425916893
20,2.0,3.0,67.825079126
20,2.5,2.0,67.5320812159
20,2.5,2.0,67.0180610175
20,2.5,2.0,68.4934234279
20,2.5,2.0,69.7271745151
20,2.5,2.0,66.4610519628
20,2.5,2.5,68.8099780799
20,2.5,2.5,67.7957244349
20,2.5,2.5,66.4054020333
20,2.5,2.5,71.2951859444
20,2.5,2.5,68.1923415569
20,2.5,3.0,67.3896400266
20,2.5,3.0,69.6680475371
20,2.5,3.0,66.6640257574
20,2.5,3.0,66.0642135294
20,2.5,3.0,68.5047034874
20,3.0,2.0,67.9692665023
20,3.0,2.0,71.3442975819
20,3.0,2.0,67.3147300908
20,3.0,2.0,69.3504062524
20,3.0,2.0,66.0365125488
20,3.0,2.5,70.6240091922
20,3.0,2.5,71.7365099601
20,3.0,2.5,70.1373702048
20,3.0,2.5,66.6662251381
20,3.0,2.5,71.4712505658
20,3.0,3.0,69.7265075457
20,3.0,3.0,71.7988534895
20,3.0,3.0,67.6395480674
20,3.0,3.0,70.1454711468
20,3.0,3.0,68.3085647257
30,2.0,2.0,57.8166108422
30,2.0,2.0,59.8813979912
30,2.0,2.0,60.0004553058
30,2.0,2.0,59.1355176936
30,2.0,2.0,59.471607484
30,2.0,2.5,58.3288763193
30,2.0,2.5,59.9382307672
30,2.0,2.5,62.6777297587
30,2.0,2.5,59.3834426668
30,2.0,2.5,58.4174575675
30,2.0,3.0,57.2617942841
30,2.0,3.0,61.0559782995
30,2.0,3.0,59.465106369
30,2.0,3.0,61.7144391359
30,2.0,3.0,59.5513750509
30,2.5,2.0,56.5043495676
30,2.5,2.0,58.7913559845
30,2.5,2.0,58.2205482784
30,2.5,2.0,61.2506736774
30,2.5,2.0,57.2762185904
30,2.5,2.5,61.1860613118
30,2.5,2.5,59.8908043566
30,2.5,2.5,58.8329391552
30,2.5,2.5,58.0949999515
30,2.5,2.5,55.0105473859
30,2.5,3.0,62.0550425661
30,2.5,3.0,59.7256837403
30,2.5,3.0,61.8888309632
30,2.5,3.0,61.546985803
30,2.5,3.0,60.8631253711
30,3.0,2.0,62.9215830909
30,3.0,2.0,56.3861773652
30,3.0,2.0,59.2357403864
30,3.0,2.0,60.8130392592
30,3.0,2.0,63.9471091466
30,3.0,2.5,58.3809495653
30,3.0,2.5,61.3131893622
30,3.0,2.5,62.1790657324
30,3.0,2.5,65.9917644753
30,3.0,2.5,61.7860638252
30,3.0,3.0,60.6967655383
30,3.0,3.0,67.3151934562
30,3.0,3.0,60.7136916422
30,3.0,3.0,62.9805989033
30,3.0,3.0,62.2119464229
1,2.8,1.8,125.258332805
1,2.8,1.8,131.669422892
1,2.8,1.8,122.933058717
1,2.8,1.8,126.160300527
1,2.8,1.8,123.85092317
1,2.8,2.0,124.886063969
1,2.8,2.0,127.580544283
1,2.8,2.0,121.097950768
1,2.8,2.0,120.559908474
1,2.8,2.0,125.472338293
1,2.8,2.2,122.410478165
1,2.8,2.2,124.619013619
1,2.8,2.2,125.14754014
1,2.8,2.2,124.770710137
1,2.8,2.2,127.785208126
1,3.0,1.8,124.493823457
1,3.0,1.8,123.952848647
1,3.0,1.8,121.264236337
1,3.0,1.8,120.959346256
1,3.0,1.8,122.38113933
1,3.0,2.0,122.974579031
1,3.0,2.0,127.409899707
1,3.0,2.0,124.588713473
1,3.0,2.0,125.605803117
1,3.0,2.0,122.922238008
1,3.0,2.2,125.776067009
1,3.0,2.2,122.420660466
1,3.0,2.2,127.491640354
1,3.0,2.2,124.887960077
1,3.0,2.2,124.136434987
1,3.2,1.8,123.472127439
1,3.2,1.8,125.605607148
1,3.2,1.8,123.360077762
1,3.2,1.8,120.749983091
1,3.2,1.8,126.029746378
1,3.2,2.0,123.628975249
1,3.2,2.0,124.894993285
1,3.2,2.0,124.694755877
1,3.2,2.0,125.712825902
1,3.2,2.0,122.115612532
1,3.2,2.2,124.959234626
1,3.2,2.2,122.582285066
1,3.2,2.2,122.425219138
1,3.2,2.2,120.148370253
1,3.2,2.2,119.801417754
5,2.8,1.8,98.1750734595
5,2.8,1.8,97.3462254373
5,2.8,1.8,99.7956160287
5,2.8,1.8,93.9098750404
5,2.8,1.8,95.1772528413
5,2.8,2.0,96.7360814782
5,2.8,2.0,94.218651289
5,2.8,2.0,103.464922613
5,2.8,2.0,97.0943410655
5,2.8,2.0,96.7469306093
5,2.8,2.2,96.2880709395
5,2.8,2.2,99.0231704122
5,2.8,2.2,92.4878746386
5,2.8,2.2,98.2755714096
5,2.8,2.2,100.971423282
5,3.0,1.8,95.9367475647
5,3.0,1.8,99.7099735183
5,3.0,1.8,100.171927271
5,3.0,1.8,97.248777852
5,3.0,1.8,101.133391832
5,3.0,2.0,99.5633724448
5,3.0,2.0,100.018861953
5,3.0,2.0,99.5080669036
5,3.0,2.0,103.067048572
5,3.0,2.0,101.336526357
5,3.0,2.2,96.6673971346
5,3.0,2.2,98.5390763659
5,3.0,2.2,99.5191478548
5,3.0,2.2,95.0624450412
5,3.0,2.2,96.7326710527
5,3.2,1.8,96.144633527
5,3.2,1.8,100.014645673
5,3.2,1.8,99.7243803332
5,3.2,1.8,98.660178491
5,3.2,1.8,99.6725976355
5,3.2,2.0,93.0945042552
5,3.2,2.0,94.7063464314
5,3.2,2.0,102.064599931
5,3.2,2.0,99.068076167
5,3.2,2.0,96.8791723833
5,3.2,2.2,101.161651713
5,3.2,2.2,101.607806726
5,3.2,2.2,96.5336161394
5,3.2,2.2,99.4275944201
5,3.2,2.2,103.082864633
10,2.8,1.8,81.710229991
10,2.8,1.8,83.7431095143
10,2.8,1.8,77.831136486
10,2.8,1.8,79.6094073891
10,2.8,1.8,87.208278782
10,2.8,2.0,80.2856558609
10,2.8,2.0,81.6914704969
10,2.8,2.0,82.5850852
10,2.8,2.0,81.5557184771
10,2.8,2.0,78.4372181751
10,2.8,2.2,83.4711558553
10,2.8,2.2,83.9686209166
10,2.8,2.2,79.8120875551
10,2.8,2.2,82.1655377653
10,2.8,2.2,87.3292147861
10,3.0,1.8,77.3821697951
10,3.0,1.8,80.3502859543
10,3.0,1.8,80.2523678423
10,3.0,1.8,81.7288090453
10,3.0,1.8,83.0912450117
10,3.0,2.0,83.9317820276
10,3.0,2.0,82.5693962966
10,3.0,2.0,82.2871901989
10,3.0,2.0,86.1438751147
10,3.0,2.0,80.4355388939
10,3.0,2.2,80.4288539617
10,3.0,2.2,85.3665734111
10,3.0,2.2,83.1396202291
10,3.0,2.2,82.4895768017
10,3.0,2.2,87.9213904885
10,3.2,1.8,84.5470060944
10,3.2,1.8,82.04132822
10,3.2,1.8,78.6181216282
10,3.2,1.8,85.9434354179
10,3.2,1.8,83.4297240943
10,3.2,2.0,84.3707619524
10,3.2,2.0,85.2097465984
10,3.2,2.0,84.2630686379
10,3.2,2.0,86.3255255564
10,3.2,2.0,86.4403386692
10,3.2,2.2,81.1948464729
10,3.2,2.2,84.2753628498
10,3.2,2.2,87.4112147599
10,3.2,2.2,82.0415350901
10,3.2,2.2,82.55802036
20,2.8,1.8,65.3046137478
20,2.8,1.8,69.4985407536
20,2.8,1.8,67.8241121417
20,2.8,1.8,71.0618163352
20,2.8,1.8,70.7013357761
20,2.8,2.0,66.6439637416
20,2.8,2.0,67.0002182212
20,2.8,2.0,70.3884213534
20,2.8,2.0,68.5554581895
20,2.8,2.0,69.8591845006
20,2.8,2.2,62.5616772777
20,2.8,2.2,67.4174827015
20,2.8,2.2,69.198117231
20,2.8,2.2,68.6373260434
20,2.8,2.2,68.871339302
20,3.0,1.8,72.5425458471
20,3.0,1.8,69.7213699881
20,3.0,1.8,69.9654804603
20,3.0,1.8,68.6651086221
20,3.0,1.8,67.9719306502
20,3.0,2.0,73.9110235179
20,3.0,2.0,68.011170964
20,3.0,2.0,69.6254794766
20,3.0,2.0,73.62697735
20,3.0,2.0,70.0208681106
20,3.0,2.2,73.5857663888
20,3.0,2.2,67.0233365052
20,3.0,2.2,68.1698213315
20,3.0,2.2,65.6700624854
20,3.0,2.2,70.2879892605
20,3.2,1.8,67.9800298679
20,3.2,1.8,65.6441263322
20,3.2,1.8,68.8789011871
20,3.2,1.8,72.3788931972
20,3.2,1.8,72.5160761636
20,3.2,2.0,67.1389691084
20,3.2,2.0,67.2006676303
20,3.2,2.0,67.1409606422
20,3.2,2.0,70.6903323818
20,3.2,2.0,67.9981371173
20,3.2,2.2,71.2282705567
20,3.2,2.2,69.767915138
20,3.2,2.2,72.5228986822
20,3.2,2.2,68.5634023089
20,3.2,2.2,72.6953699746
30,2.8,1.8,58.1876812953
30,2.8,1.8,55.9837637417
30,2.8,1.8,64.2742629175
30,2.8,1.8,60.7880252011
30,2.8,1.8,60.5919391815
30,2.8,2.0,57.6879402253
30,2.8,2.0,59.1332509426
30,2.8,2.0,61.3564294185
30,2.8,2.0,62.3853668273
30,2.8,2.0,59.7367061006
30,2.8,2.2,61.3226751563
30,2.8,2.2,62.498929378
30,2.8,2.2,67.5336841153
30,2.8,2.2,61.8089677538
30,2.8,2.2,60.6070019932
30,3.0,1.8,63.3974673126
30,3.0,1.8,61.5298231221
30,3.0,1.8,60.7935852609
30,3.0,1.8,60.6025880064
30,3.0,1.8,56.326977016
30,3.0,2.0,57.3050392107
30,3.0,2.0,57.1410010013
30,3.0,2.0,61.5729887258
30,3.0,2.0,64.0523713786
30,3.0,2.0,63.3289604805
30,3.0,2.2,63.6502070158
30,3.0,2.2,58.23114767
30,3.0,2.2,63.3956412237
30,3.0,2.2,62.0989337051
30,3.0,2.2,59.8589884242
30,3.2,1.8,61.4661605356
30,3.2,1.8,60.2790451677
30,3.2,1.8,61.8226507789
30,3.2,1.8,68.2949503502
30,3.2,1.8,59.9460558234
30,3.2,2.0,64.6178473584
30,3.2,2.0,60.3446460924
30,3.2,2.0,64.2154907214
30,3.2,2.0,64.4043157629
30,3.2,2.0,58.8482951964
30,3.2,2.2,66.2238245302
30,3.2,2.2,62.0474295009
30,3.2,2.2,65.682747688
30,3.2,2.2,65.7007140814
30,3.2,2.2,63.988417016
1,2.8,1.8,122.372440334
1,2.8,1.8,126.872426491
1,2.8,1.8,125.914930467
1,2.8,1.8,124.881662592
1,2.8,1.8,125.116255381
1,2.8,2.0,125.865059504
1,2.8,2.0,126.285170918
1,2.8,2.0,128.09464825
1,2.8,2.0,123.471624071
1,2.8,2.0,120.966596724
1,2.8,2.2,123.389260908
1,2.8,2.2,123.685764536
1,2.8,2.2,125.849501038
1,2.8,2.2,125.92257117
1,2.8,2.2,124.161419226
1,3.0,1.8,123.306267789
1,3.0,1.8,125.784601328
1,3.0,1.8,123.930616981
1,3.0,1.8,122.828078342
1,3.0,1.8,120.453572653
1,3.0,2.0,123.771399841
1,3.0,2.0,124.738005566
1,3.0,2.0,122.844421302
1,3.0,2.0,128.247512229
1,3.0,2.0,127.734967659
1,3.0,2.2,124.032406063
1,3.0,2.2,124.319141543
1,3.0,2.2,123.08388687
1,3.0,2.2,123.477287739
1,3.0,2.2,122.400437484
1,3.2,1.8,122.558727004
1,3.2,1.8,123.679425511
1,3.2,1.8,120.621693125
1,3.2,1.8,123.357688158
1,3.2,1.8,121.631024061
1,3.2,2.0,127.363319086
1,3.2,2.0,126.148056463
1,3.2,2.0,122.379481993
1,3.2,2.0,119.158245622
1,3.2,2.0,124.573402343
1,3.2,2.2,126.20859927
1,3.2,2.2,123.390045231
1,3.2,2.2,120.412287274
1,3.2,2.2,124.57073476
1,3.2,2.2,119.943321689
5,2.8,1.8,95.9029661166
5,2.8,1.8,92.2701707456
5,2.8,1.8,92.7306377693
5,2.8,1.8,102.457063931
5,2.8,1.8,95.8852742665
5,2.8,2.0,100.18956678
5,2.8,2.0,95.5592250753
5,2.8,2.0,95.4871836725
5,2.8,2.0,99.7253428418
5,2.8,2.0,99.2241065002
5,2.8,2.2,97.0373880568
5,2.8,2.2,100.559417137
5,2.8,2.2,97.0803149425
5,2.8,2.2,97.9662001532
5,2.8,2.2,96.1528738988
5,3.0,1.8,94.4154307193
5,3.0,1.8,102.509987587
5,3.0,1.8,98.4513551589
5,3.0,1.8,101.836562345
5,3.0,1.8,97.6065507691
5,3.0,2.0,96.4685711876
5,3.0,2.0,93.2621952043
5,3.0,2.0,100.285842794
5,3.0,2.0,99.388808698
5,3.0,2.0,97.2076994255
5,3.0,2.2,100.769883053
5,3.0,2.2,95.3741043979
5,3.0,2.2,99.0415464758
5,3.0,2.2,102.139983655
5,3.0,2.2,102.875983273
5,3.2,1.8,100.325461654
5,3.2,1.8,95.739241563
5,3.2,1.8,97.8080193167
5,3.2,1.8,100.578623308
5,3.2,1.8,98.7579251978
5,3.2,2.0,99.8321071687
5,3.2,2.0,97.5380639123
5,3.2,2.0,102.282169219
5,3.2,2.0,103.770467818
5,3.2,2.0,94.9669724253
5,3.2,2.2,101.562903119
5,3.2,2.2,102.861010627
5,3.2,2.2,96.7159134596
5,3.2,2.2,96.6133569786
5,3.2,2.2,103.553404316
10,2.8,1.8,80.1682829969
10,2.8,1.8,81.8879445212
10,2.8,1.8,85.240096589
10,2.8,1.8,84.664190014
10,2.8,1.8,81.9105803574
10,2.8,2.0,89.1542197054
10,2.8,2.0,81.3022881434
10,2.8,2.0,82.2037849213
10,2.8,2.0,83.9337394988
10,2.8,2.0,79.9218340009
10,2.8,2.2,88.395716726
10,2.8,2.2,81.6718554015
10,2.8,2.2,83.2596705742
10,2.8,2.2,80.8381061274
10,2.8,2.2,87.3248023636
10,3.0,1.8,80.5737736027
10,3.0,1.8,83.2042550351
10,3.0,1.8,78.8161130404
10,3.0,1.8,79.6717925416
10,3.0,1.8,82.5454954536
10,3.0,2.0,82.8498049732
10,3.0,2.0,82.0756502209
10,3.0,2.0,87.7578462563
10,3.0,2.0,80.1025180849
10,3.0,2.0,78.8921117487
10,3.0,2.2,84.1832835187
10,3.0,2.2,83.2674165417
10,3.0,2.2,81.618227254
10,3.0,2.2,83.8048923182
10,3.0,2.2,82.8812215447
10,3.2,1.8,85.8543835148
10,3.2,1.8,83.0658071896
10,3.2,1.8,79.7192501421
10,3.2,1.8,84.8710473657
10,3.2,1.8,85.6358738352
10,3.2,2.0,81.7510476242
10,3.2,2.0,84.7622358634
10,3.2,2.0,88.5751453027
10,3.2,2.0,84.948689241
10,3.2,2.0,86.6723573387
10,3.2,2.2,83.9570385207
10,3.2,2.2,89.0506732777
10,3.2,2.2,83.3339179303
10,3.2,2.2,82.413409738
10,3.2,2.2,82.5979473313
20,2.8,1.8,63.3571021772
20,2.8,1.8,67.6505254532
20,2.8,1.8,65.7968178423
20,2.8,1.8,68.0751405275
20,2.8,1.8,68.7718803183
20,2.8,2.0,65.6617632885
20,2.8,2.0,67.8162312046
20,2.8,2.0,67.6105969521
20,2.8,2.0,66.5457810156
20,2.8,2.0,70.8272513465
20,2.8,2.2,68.0687774252
20,2.8,2.2,69.9075840415
20,2.8,2.2,70.4436245772
20,2.8,2.2,68.7619851287
20,2.8,2.2,65.9973852377
20,3.0,1.8,67.7701509239
20,3.0,1.8,68.8126485175
20,3.0,1.8,65.1417119522
20,3.0,1.8,65.7356288633
20,3.0,1.8,68.859858383
20,3.0,2.0,68.1917949894
20,3.0,2.0,69.6120914832
20,3.0,2.0,65.349344674
20,3.0,2.0,68.6288372694
20,3.0,2.0,68.7653310629
20,3.0,2.2,71.5824162176
20,3.0,2.2,67.818168118
20,3.0,2.2,69.4578686838
