Noise,SigD1,SigI1,SigD2,SigI2,PSNR
1,2.5,2.0,2.5,3.0,101.486489406
1,2.5,2.0,3.0,2.0,99.5175074886
1,2.5,2.0,3.0,2.0,99.2269023388
1,2.5,2.0,3.0,2.0,101.048227472
1,2.5,2.0,3.0,2.0,99.9495709865
1,2.5,2.0,3.0,2.0,99.7489664543
1,2.5,2.0,3.0,2.5,98.6558150199
1,2.5,2.0,3.0,2.5,98.5369845296
1,2.5,2.0,3.0,2.5,98.8682265201
1,2.5,2.0,3.0,2.5,99.6328215361
1,2.5,2.0,3.0,2.5,99.0699980404
1,2.5,2.0,3.0,3.0,98.476968327
1,2.5,2.0,3.0,3.0,97.897432811
1,2.5,2.0,3.0,3.0,98.7890695943
1,2.5,2.0,3.0,3.0,98.1066840109
1,2.5,2.0,3.0,3.0,97.7534119619
1,2.5,2.5,2.0,2.0,103.397224449
1,2.5,2.5,2.0,2.0,102.807350363
1,2.5,2.5,2.0,2.0,103.292385614
1,2.5,2.5,2.0,2.0,102.878071546
1,2.5,2.5,2.0,2.0,103.448265293
1,2.5,2.5,2.0,2.5,103.44996982
1,2.5,2.5,2.0,2.5,101.308680802
1,2.5,2.5,2.0,2.5,102.905871951
1,2.5,2.5,2.0,2.5,102.203848313
1,2.5,2.5,2.0,2.5,101.768019174
1,2.5,2.5,2.0,3.0,102.622152366
1,2.5,2.5,2.0,3.0,102.25568886
1,2.5,2.5,2.0,3.0,101.651563189
1,2.5,2.5,2.0,3.0,103.070007563
1,2.5,2.5,2.0,3.0,102.5466374
1,2.5,2.5,2.5,2.0,101.041086569
1,2.5,2.5,2.5,2.0,100.407967022
1,2.5,2.5,2.5,2.0,100.709469472
1,2.5,2.5,2.5,2.0,100.846925646
1,2.5,2.5,2.5,2.0,101.475049549
1,2.5,2.5,2.5,2.5,100.385772618
1,2.5,2.5,2.5,2.5,100.186224485
1,2.5,2.5,2.5,2.5,101.170910906
1,2.5,2.5,2.5,2.5,99.5884537276
1,2.5,2.5,2.5,2.5,99.4932809819
1,2.5,2.5,2.5,3.0,99.906142255
1,2.5,2.5,2.5,3.0,99.750287226
1,2.5,2.5,2.5,3.0,99.4391998991
1,2.5,2.5,2.5,3.0,99.9379982001
1,2.5,2.5,2.5,3.0,100.804909246
1,2.5,2.5,3.0,2.0,99.6737583103
1,2.5,2.5,3.0,2.0,99.1677670268
1,2.5,2.5,3.0,2.0,99.0181303488
1,2.5,2.5,3.0,2.0,98.843822029
1,2.5,2.5,3.0,2.0,99.0589701075
1,2.5,2.5,3.0,2.5,98.5949369828
1,2.5,2.5,3.0,2.5,98.047945861
1,2.5,2.5,3.0,2.5,98.4713525017
1,2.5,2.5,3.0,2.5,97.2749423465
1,2.5,2.5,3.0,2.5,97.3335103342
1,2.5,2.5,3.0,3.0,96.6073014815
1,2.5,2.5,3.0,3.0,97.1275861941
1,2.5,2.5,3.0,3.0,98.3820367006
1,2.5,2.5,3.0,3.0,97.5761051484
1,2.5,2.5,3.0,3.0,97.4639368874
1,2.5,3.0,2.0,2.0,102.728706428
1,2.5,3.0,2.0,2.0,102.493372294
1,2.5,3.0,2.0,2.0,102.892678915
1,2.5,3.0,2.0,2.0,102.887571202
1,2.5,3.0,2.0,2.0,101.593667624
1,2.5,3.0,2.0,2.5,102.422406355
1,2.5,3.0,2.0,2.5,101.968569275
1,2.5,3.0,2.0,2.5,101.869540812
1,2.5,3.0,2.0,2.5,101.132799867
1,2.5,3.0,2.0,2.5,102.869155872
1,2.5,3.0,2.0,3.0,101.756322066
1,2.5,3.0,2.0,3.0,101.684016316
1,2.5,3.0,2.0,3.0,102.515918539
1,2.5,3.0,2.0,3.0,100.669561772
1,2.5,3.0,2.0,3.0,102.523813867
1,2.5,3.0,2.5,2.0,100.225520438
1,2.5,3.0,2.5,2.0,99.9495674725
1,2.5,3.0,2.5,2.0,99.8936668328
1,2.5,3.0,2.5,2.0,100.623234082
1,2.5,3.0,2.5,2.0,100.456392671
1,2.5,3.0,2.5,2.5,100.042946703
1,2.5,3.0,2.5,2.5,99.6193843
1,2.5,3.0,2.5,2.5,100.580389082
1,2.5,3.0,2.5,2.5,100.045458245
1,2.5,3.0,2.5,2.5,100.046948822
1,2.5,3.0,2.5,3.0,99.2234799645
1,2.5,3.0,2.5,3.0,98.5332379687
1,2.5,3.0,2.5,3.0,99.0903775282
1,2.5,3.0,2.5,3.0,99.2836772142
1,2.5,3.0,2.5,3.0,99.5365953156
1,2.5,3.0,3.0,2.0,98.5239787835
1,2.5,3.0,3.0,2.0,97.8404542637
1,2.5,3.0,3.0,2.0,99.030013019
1,2.5,3.0,3.0,2.0,98.8331243621
1,2.5,3.0,3.0,2.0,98.1558004271
1,2.5,3.0,3.0,2.5,98.6290845829
1,2.5,3.0,3.0,2.5,97.617332459
1,2.5,3.0,3.0,2.5,97.3690397345
1,2.5,3.0,3.0,2.5,97.5198730254
1,2.5,3.0,3.0,2.5,98.1430736142
1,2.5,3.0,3.0,3.0,96.5303793124
1,2.5,3.0,3.0,3.0,96.4438274752
1,2.5,3.0,3.0,3.0,98.6781575829
1,2.5,3.0,3.0,3.0,96.7975693584
1,2.5,3.0,3.0,3.0,98.2388910284
1,3.0,2.0,2.0,2.0,101.512518504
1,3.0,2.0,2.0,2.0,102.82539995
1,3.0,2.0,2.0,2.0,101.156370587
1,3.0,2.0,2.0,2.0,101.497736975
1,3.0,2.0,2.0,2.0,101.532954858
1,3.0,2.0,2.0,2.5,100.410398913
1,3.0,2.0,2.0,2.5,101.720243873
1,3.0,2.0,2.0,2.5,102.015559328
1,3.0,2.0,2.0,2.5,100.567173814
1,3.0,2.0,2.0,2.5,101.30428661
1,3.0,2.0,2.0,3.0,100.994617662
1,3.0,2.0,2.0,3.0,101.746643605
1,3.0,2.0,2.0,3.0,101.858026022
1,3.0,2.0,2.0,3.0,100.093687808
1,3.0,2.0,2.0,3.0,99.9518202075
1,3.0,2.0,2.5,2.0,100.620390653
1,3.0,2.0,2.5,2.0,99.7600128633
1,3.0,2.0,2.5,2.0,99.2390685915
1,3.0,2.0,2.5,2.0,99.5887327441
1,3.0,2.0,2.5,2.0,99.7590175751
1,3.0,2.0,2.5,2.5,98.4040084262
1,3.0,2.0,2.5,2.5,98.6735086133
1,3.0,2.0,2.5,2.5,99.422765251
1,3.0,2.0,2.5,2.5,98.5948233057
1,3.0,2.0,2.5,2.5,99.1261528552
1,3.0,2.0,2.5,3.0,98.8940774478
1,3.0,2.0,2.5,3.0,98.1286448629
1,3.0,2.0,2.5,3.0,99.3404922
1,3.0,2.0,2.5,3.0,98.6845860691
1,3.0,2.0,2.5,3.0,98.3685230539
1,3.0,2.0,3.0,2.0,98.420570759
1,3.0,2.0,3.0,2.0,98.712916346
1,3.0,2.0,3.0,2.0,98.134571325
1,3.0,2.0,3.0,2.0,97.769827082
1,3.0,2.0,3.0,2.0,98.4874992321
1,3.0,2.0,3.0,2.5,97.8362463634
1,3.0,2.0,3.0,2.5,97.0884999947
1,3.0,2.0,3.0,2.5,96.7217902555
1,3.0,2.0,3.0,2.5,96.8857057963
1,3.0,2.0,3.0,2.5,97.5482888913
1,3.0,2.0,3.0,3.0,96.7194936851
1,3.0,2.0,3.0,3.0,96.5511596707
1,3.0,2.0,3.0,3.0,95.8403163487
1,3.0,2.0,3.0,3.0,95.9245526215
1,3.0,2.0,3.0,3.0,96.5953145519
1,3.0,2.5,2.0,2.0,100.320506757
1,3.0,2.5,2.0,2.0,101.024509144
1,3.0,2.5,2.0,2.0,101.164199076
1,3.0,2.5,2.0,2.0,100.582428147
1,3.0,2.5,2.0,2.0,99.4718173015
1,3.0,2.5,2.0,2.5,101.066422738
1,3.0,2.5,2.0,2.5,100.452167553
1,3.0,2.5,2.0,2.5,99.0577672199
1,3.0,2.5,2.0,2.5,100.539043781
1,3.0,2.5,2.0,2.5,101.035953863
1,3.0,2.5,2.0,3.0,100.330962459
1,3.0,2.5,2.0,3.0,100.018714548
1,3.0,2.5,2.0,3.0,99.9336952686
1,3.0,2.5,2.0,3.0,98.7904436108
1,3.0,2.5,2.0,3.0,99.8904620791
1,3.0,2.5,2.5,2.0,99.0491027944
1,3.0,2.5,2.5,2.0,98.8887385639
1,3.0,2.5,2.5,2.0,98.1558475928
1,3.0,2.5,2.5,2.0,97.6465469399
1,3.0,2.5,2.5,2.0,98.8465118026
1,3.0,2.5,2.5,2.5,97.5480181759
1,3.0,2.5,2.5,2.5,97.9984078318
1,3.0,2.5,2.5,2.5,98.0006189021
1,3.0,2.5,2.5,2.5,97.6883309111
1,3.0,2.5,2.5,2.5,97.6588459435
1,3.0,2.5,2.5,3.0,98.4352897608
1,3.0,2.5,2.5,3.0,97.5792007179
1,3.0,2.5,2.5,3.0,97.6389493898
1,3.0,2.5,2.5,3.0,97.726204845
1,3.0,2.5,2.5,3.0,97.5165384218
1,3.0,2.5,3.0,2.0,96.844765415
1,3.0,2.5,3.0,2.0,96.506730013
1,3.0,2.5,3.0,2.0,96.6223505802
1,3.0,2.5,3.0,2.0,97.7427300013
1,3.0,2.5,3.0,2.0,97.2799037739
1,3.0,2.5,3.0,2.5,95.4089050284
1,3.0,2.5,3.0,2.5,96.3207862933
1,3.0,2.5,3.0,2.5,96.5451592701
1,3.0,2.5,3.0,2.5,96.5919000916
1,3.0,2.5,3.0,2.5,96.0462419235
1,3.0,2.5,3.0,3.0,95.5132483579
1,3.0,2.5,3.0,3.0,95.7743461243
1,3.0,2.5,3.0,3.0,95.5321525696
1,3.0,2.5,3.0,3.0,95.748823976
1,3.0,2.5,3.0,3.0,95.5145441025
1,3.0,3.0,2.0,2.0,99.3409521561
1,3.0,3.0,2.0,2.0,98.6410585463
1,3.0,3.0,2.0,2.0,98.6955547358
1,3.0,3.0,2.0,2.0,99.0484622046
1,3.0,3.0,2.0,2.0,100.125646909
1,3.0,3.0,2.0,2.5,99.5381340846
1,3.0,3.0,2.0,2.5,99.6021302229
1,3.0,3.0,2.0,2.5,99.605539203
1,3.0,3.0,2.0,2.5,100.232626516
1,3.0,3.0,2.0,2.5,98.5070360589
1,3.0,3.0,2.0,3.0,98.9494974441
1,3.0,3.0,2.0,3.0,99.0765993341
1,3.0,3.0,2.0,3.0,98.5006505904
1,3.0,3.0,2.0,3.0,99.0605153044
1,3.0,3.0,2.0,3.0,98.7403224485
1,3.0,3.0,2.5,2.0,97.4432162269
1,3.0,3.0,2.5,2.0,97.3249274158
1,3.0,3.0,2.5,2.0,97.4817857947
1,3.0,3.0,2.5,2.0,97.4121555187
1,3.0,3.0,2.5,2.0,97.8283834717
1,3.0,3.0,2.5,2.5,97.3214695587
1,3.0,3.0,2.5,2.5,96.412300889
1,3.0,3.0,2.5,2.5,96.444278616
1,3.0,3.0,2.5,2.5,97.6306718504
1,3.0,3.0,2.5,2.5,96.6553293523
1,3.0,3.0,2.5,3.0,96.8449190275
1,3.0,3.0,2.5,3.0,97.3356716012
1,3.0,3.0,2.5,3.0,96.9989256192
1,3.0,3.0,2.5,3.0,97.0652062795
1,3.0,3.0,2.5,3.0,97.0514415808
1,3.0,3.0,3.0,2.0,96.4826266611
1,3.0,3.0,3.0,2.0,96.0068800936
1,3.0,3.0,3.0,2.0,95.94887231
1,3.0,3.0,3.0,2.0,96.5011823787
1,3.0,3.0,3.0,2.0,96.1934558484
1,3.0,3.0,3.0,2.5,95.3830771326
1,3.0,3.0,3.0,2.5,95.7718619272
1,3.0,3.0,3.0,2.5,95.910697311
1,3.0,3.0,3.0,2.5,95.6982004379
1,3.0,3.0,3.0,2.5,95.2009831863
1,3.0,3.0,3.0,3.0,94.1697023816
1,3.0,3.0,3.0,3.0,94.0367561334
1,3.0,3.0,3.0,3.0,94.6972395584
1,3.0,3.0,3.0,3.0,95.2574057104
1,3.0,3.0,3.0,3.0,94.5893611764
5,2.0,2.0,2.0,2.0,94.5995140937
5,2.0,2.0,2.0,2.0,93.7793606779
5,2.0,2.0,2.0,2.0,98.7000766306
5,2.0,2.0,2.0,2.0,93.1566866735
5,2.0,2.0,2.0,2.0,94.7609157604
5,2.0,2.0,2.0,2.5,94.8057036251
5,2.0,2.0,2.0,2.5,94.786164129
5,2.0,2.0,2.0,2.5,93.8324802794
5,2.0,2.0,2.0,2.5,94.5884861698
5,2.0,2.0,2.0,2.5,97.4781561459
5,2.0,2.0,2.0,3.0,96.6385462148
5,2.0,2.0,2.0,3.0,97.670257154
5,2.0,2.0,2.0,3.0,97.6490667826
5,2.0,2.0,2.0,3.0,95.8314406152
5,2.0,2.0,2.0,3.0,101.477391594
5,2.0,2.0,2.5,2.0,92.8406703252
5,2.0,2.0,2.5,2.0,97.2268788913
5,2.0,2.0,2.5,2.0,94.7265828537
5,2.0,2.0,2.5,2.0,97.7875144352
5,2.0,2.0,2.5,2.0,95.1847432352
5,2.0,2.0,2.5,2.5,95.7955171344
5,2.0,2.0,2.5,2.5,94.3336577294
5,2.0,2.0,2.5,2.5,96.2146890525
5,2.0,2.0,2.5,2.5,97.0071697439
5,2.0,2.0,2.5,2.5,94.6752215267
5,2.0,2.0,2.5,3.0,99.1487141139
5,2.0,2.0,2.5,3.0,93.7164463994
5,2.0,2.0,2.5,3.0,95.273844555
5,2.0,2.0,2.5,3.0,94.1583255036
5,2.0,2.0,2.5,3.0,95.4896450201
5,2.0,2.0,3.0,2.0,92.0007223837
5,2.0,2.0,3.0,2.0,94.7726696667
5,2.0,2.0,3.0,2.0,97.5399431974
5,2.0,2.0,3.0,2.0,94.298490599
5,2.0,2.0,3.0,2.0,93.4177843734
5,2.0,2.0,3.0,2.5,92.795632027
5,2.0,2.0,3.0,2.5,92.7786356085
5,2.0,2.0,3.0,2.5,93.0073206419
5,2.0,2.0,3.0,2.5,94.2898812663
5,2.0,2.0,3.0,2.5,94.5170773302
5,2.0,2.0,3.0,3.0,93.7657376115
5,2.0,2.0,3.0,3.0,94.9664236128
5,2.0,2.0,3.0,3.0,92.5486957528
5,2.0,2.0,3.0,3.0,93.8621186807
5,2.0,2.0,3.0,3.0,95.259041199
5,2.0,2.5,2.0,2.0,95.8175840453
5,2.0,2.5,2.0,2.0,94.206412744
5,2.0,2.5,2.0,2.0,95.9045698465
5,2.0,2.5,2.0,2.0,94.9111947672
5,2.0,2.5,2.0,2.0,96.4337811302
5,2.0,2.5,2.0,2.5,97.0143086319
5,2.0,2.5,2.0,2.5,93.8946327884
5,2.0,2.5,2.0,2.5,97.320928084
5,2.0,2.5,2.0,2.5,99.4606759698
5,2.0,2.5,2.0,2.5,96.2809502434
5,2.0,2.5,2.0,3.0,98.0890562065
5,2.0,2.5,2.0,3.0,98.3257234203
5,2.0,2.5,2.0,3.0,92.53501438
5,2.0,2.5,2.0,3.0,98.3294903474
5,2.0,2.5,2.0,3.0,96.0067685371
5,2.0,2.5,2.5,2.0,97.4982434136
5,2.0,2.5,2.5,2.0,95.010397512
5,2.0,2.5,2.5,2.0,96.3803118647
5,2.0,2.5,2.5,2.0,91.6315873978
5,2.0,2.5,2.5,2.0,95.2584935432
5,2.0,2.5,2.5,2.5,94.0619577562
5,2.0,2.5,2.5,2.5,93.5557488298
5,2.0,2.5,2.5,2.5,93.9579616141
5,2.0,2.5,2.5,2.5,96.5542947802
5,2.0,2.5,2.5,2.5,94.5762538312
5,2.0,2.5,2.5,3.0,95.2840766971
5,2.0,2.5,2.5,3.0,94.2224002329
5,2.0,2.5,2.5,3.0,96.9737718581
5,2.0,2.5,2.5,3.0,98.3103907274
5,2.0,2.5,2.5,3.0,95.4305822545
5,2.0,2.5,3.0,2.0,95.6205987009
5,2.0,2.5,3.0,2.0,93.385895672
5,2.0,2.5,3.0,2.0,95.1255370251
5,2.0,2.5,3.0,2.0,94.1548148163
5,2.0,2.5,3.0,2.0,96.2246662498
5,2.0,2.5,3.0,2.5,95.5559723198
5,2.0,2.5,3.0,2.5,93.2459536732
5,2.0,2.5,3.0,2.5,95.2692242015
5,2.0,2.5,3.0,2.5,93.9069308919
5,2.0,2.5,3.0,2.5,96.2153611567
5,2.0,2.5,3.0,3.0,94.022926723
5,2.0,2.5,3.0,3.0,91.6904486631
5,2.0,2.5,3.0,3.0,94.4807388902
5,2.0,2.5,3.0,3.0,96.0216159792
5,2.0,2.5,3.0,3.0,95.1088718479
5,2.0,3.0,2.0,2.0,95.6367519472
5,2.0,3.0,2.0,2.0,92.9177444907
5,2.0,3.0,2.0,2.0,94.9622492465
5,2.0,3.0,2.0,2.0,95.0265494616
5,2.0,3.0,2.0,2.0,94.0048380533
5,2.0,3.0,2.0,2.5,95.687062517
5,2.0,3.0,2.0,2.5,97.5714231497
5,2.0,3.0,2.0,2.5,95.8589444059
5,2.0,3.0,2.0,2.5,97.0964451186
5,2.0,3.0,2.0,2.5,94.815660489
5,2.0,3.0,2.0,3.0,96.9798898451
5,2.0,3.0,2.0,3.0,96.3438858139
5,2.0,3.0,2.0,3.0,94.1785957061
5,2.0,3.0,2.0,3.0,95.1467548126
5,2.0,3.0,2.0,3.0,96.0441157049
5,2.0,3.0,2.5,2.0,94.6985099416
5,2.0,3.0,2.5,2.0,93.9023650984
5,2.0,3.0,2.5,2.0,91.7379069978
5,2.0,3.0,2.5,2.0,94.3360897873
5,2.0,3.0,2.5,2.0,95.6639052855
5,2.0,3.0,2.5,2.5,96.0007214445
5,2.0,3.0,2.5,2.5,92.2121298338
5,2.0,3.0,2.5,2.5,95.9091319834
5,2.0,3.0,2.5,2.5,98.0905702518
5,2.0,3.0,2.5,2.5,97.8512791863
5,2.0,3.0,2.5,3.0,95.6155034701
5,2.0,3.0,2.5,3.0,94.3927607766
5,2.0,3.0,2.5,3.0,93.3219584142
5,2.0,3.0,2.5,3.0,96.3657658423
5,2.0,3.0,2.5,3.0,96.7482651365
5,2.0,3.0,3.0,2.0,93.9784312201
5,2.0,3.0,3.0,2.0,93.4948819998
5,2.0,3.0,3.0,2.0,93.5928325806
5,2.0,3.0,3.0,2.0,95.9292528145
5,2.0,3.0,3.0,2.0,96.2545240799
5,2.0,3.0,3.0,2.5,97.3016021404
5,2.0,3.0,3.0,2.5,94.6605197508
5,2.0,3.0,3.0,2.5,96.3987283455
5,2.0,3.0,3.0,2.5,92.933822444
5,2.0,3.0,3.0,2.5,95.9407642799
5,2.0,3.0,3.0,3.0,96.9005380749
5,2.0,3.0,3.0,3.0,95.1320532306
5,2.0,3.0,3.0,3.0,95.4897078707
5,2.0,3.0,3.0,3.0,93.3651620879
5,2.0,3.0,3.0,3.0,89.6708367699
5,2.5,2.0,2.0,2.0,91.9313649234
5,2.5,2.0,2.0,2.0,97.4083133497
5,2.5,2.0,2.0,2.0,95.4564419448
5,2.5,2.0,2.0,2.0,94.8698387541
5,2.5,2.0,2.0,2.0,94.5232122654
5,2.5,2.0,2.0,2.5,93.0520755115
5,2.5,2.0,2.0,2.5,94.3085351709
5,2.5,2.0,2.0,2.5,96.6974802839
5,2.5,2.0,2.0,2.5,94.0470589797
5,2.5,2.0,2.0,2.5,92.8096272093
5,2.5,2.0,2.0,3.0,95.9309358891
5,2.5,2.0,2.0,3.0,95.3691219453
5,2.5,2.0,2.0,3.0,94.822370711
5,2.5,2.0,2.0,3.0,93.2063424113
5,2.5,2.0,2.0,3.0,96.0573332822
5,2.5,2.0,2.5,2.0,97.818706377
5,2.5,2.0,2.5,2.0,93.8069067613
5,2.5,2.0,2.5,2.0,95.0315718559
5,2.5,2.0,2.5,2.0,94.5692841953
5,2.5,2.0,2.5,2.0,97.3635005703
5,2.5,2.0,2.5,2.5,93.8027243219
5,2.5,2.0,2.5,2.5,96.1640798562
5,2.5,2.0,2.5,2.5,96.2571495128
5,2.5,2.0,2.5,2.5,93.7050752503
5,2.5,2.0,2.5,2.5,91.8503366657
5,2.5,2.0,2.5,3.0,94.0438226665
5,2.5,2.0,2.5,3.0,91.4648473284
5,2.5,2.0,2.5,3.0,96.8602357833
