Noise,SigD1,SigI1,SigD2,SigI2,PSNR
1,2,3,3,3,128.69053393
1,2,3,3,3,123.774717005
1,2.5,2,2,2,126.326978552
1,2.5,2,2,2,126.659767102
1,2.5,2,2,2,123.953971911
1,2.5,2,2,2,128.194098322
1,2.5,2,2,2,128.645650419
1,2.5,2,2,2.5,127.361296676
1,2.5,2,2,2.5,125.087045621
1,2.5,2,2,2.5,126.26343037
1,2.5,2,2,2.5,127.706993025
1,2.5,2,2,2.5,124.330303501
1,2.5,2,2,3,128.237010368
1,2.5,2,2,3,125.351626076
1,2.5,2,2,3,123.013763984
1,2.5,2,2,3,127.839832278
1,2.5,2,2,3,128.631351892
1,2.5,2,2.5,2,122.550136827
1,2.5,2,2.5,2,123.463927815
1,2.5,2,2.5,2,122.639035421
1,2.5,2,2.5,2,127.508551671
1,2.5,2,2.5,2,125.041032153
1,2.5,2,2.5,2.5,125.74220209
1,2.5,2,2.5,2.5,126.207488967
1,2.5,2,2.5,2.5,125.17444599
1,2.5,2,2.5,2.5,125.335151974
1,2.5,2,2.5,2.5,128.249189552
1,2.5,2,2.5,3,128.448846843
1,2.5,2,2.5,3,125.684577322
1,2.5,2,2.5,3,131.036224665
1,2.5,2,2.5,3,124.131061922
1,2.5,2,2.5,3,126.215354056
1,2.5,2,3,2,128.043150529
1,2.5,2,3,2,123.07798793
1,2.5,2,3,2,125.599438911
1,2.5,2,3,2,124.479593392
1,2.5,2,3,2,128.34751336
1,2.5,2,3,2.5,126.0916839
1,2.5,2,3,2.5,124.210245513
1,2.5,2,3,2.5,123.289648939
1,2.5,2,3,2.5,124.639355216
1,2.5,2,3,2.5,122.863136615
1,2.5,2,3,3,122.693993169
1,2.5,2,3,3,127.313008678
1,2.5,2,3,3,127.646815404
1,2.5,2,3,3,123.124559831
1,2.5,2,3,3,124.543143161
1,2.5,2.5,2,2,126.121886588
1,2.5,2.5,2,2,126.778286168
1,2.5,2.5,2,2,126.873747431
1,2.5,2.5,2,2,130.50135892
1,2.5,2.5,2,2,121.195089055
1,2.5,2.5,2,2.5,126.910944299
1,2.5,2.5,2,2.5,126.949233272
1,2.5,2.5,2,2.5,129.738644776
1,2.5,2.5,2,2.5,128.429002941
1,2.5,2.5,2,2.5,131.480327718
1,2.5,2.5,2,3,127.784444545
1,2.5,2.5,2,3,124.819862745
1,2.5,2.5,2,3,124.864641656
1,2.5,2.5,2,3,126.769654553
1,2.5,2.5,2,3,127.780643186
1,2.5,2.5,2.5,2,125.235135045
1,2.5,2.5,2.5,2,126.602702043
1,2.5,2.5,2.5,2,123.090963785
1,2.5,2.5,2.5,2,127.151262696
1,2.5,2.5,2.5,2,123.817816128
1,2.5,2.5,2.5,2.5,121.553221572
1,2.5,2.5,2.5,2.5,122.628050292
1,2.5,2.5,2.5,2.5,122.332904674
1,2.5,2.5,2.5,2.5,124.698451648
1,2.5,2.5,2.5,2.5,124.250731766
1,2.5,2.5,2.5,3,124.242942209
1,2.5,2.5,2.5,3,121.860985628
1,2.5,2.5,2.5,3,128.423187687
1,2.5,2.5,2.5,3,123.988514612
1,2.5,2.5,2.5,3,122.190417429
1,2.5,2.5,3,2,122.628030904
1,2.5,2.5,3,2,123.420627406
1,2.5,2.5,3,2,126.812450188
1,2.5,2.5,3,2,125.517910015
1,2.5,2.5,3,2,122.537188263
1,2.5,2.5,3,2.5,123.689588576
1,2.5,2.5,3,2.5,121.305167513
1,2.5,2.5,3,2.5,124.464964458
1,2.5,2.5,3,2.5,126.197599911
1,2.5,2.5,3,2.5,124.522788463
1,2.5,2.5,3,3,123.215405023
1,2.5,2.5,3,3,124.651409387
1,2.5,2.5,3,3,122.715181721
1,2.5,2.5,3,3,124.794028143
1,2.5,2.5,3,3,127.740285772
1,2.5,3,2,2,125.902127242
1,2.5,3,2,2,126.795971352
1,2.5,3,2,2,126.432187745
1,2.5,3,2,2,130.17819763
1,2.5,3,2,2,121.290619015
1,2.5,3,2,2.5,124.828521085
1,2.5,3,2,2.5,125.200911624
1,2.5,3,2,2.5,126.097974956
1,2.5,3,2,2.5,125.057918807
1,2.5,3,2,2.5,125.545009055
1,2.5,3,2,3,124.181988106
1,2.5,3,2,3,126.039551905
1,2.5,3,2,3,125.241423477
1,2.5,3,2,3,126.658103753
1,2.5,3,2,3,127.001273942
1,2.5,3,2.5,2,120.112780722
1,2.5,3,2.5,2,127.997000938
1,2.5,3,2.5,2,125.221069783
1,2.5,3,2.5,2,124.534656105
1,2.5,3,2.5,2,127.310608721
1,2.5,3,2.5,2.5,126.892970223
1,2.5,3,2.5,2.5,126.228278369
1,2.5,3,2.5,2.5,127.368823604
1,2.5,3,2.5,2.5,124.038881237
1,2.5,3,2.5,2.5,124.683225043
1,2.5,3,2.5,3,121.776306051
1,2.5,3,2.5,3,124.965940753
1,2.5,3,2.5,3,127.992676522
1,2.5,3,2.5,3,124.118478909
1,2.5,3,2.5,3,123.45816281
1,2.5,3,3,2,125.397002804
1,2.5,3,3,2,123.424086214
1,2.5,3,3,2,129.483580613
1,2.5,3,3,2,121.552074591
1,2.5,3,3,2,123.373626207
1,2.5,3,3,2.5,125.784802483
1,2.5,3,3,2.5,128.628681961
1,2.5,3,3,2.5,124.954258017
1,2.5,3,3,2.5,124.36932952
1,2.5,3,3,2.5,122.952979585
1,2.5,3,3,3,125.511453288
1,2.5,3,3,3,119.5369042
1,2.5,3,3,3,119.648886218
1,2.5,3,3,3,124.698465897
1,2.5,3,3,3,125.566291667
1,2.8,1.8,2.8,1.8,125.695869243
1,2.8,1.8,2.8,1.8,126.552460962
1,2.8,1.8,2.8,1.8,123.126764867
1,2.8,1.8,2.8,1.8,126.067845287
1,2.8,1.8,2.8,1.8,125.512158885
1,2.8,1.8,2.8,2.2,127.175185584
1,2.8,1.8,2.8,2.2,128.867378412
1,2.8,1.8,2.8,2.2,123.194661229
1,2.8,1.8,2.8,2.2,124.96464716
1,2.8,1.8,2.8,2.2,122.220095166
1,2.8,1.8,3.2,1.8,123.928923448
1,2.8,1.8,3.2,1.8,130.647083072
1,2.8,1.8,3.2,1.8,125.411274923
1,2.8,1.8,3.2,1.8,124.417062392
1,2.8,1.8,3.2,1.8,124.412358442
1,2.8,1.8,3.2,2.2,123.083090221
1,2.8,1.8,3.2,2.2,123.092888042
1,2.8,1.8,3.2,2.2,130.671474638
1,2.8,1.8,3.2,2.2,126.047370221
1,2.8,1.8,3.2,2.2,126.371884632
1,2.8,2.2,2.8,1.8,125.660007829
1,2.8,2.2,2.8,1.8,126.762754225
1,2.8,2.2,2.8,1.8,122.722766916
1,2.8,2.2,2.8,1.8,123.671507287
1,2.8,2.2,2.8,1.8,122.484116724
1,2.8,2.2,2.8,2.2,124.712315066
1,2.8,2.2,2.8,2.2,122.875595249
1,2.8,2.2,2.8,2.2,122.973749781
1,2.8,2.2,2.8,2.2,129.23130052
1,2.8,2.2,2.8,2.2,123.673249727
1,2.8,2.2,3.2,1.8,122.528629437
1,2.8,2.2,3.2,1.8,125.680719824
1,2.8,2.2,3.2,1.8,124.666002427
1,2.8,2.2,3.2,1.8,120.733739632
1,2.8,2.2,3.2,1.8,123.145051194
1,2.8,2.2,3.2,2.2,128.025845306
1,2.8,2.2,3.2,2.2,122.487943042
1,2.8,2.2,3.2,2.2,122.4332615
1,2.8,2.2,3.2,2.2,125.760782123
1,2.8,2.2,3.2,2.2,124.828760524
1,3,2,2,2,126.352941646
1,3,2,2,2,127.040835198
1,3,2,2,2,125.469230202
1,3,2,2,2,124.620807734
1,3,2,2,2,126.872539494
1,3,2,2,2.5,126.523282022
1,3,2,2,2.5,124.899667951
1,3,2,2,2.5,125.436370871
1,3,2,2,2.5,123.755013477
1,3,2,2,2.5,127.43607023
1,3,2,2,3,130.670370209
1,3,2,2,3,126.060086812
1,3,2,2,3,125.285846134
1,3,2,2,3,125.467317303
1,3,2,2,3,128.381615145
1,3,2,2.5,2,125.279813471
1,3,2,2.5,2,126.431651916
1,3,2,2.5,2,124.069409681
1,3,2,2.5,2,127.052375503
1,3,2,2.5,2,123.036880075
1,3,2,2.5,2.5,123.7673713
1,3,2,2.5,2.5,122.332303983
1,3,2,2.5,2.5,125.23823119
1,3,2,2.5,2.5,127.711039501
1,3,2,2.5,2.5,126.746421355
1,3,2,2.5,3,125.934494112
1,3,2,2.5,3,127.425764134
1,3,2,2.5,3,127.381094114
1,3,2,2.5,3,122.389567158
1,3,2,2.5,3,125.523930375
1,3,2,3,2,122.961719133
1,3,2,3,2,118.891983095
1,3,2,3,2,121.283515558
1,3,2,3,2,127.943145794
1,3,2,3,2,126.341533009
1,3,2,3,2.5,124.276425723
1,3,2,3,2.5,122.976963879
1,3,2,3,2.5,118.833248757
1,3,2,3,2.5,120.044770887
1,3,2,3,2.5,126.205816876
1,3,2,3,3,123.576939139
1,3,2,3,3,124.509421175
1,3,2,3,3,125.013912879
1,3,2,3,3,126.250203208
1,3,2,3,3,122.151865465
1,3,2.5,2,2,124.058018026
1,3,2.5,2,2,131.032985029
1,3,2.5,2,2,126.853959122
1,3,2.5,2,2,122.955569609
1,3,2.5,2,2,126.252436799
1,3,2.5,2,2.5,127.671465706
1,3,2.5,2,2.5,126.240545828
1,3,2.5,2,2.5,128.245097687
1,3,2.5,2,2.5,125.001499034
1,3,2.5,2,2.5,125.38286171
1,3,2.5,2,3,124.206833744
1,3,2.5,2,3,127.238522146
1,3,2.5,2,3,126.568585284
1,3,2.5,2,3,125.35603234
1,3,2.5,2,3,127.657043173
1,3,2.5,2.5,2,120.735483025
1,3,2.5,2.5,2,123.133575639
1,3,2.5,2.5,2,123.630584028
1,3,2.5,2.5,2,125.633576102
1,3,2.5,2.5,2,124.725291751
1,3,2.5,2.5,2.5,125.34407419
1,3,2.5,2.5,2.5,125.578295605
1,3,2.5,2.5,2.5,122.415363227
1,3,2.5,2.5,2.5,127.781381119
1,3,2.5,2.5,2.5,126.876221578
1,3,2.5,2.5,3,124.966188895
1,3,2.5,2.5,3,129.874415816
1,3,2.5,2.5,3,122.913483199
1,3,2.5,2.5,3,122.478745875
1,3,2.5,2.5,3,125.51384124
1,3,2.5,3,2,124.412087139
1,3,2.5,3,2,123.469137627
1,3,2.5,3,2,121.942188449
1,3,2.5,3,2,121.410055552
1,3,2.5,3,2,125.719003426
1,3,2.5,3,2.5,122.112221734
1,3,2.5,3,2.5,123.073315127
1,3,2.5,3,2.5,121.78211189
1,3,2.5,3,2.5,123.172973002
1,3,2.5,3,2.5,123.727907826
1,3,2.5,3,3,123.723239647
1,3,2.5,3,3,122.473904793
1,3,2.5,3,3,121.561384429
1,3,2.5,3,3,121.950848751
1,3,2.5,3,3,124.76776107
1,3,3,2,2,126.787984276
1,3,3,2,2,122.312390105
1,3,3,2,2,124.627934329
1,3,3,2,2,126.039918752
1,3,3,2,2,124.572693867
1,3,3,2,2.5,128.473203187
1,3,3,2,2.5,125.166090405
1,3,3,2,2.5,123.206242687
1,3,3,2,2.5,124.313406658
1,3,3,2,2.5,125.775266619
1,3,3,2,3,122.634925681
1,3,3,2,3,129.220437632
1,3,3,2,3,124.124273583
1,3,3,2,3,124.629182688
1,3,3,2,3,128.334270544
1,3,3,2.5,2,122.738771203
1,3,3,2.5,2,122.814710281
1,3,3,2.5,2,127.337295243
1,3,3,2.5,2,122.363467829
1,3,3,2.5,2,123.91170598
1,3,3,2.5,2.5,124.190892923
1,3,3,2.5,2.5,121.59219542
1,3,3,2.5,2.5,121.216760934
1,3,3,2.5,2.5,121.99216372
1,3,3,2.5,2.5,122.528583111
1,3,3,2.5,3,123.272846246
1,3,3,2.5,3,121.677319442
1,3,3,2.5,3,125.276330203
1,3,3,2.5,3,127.777025914
1,3,3,2.5,3,128.928542234
1,3,3,3,2,124.546635336
1,3,3,3,2,123.114328909
1,3,3,3,2,125.615740236
1,3,3,3,2,127.297222367
1,3,3,3,2,125.426342691
1,3,3,3,2.5,122.787628215
1,3,3,3,2.5,125.668380156
1,3,3,3,2.5,124.347479414
1,3,3,3,2.5,120.209810702
1,3,3,3,2.5,121.732340965
1,3,3,3,3,123.459785156
1,3,3,3,3,125.658993125
1,3,3,3,3,125.964846988
1,3,3,3,3,122.330513682
1,3,3,3,3,126.058759111
1,3.1,1.9,2.9,1.7,127.814633405
1,3.1,1.9,2.9,1.7,122.178658927
1,3.1,1.9,2.9,1.7,125.751681875
1,3.1,1.9,2.9,1.7,125.760815413
1,3.1,1.9,2.9,1.7,125.537706185
1,3.1,1.9,2.9,1.7,125.759116019
1,3.1,1.9,2.9,1.7,121.614800971
1,3.1,1.9,2.9,1.7,123.699114972
1,3.1,1.9,2.9,1.7,125.979833842
1,3.1,1.9,2.9,1.7,123.37188913
1,3.1,1.9,2.9,1.8,121.116406922
1,3.1,1.9,2.9,1.8,126.01754486
1,3.1,1.9,2.9,1.8,123.905627759
1,3.1,1.9,2.9,1.8,129.031340747
1,3.1,1.9,2.9,1.8,125.020853199
1,3.1,1.9,2.9,1.8,126.865969316
1,3.1,1.9,2.9,1.8,122.4790103
1,3.1,1.9,2.9,1.8,122.085543979
1,3.1,1.9,2.9,1.8,123.213466804
1,3.1,1.9,2.9,1.8,125.690531778
1,3.1,1.9,2.9,1.9,124.84685563
1,3.1,1.9,2.9,1.9,122.97061822
1,3.1,1.9,2.9,1.9,118.957101957
1,3.1,1.9,2.9,1.9,126.004681046
1,3.1,1.9,2.9,1.9,127.488906267
1,3.1,1.9,2.9,1.9,127.188633404
1,3.1,1.9,2.9,1.9,126.014573173
1,3.1,1.9,2.9,1.9,125.100715473
1,3.1,1.9,2.9,1.9,123.933151296
1,3.1,1.9,2.9,1.9,124.171855122
1,3.1,1.9,3,1.7,122.912522359
1,3.1,1.9,3,1.7,124.949065101
1,3.1,1.9,3,1.7,123.387975605
1,3.1,1.9,3,1.7,122.626115796
1,3.1,1.9,3,1.7,123.295004634
1,3.1,1.9,3,1.7,126.937891927
1,3.1,1.9,3,1.7,127.717193365
1,3.1,1.9,3,1.7,125.052358878
1,3.1,1.9,3,1.7,129.511082859
1,3.1,1.9,3,1.7,122.210241884
1,3.1,1.9,3,1.8,126.053292752
1,3.1,1.9,3,1.8,121.971657474
1,3.1,1.9,3,1.8,124.306014486
1,3.1,1.9,3,1.8,124.123193677
1,3.1,1.9,3,1.8,123.766396645
1,3.1,1.9,3,1.8,123.94324657
1,3.1,1.9,3,1.8,125.54648279
1,3.1,1.9,3,1.8,123.26448748
1,3.1,1.9,3,1.8,124.322612197
1,3.1,1.9,3,1.8,120.145534111
1,3.1,1.9,3,1.9,123.752139755
1,3.1,1.9,3,1.9,124.376211018
1,3.1,1.9,3,1.9,122.031540934
1,3.1,1.9,3,1.9,127.926297468
1,3.1,1.9,3,1.9,126.157754029
1,3.1,1.9,3,1.9,120.916567797
1,3.1,1.9,3,1.9,124.066223664
1,3.1,1.9,3,1.9,127.477569099
1,3.1,1.9,3,1.9,124.889675437
1,3.1,1.9,3,1.9,121.744466629
1,3.1,1.9,3.1,1.7,124.695584404
1,3.1,1.9,3.1,1.7,122.095731722
1,3.1,1.9,3.1,1.7,123.265597492
1,3.1,1.9,3.1,1.7,123.734810179
1,3.1,1.9,3.1,1.7,125.051942611
1,3.1,1.9,3.1,1.7,124.548866544
1,3.1,1.9,3.1,1.7,123.480084595
1,3.1,1.9,3.1,1.7,122.55541734
1,3.1,1.9,3.1,1.7,124.508969545
1,3.1,1.9,3.1,1.7,128.397769394
1,3.1,1.9,3.1,1.8,121.51409593
1,3.1,1.9,3.1,1.8,127.127106882
1,3.1,1.9,3.1,1.8,125.970342069
1,3.1,1.9,3.1,1.8,122.413088028
1,3.1,1.9,3.1,1.8,124.016899293
1,3.1,1.9,3.1,1.8,126.172611046
1,3.1,1.9,3.1,1.8,124.059811295
1,3.1,1.9,3.1,1.8,123.480899787
1,3.1,1.9,3.1,1.8,125.010153512
1,3.1,1.9,3.1,1.8,122.577395764
1,3.1,1.9,3.1,1.9,120.577700696
1,3.1,1.9,3.1,1.9,126.337307217
1,3.1,1.9,3.1,1.9,125.809986549
1,3.1,1.9,3.1,1.9,123.527306128
1,3.1,1.9,3.1,1.9,122.757125575
1,3.1,1.9,3.1,1.9,124.580813893
1,3.1,1.9,3.1,1.9,123.128869193
1,3.1,1.9,3.1,1.9,125.2715053
1,3.1,1.9,3.1,1.9,126.59929545
1,3.1,1.9,3.1,1.9,124.171168763
1,3.1,2,2.9,1.7,124.283167742
1,3.1,2,2.9,1.7,126.291997211
1,3.1,2,2.9,1.7,124.367720316
1,3.1,2,2.9,1.7,123.410609208
1,3.1,2,2.9,1.7,125.625603063
1,3.1,2,2.9,1.7,125.692309832
1,3.1,2,2.9,1.7,123.94055307
1,3.1,2,2.9,1.7,122.620426137
1,3.1,2,2.9,1.7,123.98549563
1,3.1,2,2.9,1.7,121.980483634
1,3.1,2,2.9,1.8,124.658685295
1,3.1,2,2.9,1.8,125.829991171
1,3.1,2,2.9,1.8,124.571288505
1,3.1,2,2.9,1.8,125.898503645
1,3.1,2,2.9,1.8,121.427434783
1,3.1,2,2.9,1.8,126.379451597
1,3.1,2,2.9,1.8,123.084751415
1,3.1,2,2.9,1.8,123.845368616
1,3.1,2,2.9,1.8,125.790667669
1,3.1,2,2.9,1.8,124.482292631
1,3.1,2,2.9,1.9,123.930864184
1,3.1,2,2.9,1.9,122.190304445
1,3.1,2,2.9,1.9,124.290757076
1,3.1,2,2.9,1.9,127.309354808
1,3.1,2,2.9,1.9,124.073508199
1,3.1,2,2.9,1.9,124.718556311
1,3.1,2,2.9,1.9,120.281199085
1,3.1,2,2.9,1.9,123.524238606
1,3.1,2,2.9,1.9,122.211825831
1,3.1,2,2.9,1.9,122.99966493
1,3.1,2,3,1.7,124.086459734
1,3.1,2,3,1.7,125.451266768
1,3.1,2,3,1.7,120.0880269
1,3.1,2,3,1.7,123.490030204
1,3.1,2,3,1.7,122.082923141
1,3.1,2,3,1.7,121.737639038
1,3.1,2,3,1.7,121.492733755
1,3.1,2,3,1.7,122.724526252
1,3.1,2,3,1.7,121.262041782
1,3.1,2,3,1.7,124.824461841
1,3.1,2,3,1.8,125.519574068
1,3.1,2,3,1.8,123.933728682
1,3.1,2,3,1.8,122.236813228
1,3.1,2,3,1.8,120.308046507
1,3.1,2,3,1.8,122.916831004
1,3.1,2,3,1.8,124.636964108
1,3.1,2,3,1.8,121.397571249
1,3.1,2,3,1.8,126.093979861
1,3.1,2,3,1.8,120.872036313
1,3.1,2,3,1.8,124.557726538
1,3.1,2,3,1.9,119.344614158
1,3.1,2,3,1.9,124.411757666
1,3.1,2,3,1.9,123.516972635
1,3.1,2,3,1.9,124.435070952
1,3.1,2,3,1.9,123.252488268
1,3.1,2,3,1.9,126.773084726
1,3.1,2,3,1.9,124.507903966
1,3.1,2,3,1.9,126.68105151
1,3.1,2,3,1.9,120.886340771
1,3.1,2,3,1.9,125.777468755
1,3.1,2,3.1,1.7,124.994321816
1,3.1,2,3.1,1.7,125.331650953
1,3.1,2,3.1,1.7,123.195512648
1,3.1,2,3.1,1.7,129.476074718
1,3.1,2,3.1,1.7,118.704346447
1,3.1,2,3.1,1.7,124.623331267
1,3.1,2,3.1,1.7,120.290695827
1,3.1,2,3.1,1.7,122.658794509
1,3.1,2,3.1,1.7,120.971176965
1,3.1,2,3.1,1.7,126.704844283
1,3.1,2,3.1,1.8,123.062928446
1,3.1,2,3.1,1.8,127.700954956
1,3.1,2,3.1,1.8,124.286622046
1,3.1,2,3.1,1.8,120.417973613
1,3.1,2,3.1,1.8,122.567359558
1,3.1,2,3.1,1.8,124.642784225
1,3.1,2,3.1,1.8,125.325918798
1,3.1,2,3.1,1.8,125.871552355
1,3.1,2,3.1,1.8,125.52083718
1,3.1,2,3.1,1.8,124.430810953
1,3.1,2,3.1,1.9,124.198941409
1,3.1,2,3.1,1.9,126.702668148
1,3.1,2,3.1,1.9,121.620798654
1,3.1,2,3.1,1.9,123.99894737
1,3.1,2,3.1,1.9,122.118073933
1,3.1,2,3.1,1.9,124.911922977
1,3.1,2,3.1,1.9,118.45913274
1,3.1,2,3.1,1.9,122.43519177
1,3.1,2,3.1,1.9,125.56861574
1,3.1,2,3.1,1.9,123.923751836
1,3.1,2.1,2.9,1.7,123.183793662
1,3.1,2.1,2.9,1.7,122.336625062
1,3.1,2.1,2.9,1.7,121.711082342
1,3.1,2.1,2.9,1.7,123.660727435
1,3.1,2.1,2.9,1.7,127.295486388
1,3.1,2.1,2.9,1.7,119.667096946
1,3.1,2.1,2.9,1.7,122.139637823
1,3.1,2.1,2.9,1.7,125.51976941
1,3.1,2.1,2.9,1.7,124.175516424
1,3.1,2.1,2.9,1.7,127.140058472
1,3.1,2.1,2.9,1.8,128.410764197
1,3.1,2.1,2.9,1.8,124.203902579
1,3.1,2.1,2.9,1.8,126.184837841
1,3.1,2.1,2.9,1.8,125.570876346
1,3.1,2.1,2.9,1.8,124.823517451
1,3.1,2.1,2.9,1.8,123.706268867
1,3.1,2.1,2.9,1.8,131.338611325
1,3.1,2.1,2.9,1.8,120.967587446
1,3.1,2.1,2.9,1.8,124.894238623
1,3.1,2.1,2.9,1.8,123.917813949
1,3.1,2.1,2.9,1.9,128.016051881
1,3.1,2.1,2.9,1.9,123.324123479
1,3.1,2.1,2.9,1.9,126.623022911
1,3.1,2.1,2.9,1.9,122.268148852
1,3.1,2.1,2.9,1.9,127.400006669
1,3.1,2.1,2.9,1.9,122.66021629
1,3.1,2.1,2.9,1.9,121.162103854
1,3.1,2.1,2.9,1.9,126.777663556
1,3.1,2.1,2.9,1.9,124.113472839
1,3.1,2.1,2.9,1.9,122.598042417
1,3.1,2.1,3,1.7,127.686478286
1,3.1,2.1,3,1.7,126.03186921
1,3.1,2.1,3,1.7,128.345383779
1,3.1,2.1,3,1.7,124.946159481
1,3.1,2.1,3,1.7,124.549792155
1,3.1,2.1,3,1.7,125.823708492
1,3.1,2.1,3,1.7,124.898186716
1,3.1,2.1,3,1.7,120.741740641
1,3.1,2.1,3,1.7,122.259553712
1,3.1,2.1,3,1.7,124.14289275
1,3.1,2.1,3,1.8,120.333375443
1,3.1,2.1,3,1.8,123.494120122
1,3.1,2.1,3,1.8,123.836793108
1,3.1,2.1,3,1.8,125.675255435
1,3.1,2.1,3,1.8,126.325818245
1,3.1,2.1,3,1.8,125.439538494
1,3.1,2.1,3,1.8,125.155038739
1,3.1,2.1,3,1.8,126.937268623
1,3.1,2.1,3,1.8,127.891791534
1,3.1,2.1,3,1.8,121.842184403
1,3.1,2.1,3,1.9,123.116858297
1,3.1,2.1,3,1.9,123.830646102
1,3.1,2.1,3,1.9,123.777932904
1,3.1,2.1,3,1.9,122.239082211
1,3.1,2.1,3,1.9,125.33305565
1,3.1,2.1,3,1.9,120.851653164
1,3.1,2.1,3,1.9,120.93773541
1,3.1,2.1,3,1.9,122.903915054
1,3.1,2.1,3,1.9,122.797125327
1,3.1,2.1,3,1.9,123.427540142
