Noise,SigD,SigI,Beta,Window,T,PSNR
10,2.0,3.0,1.0,7,0.3333,85.1286975102
10,2.0,3.0,1.0,7,0.3333,83.3297323152
10,2.0,3.0,1.0,7,0.3333,83.456420235
10,2.0,3.0,1.0,7,0.6666,85.292251184
10,2.0,3.0,1.0,7,0.6666,86.3970309518
10,2.0,3.0,1.0,7,0.6666,80.983190733
10,2.0,3.0,1.0,7,0.6666,85.4480403662
10,2.0,3.0,1.0,7,0.6666,81.1522086848
10,3.0,2.0,0.5,7,0.3333,83.7081455146
10,3.0,2.0,0.5,7,0.3333,85.5495469866
10,3.0,2.0,0.5,7,0.3333,80.5324701421
10,3.0,2.0,0.5,7,0.3333,84.1872249241
10,3.0,2.0,0.5,7,0.3333,80.7751120234
10,3.0,2.0,0.5,7,0.6666,83.0482855864
10,3.0,2.0,0.5,7,0.6666,84.644316158
10,3.0,2.0,0.5,7,0.6666,82.1499447929
10,3.0,2.0,0.5,7,0.6666,83.3190769918
10,3.0,2.0,0.5,7,0.6666,86.7116775603
10,3.0,2.0,1.0,7,0.3333,83.2051233242
10,3.0,2.0,1.0,7,0.3333,78.4006355357
10,3.0,2.0,1.0,7,0.3333,79.0530874781
10,3.0,2.0,1.0,7,0.3333,86.4628039527
10,3.0,2.0,1.0,7,0.3333,77.5051161327
10,3.0,2.0,1.0,7,0.6666,80.9180757817
10,3.0,2.0,1.0,7,0.6666,88.8955051075
10,3.0,2.0,1.0,7,0.6666,83.4806919312
10,3.0,2.0,1.0,7,0.6666,84.7980825062
10,3.0,2.0,1.0,7,0.6666,82.6230165129
10,3.0,3.0,0.5,7,0.3333,84.2103994372
10,3.0,3.0,0.5,7,0.3333,81.9607125999
10,3.0,3.0,0.5,7,0.3333,84.1200228434
10,3.0,3.0,0.5,7,0.3333,84.332232544
10,3.0,3.0,0.5,7,0.3333,87.5118471248
10,3.0,3.0,0.5,7,0.6666,87.0191445008
10,3.0,3.0,0.5,7,0.6666,85.3624263049
10,3.0,3.0,0.5,7,0.6666,86.1891751106
10,3.0,3.0,0.5,7,0.6666,85.2018806636
10,3.0,3.0,0.5,7,0.6666,84.2680254992
10,3.0,3.0,1.0,7,0.3333,80.1304453789
10,3.0,3.0,1.0,7,0.3333,84.4423972851
10,3.0,3.0,1.0,7,0.3333,84.2862310975
10,3.0,3.0,1.0,7,0.3333,87.1114175201
10,3.0,3.0,1.0,7,0.3333,81.4577224756
10,3.0,3.0,1.0,7,0.6666,80.0186043922
10,3.0,3.0,1.0,7,0.6666,86.0873571384
10,3.0,3.0,1.0,7,0.6666,83.2708762704
10,3.0,3.0,1.0,7,0.6666,84.104366681
10,3.0,3.0,1.0,7,0.6666,82.3344889958
20,2.0,2.0,0.5,7,0.3333,69.7693057302
20,2.0,2.0,0.5,7,0.3333,72.2843955597
20,2.0,2.0,0.5,7,0.3333,72.7110330659
20,2.0,2.0,0.5,7,0.3333,69.6339438513
20,2.0,2.0,0.5,7,0.3333,75.2378607907
20,2.0,2.0,0.5,7,0.6666,71.3157489892
20,2.0,2.0,0.5,7,0.6666,70.8058172863
20,2.0,2.0,0.5,7,0.6666,75.4171079327
20,2.0,2.0,0.5,7,0.6666,70.6373014814
20,2.0,2.0,0.5,7,0.6666,74.67664439
20,2.0,2.0,1.0,7,0.3333,72.1401803195
20,2.0,2.0,1.0,7,0.3333,73.1946693204
20,2.0,2.0,1.0,7,0.3333,71.4980394219
20,2.0,2.0,1.0,7,0.3333,73.7060465584
20,2.0,2.0,1.0,7,0.3333,71.1289650561
20,2.0,2.0,1.0,7,0.6666,73.5271164655
20,2.0,2.0,1.0,7,0.6666,74.1575493767
20,2.0,2.0,1.0,7,0.6666,71.0108063005
20,2.0,2.0,1.0,7,0.6666,67.5900603476
20,2.0,2.0,1.0,7,0.6666,68.5892541116
20,2.0,3.0,0.5,7,0.3333,65.5414915113
20,2.0,3.0,0.5,7,0.3333,66.8660065436
20,2.0,3.0,0.5,7,0.3333,71.5720310144
20,2.0,3.0,0.5,7,0.3333,67.340128035
20,2.0,3.0,0.5,7,0.3333,70.4868905884
20,2.0,3.0,0.5,7,0.6666,66.6187005518
20,2.0,3.0,0.5,7,0.6666,73.3818361841
20,2.0,3.0,0.5,7,0.6666,73.6315666959
20,2.0,3.0,0.5,7,0.6666,70.3000722291
20,2.0,3.0,0.5,7,0.6666,73.0937146019
20,2.0,3.0,1.0,7,0.3333,72.1963623659
20,2.0,3.0,1.0,7,0.3333,77.5006889911
20,2.0,3.0,1.0,7,0.3333,68.3847445703
20,2.0,3.0,1.0,7,0.3333,74.1586170027
20,2.0,3.0,1.0,7,0.3333,72.182459565
20,2.0,3.0,1.0,7,0.6666,77.3559902669
20,2.0,3.0,1.0,7,0.6666,73.0805288953
20,2.0,3.0,1.0,7,0.6666,70.978101474
20,2.0,3.0,1.0,7,0.6666,67.0145665263
20,2.0,3.0,1.0,7,0.6666,73.3354175541
20,3.0,2.0,0.5,7,0.3333,74.030468962
20,3.0,2.0,0.5,7,0.3333,73.8855171814
20,3.0,2.0,0.5,7,0.3333,74.734067712
20,3.0,2.0,0.5,7,0.3333,79.2839566183
20,3.0,2.0,0.5,7,0.3333,75.5919609441
20,3.0,2.0,0.5,7,0.6666,71.4008943948
20,3.0,2.0,0.5,7,0.6666,74.0933185953
20,3.0,2.0,0.5,7,0.6666,70.7622064902
20,3.0,2.0,0.5,7,0.6666,76.2406695972
20,3.0,2.0,0.5,7,0.6666,73.2057253945
20,3.0,2.0,1.0,7,0.3333,71.3202661912
20,3.0,2.0,1.0,7,0.3333,72.4352890787
20,3.0,2.0,1.0,7,0.3333,77.6661275156
20,3.0,2.0,1.0,7,0.3333,73.9338212892
20,3.0,2.0,1.0,7,0.3333,75.0280229979
20,3.0,2.0,1.0,7,0.6666,72.5605338456
20,3.0,2.0,1.0,7,0.6666,66.9856137378
20,3.0,2.0,1.0,7,0.6666,77.8497528982
20,3.0,2.0,1.0,7,0.6666,73.2289079603
20,3.0,2.0,1.0,7,0.6666,69.6443569698
20,3.0,3.0,0.5,7,0.3333,70.3040388031
20,3.0,3.0,0.5,7,0.3333,66.5396268402
20,3.0,3.0,0.5,7,0.3333,68.6956618508
20,3.0,3.0,0.5,7,0.3333,66.3032743666
20,3.0,3.0,0.5,7,0.3333,66.4461342633
20,3.0,3.0,0.5,7,0.6666,68.9627338756
20,3.0,3.0,0.5,7,0.6666,73.1147160304
20,3.0,3.0,0.5,7,0.6666,71.2399803346
20,3.0,3.0,0.5,7,0.6666,69.0201923712
20,3.0,3.0,0.5,7,0.6666,70.6331725811
20,3.0,3.0,1.0,7,0.3333,67.9425034101
20,3.0,3.0,1.0,7,0.3333,69.2537982325
20,3.0,3.0,1.0,7,0.3333,69.3162161764
20,3.0,3.0,1.0,7,0.3333,73.0141254256
20,3.0,3.0,1.0,7,0.3333,72.5758264183
20,3.0,3.0,1.0,7,0.6666,69.9931994746
20,3.0,3.0,1.0,7,0.6666,71.2498241852
20,3.0,3.0,1.0,7,0.6666,70.7179885653
20,3.0,3.0,1.0,7,0.6666,70.7592967889
20,3.0,3.0,1.0,7,0.6666,69.8421699584
30,2.0,2.0,0.5,7,0.3333,62.0954444538
30,2.0,2.0,0.5,7,0.3333,63.8168956164
30,2.0,2.0,0.5,7,0.3333,66.0705508061
30,2.0,2.0,0.5,7,0.3333,62.0167104961
30,2.0,2.0,0.5,7,0.3333,66.5514002122
30,2.0,2.0,0.5,7,0.6666,64.2171966058
30,2.0,2.0,0.5,7,0.6666,64.8915443831
30,2.0,2.0,0.5,7,0.6666,62.03481719
30,2.0,2.0,0.5,7,0.6666,59.7155588282
30,2.0,2.0,0.5,7,0.6666,63.4165101582
30,2.0,2.0,1.0,7,0.3333,63.1925967642
30,2.0,2.0,1.0,7,0.3333,61.9298936611
30,2.0,2.0,1.0,7,0.3333,62.8722322177
30,2.0,2.0,1.0,7,0.3333,58.8580431604
30,2.0,2.0,1.0,7,0.3333,62.1456629424
30,2.0,2.0,1.0,7,0.6666,63.2142359473
30,2.0,2.0,1.0,7,0.6666,65.4451800418
30,2.0,2.0,1.0,7,0.6666,66.0863001145
30,2.0,2.0,1.0,7,0.6666,59.7684889918
30,2.0,2.0,1.0,7,0.6666,63.0223765411
30,2.0,3.0,0.5,7,0.3333,61.0142577836
30,2.0,3.0,0.5,7,0.3333,58.847292525
30,2.0,3.0,0.5,7,0.3333,60.7955751254
30,2.0,3.0,0.5,7,0.3333,64.2902305155
30,2.0,3.0,0.5,7,0.3333,61.5878281538
30,2.0,3.0,0.5,7,0.6666,61.9177800046
30,2.0,3.0,0.5,7,0.6666,64.0395686211
30,2.0,3.0,0.5,7,0.6666,58.5655774523
30,2.0,3.0,0.5,7,0.6666,61.6802873991
30,2.0,3.0,0.5,7,0.6666,58.433732865
30,2.0,3.0,1.0,7,0.3333,61.1941077025
30,2.0,3.0,1.0,7,0.3333,55.0789417428
30,2.0,3.0,1.0,7,0.3333,63.4373334855
30,2.0,3.0,1.0,7,0.3333,65.6115715262
30,2.0,3.0,1.0,7,0.3333,62.8819290971
30,2.0,3.0,1.0,7,0.6666,57.3277062895
30,2.0,3.0,1.0,7,0.6666,61.5928639834
30,2.0,3.0,1.0,7,0.6666,58.3294583524
30,2.0,3.0,1.0,7,0.6666,60.8730497598
30,2.0,3.0,1.0,7,0.6666,64.827641665
30,3.0,2.0,0.5,7,0.3333,64.4332691641
30,3.0,2.0,0.5,7,0.3333,63.3516326308
30,3.0,2.0,0.5,7,0.3333,60.3638134551
30,3.0,2.0,0.5,7,0.3333,64.0622077784
30,3.0,2.0,0.5,7,0.3333,66.0528878576
30,3.0,2.0,0.5,7,0.6666,67.8259814287
30,3.0,2.0,0.5,7,0.6666,66.961048853
30,3.0,2.0,0.5,7,0.6666,61.2402705364
30,3.0,2.0,0.5,7,0.6666,65.3148479257
30,3.0,2.0,0.5,7,0.6666,65.6037349166
30,3.0,2.0,1.0,7,0.3333,66.8595808879
30,3.0,2.0,1.0,7,0.3333,67.6056401742
30,3.0,2.0,1.0,7,0.3333,63.0690480013
30,3.0,2.0,1.0,7,0.3333,64.1233027364
30,3.0,2.0,1.0,7,0.3333,66.0369586298
30,3.0,2.0,1.0,7,0.6666,63.5441871438
30,3.0,2.0,1.0,7,0.6666,67.3622689984
30,3.0,2.0,1.0,7,0.6666,67.0815855182
30,3.0,2.0,1.0,7,0.6666,67.1662471318
30,3.0,2.0,1.0,7,0.6666,69.0211491345
30,3.0,3.0,0.5,7,0.3333,63.5162234869
30,3.0,3.0,0.5,7,0.3333,63.401067007
30,3.0,3.0,0.5,7,0.3333,62.3834130662
30,3.0,3.0,0.5,7,0.3333,67.5631319817
30,3.0,3.0,0.5,7,0.3333,62.803851731
30,3.0,3.0,0.5,7,0.6666,65.8419925943
30,3.0,3.0,0.5,7,0.6666,63.2204768873
30,3.0,3.0,0.5,7,0.6666,59.6179950567
30,3.0,3.0,0.5,7,0.6666,61.9634544499
30,3.0,3.0,0.5,7,0.6666,63.3707776182
30,3.0,3.0,1.0,7,0.3333,59.7826725947
30,3.0,3.0,1.0,7,0.3333,63.4379743929
30,3.0,3.0,1.0,7,0.3333,65.9857204742
30,3.0,3.0,1.0,7,0.3333,63.3813343384
30,3.0,3.0,1.0,7,0.3333,59.834055322
30,3.0,3.0,1.0,7,0.6666,62.5535333567
30,3.0,3.0,1.0,7,0.6666,61.7967194292
30,3.0,3.0,1.0,7,0.6666,64.8566655592
30,3.0,3.0,1.0,7,0.6666,63.1097118098
30,3.0,3.0,1.0,7,0.6666,65.7465785979
1,2.4,2.4,0.65,7,1.0,95.9646796679
1,2.4,2.4,0.65,7,1.0,94.6434392566
1,2.4,2.4,0.65,7,1.0,96.0536352387
1,2.4,2.4,0.65,7,1.0,95.437013064
1,2.4,2.4,0.65,7,1.0,95.0488468121
1,2.4,2.4,0.85,7,1.0,93.3927941002
1,2.4,2.4,0.85,7,1.0,92.4163929385
1,2.4,2.4,0.85,7,1.0,92.4395468411
1,2.4,2.4,0.85,7,1.0,93.9712124122
1,2.4,2.4,0.85,7,1.0,92.3722454739
1,2.4,2.6,0.65,7,1.0,95.3212554506
1,2.4,2.6,0.65,7,1.0,94.6336605851
1,2.4,2.6,0.65,7,1.0,95.2264185303
1,2.4,2.6,0.65,7,1.0,94.6548257708
1,2.4,2.6,0.65,7,1.0,93.9262810397
1,2.4,2.6,0.85,7,1.0,92.1575539305
1,2.4,2.6,0.85,7,1.0,91.8727128544
1,2.4,2.6,0.85,7,1.0,91.7287309775
1,2.4,2.6,0.85,7,1.0,93.0523192155
1,2.4,2.6,0.85,7,1.0,92.7586495479
1,2.6,2.4,0.65,7,1.0,94.6581301366
1,2.6,2.4,0.65,7,1.0,94.1770887573
1,2.6,2.4,0.65,7,1.0,94.4252244897
1,2.6,2.4,0.65,7,1.0,95.3359636956
1,2.6,2.4,0.65,7,1.0,94.9525137613
1,2.6,2.4,0.85,7,1.0,91.8096974397
1,2.6,2.4,0.85,7,1.0,92.3533280097
1,2.6,2.4,0.85,7,1.0,91.5550224616
1,2.6,2.4,0.85,7,1.0,91.4487659924
1,2.6,2.4,0.85,7,1.0,92.1628970611
1,2.6,2.6,0.65,7,1.0,95.1412757555
1,2.6,2.6,0.65,7,1.0,94.6319679649
1,2.6,2.6,0.65,7,1.0,95.5791692864
1,2.6,2.6,0.65,7,1.0,93.7716383858
1,2.6,2.6,0.65,7,1.0,94.0208334412
1,2.6,2.6,0.85,7,1.0,92.5487193305
1,2.6,2.6,0.85,7,1.0,92.2907130161
1,2.6,2.6,0.85,7,1.0,92.8821720247
1,2.6,2.6,0.85,7,1.0,91.6705947996
1,2.6,2.6,0.85,7,1.0,91.7203571451
5,2.4,2.4,0.65,7,1.0,92.1167554103
5,2.4,2.4,0.65,7,1.0,90.3367331008
5,2.4,2.4,0.65,7,1.0,88.590976297
5,2.4,2.4,0.65,7,1.0,88.2532518397
5,2.4,2.4,0.65,7,1.0,92.4929739243
5,2.4,2.4,0.85,7,1.0,87.1581264832
5,2.4,2.4,0.85,7,1.0,90.2731685534
5,2.4,2.4,0.85,7,1.0,87.8712380715
5,2.4,2.4,0.85,7,1.0,90.9044504324
5,2.4,2.4,0.85,7,1.0,88.0667327045
5,2.4,2.6,0.65,7,1.0,89.2082477944
5,2.4,2.6,0.65,7,1.0,92.0482524165
5,2.4,2.6,0.65,7,1.0,90.0096292857
5,2.4,2.6,0.65,7,1.0,91.9155741456
5,2.4,2.6,0.65,7,1.0,88.6194226246
5,2.4,2.6,0.85,7,1.0,91.036855803
5,2.4,2.6,0.85,7,1.0,91.2702663143
5,2.4,2.6,0.85,7,1.0,88.6786684681
5,2.4,2.6,0.85,7,1.0,89.7559883916
5,2.4,2.6,0.85,7,1.0,87.4778740775
5,2.6,2.4,0.65,7,1.0,89.4162767153
5,2.6,2.4,0.65,7,1.0,91.4254111641
5,2.6,2.4,0.65,7,1.0,96.4358723253
5,2.6,2.4,0.65,7,1.0,92.4231936096
5,2.6,2.4,0.65,7,1.0,91.6426426807
5,2.6,2.4,0.85,7,1.0,90.2530948496
5,2.6,2.4,0.85,7,1.0,87.0639840627
5,2.6,2.4,0.85,7,1.0,89.4064553735
5,2.6,2.4,0.85,7,1.0,89.0684588355
5,2.6,2.4,0.85,7,1.0,88.2282937755
5,2.6,2.6,0.65,7,1.0,95.3452330813
5,2.6,2.6,0.65,7,1.0,88.7499870696
5,2.6,2.6,0.65,7,1.0,95.5329007523
5,2.6,2.6,0.65,7,1.0,90.4751441043
5,2.6,2.6,0.65,7,1.0,89.5400412954
5,2.6,2.6,0.85,7,1.0,87.9493048144
5,2.6,2.6,0.85,7,1.0,88.4032667082
5,2.6,2.6,0.85,7,1.0,87.247833142
5,2.6,2.6,0.85,7,1.0,91.4650225383
5,2.6,2.6,0.85,7,1.0,89.1309814666
10,2.4,2.4,0.65,7,1.0,85.4234891993
10,2.4,2.4,0.65,7,1.0,86.2694834973
10,2.4,2.4,0.65,7,1.0,84.0298973527
10,2.4,2.4,0.65,7,1.0,88.9075746014
10,2.4,2.4,0.65,7,1.0,86.0099811384
10,2.4,2.4,0.85,7,1.0,85.7771417814
10,2.4,2.4,0.85,7,1.0,88.0565785442
10,2.4,2.4,0.85,7,1.0,85.008113926
10,2.4,2.4,0.85,7,1.0,87.0777969309
10,2.4,2.4,0.85,7,1.0,88.4770634941
10,2.4,2.6,0.65,7,1.0,85.5060447742
10,2.4,2.6,0.65,7,1.0,87.2419354844
10,2.4,2.6,0.65,7,1.0,83.6302079219
10,2.4,2.6,0.65,7,1.0,84.0235511204
10,2.4,2.6,0.65,7,1.0,87.0656237
10,2.4,2.6,0.85,7,1.0,83.0142795617
10,2.4,2.6,0.85,7,1.0,80.0647322291
10,2.4,2.6,0.85,7,1.0,83.3020557493
10,2.4,2.6,0.85,7,1.0,83.4265613846
10,2.4,2.6,0.85,7,1.0,83.9385700474
10,2.6,2.4,0.65,7,1.0,79.9042533814
10,2.6,2.4,0.65,7,1.0,84.4209826428
10,2.6,2.4,0.65,7,1.0,87.3483002495
