Noise,SigD,SigI,Beta,Window,T,PSNR
10,2.7,2.3,0.85,7,1.0,81.7218870341
10,2.7,2.3,0.85,7,1.0,81.985308611
10,2.7,2.3,0.85,7,1.0,72.0016797957
10,2.7,2.3,0.85,7,1.0,79.8584375437
10,2.7,2.3,0.85,7,1.0,80.9986507788
10,2.7,2.5,0.65,7,1.0,82.9009145614
10,2.7,2.5,0.65,7,1.0,82.1246179767
10,2.7,2.5,0.65,7,1.0,80.3698610802
10,2.7,2.5,0.65,7,1.0,78.8197423083
10,2.7,2.5,0.65,7,1.0,75.7313102682
10,2.7,2.5,0.85,7,1.0,73.7166465623
10,2.7,2.5,0.85,7,1.0,78.1626886413
10,2.7,2.5,0.85,7,1.0,75.8059925631
10,2.7,2.5,0.85,7,1.0,78.6970518435
10,2.7,2.5,0.85,7,1.0,79.1637347636
20,2.5,2.3,0.65,7,1.0,59.642000043
20,2.5,2.3,0.65,7,1.0,60.6455155901
20,2.5,2.3,0.65,7,1.0,64.9901295623
20,2.5,2.3,0.65,7,1.0,62.5005829165
20,2.5,2.3,0.65,7,1.0,63.7842162771
20,2.5,2.3,0.85,7,1.0,60.1762694059
20,2.5,2.3,0.85,7,1.0,63.2142432207
20,2.5,2.3,0.85,7,1.0,65.0577650622
20,2.5,2.3,0.85,7,1.0,60.4728536909
20,2.5,2.3,0.85,7,1.0,63.2393544995
20,2.5,2.5,0.65,7,1.0,61.5367846515
20,2.5,2.5,0.65,7,1.0,62.0546477507
20,2.5,2.5,0.65,7,1.0,63.9304609001
20,2.5,2.5,0.65,7,1.0,65.628847014
20,2.5,2.5,0.65,7,1.0,63.848631024
20,2.5,2.5,0.85,7,1.0,63.2372939483
20,2.5,2.5,0.85,7,1.0,64.0543606518
20,2.5,2.5,0.85,7,1.0,57.4491880622
20,2.5,2.5,0.85,7,1.0,64.3353508325
20,2.5,2.5,0.85,7,1.0,62.3921948246
20,2.7,2.3,0.65,7,1.0,62.2080456084
20,2.7,2.3,0.65,7,1.0,62.2065343319
20,2.7,2.3,0.65,7,1.0,60.5121577519
20,2.7,2.3,0.65,7,1.0,61.2836365053
20,2.7,2.3,0.65,7,1.0,59.9056673806
20,2.7,2.3,0.85,7,1.0,63.4539090332
20,2.7,2.3,0.85,7,1.0,61.9485452251
20,2.7,2.3,0.85,7,1.0,64.818694566
20,2.7,2.3,0.85,7,1.0,66.3100975597
20,2.7,2.3,0.85,7,1.0,64.4056158807
20,2.7,2.5,0.65,7,1.0,63.0659736981
20,2.7,2.5,0.65,7,1.0,60.8777475403
20,2.7,2.5,0.65,7,1.0,61.093167143
20,2.7,2.5,0.65,7,1.0,61.4898956498
20,2.7,2.5,0.65,7,1.0,59.2877023281
20,2.7,2.5,0.85,7,1.0,64.8262558227
20,2.7,2.5,0.85,7,1.0,57.708538527
20,2.7,2.5,0.85,7,1.0,62.4903694657
20,2.7,2.5,0.85,7,1.0,66.9843389132
20,2.7,2.5,0.85,7,1.0,63.0697609664
30,2.5,2.3,0.65,7,1.0,59.7399074777
30,2.5,2.3,0.65,7,1.0,54.0781794795
30,2.5,2.3,0.65,7,1.0,58.8250327829
30,2.5,2.3,0.65,7,1.0,59.3054487812
30,2.5,2.3,0.65,7,1.0,55.1348984118
30,2.5,2.3,0.85,7,1.0,52.3563739553
30,2.5,2.3,0.85,7,1.0,66.0773489457
30,2.5,2.3,0.85,7,1.0,53.9618731234
30,2.5,2.3,0.85,7,1.0,55.8160186802
30,2.5,2.3,0.85,7,1.0,52.7242650749
30,2.5,2.5,0.65,7,1.0,58.3342915329
30,2.5,2.5,0.65,7,1.0,56.1758881909
30,2.5,2.5,0.65,7,1.0,55.7349348067
30,2.5,2.5,0.65,7,1.0,54.0529132099
30,2.5,2.5,0.65,7,1.0,57.4695514375
30,2.5,2.5,0.85,7,1.0,56.0389302287
30,2.5,2.5,0.85,7,1.0,59.741264647
30,2.5,2.5,0.85,7,1.0,61.1082594277
30,2.5,2.5,0.85,7,1.0,56.4255397665
30,2.5,2.5,0.85,7,1.0,53.1938558238
30,2.7,2.3,0.65,7,1.0,57.3243345973
30,2.7,2.3,0.65,7,1.0,58.6848267568
30,2.7,2.3,0.65,7,1.0,55.5926490839
30,2.7,2.3,0.65,7,1.0,52.4506326103
30,2.7,2.3,0.65,7,1.0,57.2623087825
30,2.7,2.3,0.85,7,1.0,62.8415714796
30,2.7,2.3,0.85,7,1.0,54.4605160632
30,2.7,2.3,0.85,7,1.0,60.3590980961
30,2.7,2.3,0.85,7,1.0,52.825427032
30,2.7,2.3,0.85,7,1.0,59.5456762386
30,2.7,2.5,0.65,7,1.0,56.9495448384
30,2.7,2.5,0.65,7,1.0,56.8781602302
30,2.7,2.5,0.65,7,1.0,57.2959562163
30,2.7,2.5,0.65,7,1.0,59.5048506971
30,2.7,2.5,0.65,7,1.0,56.0183787968
30,2.7,2.5,0.85,7,1.0,55.4490275807
30,2.7,2.5,0.85,7,1.0,57.2404778059
30,2.7,2.5,0.85,7,1.0,58.2202308133
30,2.7,2.5,0.85,7,1.0,54.5811546637
30,2.7,2.5,0.85,7,1.0,55.6473780758
1,2.6,2.2,0.55,7,0.57,108.743394719
1,2.6,2.2,0.55,7,0.57,110.181737653
1,2.6,2.2,0.55,7,0.57,109.102376872
1,2.6,2.2,0.55,7,0.57,112.556095454
1,2.6,2.2,0.55,7,0.57,108.131755745
1,2.6,2.2,0.75,7,0.57,108.263884341
1,2.6,2.2,0.75,7,0.57,106.885168759
1,2.6,2.2,0.75,7,0.57,107.942994781
1,2.6,2.2,0.75,7,0.57,110.059151371
1,2.6,2.2,0.75,7,0.57,105.288898354
1,2.6,2.4,0.55,7,0.57,112.606577229
1,2.6,2.4,0.55,7,0.57,112.592735055
1,2.6,2.4,0.55,7,0.57,110.167339673
1,2.6,2.4,0.55,7,0.57,109.013660619
1,2.6,2.4,0.55,7,0.57,107.241235781
1,2.6,2.4,0.75,7,0.57,107.44110092
1,2.6,2.4,0.75,7,0.57,107.439998321
1,2.6,2.4,0.75,7,0.57,107.944100044
1,2.6,2.4,0.75,7,0.57,107.271869894
1,2.6,2.4,0.75,7,0.57,106.460854813
1,2.8,2.2,0.55,7,0.57,109.873538407
1,2.8,2.2,0.55,7,0.57,110.127352214
1,2.8,2.2,0.55,7,0.57,109.268414599
1,2.8,2.2,0.55,7,0.57,110.861510342
1,2.8,2.2,0.55,7,0.57,111.575814805
1,2.8,2.2,0.75,7,0.57,108.250571882
1,2.8,2.2,0.75,7,0.57,106.169515407
1,2.8,2.2,0.75,7,0.57,109.985872636
1,2.8,2.2,0.75,7,0.57,107.617026339
1,2.8,2.2,0.75,7,0.57,107.536322908
1,2.8,2.4,0.55,7,0.57,110.348900657
1,2.8,2.4,0.55,7,0.57,108.983319208
1,2.8,2.4,0.55,7,0.57,108.788473683
1,2.8,2.4,0.55,7,0.57,109.085402687
1,2.8,2.4,0.55,7,0.57,110.360153263
1,2.8,2.4,0.75,7,0.57,109.232351103
1,2.8,2.4,0.75,7,0.57,107.9058793
1,2.8,2.4,0.75,7,0.57,108.512270548
1,2.8,2.4,0.75,7,0.57,110.00598686
1,2.8,2.4,0.75,7,0.57,106.970533343
5,2.6,2.2,0.55,7,0.57,93.0472677503
5,2.6,2.2,0.55,7,0.57,94.3118794938
5,2.6,2.2,0.55,7,0.57,90.7419186603
5,2.6,2.2,0.55,7,0.57,95.9370445277
5,2.6,2.2,0.55,7,0.57,93.8670238786
5,2.6,2.2,0.75,7,0.57,95.8284041538
5,2.6,2.2,0.75,7,0.57,89.6407453155
5,2.6,2.2,0.75,7,0.57,90.2073180315
5,2.6,2.2,0.75,7,0.57,88.9461453374
5,2.6,2.2,0.75,7,0.57,95.5886597462
5,2.6,2.4,0.55,7,0.57,96.5321673244
5,2.6,2.4,0.55,7,0.57,96.070165422
5,2.6,2.4,0.55,7,0.57,91.1579765093
5,2.6,2.4,0.55,7,0.57,94.4043081341
5,2.6,2.4,0.55,7,0.57,96.2332386028
5,2.6,2.4,0.75,7,0.57,92.7111564214
5,2.6,2.4,0.75,7,0.57,92.6620135733
5,2.6,2.4,0.75,7,0.57,97.0760730276
5,2.6,2.4,0.75,7,0.57,94.9183228406
5,2.6,2.4,0.75,7,0.57,91.4767888921
5,2.8,2.2,0.55,7,0.57,93.2683568754
5,2.8,2.2,0.55,7,0.57,95.9705771982
5,2.8,2.2,0.55,7,0.57,89.4582086372
5,2.8,2.2,0.55,7,0.57,92.0180081362
5,2.8,2.2,0.55,7,0.57,95.1725005739
5,2.8,2.2,0.75,7,0.57,95.4555338483
5,2.8,2.2,0.75,7,0.57,93.3188722818
5,2.8,2.2,0.75,7,0.57,95.146281712
5,2.8,2.2,0.75,7,0.57,93.4825267353
5,2.8,2.2,0.75,7,0.57,94.4034985452
5,2.8,2.4,0.55,7,0.57,94.049386679
5,2.8,2.4,0.55,7,0.57,95.3759024752
5,2.8,2.4,0.55,7,0.57,96.2231051934
5,2.8,2.4,0.55,7,0.57,91.2418221741
5,2.8,2.4,0.55,7,0.57,95.6130960694
5,2.8,2.4,0.75,7,0.57,95.6601475574
5,2.8,2.4,0.75,7,0.57,91.9070927624
5,2.8,2.4,0.75,7,0.57,94.816027583
5,2.8,2.4,0.75,7,0.57,95.766274825
5,2.8,2.4,0.75,7,0.57,94.7430059489
10,2.6,2.2,0.55,7,0.57,77.7149494877
10,2.6,2.2,0.55,7,0.57,83.4294672133
10,2.6,2.2,0.55,7,0.57,82.6664814865
10,2.6,2.2,0.55,7,0.57,75.0770583159
10,2.6,2.2,0.55,7,0.57,78.7302484539
10,2.6,2.2,0.75,7,0.57,78.8177438272
10,2.6,2.2,0.75,7,0.57,75.0516419397
10,2.6,2.2,0.75,7,0.57,77.0437739122
10,2.6,2.2,0.75,7,0.57,80.4503949586
10,2.6,2.2,0.75,7,0.57,77.287999511
10,2.6,2.4,0.55,7,0.57,79.9073947657
10,2.6,2.4,0.55,7,0.57,81.510463236
10,2.6,2.4,0.55,7,0.57,79.5295924488
10,2.6,2.4,0.55,7,0.57,79.7762997034
10,2.6,2.4,0.55,7,0.57,83.2541850859
10,2.6,2.4,0.75,7,0.57,76.0759928164
10,2.6,2.4,0.75,7,0.57,81.6218326133
10,2.6,2.4,0.75,7,0.57,76.53602634
10,2.6,2.4,0.75,7,0.57,74.7695523589
10,2.6,2.4,0.75,7,0.57,77.7492968499
10,2.8,2.2,0.55,7,0.57,77.0378133975
10,2.8,2.2,0.55,7,0.57,73.7041717111
10,2.8,2.2,0.55,7,0.57,81.8150203714
10,2.8,2.2,0.55,7,0.57,82.2251601412
10,2.8,2.2,0.55,7,0.57,74.7330492632
10,2.8,2.2,0.75,7,0.57,80.3400706503
10,2.8,2.2,0.75,7,0.57,79.6889609121
10,2.8,2.2,0.75,7,0.57,75.0054121891
10,2.8,2.2,0.75,7,0.57,84.8397041046
10,2.8,2.2,0.75,7,0.57,74.2619965358
10,2.8,2.4,0.55,7,0.57,79.5316075862
10,2.8,2.4,0.55,7,0.57,76.9052721152
10,2.8,2.4,0.55,7,0.57,77.1655475864
10,2.8,2.4,0.55,7,0.57,76.1235278766
10,2.8,2.4,0.55,7,0.57,75.7475140188
10,2.8,2.4,0.75,7,0.57,77.3916828122
10,2.8,2.4,0.75,7,0.57,77.2300734247
10,2.8,2.4,0.75,7,0.57,77.3892442421
10,2.8,2.4,0.75,7,0.57,75.565247669
10,2.8,2.4,0.75,7,0.57,75.9490255134
20,2.6,2.2,0.55,7,0.57,63.3860907341
20,2.6,2.2,0.55,7,0.57,62.9907036083
20,2.6,2.2,0.55,7,0.57,63.4232148715
20,2.6,2.2,0.55,7,0.57,60.3073672558
20,2.6,2.2,0.55,7,0.57,64.943445533
20,2.6,2.2,0.75,7,0.57,63.8771183299
20,2.6,2.2,0.75,7,0.57,63.5154732965
20,2.6,2.2,0.75,7,0.57,61.2018609915
20,2.6,2.2,0.75,7,0.57,65.8407932967
20,2.6,2.2,0.75,7,0.57,65.4056726429
20,2.6,2.4,0.55,7,0.57,61.9722326667
20,2.6,2.4,0.55,7,0.57,60.341221692
20,2.6,2.4,0.55,7,0.57,59.4637894097
20,2.6,2.4,0.55,7,0.57,66.1564279828
20,2.6,2.4,0.55,7,0.57,63.0933492677
20,2.6,2.4,0.75,7,0.57,63.8681206683
20,2.6,2.4,0.75,7,0.57,65.3065485116
20,2.6,2.4,0.75,7,0.57,61.8743901597
20,2.6,2.4,0.75,7,0.57,62.7250217443
20,2.6,2.4,0.75,7,0.57,64.1985001595
20,2.8,2.2,0.55,7,0.57,65.4432164106
20,2.8,2.2,0.55,7,0.57,59.1411560809
20,2.8,2.2,0.55,7,0.57,61.0005656409
20,2.8,2.2,0.55,7,0.57,64.4465277331
20,2.8,2.2,0.55,7,0.57,65.9810081972
20,2.8,2.2,0.75,7,0.57,63.8951270811
20,2.8,2.2,0.75,7,0.57,60.3172993626
20,2.8,2.2,0.75,7,0.57,60.3522574582
20,2.8,2.2,0.75,7,0.57,63.8215728361
20,2.8,2.2,0.75,7,0.57,61.2184167295
20,2.8,2.4,0.55,7,0.57,60.5427185515
20,2.8,2.4,0.55,7,0.57,66.3112172421
20,2.8,2.4,0.55,7,0.57,64.2497597785
20,2.8,2.4,0.55,7,0.57,63.5281771925
20,2.8,2.4,0.55,7,0.57,62.8420358244
20,2.8,2.4,0.75,7,0.57,69.115662955
20,2.8,2.4,0.75,7,0.57,64.2999103961
20,2.8,2.4,0.75,7,0.57,68.9863040571
20,2.8,2.4,0.75,7,0.57,62.8451181113
20,2.8,2.4,0.75,7,0.57,59.5424204892
30,2.6,2.2,0.55,7,0.57,54.3535870437
30,2.6,2.2,0.55,7,0.57,53.3111523163
30,2.6,2.2,0.55,7,0.57,55.2859439689
30,2.6,2.2,0.55,7,0.57,52.7438120626
30,2.6,2.2,0.55,7,0.57,52.8963665936
30,2.6,2.2,0.75,7,0.57,59.2994960771
30,2.6,2.2,0.75,7,0.57,53.9988315123
30,2.6,2.2,0.75,7,0.57,57.6670693008
30,2.6,2.2,0.75,7,0.57,57.6922980751
30,2.6,2.2,0.75,7,0.57,56.9740260225
30,2.6,2.4,0.55,7,0.57,56.3475711773
30,2.6,2.4,0.55,7,0.57,55.9768838058
30,2.6,2.4,0.55,7,0.57,53.3168101515
30,2.6,2.4,0.55,7,0.57,58.7935346435
30,2.6,2.4,0.55,7,0.57,53.4871932778
30,2.6,2.4,0.75,7,0.57,54.5332213582
30,2.6,2.4,0.75,7,0.57,56.8611298892
30,2.6,2.4,0.75,7,0.57,52.4799535355
30,2.6,2.4,0.75,7,0.57,53.386622743
30,2.6,2.4,0.75,7,0.57,52.72752332
30,2.8,2.2,0.55,7,0.57,63.8599573875
30,2.8,2.2,0.55,7,0.57,53.2458671831
30,2.8,2.2,0.55,7,0.57,57.4806588544
30,2.8,2.2,0.55,7,0.57,55.3861229583
30,2.8,2.2,0.55,7,0.57,60.8178299623
30,2.8,2.2,0.75,7,0.57,58.2732138872
30,2.8,2.2,0.75,7,0.57,57.5626188808
30,2.8,2.2,0.75,7,0.57,61.8593129603
30,2.8,2.2,0.75,7,0.57,57.2677550286
30,2.8,2.2,0.75,7,0.57,58.4222123499
30,2.8,2.4,0.55,7,0.57,57.8051932258
30,2.8,2.4,0.55,7,0.57,55.2431050448
30,2.8,2.4,0.55,7,0.57,59.7474382019
30,2.8,2.4,0.55,7,0.57,52.3353509545
30,2.8,2.4,0.55,7,0.57,60.7299944119
30,2.8,2.4,0.75,7,0.57,55.238002493
30,2.8,2.4,0.75,7,0.57,55.5015111364
30,2.8,2.4,0.75,7,0.57,59.4073059686
30,2.8,2.4,0.75,7,0.57,57.4579756778
30,2.8,2.4,0.75,7,0.57,53.6385908212
1,2.7,2.2,0.5,7,0.2,111.476771468
1,2.7,2.2,0.5,7,0.2,108.834160167
1,2.7,2.2,0.5,7,0.2,110.140935828
1,2.7,2.2,0.5,7,0.2,110.578579589
1,2.7,2.2,0.5,7,0.2,109.687864788
1,2.7,2.2,0.5,7,0.4,111.996716958
1,2.7,2.2,0.5,7,0.4,108.588911615
1,2.7,2.2,0.5,7,0.4,109.835117165
1,2.7,2.2,0.5,7,0.4,111.42235732
1,2.7,2.2,0.5,7,0.4,110.618056933
1,2.7,2.2,0.7,7,0.2,110.821531439
1,2.7,2.2,0.7,7,0.2,108.07223258
1,2.7,2.2,0.7,7,0.2,108.665387813
1,2.7,2.2,0.7,7,0.2,107.147612904
1,2.7,2.2,0.7,7,0.2,108.62914341
1,2.7,2.2,0.7,7,0.4,109.107895378
1,2.7,2.2,0.7,7,0.4,108.817415436
1,2.7,2.2,0.7,7,0.4,107.033686897
1,2.7,2.2,0.7,7,0.4,110.07042371
1,2.7,2.2,0.7,7,0.4,109.604597115
1,2.7,2.4,0.5,7,0.2,112.443916491
1,2.7,2.4,0.5,7,0.2,114.327569041
1,2.7,2.4,0.5,7,0.2,111.843116488
1,2.7,2.4,0.5,7,0.2,110.069069525
1,2.7,2.4,0.5,7,0.2,110.012017311
1,2.7,2.4,0.5,7,0.4,108.556407946
1,2.7,2.4,0.5,7,0.4,110.196740573
1,2.7,2.4,0.5,7,0.4,107.760331638
1,2.7,2.4,0.5,7,0.4,112.719491084
1,2.7,2.4,0.5,7,0.4,111.211283326
1,2.7,2.4,0.7,7,0.2,109.145806872
1,2.7,2.4,0.7,7,0.2,109.082580873
1,2.7,2.4,0.7,7,0.2,108.872522874
1,2.7,2.4,0.7,7,0.2,110.912533155
1,2.7,2.4,0.7,7,0.2,109.601141895
1,2.7,2.4,0.7,7,0.4,107.417197599
1,2.7,2.4,0.7,7,0.4,109.16320799
1,2.7,2.4,0.7,7,0.4,107.154221969
1,2.7,2.4,0.7,7,0.4,109.89660552
1,2.7,2.4,0.7,7,0.4,106.822878879
1,2.9,2.2,0.5,7,0.2,111.449690873
1,2.9,2.2,0.5,7,0.2,110.668895339
1,2.9,2.2,0.5,7,0.2,111.083972158
1,2.9,2.2,0.5,7,0.2,110.162067965
1,2.9,2.2,0.5,7,0.2,113.84580224
1,2.9,2.2,0.5,7,0.4,109.311458657
1,2.9,2.2,0.5,7,0.4,108.953691455
1,2.9,2.2,0.5,7,0.4,109.434300416
1,2.9,2.2,0.5,7,0.4,112.187764651
1,2.9,2.2,0.5,7,0.4,111.385951895
1,2.9,2.2,0.7,7,0.2,110.625181432
1,2.9,2.2,0.7,7,0.2,108.894200171
1,2.9,2.2,0.7,7,0.2,106.985862695
1,2.9,2.2,0.7,7,0.2,108.038064139
1,2.9,2.2,0.7,7,0.2,107.232267734
1,2.9,2.2,0.7,7,0.4,108.35709881
1,2.9,2.2,0.7,7,0.4,109.542826286
1,2.9,2.2,0.7,7,0.4,107.848796634
1,2.9,2.2,0.7,7,0.4,108.149332274
1,2.9,2.2,0.7,7,0.4,105.58036159
1,2.9,2.4,0.5,7,0.2,112.820860491
1,2.9,2.4,0.5,7,0.2,111.987916451
1,2.9,2.4,0.5,7,0.2,108.446483824
1,2.9,2.4,0.5,7,0.2,111.602004232
1,2.9,2.4,0.5,7,0.2,110.407831255
1,2.9,2.4,0.5,7,0.4,110.47734512
1,2.9,2.4,0.5,7,0.4,110.383587257
1,2.9,2.4,0.5,7,0.4,113.703892518
1,2.9,2.4,0.5,7,0.4,111.774549989
1,2.9,2.4,0.5,7,0.4,110.11630758
1,2.9,2.4,0.7,7,0.2,106.749104939
1,2.9,2.4,0.7,7,0.2,108.755193897
1,2.9,2.4,0.7,7,0.2,108.30056594
1,2.9,2.4,0.7,7,0.2,110.17018102
1,2.9,2.4,0.7,7,0.2,109.847759084
1,2.9,2.4,0.7,7,0.4,106.625781191
1,2.9,2.4,0.7,7,0.4,108.566801895
1,2.9,2.4,0.7,7,0.4,106.910359952
1,2.9,2.4,0.7,7,0.4,111.053826553
1,2.9,2.4,0.7,7,0.4,109.372559225
5,2.7,2.2,0.5,7,0.2,96.9755642835
5,2.7,2.2,0.5,7,0.2,96.5473966033
5,2.7,2.2,0.5,7,0.2,95.6836975804
5,2.7,2.2,0.5,7,0.2,93.805093127
5,2.7,2.2,0.5,7,0.2,95.7478378093
5,2.7,2.2,0.5,7,0.4,90.5995427956
5,2.7,2.2,0.5,7,0.4,98.7907464533
5,2.7,2.2,0.5,7,0.4,97.3667804115
5,2.7,2.2,0.5,7,0.4,92.2143587526
5,2.7,2.2,0.5,7,0.4,99.3941515518
5,2.7,2.2,0.7,7,0.2,96.5212168437
5,2.7,2.2,0.7,7,0.2,98.372397446
5,2.7,2.2,0.7,7,0.2,92.366176866
5,2.7,2.2,0.7,7,0.2,98.5678963164
5,2.7,2.2,0.7,7,0.2,96.9761273763
5,2.7,2.2,0.7,7,0.4,92.9986211097
5,2.7,2.2,0.7,7,0.4,93.1467396682
5,2.7,2.2,0.7,7,0.4,96.0139876116
5,2.7,2.2,0.7,7,0.4,93.7464011525
5,2.7,2.2,0.7,7,0.4,96.5884163743
5,2.7,2.4,0.5,7,0.2,92.6436741044
5,2.7,2.4,0.5,7,0.2,98.5231227884
5,2.7,2.4,0.5,7,0.2,94.4899245535
5,2.7,2.4,0.5,7,0.2,94.3070683238
5,2.7,2.4,0.5,7,0.2,90.0843240445
5,2.7,2.4,0.5,7,0.4,92.7192541045
5,2.7,2.4,0.5,7,0.4,95.2546210375
5,2.7,2.4,0.5,7,0.4,94.1663254383
5,2.7,2.4,0.5,7,0.4,90.5137199727
5,2.7,2.4,0.5,7,0.4,92.9216449722
5,2.7,2.4,0.7,7,0.2,93.164340407
5,2.7,2.4,0.7,7,0.2,97.1489738886
5,2.7,2.4,0.7,7,0.2,93.0521589217
5,2.7,2.4,0.7,7,0.2,97.9335698232
5,2.7,2.4,0.7,7,0.2,93.8108198574
5,2.7,2.4,0.7,7,0.4,96.7542882401
5,2.7,2.4,0.7,7,0.4,93.6999805123
5,2.7,2.4,0.7,7,0.4,94.3731583017
5,2.7,2.4,0.7,7,0.4,95.7058151189
5,2.7,2.4,0.7,7,0.4,96.8793294156
5,2.9,2.2,0.5,7,0.2,93.1566882809
5,2.9,2.2,0.5,7,0.2,99.9463582726
5,2.9,2.2,0.5,7,0.2,97.8359539789
5,2.9,2.2,0.5,7,0.2,92.4382620772
5,2.9,2.2,0.5,7,0.2,97.0372403749
5,2.9,2.2,0.5,7,0.4,98.9919740566
5,2.9,2.2,0.5,7,0.4,96.8865626594
5,2.9,2.2,0.5,7,0.4,96.228338707
5,2.9,2.2,0.5,7,0.4,91.9040018305
5,2.9,2.2,0.5,7,0.4,93.7011361196
5,2.9,2.2,0.7,7,0.2,92.1936892426
5,2.9,2.2,0.7,7,0.2,92.7932925208
5,2.9,2.2,0.7,7,0.2,95.3586279928
5,2.9,2.2,0.7,7,0.2,95.1492456768
5,2.9,2.2,0.7,7,0.2,94.6758329124
5,2.9,2.2,0.7,7,0.4,92.9573967466
5,2.9,2.2,0.7,7,0.4,96.3284483287
5,2.9,2.2,0.7,7,0.4,93.3108777448
5,2.9,2.2,0.7,7,0.4,94.7877446273
5,2.9,2.2,0.7,7,0.4,93.1751627179
5,2.9,2.4,0.5,7,0.2,95.8392394204
5,2.9,2.4,0.5,7,0.2,92.7562091978
5,2.9,2.4,0.5,7,0.2,92.5433580246
5,2.9,2.4,0.5,7,0.2,96.3113126497
5,2.9,2.4,0.5,7,0.2,94.4119077644
5,2.9,2.4,0.5,7,0.4,95.3263365593
5,2.9,2.4,0.5,7,0.4,94.2004393099
5,2.9,2.4,0.5,7,0.4,100.8644326
5,2.9,2.4,0.5,7,0.4,99.6643584446
5,2.9,2.4,0.5,7,0.4,94.2459320045
5,2.9,2.4,0.7,7,0.2,96.1472715815
5,2.9,2.4,0.7,7,0.2,95.336105516
5,2.9,2.4,0.7,7,0.2,95.2311822917
5,2.9,2.4,0.7,7,0.2,94.3134241494
5,2.9,2.4,0.7,7,0.2,89.6949694368
5,2.9,2.4,0.7,7,0.4,94.5270828585
5,2.9,2.4,0.7,7,0.4,93.2394194756
5,2.9,2.4,0.7,7,0.4,90.2412430307
5,2.9,2.4,0.7,7,0.4,95.6551907227
5,2.9,2.4,0.7,7,0.4,93.0758512178
10,2.7,2.2,0.5,7,0.2,81.7074023223
10,2.7,2.2,0.5,7,0.2,85.1404826291
10,2.7,2.2,0.5,7,0.2,80.7743891137
10,2.7,2.2,0.5,7,0.2,81.6192303119
10,2.7,2.2,0.5,7,0.2,77.1320223813
10,2.7,2.2,0.5,7,0.4,79.791154068
10,2.7,2.2,0.5,7,0.4,82.1017269414
10,2.7,2.2,0.5,7,0.4,79.4576402629
10,2.7,2.2,0.5,7,0.4,73.9606358811
10,2.7,2.2,0.5,7,0.4,72.8416150477
10,2.7,2.2,0.7,7,0.2,82.9997023573
10,2.7,2.2,0.7,7,0.2,76.4066750424
10,2.7,2.2,0.7,7,0.2,76.0437785143
10,2.7,2.2,0.7,7,0.2,80.0136416015
10,2.7,2.2,0.7,7,0.2,83.3558533595
10,2.7,2.2,0.7,7,0.4,87.0441377888
10,2.7,2.2,0.7,7,0.4,75.8329249678
10,2.7,2.2,0.7,7,0.4,79.6647606904
10,2.7,2.2,0.7,7,0.4,78.001951534
10,2.7,2.2,0.7,7,0.4,77.9164078798
10,2.7,2.4,0.5,7,0.2,77.0021188628
10,2.7,2.4,0.5,7,0.2,77.2492625719
10,2.7,2.4,0.5,7,0.2,78.4617798987
10,2.7,2.4,0.5,7,0.2,79.3246495857
10,2.7,2.4,0.5,7,0.2,77.0800692417
10,2.7,2.4,0.5,7,0.4,74.7266461702
10,2.7,2.4,0.5,7,0.4,76.7544415157
10,2.7,2.4,0.5,7,0.4,79.7990961788
10,2.7,2.4,0.5,7,0.4,78.8652437337
10,2.7,2.4,0.5,7,0.4,79.853843458
10,2.7,2.4,0.7,7,0.2,79.4300374524
10,2.7,2.4,0.7,7,0.2,76.7855391831
10,2.7,2.4,0.7,7,0.2,72.2443494191
10,2.7,2.4,0.7,7,0.2,76.651694492
10,2.7,2.4,0.7,7,0.2,75.5757116141
10,2.7,2.4,0.7,7,0.4,75.0323011778
10,2.7,2.4,0.7,7,0.4,73.8399504609
10,2.7,2.4,0.7,7,0.4,78.35460355
10,2.7,2.4,0.7,7,0.4,77.6348304082
10,2.7,2.4,0.7,7,0.4,79.6241720849
10,2.9,2.2,0.5,7,0.2,79.0178386637
10,2.9,2.2,0.5,7,0.2,78.8245078103
10,2.9,2.2,0.5,7,0.2,78.5044746605
10,2.9,2.2,0.5,7,0.2,76.1338585635
10,2.9,2.2,0.5,7,0.2,75.483453494
10,2.9,2.2,0.5,7,0.4,79.0989984498
10,2.9,2.2,0.5,7,0.4,75.628933805
10,2.9,2.2,0.5,7,0.4,80.3246974528
10,2.9,2.2,0.5,7,0.4,76.3196381129
10,2.9,2.2,0.5,7,0.4,81.7425952512
10,2.9,2.2,0.7,7,0.2,83.1819762274
10,2.9,2.2,0.7,7,0.2,78.3246744667
10,2.9,2.2,0.7,7,0.2,78.7862545508
10,2.9,2.2,0.7,7,0.2,81.8333129379
10,2.9,2.2,0.7,7,0.2,73.7401138606
10,2.9,2.2,0.7,7,0.4,82.0532397803
10,2.9,2.2,0.7,7,0.4,83.4263134957
10,2.9,2.2,0.7,7,0.4,74.2482335771
10,2.9,2.2,0.7,7,0.4,77.0974843693
10,2.9,2.2,0.7,7,0.4,77.9627087151
10,2.9,2.4,0.5,7,0.2,76.0679340077
10,2.9,2.4,0.5,7,0.2,76.3811319994
10,2.9,2.4,0.5,7,0.2,77.0740941595
10,2.9,2.4,0.5,7,0.2,76.809403404
10,2.9,2.4,0.5,7,0.2,75.2530209185
10,2.9,2.4,0.5,7,0.4,75.8819985327
10,2.9,2.4,0.5,7,0.4,77.0382914899
10,2.9,2.4,0.5,7,0.4,76.4400792037
