Noise,Beta,Window,T,PSNR
10,0.5,9,0.2,78.6805968429
10,0.5,9,0.2,77.5874947227
10,0.5,9,0.2,76.7473850752
10,0.5,9,0.2,75.2395119081
10,0.5,9,0.2,74.4796508849
10,0.5,9,0.4,74.8710393397
10,0.5,9,0.4,75.0260859491
10,0.5,9,0.4,76.8608961371
10,0.5,9,0.4,74.2332728943
10,0.5,9,0.4,73.259779719
10,0.5,9,0.6,76.26443431
10,0.5,9,0.6,75.4315898287
10,0.5,9,0.6,73.6263348563
10,0.5,9,0.6,75.2327050371
10,0.5,9,0.6,74.8821791095
10,0.5,9,0.8,73.9858520853
10,0.5,9,0.8,77.4295203223
10,0.5,9,0.8,75.6369318954
10,0.5,9,0.8,72.3205971667
10,0.5,9,0.8,71.8637434565
10,0.75,3,0.2,71.9206549234
10,0.75,3,0.2,71.3088489796
10,0.75,3,0.2,70.2282849869
10,0.75,3,0.2,72.5861134397
10,0.75,3,0.2,72.5829629294
10,0.75,3,0.4,73.9416314059
10,0.75,3,0.4,72.4397872652
10,0.75,3,0.4,69.0452953585
10,0.75,3,0.4,70.2099218447
10,0.75,3,0.4,71.5836794141
10,0.75,3,0.6,72.8486999715
10,0.75,3,0.6,68.4530962766
10,0.75,3,0.6,70.9906054266
10,0.75,3,0.6,73.1555177573
10,0.75,3,0.6,70.985831287
10,0.75,3,0.8,71.7425655036
10,0.75,3,0.8,69.5542189894
10,0.75,3,0.8,71.4160845128
10,0.75,3,0.8,72.3948704149
10,0.75,3,0.8,71.5830452098
10,0.75,5,0.2,69.9969207043
10,0.75,5,0.2,71.6434125636
10,0.75,5,0.2,73.9280499315
10,0.75,5,0.2,74.8979646235
10,0.75,5,0.2,76.1423495022
10,0.75,5,0.4,72.7699241906
10,0.75,5,0.4,75.8397695954
10,0.75,5,0.4,70.5687181121
10,0.75,5,0.4,74.1420111775
10,0.75,5,0.4,75.5756274749
10,0.75,5,0.6,74.6835800868
10,0.75,5,0.6,72.7603329741
10,0.75,5,0.6,76.1115972855
10,0.75,5,0.6,72.8018807595
10,0.75,5,0.6,75.9101753816
10,0.75,5,0.8,73.8593658222
10,0.75,5,0.8,73.4575960814
10,0.75,5,0.8,73.4125593514
10,0.75,5,0.8,75.3323590748
10,0.75,5,0.8,73.1032304018
10,0.75,7,0.2,72.9289020532
10,0.75,7,0.2,74.0794601511
10,0.75,7,0.2,76.7810177693
10,0.75,7,0.2,78.4029183689
10,0.75,7,0.2,75.1927906943
10,0.75,7,0.4,74.1454371444
10,0.75,7,0.4,74.7574200138
10,0.75,7,0.4,75.6628394956
10,0.75,7,0.4,72.9588584284
10,0.75,7,0.4,74.8669216785
10,0.75,7,0.6,71.5549224309
10,0.75,7,0.6,75.905062197
10,0.75,7,0.6,77.7276404962
10,0.75,7,0.6,72.2858767846
10,0.75,7,0.6,72.6890941561
10,0.75,7,0.8,76.650482794
10,0.75,7,0.8,79.3109804126
10,0.75,7,0.8,75.3015108277
10,0.75,7,0.8,72.2147893986
10,0.75,7,0.8,74.0575231961
10,0.75,9,0.2,76.5890094346
10,0.75,9,0.2,74.9826386885
10,0.75,9,0.2,73.6919421798
10,0.75,9,0.2,75.0267345344
10,0.75,9,0.2,77.6833460775
10,0.75,9,0.4,72.8702282101
10,0.75,9,0.4,75.8860879892
10,0.75,9,0.4,71.5834848682
10,0.75,9,0.4,79.2395848518
10,0.75,9,0.4,73.7000181199
10,0.75,9,0.6,72.3957587525
10,0.75,9,0.6,74.5841530978
10,0.75,9,0.6,73.5166517679
10,0.75,9,0.6,80.1747515903
10,0.75,9,0.6,73.9938298855
10,0.75,9,0.8,73.3414704514
10,0.75,9,0.8,75.8262285004
10,0.75,9,0.8,75.210597568
10,0.75,9,0.8,77.0675856856
10,0.75,9,0.8,75.565783782
10,1.0,3,0.2,70.4952182425
10,1.0,3,0.2,68.1350889047
10,1.0,3,0.2,69.2399644981
10,1.0,3,0.2,69.7574698042
10,1.0,3,0.2,69.8106861469
10,1.0,3,0.4,70.2027538864
10,1.0,3,0.4,72.2771874503
10,1.0,3,0.4,69.5133694086
10,1.0,3,0.4,67.266904084
10,1.0,3,0.4,71.4716165914
10,1.0,3,0.6,69.281083801
10,1.0,3,0.6,67.7974511996
10,1.0,3,0.6,72.1728386731
10,1.0,3,0.6,71.0068711437
10,1.0,3,0.6,71.4260999533
10,1.0,3,0.8,72.2737982814
10,1.0,3,0.8,71.4190792785
10,1.0,3,0.8,72.3961957381
10,1.0,3,0.8,69.4388218162
10,1.0,3,0.8,71.1855699141
10,1.0,5,0.2,72.4373986796
10,1.0,5,0.2,70.2569148696
10,1.0,5,0.2,72.7282365808
10,1.0,5,0.2,75.2228350413
10,1.0,5,0.2,73.0669613571
10,1.0,5,0.4,74.1587741288
10,1.0,5,0.4,70.6599704699
10,1.0,5,0.4,71.7300184023
10,1.0,5,0.4,70.9047955104
10,1.0,5,0.4,72.1092884866
10,1.0,5,0.6,73.5151772567
10,1.0,5,0.6,73.1142902291
10,1.0,5,0.6,73.0379100386
10,1.0,5,0.6,75.1433207105
10,1.0,5,0.6,68.9635615892
10,1.0,5,0.8,72.9673749232
10,1.0,5,0.8,76.363502726
10,1.0,5,0.8,71.98607683
10,1.0,5,0.8,74.4077680299
10,1.0,5,0.8,73.3636072894
10,1.0,7,0.2,73.413233345
10,1.0,7,0.2,68.8363165787
10,1.0,7,0.2,76.2992437202
10,1.0,7,0.2,74.4565060237
10,1.0,7,0.2,70.5209805355
10,1.0,7,0.4,74.6128872021
10,1.0,7,0.4,71.340061931
10,1.0,7,0.4,72.8613106652
10,1.0,7,0.4,69.4343635365
10,1.0,7,0.4,72.0482546571
10,1.0,7,0.6,72.7219577349
10,1.0,7,0.6,70.5019272803
10,1.0,7,0.6,71.0948800535
10,1.0,7,0.6,73.5288480985
10,1.0,7,0.6,74.8227861815
10,1.0,7,0.8,72.206425173
10,1.0,7,0.8,75.8699275734
10,1.0,7,0.8,73.7191130215
10,1.0,7,0.8,72.5970667206
10,1.0,7,0.8,73.1088392148
10,1.0,9,0.2,75.1775294345
10,1.0,9,0.2,77.2733942126
10,1.0,9,0.2,70.8339189742
10,1.0,9,0.2,73.6502360628
10,1.0,9,0.2,72.825277499
10,1.0,9,0.4,75.6350243844
10,1.0,9,0.4,81.2818646435
10,1.0,9,0.4,76.912811705
10,1.0,9,0.4,74.9844194029
10,1.0,9,0.4,73.2456676359
10,1.0,9,0.6,72.1715874872
10,1.0,9,0.6,70.0033199282
10,1.0,9,0.6,71.9410941891
10,1.0,9,0.6,74.6594980492
10,1.0,9,0.6,78.8691171137
10,1.0,9,0.8,74.9931771253
10,1.0,9,0.8,73.7958527879
10,1.0,9,0.8,73.8781510145
10,1.0,9,0.8,71.5293124324
10,1.0,9,0.8,75.6330495542
20,0.5,3,0.2,59.9192394905
20,0.5,3,0.2,58.3056609733
20,0.5,3,0.2,59.1530460104
20,0.5,3,0.2,60.0059315892
20,0.5,3,0.2,59.5053747394
20,0.5,3,0.4,57.8731982063
20,0.5,3,0.4,58.9863063445
20,0.5,3,0.4,58.9305808292
20,0.5,3,0.4,60.0507675543
20,0.5,3,0.4,58.5398213787
20,0.5,3,0.6,58.496448666
20,0.5,3,0.6,59.0342489547
20,0.5,3,0.6,55.5924754812
20,0.5,3,0.6,59.9372960082
20,0.5,3,0.6,59.0090833224
20,0.5,3,0.8,57.0103679622
20,0.5,3,0.8,56.6161215859
20,0.5,3,0.8,57.8139588758
20,0.5,3,0.8,55.1183288675
20,0.5,3,0.8,59.1471549802
20,0.5,5,0.2,64.8667537801
20,0.5,5,0.2,59.4432401288
20,0.5,5,0.2,59.9312529189
20,0.5,5,0.2,62.1007412893
20,0.5,5,0.2,59.8731047106
20,0.5,5,0.4,60.0940154872
20,0.5,5,0.4,62.113137397
20,0.5,5,0.4,60.31327056
20,0.5,5,0.4,61.8363220309
20,0.5,5,0.4,64.665209937
20,0.5,5,0.6,61.0839778336
20,0.5,5,0.6,61.1572615643
20,0.5,5,0.6,60.6107786437
20,0.5,5,0.6,60.9942245224
20,0.5,5,0.6,63.5698478632
20,0.5,5,0.8,61.0837206018
20,0.5,5,0.8,60.589046771
20,0.5,5,0.8,62.6987875469
20,0.5,5,0.8,62.5550527644
20,0.5,5,0.8,60.4620266237
20,0.5,7,0.2,62.6268810905
20,0.5,7,0.2,61.4910290598
20,0.5,7,0.2,64.2979715234
20,0.5,7,0.2,63.284400381
20,0.5,7,0.2,63.5829775301
20,0.5,7,0.4,62.4912390118
20,0.5,7,0.4,62.6165086209
20,0.5,7,0.4,59.9821426255
20,0.5,7,0.4,62.4076906565
20,0.5,7,0.4,64.550634065
20,0.5,7,0.6,64.1522271729
20,0.5,7,0.6,65.3297513723
20,0.5,7,0.6,61.0545505613
20,0.5,7,0.6,66.0698307965
20,0.5,7,0.6,63.0593063489
20,0.5,7,0.8,65.2684456297
20,0.5,7,0.8,64.3186172683
20,0.5,7,0.8,61.5205379003
20,0.5,7,0.8,62.7621255001
20,0.5,7,0.8,63.7080875075
20,0.5,9,0.2,62.7185924243
20,0.5,9,0.2,64.2981986198
20,0.5,9,0.2,63.5143016338
20,0.5,9,0.2,62.7580686332
20,0.5,9,0.2,64.5993964142
20,0.5,9,0.4,61.461350662
20,0.5,9,0.4,63.5368181496
20,0.5,9,0.4,63.7996098004
20,0.5,9,0.4,63.4036395455
20,0.5,9,0.4,63.9726876237
20,0.5,9,0.6,61.5302412221
20,0.5,9,0.6,66.4029722155
20,0.5,9,0.6,61.0360353643
20,0.5,9,0.6,61.9162918681
20,0.5,9,0.6,64.5344853896
20,0.5,9,0.8,62.8542728777
20,0.5,9,0.8,62.5728715535
20,0.5,9,0.8,62.549266865
20,0.5,9,0.8,63.5415258668
20,0.5,9,0.8,61.9538856657
20,0.75,3,0.2,61.1646314332
20,0.75,3,0.2,59.7004591738
20,0.75,3,0.2,60.4524866813
20,0.75,3,0.2,60.3548782276
20,0.75,3,0.2,59.5617216052
20,0.75,3,0.4,57.3578133192
20,0.75,3,0.4,57.0880901456
20,0.75,3,0.4,58.8915303466
20,0.75,3,0.4,59.3895991834
20,0.75,3,0.4,59.2272977896
20,0.75,3,0.6,56.6406684461
20,0.75,3,0.6,56.5481136628
20,0.75,3,0.6,59.3439779927
20,0.75,3,0.6,55.0173726969
20,0.75,3,0.6,58.1273046752
20,0.75,3,0.8,59.5095926523
20,0.75,3,0.8,54.3945177712
20,0.75,3,0.8,60.1511617544
20,0.75,3,0.8,59.2998985854
20,0.75,3,0.8,60.3948984796
20,0.75,5,0.2,64.5788461742
20,0.75,5,0.2,66.0946452899
20,0.75,5,0.2,62.9109139545
20,0.75,5,0.2,60.6291704435
20,0.75,5,0.2,59.6656690983
20,0.75,5,0.4,61.2532655864
20,0.75,5,0.4,60.8730107709
20,0.75,5,0.4,57.6627660699
20,0.75,5,0.4,64.2354648823
20,0.75,5,0.4,59.8503177787
20,0.75,5,0.6,62.5301144034
20,0.75,5,0.6,62.356308356
20,0.75,5,0.6,61.6332220085
20,0.75,5,0.6,61.8351602127
20,0.75,5,0.6,61.5863937002
20,0.75,5,0.8,61.1728229359
20,0.75,5,0.8,63.6452595244
20,0.75,5,0.8,64.0424137319
20,0.75,5,0.8,62.3291107254
20,0.75,5,0.8,59.1490598695
20,0.75,7,0.2,65.5153550106
20,0.75,7,0.2,61.3839885271
20,0.75,7,0.2,62.908872129
20,0.75,7,0.2,60.7614560297
20,0.75,7,0.2,63.1786445398
20,0.75,7,0.4,62.6744613221
20,0.75,7,0.4,62.5650001838
20,0.75,7,0.4,63.3298658621
20,0.75,7,0.4,62.1112422093
20,0.75,7,0.4,63.4135569894
20,0.75,7,0.6,66.6018108114
20,0.75,7,0.6,65.7914120188
20,0.75,7,0.6,64.2901491389
20,0.75,7,0.6,64.0811898463
20,0.75,7,0.6,69.2203760675
20,0.75,7,0.8,64.0780511093
20,0.75,7,0.8,63.3688689923
20,0.75,7,0.8,63.8295982995
20,0.75,7,0.8,66.1123038076
20,0.75,7,0.8,64.4356307362
20,0.75,9,0.2,64.7074815204
20,0.75,9,0.2,64.4320358923
20,0.75,9,0.2,65.5852261388
20,0.75,9,0.2,64.5860541394
20,0.75,9,0.2,64.4146390892
20,0.75,9,0.4,61.8829630656
20,0.75,9,0.4,67.1104389535
20,0.75,9,0.4,61.8203200879
20,0.75,9,0.4,66.818669473
20,0.75,9,0.4,63.8688271926
20,0.75,9,0.6,63.5012812144
20,0.75,9,0.6,68.1038086052
20,0.75,9,0.6,65.7856004862
20,0.75,9,0.6,64.4314811853
20,0.75,9,0.6,64.4889237088
20,0.75,9,0.8,63.4347274919
20,0.75,9,0.8,63.5929746006
20,0.75,9,0.8,65.6628567604
20,0.75,9,0.8,62.9264255972
20,0.75,9,0.8,62.0278446689
20,1.0,3,0.2,59.1494156491
20,1.0,3,0.2,60.0747925017
20,1.0,3,0.2,58.8713876588
20,1.0,3,0.2,58.5820285924
20,1.0,3,0.2,59.1038340171
20,1.0,3,0.4,60.6369320196
20,1.0,3,0.4,59.8319659485
20,1.0,3,0.4,56.7374457245
20,1.0,3,0.4,60.8622433183
20,1.0,3,0.4,60.0624502351
20,1.0,3,0.6,59.9393619335
20,1.0,3,0.6,58.831736213
20,1.0,3,0.6,59.0167680207
20,1.0,3,0.6,57.1889002262
20,1.0,3,0.6,56.4597921943
20,1.0,3,0.8,60.8745505644
20,1.0,3,0.8,59.6971577178
20,1.0,3,0.8,58.53141338
20,1.0,3,0.8,59.2052389849
20,1.0,3,0.8,56.2917211285
20,1.0,5,0.2,60.7594456083
20,1.0,5,0.2,61.1483003387
20,1.0,5,0.2,62.9368460799
20,1.0,5,0.2,60.8239880955
20,1.0,5,0.2,61.9828525592
20,1.0,5,0.4,61.4548685927
20,1.0,5,0.4,63.1199770198
20,1.0,5,0.4,61.434484329
20,1.0,5,0.4,62.2051875891
20,1.0,5,0.4,61.7716282126
20,1.0,5,0.6,57.7437779018
20,1.0,5,0.6,62.193347574
20,1.0,5,0.6,60.3751181613
20,1.0,5,0.6,62.2486031362
20,1.0,5,0.6,62.2244781461
20,1.0,5,0.8,62.051240546
20,1.0,5,0.8,62.2694489143
20,1.0,5,0.8,61.2491343192
20,1.0,5,0.8,61.9707180187
20,1.0,5,0.8,61.2219049823
20,1.0,7,0.2,61.6492666439
20,1.0,7,0.2,66.1555613777
20,1.0,7,0.2,62.9854783353
20,1.0,7,0.2,62.7393207044
20,1.0,7,0.2,56.6892943859
20,1.0,7,0.4,62.1016935443
20,1.0,7,0.4,63.7105570972
20,1.0,7,0.4,61.473786833
20,1.0,7,0.4,65.7817703515
20,1.0,7,0.4,58.8491975394
20,1.0,7,0.6,59.2013595218
20,1.0,7,0.6,65.5240039679
20,1.0,7,0.6,60.1680976123
20,1.0,7,0.6,57.6916676609
20,1.0,7,0.6,62.751081051
20,1.0,7,0.8,61.610217045
20,1.0,7,0.8,62.9618614707
20,1.0,7,0.8,62.9074619356
20,1.0,7,0.8,63.2211450189
20,1.0,7,0.8,63.558373877
20,1.0,9,0.2,63.62728759
20,1.0,9,0.2,60.1967567641
20,1.0,9,0.2,64.7208937202
20,1.0,9,0.2,58.6266418092
20,1.0,9,0.2,61.1373580484
20,1.0,9,0.4,62.0460963677
20,1.0,9,0.4,64.6351693358
20,1.0,9,0.4,63.9284591461
20,1.0,9,0.4,61.3140954213
20,1.0,9,0.4,61.4966722825
20,1.0,9,0.6,61.3845928517
20,1.0,9,0.6,66.2464525696
20,1.0,9,0.6,65.8323388606
20,1.0,9,0.6,64.6685750638
20,1.0,9,0.6,63.7823644596
20,1.0,9,0.8,66.3015059137
20,1.0,9,0.8,59.9597310162
20,1.0,9,0.8,62.7718733647
20,1.0,9,0.8,63.5152006671
20,1.0,9,0.8,59.8754697555
30,0.5,3,0.2,50.8085590277
30,0.5,3,0.2,50.3095008088
30,0.5,3,0.2,48.4490715667
30,0.5,3,0.2,52.3988546274
30,0.5,3,0.2,52.5959963418
30,0.5,3,0.4,52.0794698465
30,0.5,3,0.4,50.1034633642
30,0.5,3,0.4,51.5491390532
30,0.5,3,0.4,50.7040886039
30,0.5,3,0.4,48.0521424368
30,0.5,3,0.6,53.1709708819
30,0.5,3,0.6,50.7679096683
30,0.5,3,0.6,52.1290882907
30,0.5,3,0.6,49.9971037976
30,0.5,3,0.6,48.2913753723
30,0.5,3,0.8,50.293580813
30,0.5,3,0.8,50.5287303256
30,0.5,3,0.8,52.247597596
30,0.5,3,0.8,49.36223846
30,0.5,3,0.8,53.0462062621
30,0.5,5,0.2,54.0002222143
30,0.5,5,0.2,54.0517990873
30,0.5,5,0.2,53.8067007888
30,0.5,5,0.2,52.4655128068
30,0.5,5,0.2,54.302388752
30,0.5,5,0.4,56.9625552734
30,0.5,5,0.4,57.1560239513
30,0.5,5,0.4,54.8008214936
30,0.5,5,0.4,49.3691846574
30,0.5,5,0.4,52.2056977203
30,0.5,5,0.6,53.9313495942
30,0.5,5,0.6,51.275554947
30,0.5,5,0.6,53.4695244995
30,0.5,5,0.6,52.8742011982
30,0.5,5,0.6,56.3197915069
30,0.5,5,0.8,50.7064769462
30,0.5,5,0.8,53.1390773408
30,0.5,5,0.8,53.5902272932
30,0.5,5,0.8,53.22969218
30,0.5,5,0.8,57.1923314128
30,0.5,7,0.2,56.9787177238
30,0.5,7,0.2,54.643849084
30,0.5,7,0.2,54.1624378179
30,0.5,7,0.2,52.696839632
30,0.5,7,0.2,56.1138944007
30,0.5,7,0.4,58.1421315634
30,0.5,7,0.4,59.8295428082
30,0.5,7,0.4,51.3938655394
30,0.5,7,0.4,55.9197122174
30,0.5,7,0.4,57.9437159065
30,0.5,7,0.6,57.6504019671
30,0.5,7,0.6,55.278051619
30,0.5,7,0.6,56.9405332019
30,0.5,7,0.6,55.5343766463
30,0.5,7,0.6,55.216821858
30,0.5,7,0.8,56.9677860352
30,0.5,7,0.8,57.4279817859
30,0.5,7,0.8,59.1836700454
30,0.5,7,0.8,58.1924608067
30,0.5,7,0.8,54.8403082029
30,0.5,9,0.2,58.1113056454
30,0.5,9,0.2,58.9199490223
30,0.5,9,0.2,56.6695784042
30,0.5,9,0.2,60.0112468546
30,0.5,9,0.2,56.5513055253
30,0.5,9,0.4,58.2554543312
30,0.5,9,0.4,59.1819793393
30,0.5,9,0.4,59.1999187792
30,0.5,9,0.4,55.909987624
30,0.5,9,0.4,55.9250335856
30,0.5,9,0.6,58.173885681
30,0.5,9,0.6,55.1755526232
30,0.5,9,0.6,57.4030330672
30,0.5,9,0.6,59.465223857
30,0.5,9,0.6,55.907386065
30,0.5,9,0.8,55.6736443358
30,0.5,9,0.8,55.4198033997
30,0.5,9,0.8,58.3826106841
30,0.5,9,0.8,58.3215705126
30,0.5,9,0.8,60.38743284
30,0.75,3,0.2,52.2241403211
30,0.75,3,0.2,50.6886589756
30,0.75,3,0.2,50.3164556043
30,0.75,3,0.2,51.493579494
30,0.75,3,0.2,50.8375147472
30,0.75,3,0.4,51.2308731011
30,0.75,3,0.4,49.0213146823
30,0.75,3,0.4,52.9689988531
30,0.75,3,0.4,51.7015461507
30,0.75,3,0.4,50.9414560552
30,0.75,3,0.6,51.6955955648
30,0.75,3,0.6,49.9383321025
30,0.75,3,0.6,49.6002037342
30,0.75,3,0.6,52.5423047895
30,0.75,3,0.6,50.2714441149
30,0.75,3,0.8,50.6158631944
30,0.75,3,0.8,47.5014677089
30,0.75,3,0.8,53.9203477962
30,0.75,3,0.8,48.9579977343
30,0.75,3,0.8,52.1023939741
30,0.75,5,0.2,51.3888569368
30,0.75,5,0.2,55.9941885545
30,0.75,5,0.2,50.9513740635
30,0.75,5,0.2,55.2643389717
30,0.75,5,0.2,54.9177478588
30,0.75,5,0.4,57.0206564417
30,0.75,5,0.4,52.6049898306
30,0.75,5,0.4,56.8664438084
30,0.75,5,0.4,52.7200715251
30,0.75,5,0.4,53.9967917728
30,0.75,5,0.6,51.6710949332
30,0.75,5,0.6,51.6187472365
30,0.75,5,0.6,52.8141503012
30,0.75,5,0.6,56.2984266452
30,0.75,5,0.6,56.9775315209
30,0.75,5,0.8,57.8633813764
30,0.75,5,0.8,54.3393755648
30,0.75,5,0.8,57.2257465617
30,0.75,5,0.8,56.9146806146
30,0.75,5,0.8,54.6834814994
30,0.75,7,0.2,54.2394507972
30,0.75,7,0.2,48.9474991879
30,0.75,7,0.2,49.8874153033
30,0.75,7,0.2,57.7085308824
30,0.75,7,0.2,52.5881845577
30,0.75,7,0.4,52.9039886344
30,0.75,7,0.4,57.5835637818
30,0.75,7,0.4,53.5187371122
30,0.75,7,0.4,55.9391216212
30,0.75,7,0.4,56.540440314
30,0.75,7,0.6,57.7907569303
30,0.75,7,0.6,47.8968002906
30,0.75,7,0.6,52.59172826
30,0.75,7,0.6,56.1320566678
30,0.75,7,0.6,56.5077724783
30,0.75,7,0.8,54.7814931127
30,0.75,7,0.8,56.7177476463
30,0.75,7,0.8,56.4369558928
30,0.75,7,0.8,58.036088209
30,0.75,7,0.8,53.9048655993
30,0.75,9,0.2,55.2485140009
30,0.75,9,0.2,58.1765005621
30,0.75,9,0.2,56.9729742405
30,0.75,9,0.2,58.0297136952
30,0.75,9,0.2,51.7563899624
30,0.75,9,0.4,56.2976995826
30,0.75,9,0.4,50.8457647238
30,0.75,9,0.4,53.2677734454
30,0.75,9,0.4,59.1791703507
30,0.75,9,0.4,55.7817188461
30,0.75,9,0.6,54.0618883323
30,0.75,9,0.6,54.0198907236
30,0.75,9,0.6,54.5518401527
30,0.75,9,0.6,59.1712117897
30,0.75,9,0.6,56.8904832302
30,0.75,9,0.8,53.9478837456
30,0.75,9,0.8,52.4496805124
30,0.75,9,0.8,58.217247468
30,0.75,9,0.8,59.7592268719
30,0.75,9,0.8,51.4119619115
30,1.0,3,0.2,53.442141946
30,1.0,3,0.2,49.8837088919
30,1.0,3,0.2,52.8432057833
30,1.0,3,0.2,52.6138307233
30,1.0,3,0.2,46.4408278885
30,1.0,3,0.4,47.3281534775
30,1.0,3,0.4,51.3648605253
30,1.0,3,0.4,47.1686789159
30,1.0,3,0.4,54.5881875626
30,1.0,3,0.4,51.3485664101
30,1.0,3,0.6,47.3026326241
30,1.0,3,0.6,49.9206899433
30,1.0,3,0.6,52.6641964246
30,1.0,3,0.6,50.1834404047
30,1.0,3,0.6,52.3331347705
30,1.0,3,0.8,49.5288799803
30,1.0,3,0.8,52.8236594742
30,1.0,3,0.8,48.7679157461
30,1.0,3,0.8,54.1225915211
30,1.0,3,0.8,52.6591483356
30,1.0,5,0.2,53.7271795766
30,1.0,5,0.2,57.1322709349
30,1.0,5,0.2,54.0943575886
30,1.0,5,0.2,55.5956482901
30,1.0,5,0.2,52.8755700448
30,1.0,5,0.4,50.1517021798
30,1.0,5,0.4,56.6090710056
30,1.0,5,0.4,53.2174446777
30,1.0,5,0.4,53.4131567305
30,1.0,5,0.4,53.7157977197
30,1.0,5,0.6,54.1287293774
30,1.0,5,0.6,50.0063711545
30,1.0,5,0.6,52.6927857434
30,1.0,5,0.6,52.4800639098
30,1.0,5,0.6,56.8843372096
30,1.0,5,0.8,51.4164795957
30,1.0,5,0.8,55.4315480381
30,1.0,5,0.8,47.960772285
30,1.0,5,0.8,54.7518335901
30,1.0,5,0.8,54.071905033
30,1.0,7,0.2,53.8182724382
30,1.0,7,0.2,56.9288302433
30,1.0,7,0.2,56.3350542541
30,1.0,7,0.2,52.0153137898
30,1.0,7,0.2,54.5257336407
30,1.0,7,0.4,57.1291047225
30,1.0,7,0.4,54.5237442507
30,1.0,7,0.4,50.9031444648
30,1.0,7,0.4,56.8219300397
30,1.0,7,0.4,50.274424818
30,1.0,7,0.6,49.5587020481
30,1.0,7,0.6,50.2903187176
30,1.0,7,0.6,56.1875294789
30,1.0,7,0.6,53.4322837877
30,1.0,7,0.6,51.3451394694
30,1.0,7,0.8,51.2454718888
30,1.0,7,0.8,53.7308935031
30,1.0,7,0.8,51.4460469644
30,1.0,7,0.8,52.568575555
30,1.0,7,0.8,54.3294995396
30,1.0,9,0.2,53.8078686862
30,1.0,9,0.2,51.5466331153
30,1.0,9,0.2,61.2070563859
30,1.0,9,0.2,52.798043403
30,1.0,9,0.2,58.9851354523
30,1.0,9,0.4,50.4935072827
30,1.0,9,0.4,55.6114287944
30,1.0,9,0.4,56.7574894445
30,1.0,9,0.4,57.5175881126
30,1.0,9,0.4,51.4430575727
30,1.0,9,0.6,57.8038112379
30,1.0,9,0.6,53.9864380225
30,1.0,9,0.6,51.6606400425
30,1.0,9,0.6,49.5695135734
30,1.0,9,0.6,53.9693712826
30,1.0,9,0.8,52.5627046265
30,1.0,9,0.8,57.8255626948
30,1.0,9,0.8,54.0551400542
30,1.0,9,0.8,54.1950197643
30,1.0,9,0.8,52.6623316814
10,0.5,3,0.05,68.884935415
10,0.5,3,0.05,65.1466375717
10,0.5,3,0.05,68.1055116933
10,0.5,3,0.05,65.9498877682
10,0.5,3,0.05,67.8888842332
10,0.5,3,0.1,70.2613123779
10,0.5,3,0.1,70.1806936727
10,0.5,3,0.1,71.3872238688
10,0.5,3,0.1,70.4579213025
10,0.5,3,0.1,70.3030358979
10,0.5,3,0.15,69.7283256028
10,0.5,3,0.15,71.9638897103
10,0.5,3,0.15,71.4867888197
10,0.5,3,0.15,69.5129697152
10,0.5,3,0.15,71.0956303795
10,0.5,3,0.25,71.3750740167
10,0.5,3,0.25,70.9144190929
10,0.5,3,0.25,71.8915831207
