Noise,Beta,Window,T,PSNR
10,0.5,3,0.75,68.8747756105
10,0.5,5,0.25,71.8644253591
10,0.5,5,0.25,73.5758197954
10,0.5,5,0.25,73.5641974094
10,0.5,5,0.25,70.982412944
10,0.5,5,0.25,72.7961178527
10,0.5,5,0.5,72.2044051777
10,0.5,5,0.5,74.5827428785
10,0.5,5,0.5,69.7192531379
10,0.5,5,0.5,71.870170958
10,0.5,5,0.5,71.0959078076
10,0.5,5,0.75,71.5744029745
10,0.5,5,0.75,74.2537346684
10,0.5,5,0.75,68.0990881132
10,0.5,5,0.75,73.4757439407
10,0.5,5,0.75,72.8332039164
10,0.5,7,0.25,74.5598719814
10,0.5,7,0.25,75.0563068434
10,0.5,7,0.25,71.3522175636
10,0.5,7,0.25,72.9759237079
10,0.5,7,0.25,71.9014135433
10,0.5,7,0.5,75.6211411734
10,0.5,7,0.5,73.2603564558
10,0.5,7,0.5,73.2051554754
10,0.5,7,0.5,76.1744972138
10,0.5,7,0.5,80.8772174019
10,0.5,7,0.75,72.0505206225
10,0.5,7,0.75,68.4792365599
10,0.5,7,0.75,76.2683276828
10,0.5,7,0.75,73.7123898759
10,0.5,7,0.75,70.953629327
10,0.5,9,0.25,72.8524422771
10,0.5,9,0.25,77.1203246902
10,0.5,9,0.25,73.1031544205
10,0.5,9,0.25,73.0065127791
10,0.5,9,0.25,74.3744357481
10,0.5,9,0.5,73.9990796271
10,0.5,9,0.5,72.3948051945
10,0.5,9,0.5,69.1664564081
10,0.5,9,0.5,70.2988795184
10,0.5,9,0.5,71.5874356231
10,0.5,9,0.75,76.3671994603
10,0.5,9,0.75,73.4355956939
10,0.5,9,0.75,73.7239832872
10,0.5,9,0.75,74.5536550262
10,0.5,9,0.75,70.1878105938
10,0.75,3,0.25,68.8846192567
10,0.75,3,0.25,70.4460046224
10,0.75,3,0.25,71.10718194
10,0.75,3,0.25,67.6821930938
10,0.75,3,0.25,70.0352453141
10,0.75,3,0.5,68.1872922093
10,0.75,3,0.5,68.3644300427
10,0.75,3,0.5,68.5510996011
10,0.75,3,0.5,69.7733907612
10,0.75,3,0.5,69.4671057346
10,0.75,3,0.75,70.3340343618
10,0.75,3,0.75,66.9012153822
10,0.75,3,0.75,73.7327484087
10,0.75,3,0.75,67.6814761233
10,0.75,3,0.75,67.5024556215
10,0.75,5,0.25,71.7508697383
10,0.75,5,0.25,65.6511809003
10,0.75,5,0.25,73.5220452097
10,0.75,5,0.25,72.7807022922
10,0.75,5,0.25,68.7811442227
10,0.75,5,0.5,73.3169811061
10,0.75,5,0.5,73.1306245526
10,0.75,5,0.5,73.3031216662
10,0.75,5,0.5,69.1603515338
10,0.75,5,0.5,73.3690382322
10,0.75,5,0.75,69.9322768743
10,0.75,5,0.75,65.2171451341
10,0.75,5,0.75,72.0081314164
10,0.75,5,0.75,72.7887478784
10,0.75,5,0.75,67.5871796416
10,0.75,7,0.25,67.727124585
10,0.75,7,0.25,72.4559670326
10,0.75,7,0.25,74.0709557302
10,0.75,7,0.25,72.5703133062
10,0.75,7,0.25,72.7072827027
10,0.75,7,0.5,65.4937031661
10,0.75,7,0.5,66.1919084031
10,0.75,7,0.5,71.4222213294
10,0.75,7,0.5,70.889047997
10,0.75,7,0.5,69.095641691
10,0.75,7,0.75,71.1852339711
10,0.75,7,0.75,70.1456793356
10,0.75,7,0.75,68.5745670946
10,0.75,7,0.75,69.818496843
10,0.75,7,0.75,72.3513686902
10,0.75,9,0.25,69.3704849782
10,0.75,9,0.25,70.5301237067
10,0.75,9,0.25,68.453047309
10,0.75,9,0.25,66.8224353617
10,0.75,9,0.25,73.2365232636
10,0.75,9,0.5,71.670727631
10,0.75,9,0.5,62.8933461948
10,0.75,9,0.5,71.3533306116
10,0.75,9,0.5,63.9228305806
10,0.75,9,0.5,74.5271364789
10,0.75,9,0.75,64.9967549481
10,0.75,9,0.75,67.2905054816
10,0.75,9,0.75,68.675443388
10,0.75,9,0.75,64.793593073
10,0.75,9,0.75,65.3642306372
10,1.0,3,0.25,67.6340208794
10,1.0,3,0.25,66.0862013283
10,1.0,3,0.25,68.5564532377
10,1.0,3,0.25,69.7663340077
10,1.0,3,0.25,66.7758981169
10,1.0,3,0.5,71.1470866704
10,1.0,3,0.5,64.7460634324
10,1.0,3,0.5,70.2115183312
10,1.0,3,0.5,65.2221069272
10,1.0,3,0.5,67.2331405206
10,1.0,3,0.75,68.7732029721
10,1.0,3,0.75,68.7999564658
10,1.0,3,0.75,71.5866817801
10,1.0,3,0.75,68.2281568478
10,1.0,3,0.75,67.578177868
10,1.0,5,0.25,68.8845688439
10,1.0,5,0.25,71.1506291861
10,1.0,5,0.25,66.1468847416
10,1.0,5,0.25,74.3611707621
10,1.0,5,0.25,67.3409000547
10,1.0,5,0.5,70.4550867049
10,1.0,5,0.5,72.4649236272
10,1.0,5,0.5,65.1741898922
10,1.0,5,0.5,68.4072161035
10,1.0,5,0.5,67.6671149538
10,1.0,5,0.75,67.1724047584
10,1.0,5,0.75,67.4990672123
10,1.0,5,0.75,70.3742996199
10,1.0,5,0.75,65.3610961954
10,1.0,5,0.75,70.9213543059
10,1.0,7,0.25,70.2370023853
10,1.0,7,0.25,61.7691986776
10,1.0,7,0.25,64.6144569742
10,1.0,7,0.25,62.886313294
10,1.0,7,0.25,64.2556347056
10,1.0,7,0.5,67.1824111195
10,1.0,7,0.5,67.2545590287
10,1.0,7,0.5,67.3084837819
10,1.0,7,0.5,66.332526232
10,1.0,7,0.5,68.5537644445
10,1.0,7,0.75,65.1924323999
10,1.0,7,0.75,66.6702293218
10,1.0,7,0.75,67.8322023001
10,1.0,7,0.75,62.7012984521
10,1.0,7,0.75,64.7593092149
10,1.0,9,0.25,66.1418655297
10,1.0,9,0.25,65.8674079635
10,1.0,9,0.25,63.2879998847
10,1.0,9,0.25,63.6856203434
10,1.0,9,0.25,60.7439501899
10,1.0,9,0.5,67.4589639242
10,1.0,9,0.5,62.1183528353
10,1.0,9,0.5,69.4007209524
10,1.0,9,0.5,60.1394253221
10,1.0,9,0.5,64.963089632
10,1.0,9,0.75,62.9771509237
10,1.0,9,0.75,59.3476265364
10,1.0,9,0.75,68.4125146609
10,1.0,9,0.75,62.1147333347
10,1.0,9,0.75,64.1572695501
20,0.5,3,0.25,55.1757305606
20,0.5,3,0.25,60.5813796508
20,0.5,3,0.25,56.3850398725
20,0.5,3,0.25,57.5980596884
20,0.5,3,0.25,57.402485996
20,0.5,3,0.5,60.7011327598
20,0.5,3,0.5,58.0903993401
20,0.5,3,0.5,58.2087945508
20,0.5,3,0.5,56.5521882981
20,0.5,3,0.5,53.6327939322
20,0.5,3,0.75,53.5501585348
20,0.5,3,0.75,51.9542196685
20,0.5,3,0.75,57.0073833617
20,0.5,3,0.75,57.4669907306
20,0.5,3,0.75,56.230628684
20,0.5,5,0.25,57.0939167644
20,0.5,5,0.25,58.4821741578
20,0.5,5,0.25,60.5052140514
20,0.5,5,0.25,59.0697280455
20,0.5,5,0.25,55.5961418946
20,0.5,5,0.5,56.8072849835
20,0.5,5,0.5,55.8465969304
20,0.5,5,0.5,59.4996984477
20,0.5,5,0.5,53.3351626563
20,0.5,5,0.5,58.5952338955
20,0.5,5,0.75,58.9445052847
20,0.5,5,0.75,56.9351608083
20,0.5,5,0.75,62.1425876236
20,0.5,5,0.75,57.9961553183
20,0.5,5,0.75,59.7402258227
20,0.5,7,0.25,56.7734996827
20,0.5,7,0.25,57.4827899256
20,0.5,7,0.25,55.938709546
20,0.5,7,0.25,58.6798300624
20,0.5,7,0.25,57.5788815527
20,0.5,7,0.5,55.3829387974
20,0.5,7,0.5,58.8466803232
20,0.5,7,0.5,59.5054963271
20,0.5,7,0.5,64.4307490237
20,0.5,7,0.5,57.4137903453
20,0.5,7,0.75,63.5464689587
20,0.5,7,0.75,54.4544774935
20,0.5,7,0.75,56.493240323
20,0.5,7,0.75,57.3933677741
20,0.5,7,0.75,58.2106601384
20,0.5,9,0.25,59.5377251942
20,0.5,9,0.25,61.8253419377
20,0.5,9,0.25,55.2207281725
20,0.5,9,0.25,58.4572051946
20,0.5,9,0.25,61.9652441893
20,0.5,9,0.5,59.2520048595
20,0.5,9,0.5,58.6307677577
20,0.5,9,0.5,57.0075031679
20,0.5,9,0.5,56.0404619834
20,0.5,9,0.5,58.1768793517
20,0.5,9,0.75,59.1157259342
20,0.5,9,0.75,61.1151091147
20,0.5,9,0.75,58.8378871373
20,0.5,9,0.75,57.4418545163
20,0.5,9,0.75,59.5258252467
20,0.75,3,0.25,52.8981596106
20,0.75,3,0.25,57.3980601471
20,0.75,3,0.25,61.7354952161
20,0.75,3,0.25,55.2020613887
20,0.75,3,0.25,56.148423374
20,0.75,3,0.5,57.1016863147
20,0.75,3,0.5,54.8827517545
20,0.75,3,0.5,54.1710497909
20,0.75,3,0.5,53.8212280408
20,0.75,3,0.5,54.7041341331
20,0.75,3,0.75,61.2534534441
20,0.75,3,0.75,54.7136138745
20,0.75,3,0.75,57.5462107384
20,0.75,3,0.75,62.0925031911
20,0.75,3,0.75,53.5104370505
20,0.75,5,0.25,56.6106192797
20,0.75,5,0.25,57.0124329372
20,0.75,5,0.25,56.1443740527
20,0.75,5,0.25,57.23920832
20,0.75,5,0.25,54.3608396876
20,0.75,5,0.5,60.5389034539
20,0.75,5,0.5,56.0232033487
20,0.75,5,0.5,55.0241361562
20,0.75,5,0.5,54.8784928772
20,0.75,5,0.5,54.4900321918
20,0.75,5,0.75,60.9070762789
20,0.75,5,0.75,61.2694755822
20,0.75,5,0.75,56.9104740666
20,0.75,5,0.75,59.8656964026
20,0.75,5,0.75,59.0539081454
20,0.75,7,0.25,64.078880541
20,0.75,7,0.25,57.576477704
20,0.75,7,0.25,61.7480094259
20,0.75,7,0.25,55.2174693051
20,0.75,7,0.25,57.0339729877
20,0.75,7,0.5,56.6190994659
20,0.75,7,0.5,57.6517412536
20,0.75,7,0.5,55.3314306022
20,0.75,7,0.5,55.9900398266
20,0.75,7,0.5,60.9280078773
20,0.75,7,0.75,58.6541687772
20,0.75,7,0.75,54.4818266391
20,0.75,7,0.75,53.3307121076
20,0.75,7,0.75,54.1017307652
20,0.75,7,0.75,55.1882638828
20,0.75,9,0.25,54.6879182028
20,0.75,9,0.25,57.5751278662
20,0.75,9,0.25,52.9382907643
20,0.75,9,0.25,58.4769330016
20,0.75,9,0.25,58.3481937255
20,0.75,9,0.5,54.4667930447
20,0.75,9,0.5,57.7470230818
20,0.75,9,0.5,54.9845450022
20,0.75,9,0.5,57.1692168488
20,0.75,9,0.5,57.0083401518
20,0.75,9,0.75,54.4065560923
20,0.75,9,0.75,53.5865597972
20,0.75,9,0.75,55.8089952011
20,0.75,9,0.75,50.3106919115
20,0.75,9,0.75,54.905682103
20,1.0,3,0.25,54.1034707446
20,1.0,3,0.25,52.5680207249
20,1.0,3,0.25,53.5223167847
20,1.0,3,0.25,56.9731591008
20,1.0,3,0.25,52.8749183808
20,1.0,3,0.5,57.5788791047
20,1.0,3,0.5,61.0882822884
20,1.0,3,0.5,54.7270770348
20,1.0,3,0.5,55.4692709653
20,1.0,3,0.5,57.6822766784
20,1.0,3,0.75,55.3814030454
20,1.0,3,0.75,59.0300409329
20,1.0,3,0.75,57.8990337464
20,1.0,3,0.75,61.9257596611
20,1.0,3,0.75,55.1541761896
20,1.0,5,0.25,57.0344109136
20,1.0,5,0.25,58.3723064263
20,1.0,5,0.25,58.0716240911
20,1.0,5,0.25,55.8040667698
20,1.0,5,0.25,52.2601106686
20,1.0,5,0.5,54.2620679295
20,1.0,5,0.5,54.0536788709
20,1.0,5,0.5,54.4533390613
20,1.0,5,0.5,53.1232209122
20,1.0,5,0.5,55.2577636913
20,1.0,5,0.75,55.7678012737
20,1.0,5,0.75,54.0764869892
20,1.0,5,0.75,54.2839786783
20,1.0,5,0.75,56.3363468743
20,1.0,5,0.75,54.3606735536
20,1.0,7,0.25,54.5457298576
20,1.0,7,0.25,58.1674049973
20,1.0,7,0.25,51.3354004675
20,1.0,7,0.25,53.5781422865
20,1.0,7,0.25,52.6086694618
20,1.0,7,0.5,52.9923558395
20,1.0,7,0.5,58.0298661724
20,1.0,7,0.5,55.4522243373
20,1.0,7,0.5,54.8922548588
20,1.0,7,0.5,52.261532156
20,1.0,7,0.75,56.5266106998
20,1.0,7,0.75,55.9070341328
20,1.0,7,0.75,55.6253932179
20,1.0,7,0.75,54.2167894742
20,1.0,7,0.75,53.5871711778
20,1.0,9,0.25,52.4941658959
20,1.0,9,0.25,56.6535680787
20,1.0,9,0.25,59.8376270109
20,1.0,9,0.25,58.5307278073
20,1.0,9,0.25,55.4011127606
20,1.0,9,0.5,51.8142054407
20,1.0,9,0.5,53.1341927931
20,1.0,9,0.5,51.3586395187
20,1.0,9,0.5,55.0998379468
20,1.0,9,0.5,52.5950409455
20,1.0,9,0.75,49.8218985517
20,1.0,9,0.75,55.231816853
20,1.0,9,0.75,54.9877255938
20,1.0,9,0.75,53.7397127145
20,1.0,9,0.75,56.8745563088
30,0.5,3,0.25,51.1487141987
30,0.5,3,0.25,50.1232079619
30,0.5,3,0.25,52.8209482396
30,0.5,3,0.25,50.8645162626
30,0.5,3,0.25,50.7196013707
30,0.5,3,0.5,52.3469967808
30,0.5,3,0.5,48.036137609
30,0.5,3,0.5,48.5703678794
30,0.5,3,0.5,48.0056514493
30,0.5,3,0.5,49.4286576576
30,0.5,3,0.75,52.4713207301
30,0.5,3,0.75,48.9473561941
30,0.5,3,0.75,46.1524306293
30,0.5,3,0.75,50.0360132471
30,0.5,3,0.75,48.82143841
30,0.5,5,0.25,52.1709299394
30,0.5,5,0.25,53.2284954317
30,0.5,5,0.25,51.7306926957
30,0.5,5,0.25,53.3821622476
30,0.5,5,0.25,56.9414962807
30,0.5,5,0.5,52.8524329231
30,0.5,5,0.5,57.2661543735
30,0.5,5,0.5,50.86256951
30,0.5,5,0.5,52.377230505
30,0.5,5,0.5,53.8141244706
30,0.5,5,0.75,51.5832692704
30,0.5,5,0.75,52.4339099849
30,0.5,5,0.75,47.7928466596
30,0.5,5,0.75,50.0759995276
30,0.5,5,0.75,49.4361443122
30,0.5,7,0.25,51.0050102894
30,0.5,7,0.25,49.2542087094
30,0.5,7,0.25,51.5990430051
30,0.5,7,0.25,52.3636356125
30,0.5,7,0.25,51.3086328932
30,0.5,7,0.5,52.6031042247
30,0.5,7,0.5,55.7421404662
30,0.5,7,0.5,52.5210327903
30,0.5,7,0.5,48.6227443908
30,0.5,7,0.5,51.6026117445
30,0.5,7,0.75,50.5537042914
30,0.5,7,0.75,53.9266345331
30,0.5,7,0.75,54.1082052922
30,0.5,7,0.75,51.6331177704
30,0.5,7,0.75,52.4933759033
30,0.5,9,0.25,56.1750765829
30,0.5,9,0.25,52.3220104139
30,0.5,9,0.25,50.2092605446
30,0.5,9,0.25,52.6383390177
30,0.5,9,0.25,50.8567445399
30,0.5,9,0.5,57.8358314646
30,0.5,9,0.5,52.5763084471
30,0.5,9,0.5,52.2337854012
30,0.5,9,0.5,53.1086707638
30,0.5,9,0.5,49.6454582685
30,0.5,9,0.75,55.848692518
30,0.5,9,0.75,55.3027643014
30,0.5,9,0.75,53.7046810482
30,0.5,9,0.75,54.471330685
30,0.5,9,0.75,53.8213755109
30,0.75,3,0.25,51.5922352469
30,0.75,3,0.25,52.5905537379
30,0.75,3,0.25,51.0841472939
30,0.75,3,0.25,52.0818108609
30,0.75,3,0.25,49.1510616054
30,0.75,3,0.5,49.4112104546
30,0.75,3,0.5,51.9973627458
30,0.75,3,0.5,49.8858947837
30,0.75,3,0.5,48.5376326611
30,0.75,3,0.5,52.1471091102
30,0.75,3,0.75,48.779937151
30,0.75,3,0.75,51.8023257414
30,0.75,3,0.75,49.6428411072
30,0.75,3,0.75,51.1239243661
30,0.75,3,0.75,50.4813339993
30,0.75,5,0.25,51.5901959085
30,0.75,5,0.25,53.3984037731
30,0.75,5,0.25,51.5040763708
30,0.75,5,0.25,50.1776062624
30,0.75,5,0.25,53.7788409282
30,0.75,5,0.5,50.2603074729
30,0.75,5,0.5,51.7591896672
30,0.75,5,0.5,47.1443727079
30,0.75,5,0.5,51.3206489535
30,0.75,5,0.5,49.9430126039
30,0.75,5,0.75,50.5707221854
30,0.75,5,0.75,51.3874846909
30,0.75,5,0.75,50.4138748183
30,0.75,5,0.75,52.6310109387
30,0.75,5,0.75,53.814035171
30,0.75,7,0.25,50.4587623921
30,0.75,7,0.25,52.0959292171
30,0.75,7,0.25,54.4887582358
30,0.75,7,0.25,53.2372143961
30,0.75,7,0.25,51.5367958235
30,0.75,7,0.5,51.0332619158
30,0.75,7,0.5,51.6417921046
30,0.75,7,0.5,53.1529302807
30,0.75,7,0.5,52.2835952106
30,0.75,7,0.5,52.2290729859
30,0.75,7,0.75,52.3134142105
30,0.75,7,0.75,51.1496673195
30,0.75,7,0.75,51.0647894953
30,0.75,7,0.75,52.7006485813
30,0.75,7,0.75,56.5108503548
30,0.75,9,0.25,47.873566524
30,0.75,9,0.25,51.5828043142
30,0.75,9,0.25,52.5425586407
30,0.75,9,0.25,54.2301910634
30,0.75,9,0.25,53.0201177559
30,0.75,9,0.5,49.8990154678
30,0.75,9,0.5,52.6536305279
30,0.75,9,0.5,51.2652227817
30,0.75,9,0.5,51.6628235075
30,0.75,9,0.5,50.6289788575
30,0.75,9,0.75,52.7776337596
30,0.75,9,0.75,50.5209614295
30,0.75,9,0.75,51.4061007124
30,0.75,9,0.75,55.7403527105
30,0.75,9,0.75,51.5273128558
30,1.0,3,0.25,51.4247380669
30,1.0,3,0.25,52.3747072915
30,1.0,3,0.25,52.6060904962
30,1.0,3,0.25,52.2572585535
30,1.0,3,0.25,50.9302651103
30,1.0,3,0.5,54.0229166416
30,1.0,3,0.5,52.4500065953
30,1.0,3,0.5,50.5116921136
30,1.0,3,0.5,50.9435091345
30,1.0,3,0.5,52.4861058415
30,1.0,3,0.75,50.7330419517
30,1.0,3,0.75,50.2041161387
30,1.0,3,0.75,52.867722228
30,1.0,3,0.75,50.6753658497
30,1.0,3,0.75,53.2560021819
30,1.0,5,0.25,52.0158509154
30,1.0,5,0.25,50.845761604
30,1.0,5,0.25,52.3738607526
30,1.0,5,0.25,51.6685153496
30,1.0,5,0.25,51.1153750996
30,1.0,5,0.5,54.0641449433
30,1.0,5,0.5,52.2332837802
30,1.0,5,0.5,50.9915140131
30,1.0,5,0.5,48.6844592486
30,1.0,5,0.5,49.736632603
30,1.0,5,0.75,52.1556267465
30,1.0,5,0.75,49.9317032298
30,1.0,5,0.75,52.2101021882
30,1.0,5,0.75,51.6643739781
30,1.0,5,0.75,49.9055390842
30,1.0,7,0.25,50.7990935862
30,1.0,7,0.25,52.3639357746
30,1.0,7,0.25,54.0364092038
30,1.0,7,0.25,50.9305958407
30,1.0,7,0.25,50.8045849421
30,1.0,7,0.5,51.2969397702
30,1.0,7,0.5,50.2611638669
30,1.0,7,0.5,51.5590971542
30,1.0,7,0.5,49.8533977612
30,1.0,7,0.5,53.2176876081
30,1.0,7,0.75,53.0332511263
30,1.0,7,0.75,52.5637583745
30,1.0,7,0.75,52.8264025392
30,1.0,7,0.75,52.6713844529
30,1.0,7,0.75,49.4636178876
30,1.0,9,0.25,50.9283869471
30,1.0,9,0.25,51.9144171086
30,1.0,9,0.25,51.4239602381
30,1.0,9,0.25,50.930814003
30,1.0,9,0.25,50.4701408544
30,1.0,9,0.5,50.0806819959
30,1.0,9,0.5,49.5457983013
30,1.0,9,0.5,50.8369314709
30,1.0,9,0.5,51.854053707
30,1.0,9,0.5,50.7754166588
30,1.0,9,0.75,50.4201734772
30,1.0,9,0.75,50.7402921657
30,1.0,9,0.75,50.1961134438
30,1.0,9,0.75,49.6371849193
30,1.0,9,0.75,49.7362260621
10,0.65,3,0.25,69.9901199128
10,0.65,3,0.25,69.1186757753
10,0.65,3,0.25,71.1967698454
10,0.65,3,0.25,71.6353884698
10,0.65,3,0.25,70.5544042356
10,0.65,3,0.5,72.7574967295
10,0.65,3,0.5,68.6123858276
10,0.65,3,0.5,71.6574094087
10,0.65,3,0.5,71.1300261939
10,0.65,3,0.5,70.021052657
10,0.65,3,0.75,70.9086246291
10,0.65,3,0.75,68.1589248219
10,0.65,3,0.75,70.5640371211
10,0.65,3,0.75,71.5856528965
10,0.65,3,0.75,70.6913843955
10,0.65,5,0.25,72.2659034847
10,0.65,5,0.25,77.1848290336
10,0.65,5,0.25,70.387547475
10,0.65,5,0.25,73.8861558182
10,0.65,5,0.25,74.1916786085
10,0.65,5,0.5,71.8223856637
10,0.65,5,0.5,71.2202129523
10,0.65,5,0.5,69.3702588034
10,0.65,5,0.5,69.3849576404
10,0.65,5,0.5,71.7102569938
10,0.65,5,0.75,72.3975837288
10,0.65,5,0.75,69.3529221392
10,0.65,5,0.75,65.0840029165
10,0.65,5,0.75,70.9125692405
10,0.65,5,0.75,71.2598570063
10,0.65,7,0.25,70.9649681062
10,0.65,7,0.25,71.6886746995
10,0.65,7,0.25,70.5865002696
10,0.65,7,0.25,72.8091062369
10,0.65,7,0.25,69.6526169018
10,0.65,7,0.5,70.0668326789
10,0.65,7,0.5,73.0206580682
10,0.65,7,0.5,70.4793788275
10,0.65,7,0.5,69.7989412524
10,0.65,7,0.5,72.5631290119
10,0.65,7,0.75,68.6201431939
10,0.65,7,0.75,69.467646166
10,0.65,7,0.75,68.7545204687
10,0.65,7,0.75,65.1737175152
10,0.65,7,0.75,71.5577014477
10,0.65,9,0.25,74.5235573252
10,0.65,9,0.25,73.8336098218
10,0.65,9,0.25,63.4446014871
10,0.65,9,0.25,69.8912097981
10,0.65,9,0.25,69.7465947098
10,0.65,9,0.5,71.9967989404
10,0.65,9,0.5,66.5756581438
10,0.65,9,0.5,69.7364658427
10,0.65,9,0.5,69.6279004941
10,0.65,9,0.5,73.0134209958
10,0.65,9,0.75,71.5158275097
10,0.65,9,0.75,74.0851891204
10,0.65,9,0.75,72.1467517817
10,0.65,9,0.75,71.2709725015
10,0.65,9,0.75,72.2008474956
10,0.85,3,0.25,68.9876192734
10,0.85,3,0.25,72.0364301791
10,0.85,3,0.25,72.3431357386
10,0.85,3,0.25,70.4251463661
10,0.85,3,0.25,66.5974981873
10,0.85,3,0.5,69.2673960674
10,0.85,3,0.5,71.7269806825
10,0.85,3,0.5,70.5058245883
10,0.85,3,0.5,72.0336550601
10,0.85,3,0.5,71.4675490638
10,0.85,3,0.75,75.0275352512
10,0.85,3,0.75,68.751943664
10,0.85,3,0.75,69.9772822295
10,0.85,3,0.75,68.5282542261
10,0.85,3,0.75,68.7558532046
10,0.85,5,0.25,64.1602102272
10,0.85,5,0.25,70.246989887
10,0.85,5,0.25,72.7093587496
10,0.85,5,0.25,70.0801575633
10,0.85,5,0.25,71.9129022584
10,0.85,5,0.5,66.9525751946
10,0.85,5,0.5,67.6633239626
10,0.85,5,0.5,68.6261279055
10,0.85,5,0.5,68.2789085505
10,0.85,5,0.5,69.7643882602
10,0.85,5,0.75,70.4168616536
10,0.85,5,0.75,71.36701341
10,0.85,5,0.75,69.278111649
10,0.85,5,0.75,71.550507654
10,0.85,5,0.75,69.8978899111
10,0.85,7,0.25,65.9325400717
10,0.85,7,0.25,69.0194819436
10,0.85,7,0.25,73.0835549231
10,0.85,7,0.25,67.6469228692
10,0.85,7,0.25,64.719668417
10,0.85,7,0.5,67.6824848623
10,0.85,7,0.5,68.7248572031
10,0.85,7,0.5,71.2136739511
10,0.85,7,0.5,69.0226941976
10,0.85,7,0.5,66.1963034507
10,0.85,7,0.75,69.8337656522
10,0.85,7,0.75,68.2708868376
10,0.85,7,0.75,68.7042801449
10,0.85,7,0.75,66.7795746021
10,0.85,7,0.75,69.7678916525
10,0.85,9,0.25,64.655543612
10,0.85,9,0.25,70.3271791591
10,0.85,9,0.25,68.0777061444
10,0.85,9,0.25,69.6781652308
10,0.85,9,0.25,66.6107630053
10,0.85,9,0.5,65.0593322133
10,0.85,9,0.5,69.1890199629
10,0.85,9,0.5,67.6441760476
10,0.85,9,0.5,64.385196084
10,0.85,9,0.5,65.9838604434
10,0.85,9,0.75,64.8546568591
10,0.85,9,0.75,66.7497462201
10,0.85,9,0.75,65.3314566264
10,0.85,9,0.75,65.6294032397
10,0.85,9,0.75,64.5171025188
20,0.65,3,0.25,55.1287200127
20,0.65,3,0.25,54.8545949567
20,0.65,3,0.25,58.3661586858
20,0.65,3,0.25,54.3234905531
20,0.65,3,0.25,57.4421022591
20,0.65,3,0.5,62.0933945617
20,0.65,3,0.5,57.6176783262
20,0.65,3,0.5,58.7677085215
20,0.65,3,0.5,55.134120334
20,0.65,3,0.5,53.0159910218
20,0.65,3,0.75,55.862048292
20,0.65,3,0.75,55.663674894
20,0.65,3,0.75,55.2751723885
20,0.65,3,0.75,57.1965110694
20,0.65,3,0.75,62.2648710292
20,0.65,5,0.25,55.7563462537
20,0.65,5,0.25,57.2731721465
20,0.65,5,0.25,57.9778052375
20,0.65,5,0.25,55.9242678308
20,0.65,5,0.25,57.3769705356
20,0.65,5,0.5,55.4185624888
20,0.65,5,0.5,59.4306169511
20,0.65,5,0.5,57.1094078758
20,0.65,5,0.5,56.9173478756
20,0.65,5,0.5,53.4378711708
20,0.65,5,0.75,64.2582477889
20,0.65,5,0.75,56.8372437263
20,0.65,5,0.75,56.3083808775
20,0.65,5,0.75,56.1784870884
20,0.65,5,0.75,54.9321952953
20,0.65,7,0.25,55.2580096097
20,0.65,7,0.25,56.9520043918
20,0.65,7,0.25,59.842594409
20,0.65,7,0.25,58.2232032518
20,0.65,7,0.25,58.4971151081
20,0.65,7,0.5,58.2882664345
20,0.65,7,0.5,60.4572800445
20,0.65,7,0.5,61.0045371262
20,0.65,7,0.5,56.117431531
20,0.65,7,0.5,58.1452782996
20,0.65,7,0.75,52.6713066952
20,0.65,7,0.75,57.5915287147
20,0.65,7,0.75,55.2867078432
20,0.65,7,0.75,56.2681526698
20,0.65,7,0.75,59.9404323758
20,0.65,9,0.25,58.6792892768
20,0.65,9,0.25,63.5038091897
20,0.65,9,0.25,55.1888507325
20,0.65,9,0.25,53.762168402
20,0.65,9,0.25,59.867458119
20,0.65,9,0.5,61.1650088961
20,0.65,9,0.5,54.3895618501
20,0.65,9,0.5,55.0279802057
20,0.65,9,0.5,54.1904369987
20,0.65,9,0.5,56.2432439504
20,0.65,9,0.75,57.9332942146
20,0.65,9,0.75,56.3593854369
20,0.65,9,0.75,56.7978370605
20,0.65,9,0.75,53.8338198461
20,0.65,9,0.75,53.436723232
20,0.85,3,0.25,57.0183197405
20,0.85,3,0.25,53.5924658003
20,0.85,3,0.25,60.3605795748
20,0.85,3,0.25,55.6849680958
20,0.85,3,0.25,54.8042051344
20,0.85,3,0.5,59.3007001041
20,0.85,3,0.5,56.0401674358
20,0.85,3,0.5,58.9794668753
20,0.85,3,0.5,56.0431118184
20,0.85,3,0.5,56.0001409909
20,0.85,3,0.75,56.9960349037
20,0.85,3,0.75,61.7942984188
20,0.85,3,0.75,56.4790597076
20,0.85,3,0.75,58.9709115583
20,0.85,3,0.75,56.8490460909
20,0.85,5,0.25,52.6631335517
20,0.85,5,0.25,58.7976636083
20,0.85,5,0.25,55.9420534005
20,0.85,5,0.25,57.1166777923
20,0.85,5,0.25,55.0839087379
20,0.85,5,0.5,52.9770724969
20,0.85,5,0.5,55.9904177685
20,0.85,5,0.5,56.5118292137
20,0.85,5,0.5,55.3771237912
20,0.85,5,0.5,57.7624447893
20,0.85,5,0.75,57.1724134834
20,0.85,5,0.75,54.3863478804
20,0.85,5,0.75,56.2520877206
20,0.85,5,0.75,54.1468619294
20,0.85,5,0.75,53.7500814694
20,0.85,7,0.25,56.7967248485
20,0.85,7,0.25,53.4653706766
20,0.85,7,0.25,58.700818597
