Noise,Beta,Window,T,PSNR
1,0.75,3,0.5,94.8602079969
1,0.75,3,0.5,94.8367530907
1,0.75,3,0.5,95.7300653503
1,0.75,3,0.5,95.2013224529
1,0.75,3,0.75,94.9799515595
1,0.75,3,0.75,95.0972066071
1,0.75,3,0.75,95.881540191
1,0.75,3,0.75,95.3632217976
1,0.75,3,0.75,95.4881305442
1,0.75,5,0.25,93.4158357394
1,0.75,5,0.25,94.8051456876
1,0.75,5,0.25,95.6835346227
1,0.75,5,0.25,95.1526151341
1,0.75,5,0.25,95.2087087327
1,0.75,5,0.5,94.9091043271
1,0.75,5,0.5,96.1348837567
1,0.75,5,0.5,94.9011089775
1,0.75,5,0.5,94.3200008039
1,0.75,5,0.5,95.3274885218
1,0.75,5,0.75,95.3173898497
1,0.75,5,0.75,95.1094911255
1,0.75,5,0.75,94.4884698809
1,0.75,5,0.75,96.1767195684
1,0.75,5,0.75,95.222002448
1,0.75,7,0.25,95.0234751867
1,0.75,7,0.25,93.97845447
1,0.75,7,0.25,93.8362079581
1,0.75,7,0.25,94.7797786824
1,0.75,7,0.25,94.6634089059
1,0.75,7,0.5,93.682716679
1,0.75,7,0.5,93.4785062004
1,0.75,7,0.5,93.6668751493
1,0.75,7,0.5,94.7481023395
1,0.75,7,0.5,94.8147095648
1,0.75,7,0.75,96.2633672455
1,0.75,7,0.75,94.6717893497
1,0.75,7,0.75,95.3510001605
1,0.75,7,0.75,94.2289483887
1,0.75,7,0.75,95.0075436311
1,0.75,9,0.25,93.7633002161
1,0.75,9,0.25,94.0490928666
1,0.75,9,0.25,95.0641566497
1,0.75,9,0.25,93.8576390073
1,0.75,9,0.25,93.5388482873
1,0.75,9,0.5,94.4803191729
1,0.75,9,0.5,94.6399816974
1,0.75,9,0.5,94.0092262923
1,0.75,9,0.5,94.0731265127
1,0.75,9,0.5,94.2198183854
1,0.75,9,0.75,93.6607496653
1,0.75,9,0.75,94.7545840607
1,0.75,9,0.75,93.7127465151
1,0.75,9,0.75,93.9803557506
1,0.75,9,0.75,93.8427188981
1,1.0,3,0.25,91.4011294943
1,1.0,3,0.25,91.171050499
1,1.0,3,0.25,92.1392416234
1,1.0,3,0.25,91.695227514
1,1.0,3,0.25,92.4164341414
1,1.0,3,0.5,91.9285179608
1,1.0,3,0.5,92.4588725877
1,1.0,3,0.5,91.0285252764
1,1.0,3,0.5,90.5150080278
1,1.0,3,0.5,91.962048662
1,1.0,3,0.75,92.7321762608
1,1.0,3,0.75,92.0500676432
1,1.0,3,0.75,90.9884777375
1,1.0,3,0.75,91.6621120474
1,1.0,3,0.75,91.5965850699
1,1.0,5,0.25,92.2345351363
1,1.0,5,0.25,91.8826563444
1,1.0,5,0.25,91.2405903613
1,1.0,5,0.25,90.9616023386
1,1.0,5,0.25,90.6603727259
1,1.0,5,0.5,91.2524671063
1,1.0,5,0.5,91.4546005358
1,1.0,5,0.5,90.7498730361
1,1.0,5,0.5,91.7104432512
1,1.0,5,0.5,90.6430178367
1,1.0,5,0.75,92.079741899
1,1.0,5,0.75,92.1782864955
1,1.0,5,0.75,91.6424794994
1,1.0,5,0.75,91.1969566289
1,1.0,5,0.75,90.7986294575
1,1.0,7,0.25,90.3132519042
1,1.0,7,0.25,90.8383874126
1,1.0,7,0.25,91.1059087558
1,1.0,7,0.25,89.872065526
1,1.0,7,0.25,90.5821626059
1,1.0,7,0.5,91.5496049361
1,1.0,7,0.5,91.3593602844
1,1.0,7,0.5,91.2062969357
1,1.0,7,0.5,91.5447304086
1,1.0,7,0.5,90.4249833656
1,1.0,7,0.75,90.0770390029
1,1.0,7,0.75,90.9770387752
1,1.0,7,0.75,91.0097892263
1,1.0,7,0.75,91.4477068855
1,1.0,7,0.75,91.3155286877
1,1.0,9,0.25,91.4329254921
1,1.0,9,0.25,90.5751123968
1,1.0,9,0.25,90.5392976381
1,1.0,9,0.25,91.2941037163
1,1.0,9,0.25,91.8100173011
1,1.0,9,0.5,90.9789130176
1,1.0,9,0.5,90.1580618107
1,1.0,9,0.5,91.3758356383
1,1.0,9,0.5,90.1563219377
1,1.0,9,0.5,90.8329548826
1,1.0,9,0.75,91.4689906887
1,1.0,9,0.75,91.3521683693
1,1.0,9,0.75,90.0934505939
1,1.0,9,0.75,90.7631074107
1,1.0,9,0.75,90.8075486557
5,0.5,3,0.25,87.9098669583
5,0.5,3,0.25,90.4473293583
5,0.5,3,0.25,89.5472116628
5,0.5,3,0.25,86.6809936068
5,0.5,3,0.25,90.8463814503
5,0.5,3,0.5,86.9025086371
5,0.5,3,0.5,87.5221490775
5,0.5,3,0.5,85.9246577622
5,0.5,3,0.5,85.0272105578
5,0.5,3,0.5,86.0752505072
5,0.5,3,0.75,87.5707576081
5,0.5,3,0.75,86.9816260713
5,0.5,3,0.75,87.1321959539
5,0.5,3,0.75,88.9585920113
5,0.5,3,0.75,88.9095251854
5,0.5,5,0.25,88.1074507681
5,0.5,5,0.25,92.1275373752
5,0.5,5,0.25,88.9333238103
5,0.5,5,0.25,89.4310666663
5,0.5,5,0.25,88.0465969394
5,0.5,5,0.5,89.2853497814
5,0.5,5,0.5,90.0172452585
5,0.5,5,0.5,89.7651589443
5,0.5,5,0.5,91.5582306849
5,0.5,5,0.5,89.2490365525
5,0.5,5,0.75,87.537770662
5,0.5,5,0.75,87.5195085498
5,0.5,5,0.75,90.1281027741
5,0.5,5,0.75,89.3535463829
5,0.5,5,0.75,89.110624293
5,0.5,7,0.25,88.9405945406
5,0.5,7,0.25,88.4502979357
5,0.5,7,0.25,90.2606126836
5,0.5,7,0.25,90.422787922
5,0.5,7,0.25,91.1330653401
5,0.5,7,0.5,89.9213490697
5,0.5,7,0.5,89.6806759933
5,0.5,7,0.5,91.0032735802
5,0.5,7,0.5,88.737532013
5,0.5,7,0.5,89.1930218055
5,0.5,7,0.75,91.8961634419
5,0.5,7,0.75,93.4649850345
5,0.5,7,0.75,91.0463776267
5,0.5,7,0.75,92.2002146456
5,0.5,7,0.75,91.4266730455
5,0.5,9,0.25,90.7364322179
5,0.5,9,0.25,92.4009807579
5,0.5,9,0.25,89.7788607945
5,0.5,9,0.25,90.7427267011
5,0.5,9,0.25,92.1099006841
5,0.5,9,0.5,91.9923487843
5,0.5,9,0.5,91.1598628803
5,0.5,9,0.5,90.6230351075
5,0.5,9,0.5,90.0557586055
5,0.5,9,0.5,89.0523645134
5,0.5,9,0.75,94.3548755729
5,0.5,9,0.75,91.5681417011
5,0.5,9,0.75,89.1216813602
5,0.5,9,0.75,89.6239857996
5,0.5,9,0.75,91.2312546015
5,0.75,3,0.25,87.9141623421
5,0.75,3,0.25,87.016823823
5,0.75,3,0.25,87.2070759086
5,0.75,3,0.25,85.6791440178
5,0.75,3,0.25,87.3866815679
5,0.75,3,0.5,87.5678440724
5,0.75,3,0.5,84.7695513765
5,0.75,3,0.5,89.4729922716
5,0.75,3,0.5,85.920312254
5,0.75,3,0.5,84.9872778213
5,0.75,3,0.75,87.4896761446
5,0.75,3,0.75,87.4446872854
5,0.75,3,0.75,85.8733120966
5,0.75,3,0.75,83.0570754925
5,0.75,3,0.75,87.0222964033
5,0.75,5,0.25,87.3072030645
5,0.75,5,0.25,88.725068111
5,0.75,5,0.25,89.0633624313
5,0.75,5,0.25,86.9269479042
5,0.75,5,0.25,88.5913046611
5,0.75,5,0.5,85.9995474859
5,0.75,5,0.5,87.8419068612
5,0.75,5,0.5,87.9755316099
5,0.75,5,0.5,89.386322684
5,0.75,5,0.5,87.9293111311
5,0.75,5,0.75,85.7285920238
5,0.75,5,0.75,83.9662036797
5,0.75,5,0.75,84.6668252559
5,0.75,5,0.75,86.4262841726
5,0.75,5,0.75,84.3354339999
5,0.75,7,0.25,86.9308495478
5,0.75,7,0.25,86.3187790696
5,0.75,7,0.25,88.8672818159
5,0.75,7,0.25,89.7545901161
5,0.75,7,0.25,86.874705555
5,0.75,7,0.5,85.8041237517
5,0.75,7,0.5,85.3038052144
5,0.75,7,0.5,86.8385956858
5,0.75,7,0.5,87.3853931141
5,0.75,7,0.5,86.5838234946
5,0.75,7,0.75,87.0585330784
5,0.75,7,0.75,91.2577140219
5,0.75,7,0.75,83.0207056935
5,0.75,7,0.75,86.7567016954
5,0.75,7,0.75,87.0432183658
5,0.75,9,0.25,88.8374404702
5,0.75,9,0.25,88.648157673
5,0.75,9,0.25,88.5594038425
5,0.75,9,0.25,89.3513946169
5,0.75,9,0.25,87.2971463341
5,0.75,9,0.5,87.3916605466
5,0.75,9,0.5,87.157770568
5,0.75,9,0.5,87.0916931977
5,0.75,9,0.5,88.3598516655
5,0.75,9,0.5,86.4859453572
5,0.75,9,0.75,89.2440565461
5,0.75,9,0.75,88.1646854413
5,0.75,9,0.75,85.5289310178
5,0.75,9,0.75,86.9105072761
5,0.75,9,0.75,88.0496428984
5,1.0,3,0.25,81.4584836387
5,1.0,3,0.25,82.8893967275
5,1.0,3,0.25,84.1237334848
5,1.0,3,0.25,82.3622506155
5,1.0,3,0.25,87.0804990865
5,1.0,3,0.5,81.6463076343
5,1.0,3,0.5,82.4712455121
5,1.0,3,0.5,81.7152794414
5,1.0,3,0.5,81.4849247132
5,1.0,3,0.5,82.4072466077
5,1.0,3,0.75,83.8671242224
5,1.0,3,0.75,83.2406377485
5,1.0,3,0.75,83.0601834182
5,1.0,3,0.75,85.3873707923
5,1.0,3,0.75,84.74195187
5,1.0,5,0.25,84.1863389139
5,1.0,5,0.25,86.7274689415
5,1.0,5,0.25,86.262363833
5,1.0,5,0.25,82.2536573422
5,1.0,5,0.25,85.5306245363
5,1.0,5,0.5,85.8618891987
5,1.0,5,0.5,83.1782855076
5,1.0,5,0.5,84.8266244717
5,1.0,5,0.5,84.562236556
5,1.0,5,0.5,87.0119962807
5,1.0,5,0.75,85.9337565361
5,1.0,5,0.75,81.3927964176
5,1.0,5,0.75,84.1249464685
5,1.0,5,0.75,86.2815932436
5,1.0,5,0.75,81.9727404461
5,1.0,7,0.25,85.4789496819
5,1.0,7,0.25,84.4215883927
5,1.0,7,0.25,83.9692479611
5,1.0,7,0.25,86.2307150612
5,1.0,7,0.25,85.6832003559
5,1.0,7,0.5,86.0630720749
5,1.0,7,0.5,88.6852020121
5,1.0,7,0.5,84.5605562385
5,1.0,7,0.5,84.8208309913
5,1.0,7,0.5,84.5568955634
5,1.0,7,0.75,84.0967787832
5,1.0,7,0.75,84.9593897186
5,1.0,7,0.75,84.4627953357
5,1.0,7,0.75,83.4342321212
5,1.0,7,0.75,82.5566507249
5,1.0,9,0.25,86.3281746848
5,1.0,9,0.25,83.8754255341
5,1.0,9,0.25,86.9250026357
5,1.0,9,0.25,81.7799419862
5,1.0,9,0.25,84.4942121232
5,1.0,9,0.5,87.5653573088
5,1.0,9,0.5,85.6184978564
5,1.0,9,0.5,84.5138637645
5,1.0,9,0.5,81.324664128
5,1.0,9,0.5,87.3183855552
5,1.0,9,0.75,85.6872092674
5,1.0,9,0.75,87.7157096661
5,1.0,9,0.75,84.4775687207
5,1.0,9,0.75,89.1610343496
5,1.0,9,0.75,85.9793234251
10,0.5,3,0.25,72.7592286562
10,0.5,3,0.25,73.9327335201
10,0.5,3,0.25,77.3284034632
10,0.5,3,0.25,76.7067337974
10,0.5,3,0.25,72.9226976022
10,0.5,3,0.5,73.1902796514
10,0.5,3,0.5,73.6874123657
10,0.5,3,0.5,76.4284600345
10,0.5,3,0.5,74.0934224877
10,0.5,3,0.5,73.0254598688
10,0.5,3,0.75,73.2993355223
10,0.5,3,0.75,73.6060010489
10,0.5,3,0.75,72.6338975832
10,0.5,3,0.75,73.0977790516
10,0.5,3,0.75,73.0744269589
10,0.5,5,0.25,80.8064006826
10,0.5,5,0.25,79.6405288577
10,0.5,5,0.25,78.9962648006
10,0.5,5,0.25,76.0815140655
10,0.5,5,0.25,78.2678788031
10,0.5,5,0.5,79.9739616327
10,0.5,5,0.5,74.3319327574
10,0.5,5,0.5,76.2832301877
10,0.5,5,0.5,78.7832493594
10,0.5,5,0.5,78.3661388064
10,0.5,5,0.75,78.1132768147
10,0.5,5,0.75,77.3060981798
10,0.5,5,0.75,77.6490950027
10,0.5,5,0.75,75.3003434649
10,0.5,5,0.75,77.8400891248
10,0.5,7,0.25,79.2745237925
10,0.5,7,0.25,78.1814231655
10,0.5,7,0.25,78.033745237
10,0.5,7,0.25,78.7242096705
10,0.5,7,0.25,80.1586811451
10,0.5,7,0.5,78.153034956
10,0.5,7,0.5,77.3096316122
10,0.5,7,0.5,81.1947877325
10,0.5,7,0.5,81.6650156889
10,0.5,7,0.5,80.5662930216
10,0.5,7,0.75,77.8458303067
10,0.5,7,0.75,81.3020873633
10,0.5,7,0.75,81.2326569077
10,0.5,7,0.75,77.690675737
10,0.5,7,0.75,77.5823195591
10,0.5,9,0.25,82.532406276
10,0.5,9,0.25,78.8891392709
10,0.5,9,0.25,78.423685562
10,0.5,9,0.25,80.6038278544
10,0.5,9,0.25,77.7384954947
10,0.5,9,0.5,83.9118811455
10,0.5,9,0.5,79.6629785489
10,0.5,9,0.5,76.084308176
10,0.5,9,0.5,78.0443098927
10,0.5,9,0.5,79.4425970196
10,0.5,9,0.75,80.1486714026
10,0.5,9,0.75,80.5932563229
10,0.5,9,0.75,78.5492432204
10,0.5,9,0.75,81.0401780954
10,0.5,9,0.75,79.6501868729
10,0.75,3,0.25,73.1576718595
10,0.75,3,0.25,75.8860717393
10,0.75,3,0.25,77.0769664426
10,0.75,3,0.25,74.3246958122
10,0.75,3,0.25,74.3354214042
10,0.75,3,0.5,75.2620485434
10,0.75,3,0.5,75.1394187798
10,0.75,3,0.5,72.4322399095
10,0.75,3,0.5,75.2807862165
10,0.75,3,0.5,73.782521992
10,0.75,3,0.75,74.3280289625
10,0.75,3,0.75,75.7260245575
10,0.75,3,0.75,73.9899615327
10,0.75,3,0.75,73.5538356505
10,0.75,3,0.75,75.1251695841
10,0.75,5,0.25,75.1012081863
10,0.75,5,0.25,76.4136771072
10,0.75,5,0.25,81.8760411258
10,0.75,5,0.25,76.8646251601
10,0.75,5,0.25,76.2384915984
10,0.75,5,0.5,77.9486507777
10,0.75,5,0.5,78.1413857247
10,0.75,5,0.5,77.9873594729
10,0.75,5,0.5,78.3424411811
10,0.75,5,0.5,76.8582093952
10,0.75,5,0.75,78.2421733654
10,0.75,5,0.75,77.8641830498
10,0.75,5,0.75,79.9607335368
10,0.75,5,0.75,79.713875218
10,0.75,5,0.75,74.2257611407
10,0.75,7,0.25,78.6315708697
10,0.75,7,0.25,80.6393877562
10,0.75,7,0.25,76.2503400528
10,0.75,7,0.25,78.7688641629
10,0.75,7,0.25,76.9657474656
10,0.75,7,0.5,76.9657994927
10,0.75,7,0.5,78.1994759219
10,0.75,7,0.5,79.5105851915
10,0.75,7,0.5,74.8154394276
10,0.75,7,0.5,76.9805926858
10,0.75,7,0.75,78.0311173073
10,0.75,7,0.75,79.1203920408
10,0.75,7,0.75,76.7934251194
10,0.75,7,0.75,79.1070463603
10,0.75,7,0.75,75.4586845894
10,0.75,9,0.25,77.5132030162
10,0.75,9,0.25,79.8268876982
10,0.75,9,0.25,76.8342517877
10,0.75,9,0.25,77.0050761844
10,0.75,9,0.25,78.6674789378
10,0.75,9,0.5,77.5344348183
10,0.75,9,0.5,74.3282496243
10,0.75,9,0.5,77.8063980858
10,0.75,9,0.5,77.8349310886
10,0.75,9,0.5,77.2081490864
10,0.75,9,0.75,80.6402448154
10,0.75,9,0.75,76.1201832127
10,0.75,9,0.75,78.0407049619
10,0.75,9,0.75,77.0162433624
10,0.75,9,0.75,78.5123329088
10,1.0,3,0.25,75.7144298598
10,1.0,3,0.25,75.384728336
10,1.0,3,0.25,72.5048414643
10,1.0,3,0.25,72.8121845779
10,1.0,3,0.25,71.6811507366
10,1.0,3,0.5,77.2157897678
10,1.0,3,0.5,73.0525235475
10,1.0,3,0.5,72.7186401635
10,1.0,3,0.5,73.7275757718
10,1.0,3,0.5,72.0331854089
10,1.0,3,0.75,72.0589808784
10,1.0,3,0.75,73.6545710302
10,1.0,3,0.75,74.878832788
10,1.0,3,0.75,75.7096655263
10,1.0,3,0.75,75.3742550006
10,1.0,5,0.25,76.5170464658
10,1.0,5,0.25,76.3073313177
10,1.0,5,0.25,75.646994511
10,1.0,5,0.25,78.6457496979
10,1.0,5,0.25,76.6882187103
10,1.0,5,0.5,72.4371318937
10,1.0,5,0.5,76.6269662766
10,1.0,5,0.5,74.2334174903
10,1.0,5,0.5,72.3632137365
10,1.0,5,0.5,74.0987995682
10,1.0,5,0.75,74.9091161919
10,1.0,5,0.75,80.9582173713
10,1.0,5,0.75,74.9013213781
10,1.0,5,0.75,78.1916970862
10,1.0,5,0.75,81.1255056305
10,1.0,7,0.25,78.1822617377
10,1.0,7,0.25,77.0727356638
10,1.0,7,0.25,75.7759733135
10,1.0,7,0.25,72.8625016436
10,1.0,7,0.25,75.4334294041
10,1.0,7,0.5,74.9712607866
10,1.0,7,0.5,77.7078943515
10,1.0,7,0.5,80.3060728818
10,1.0,7,0.5,74.5164037872
10,1.0,7,0.5,75.0228981222
10,1.0,7,0.75,76.3782908573
10,1.0,7,0.75,77.7908370457
10,1.0,7,0.75,71.0013904415
10,1.0,7,0.75,78.281694455
10,1.0,7,0.75,79.1989503312
10,1.0,9,0.25,75.1110817367
10,1.0,9,0.25,75.9953455936
10,1.0,9,0.25,78.3746856339
10,1.0,9,0.25,73.0786679547
10,1.0,9,0.25,78.0767558209
10,1.0,9,0.5,77.5853200516
10,1.0,9,0.5,77.5201002588
10,1.0,9,0.5,75.9438336979
10,1.0,9,0.5,78.5167785765
10,1.0,9,0.5,78.1530553934
10,1.0,9,0.75,73.4854278846
10,1.0,9,0.75,75.3517048262
10,1.0,9,0.75,75.9670226528
10,1.0,9,0.75,77.830658707
10,1.0,9,0.75,77.2156345768
20,0.5,3,0.25,62.003071503
20,0.5,3,0.25,60.5866891423
20,0.5,3,0.25,62.2670827306
20,0.5,3,0.25,61.123807069
20,0.5,3,0.25,64.2223936233
20,0.5,3,0.5,60.4921177891
20,0.5,3,0.5,59.7844694813
20,0.5,3,0.5,59.7095672095
20,0.5,3,0.5,61.5045378751
20,0.5,3,0.5,62.3297682073
20,0.5,3,0.75,61.9781957532
20,0.5,3,0.75,58.9308728088
20,0.5,3,0.75,58.9760349694
20,0.5,3,0.75,62.0006928673
20,0.5,3,0.75,62.8375827706
20,0.5,5,0.25,65.3038625144
20,0.5,5,0.25,63.3211966083
20,0.5,5,0.25,61.6382212828
20,0.5,5,0.25,63.5345213949
20,0.5,5,0.25,67.5550745132
20,0.5,5,0.5,67.0109785726
20,0.5,5,0.5,64.164210352
20,0.5,5,0.5,64.8444908403
20,0.5,5,0.5,66.0963541656
20,0.5,5,0.5,61.297680903
20,0.5,5,0.75,62.6251940144
20,0.5,5,0.75,68.1506503821
20,0.5,5,0.75,64.5553759941
20,0.5,5,0.75,64.0717062585
20,0.5,5,0.75,64.8371966495
20,0.5,7,0.25,69.8095722245
20,0.5,7,0.25,66.9756660776
20,0.5,7,0.25,68.004080971
20,0.5,7,0.25,68.9095965317
20,0.5,7,0.25,68.4983275063
20,0.5,7,0.5,65.2060413288
20,0.5,7,0.5,66.0964218957
20,0.5,7,0.5,68.9293127928
20,0.5,7,0.5,68.5223157734
20,0.5,7,0.5,67.875320611
20,0.5,7,0.75,64.6133871027
20,0.5,7,0.75,64.3515465955
20,0.5,7,0.75,65.8248903788
20,0.5,7,0.75,63.2651373768
20,0.5,7,0.75,68.16435503
20,0.5,9,0.25,68.0688573591
20,0.5,9,0.25,65.2569660347
20,0.5,9,0.25,67.1748491887
20,0.5,9,0.25,66.1179330608
20,0.5,9,0.25,67.0842562763
20,0.5,9,0.5,67.1889428588
20,0.5,9,0.5,64.6191875414
20,0.5,9,0.5,68.5327966521
20,0.5,9,0.5,66.96210119
20,0.5,9,0.5,68.5649603573
20,0.5,9,0.75,69.4624545139
20,0.5,9,0.75,65.3124496207
20,0.5,9,0.75,66.3697356247
20,0.5,9,0.75,68.9666806924
20,0.5,9,0.75,65.4889902423
20,0.75,3,0.25,64.9630179495
20,0.75,3,0.25,62.1348736349
20,0.75,3,0.25,63.1094696044
20,0.75,3,0.25,61.2734029586
20,0.75,3,0.25,61.6194056388
20,0.75,3,0.5,63.9381905467
20,0.75,3,0.5,63.0268624348
20,0.75,3,0.5,60.1626366498
20,0.75,3,0.5,60.8913255217
20,0.75,3,0.5,62.1459075544
20,0.75,3,0.75,60.4282711096
20,0.75,3,0.75,61.0406280047
20,0.75,3,0.75,63.6610166222
20,0.75,3,0.75,60.4748991595
20,0.75,3,0.75,63.6117666282
20,0.75,5,0.25,62.2357967465
20,0.75,5,0.25,68.3451363938
20,0.75,5,0.25,61.1294245097
20,0.75,5,0.25,65.1553790313
20,0.75,5,0.25,62.1981669511
20,0.75,5,0.5,62.6310242255
20,0.75,5,0.5,65.6686352351
20,0.75,5,0.5,67.5679785422
20,0.75,5,0.5,65.6808761283
20,0.75,5,0.5,63.7375032482
20,0.75,5,0.75,63.0954044539
20,0.75,5,0.75,65.0926822151
20,0.75,5,0.75,64.0089794101
20,0.75,5,0.75,65.9388029597
20,0.75,5,0.75,66.3791999574
20,0.75,7,0.25,65.6408678892
20,0.75,7,0.25,65.1446263175
20,0.75,7,0.25,67.6105677436
20,0.75,7,0.25,61.0840876163
20,0.75,7,0.25,64.3719130817
20,0.75,7,0.5,64.3981688423
20,0.75,7,0.5,64.3563732442
20,0.75,7,0.5,67.190645262
20,0.75,7,0.5,66.2074078669
20,0.75,7,0.5,67.1263082117
20,0.75,7,0.75,62.6147384982
20,0.75,7,0.75,66.8939511707
20,0.75,7,0.75,62.9697049204
20,0.75,7,0.75,69.5859538765
20,0.75,7,0.75,64.2050505212
20,0.75,9,0.25,67.6656425818
20,0.75,9,0.25,68.7309925071
20,0.75,9,0.25,67.3580677895
20,0.75,9,0.25,65.7078715471
20,0.75,9,0.25,64.8941598181
20,0.75,9,0.5,71.3542326159
20,0.75,9,0.5,62.0547570009
20,0.75,9,0.5,67.4477970328
20,0.75,9,0.5,70.5014830904
20,0.75,9,0.5,66.9966365041
20,0.75,9,0.75,68.4761590321
20,0.75,9,0.75,65.0357818557
20,0.75,9,0.75,69.4037665387
20,0.75,9,0.75,64.5822505816
20,0.75,9,0.75,69.3749022515
20,1.0,3,0.25,61.1566244779
20,1.0,3,0.25,61.9558835767
20,1.0,3,0.25,61.6639467541
20,1.0,3,0.25,60.0428075543
20,1.0,3,0.25,62.4097774735
20,1.0,3,0.5,61.2507701835
20,1.0,3,0.5,60.9844103365
20,1.0,3,0.5,62.3609732091
20,1.0,3,0.5,58.5235087407
20,1.0,3,0.5,59.0015819526
20,1.0,3,0.75,60.5166496825
20,1.0,3,0.75,60.8425536881
20,1.0,3,0.75,60.4467156666
20,1.0,3,0.75,63.0414702584
20,1.0,3,0.75,62.103659835
20,1.0,5,0.25,62.4783973924
20,1.0,5,0.25,61.8293043255
20,1.0,5,0.25,66.1875033057
20,1.0,5,0.25,63.7992200078
20,1.0,5,0.25,57.1516261877
20,1.0,5,0.5,62.2883563316
20,1.0,5,0.5,64.1567624324
20,1.0,5,0.5,65.8043283862
20,1.0,5,0.5,63.8969397484
20,1.0,5,0.5,65.7100414387
20,1.0,5,0.75,64.691709202
20,1.0,5,0.75,62.4880360104
20,1.0,5,0.75,59.2400562045
20,1.0,5,0.75,59.1138189565
20,1.0,5,0.75,59.8370162316
20,1.0,7,0.25,64.577842324
20,1.0,7,0.25,57.324029715
20,1.0,7,0.25,65.0471480755
20,1.0,7,0.25,61.3660430522
20,1.0,7,0.25,64.7040326887
20,1.0,7,0.5,64.4130185159
20,1.0,7,0.5,66.2165199539
20,1.0,7,0.5,63.7539206114
20,1.0,7,0.5,63.8076526578
20,1.0,7,0.5,66.9157703237
20,1.0,7,0.75,71.1927929143
20,1.0,7,0.75,68.9773756855
20,1.0,7,0.75,64.332647322
20,1.0,7,0.75,62.0318919253
20,1.0,7,0.75,60.9422438935
20,1.0,9,0.25,63.0117452701
20,1.0,9,0.25,70.0913601543
20,1.0,9,0.25,67.3201461792
20,1.0,9,0.25,65.3578025798
20,1.0,9,0.25,68.0139802472
20,1.0,9,0.5,59.7967517785
20,1.0,9,0.5,63.0865028111
20,1.0,9,0.5,63.3806633647
20,1.0,9,0.5,64.1346061677
20,1.0,9,0.5,64.4353629694
20,1.0,9,0.75,64.8052457436
20,1.0,9,0.75,61.7961553488
20,1.0,9,0.75,63.5324675662
20,1.0,9,0.75,64.6994089284
20,1.0,9,0.75,69.1339919211
30,0.5,3,0.25,54.5516277825
30,0.5,3,0.25,56.8584220062
30,0.5,3,0.25,52.9879512907
30,0.5,3,0.25,55.3927258229
30,0.5,3,0.25,54.5373444063
30,0.5,3,0.5,54.8077537304
30,0.5,3,0.5,54.9013864152
30,0.5,3,0.5,56.705298902
30,0.5,3,0.5,53.2375145267
30,0.5,3,0.5,55.0849139443
30,0.5,3,0.75,52.9405606967
30,0.5,3,0.75,55.7005182487
30,0.5,3,0.75,54.8100917997
30,0.5,3,0.75,53.022334308
30,0.5,3,0.75,57.5072760072
30,0.5,5,0.25,54.3976846143
30,0.5,5,0.25,58.7146611982
30,0.5,5,0.25,57.8425265551
