Noise,Beta,Window,T,PSNR
30,0.5,5,0.25,54.7867990851
30,0.5,5,0.25,60.8314454167
30,0.5,5,0.5,57.3171993016
30,0.5,5,0.5,59.5610052434
30,0.5,5,0.5,61.6982045981
30,0.5,5,0.5,59.2245677744
30,0.5,5,0.5,55.637375588
30,0.5,5,0.75,55.6040528913
30,0.5,5,0.75,56.1075557881
30,0.5,5,0.75,57.1635310858
30,0.5,5,0.75,56.8349868263
30,0.5,5,0.75,56.8027723742
30,0.5,7,0.25,61.5996960864
30,0.5,7,0.25,60.9448142287
30,0.5,7,0.25,57.2595891474
30,0.5,7,0.25,60.3843848212
30,0.5,7,0.25,61.2316279422
30,0.5,7,0.5,57.5849740727
30,0.5,7,0.5,62.2577196169
30,0.5,7,0.5,61.045852261
30,0.5,7,0.5,57.1835214674
30,0.5,7,0.5,57.6232899643
30,0.5,7,0.75,58.7285882451
30,0.5,7,0.75,59.4602215217
30,0.5,7,0.75,65.2462632038
30,0.5,7,0.75,61.1664058469
30,0.5,7,0.75,61.6426695357
30,0.5,9,0.25,64.9695833081
30,0.5,9,0.25,63.9230341559
30,0.5,9,0.25,64.104366676
30,0.5,9,0.25,57.1258379036
30,0.5,9,0.25,60.9626676726
30,0.5,9,0.5,60.3807574906
30,0.5,9,0.5,58.0590127857
30,0.5,9,0.5,57.5504589694
30,0.5,9,0.5,60.0715638003
30,0.5,9,0.5,58.5081710015
30,0.5,9,0.75,57.663022744
30,0.5,9,0.75,62.1541032551
30,0.5,9,0.75,61.9536980147
30,0.5,9,0.75,61.7274158709
30,0.5,9,0.75,63.3746819442
30,0.75,3,0.25,55.629248485
30,0.75,3,0.25,56.4367009946
30,0.75,3,0.25,52.980225949
30,0.75,3,0.25,54.7210915135
30,0.75,3,0.25,54.0097009623
30,0.75,3,0.5,57.0965478688
30,0.75,3,0.5,54.418643655
30,0.75,3,0.5,57.1008486463
30,0.75,3,0.5,53.6666198249
30,0.75,3,0.5,55.1711514867
30,0.75,3,0.75,55.1601189295
30,0.75,3,0.75,55.8474364531
30,0.75,3,0.75,54.0316469484
30,0.75,3,0.75,56.8203645593
30,0.75,3,0.75,54.2037298095
30,0.75,5,0.25,51.7161098592
30,0.75,5,0.25,55.0391217308
30,0.75,5,0.25,53.4995223394
30,0.75,5,0.25,55.815696604
30,0.75,5,0.25,56.5774180681
30,0.75,5,0.5,53.293642054
30,0.75,5,0.5,57.1850756204
30,0.75,5,0.5,56.1286219833
30,0.75,5,0.5,56.350797601
30,0.75,5,0.5,56.8661950374
30,0.75,5,0.75,56.9149500213
30,0.75,5,0.75,58.0796645847
30,0.75,5,0.75,58.6252298256
30,0.75,5,0.75,57.685763097
30,0.75,5,0.75,54.1779798282
30,0.75,7,0.25,57.5175910495
30,0.75,7,0.25,59.9294034955
30,0.75,7,0.25,62.0037096505
30,0.75,7,0.25,58.613256326
30,0.75,7,0.25,56.5387739902
30,0.75,7,0.5,60.2164709373
30,0.75,7,0.5,59.5379279153
30,0.75,7,0.5,54.4048498471
30,0.75,7,0.5,55.2824538245
30,0.75,7,0.5,58.4458435538
30,0.75,7,0.75,60.9270187205
30,0.75,7,0.75,58.3320254254
30,0.75,7,0.75,55.5932631405
30,0.75,7,0.75,63.6980675105
30,0.75,7,0.75,58.5236574974
30,0.75,9,0.25,58.6165762959
30,0.75,9,0.25,58.856841722
30,0.75,9,0.25,55.2466817194
30,0.75,9,0.25,60.5744696083
30,0.75,9,0.25,57.3943705628
30,0.75,9,0.5,60.8832719631
30,0.75,9,0.5,58.8895410387
30,0.75,9,0.5,56.0659728503
30,0.75,9,0.5,56.0741809082
30,0.75,9,0.5,56.3258701797
30,0.75,9,0.75,56.8637965724
30,0.75,9,0.75,60.0270994287
30,0.75,9,0.75,53.4496445109
30,0.75,9,0.75,53.6694218087
30,0.75,9,0.75,57.3996652713
30,1.0,3,0.25,55.2695638791
30,1.0,3,0.25,54.3847697053
30,1.0,3,0.25,50.7281455885
30,1.0,3,0.25,54.3407110367
30,1.0,3,0.25,53.9264688081
30,1.0,3,0.5,53.0111435555
30,1.0,3,0.5,53.2449938558
30,1.0,3,0.5,54.318133645
30,1.0,3,0.5,55.3737506781
30,1.0,3,0.5,53.9905899735
30,1.0,3,0.75,53.0117896322
30,1.0,3,0.75,51.9347969265
30,1.0,3,0.75,59.7486254913
30,1.0,3,0.75,52.0949792747
30,1.0,3,0.75,53.9838164852
30,1.0,5,0.25,54.5622969885
30,1.0,5,0.25,52.7826908468
30,1.0,5,0.25,51.1635087219
30,1.0,5,0.25,58.1136740898
30,1.0,5,0.25,54.5847625241
30,1.0,5,0.5,49.9440445869
30,1.0,5,0.5,55.1774403445
30,1.0,5,0.5,57.0418583922
30,1.0,5,0.5,58.5085031043
30,1.0,5,0.5,55.203384282
30,1.0,5,0.75,52.5484242564
30,1.0,5,0.75,54.6131634421
30,1.0,5,0.75,59.8759882029
30,1.0,5,0.75,56.9727491707
30,1.0,5,0.75,51.5647295718
30,1.0,7,0.25,54.1708751274
30,1.0,7,0.25,48.7549050312
30,1.0,7,0.25,54.8071172725
30,1.0,7,0.25,54.5593816568
30,1.0,7,0.25,56.6389298476
30,1.0,7,0.5,55.4209234132
30,1.0,7,0.5,50.5303028628
30,1.0,7,0.5,53.7255024365
30,1.0,7,0.5,53.9933517353
30,1.0,7,0.5,51.4716110582
30,1.0,7,0.75,56.5492872
30,1.0,7,0.75,59.953412629
30,1.0,7,0.75,53.7235963929
30,1.0,7,0.75,56.5664875891
30,1.0,7,0.75,54.8822263735
30,1.0,9,0.25,59.7432763633
30,1.0,9,0.25,51.8563518445
30,1.0,9,0.25,58.1590035888
30,1.0,9,0.25,53.1693137403
30,1.0,9,0.25,54.4390433559
30,1.0,9,0.5,54.2060336742
30,1.0,9,0.5,55.2378032938
30,1.0,9,0.5,51.9276262389
30,1.0,9,0.5,54.2860249157
30,1.0,9,0.5,55.441426918
30,1.0,9,0.75,50.2038931999
30,1.0,9,0.75,53.8168179669
30,1.0,9,0.75,55.4905891371
30,1.0,9,0.75,53.2095233977
30,1.0,9,0.75,52.4531797197
1,0.5,7,0.75,98.9917785933
1,0.5,7,0.75,98.2790999599
1,0.5,7,0.75,99.5360234312
1,0.5,7,0.75,99.3815686823
1,0.5,7,0.75,100.264264059
1,0.5,7,0.75,98.1508052128
1,0.5,7,0.75,99.0494148989
1,0.5,7,0.75,99.0489951301
1,0.5,7,0.75,99.2750375436
1,0.5,7,0.75,98.5023973253
5,0.5,7,0.75,90.8694514598
5,0.5,7,0.75,89.2355667739
5,0.5,7,0.75,89.2451355217
5,0.5,7,0.75,90.4171827805
5,0.5,7,0.75,89.1285901981
5,0.5,7,0.75,90.7718350568
5,0.5,7,0.75,89.1068184554
5,0.5,7,0.75,91.0643256182
5,0.5,7,0.75,90.0159188987
5,0.5,7,0.75,92.430600211
10,0.5,7,0.75,77.3917729201
10,0.5,7,0.75,80.655072207
10,0.5,7,0.75,80.2626536381
10,0.5,7,0.75,78.7068187587
10,0.5,7,0.75,80.7378551378
10,0.5,7,0.75,76.8882859016
10,0.5,7,0.75,77.5585810882
10,0.5,7,0.75,81.1636053667
10,0.5,7,0.75,79.8628614332
10,0.5,7,0.75,77.1221163742
20,0.5,7,0.75,63.7913324136
20,0.5,7,0.75,65.9591798187
20,0.5,7,0.75,67.4300925037
20,0.5,7,0.75,65.9130830507
20,0.5,7,0.75,66.8445162555
20,0.5,7,0.75,68.2878048062
20,0.5,7,0.75,65.3642136694
20,0.5,7,0.75,66.6347339302
20,0.5,7,0.75,64.3375206856
20,0.5,7,0.75,66.8316773404
30,0.5,7,0.75,58.9294802156
30,0.5,7,0.75,59.9469808171
30,0.5,7,0.75,63.6219628781
30,0.5,7,0.75,58.3057717162
30,0.5,7,0.75,64.9390046338
30,0.5,7,0.75,59.616357017
30,0.5,7,0.75,58.7428204299
30,0.5,7,0.75,56.3415649892
30,0.5,7,0.75,59.8223867154
30,0.5,7,0.75,57.7282372523
